id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
53,,SWARMSUSDT,SHORT,CLOSED,0.010905,0.010873,0.010893,469.83459623121087,20.0,9396.691924624218,861686.5588834679,VERY_STRONG,0.3121,0.0864,37.94,42.36,30.4635,29.7498,0.186,-0.1856,BEARISH,-0.1351,-0.0332,29.6271,29.2282,35.1,36.2,31.9,0.0811,46.0,46.2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,W2,,,0.737,0.8168,23.7,68.4,5.5,0.7137,3.0,STRONG_BEAR,STRONG_BEAR,,-0.138,9.378737101952813,21.74965290916902,0.4447,-0.5383,-7.1e-05,-0.9087,-0.3661,-0.0744,-0.0469,,,48368248.806443,,-0.138,,,,,,,,,4.228511366080898,4.216103079632976,8.444614445713874,19.129355438556274,0.20357542411736854,0.20357542411736854,-0.09917423200367721,0.010905,0.010873,0.0,0.3979,-0.2439,2026-05-22T07:01:38.524757,2026-05-22T07:01:13.992743,0.1033,NEVER,1,0.5,,True,,False,,,,2.0,1.0,W2,False,,,0,,0.4071,-0.2439,False,0.010895,0.010818,2026-05-22T07:46:31.590265,2026-05-22T07:40:27.503823,0.7078,0.0017,44.88,38.81,,,0.0292,,12.25,0.3502,17.27,0.396,,,,,,,,0.0842,0.1668,0.5794,0.5794,0.4602,,,,,,,2026-05-22T07:42:47.910132,0.1943,2026-05-22T07:02:09.975018,0.0476,2026-05-22T07:02:09.975018,0.0476,2026-05-22T07:02:26.133151,0.0659,2026-05-22T07:20:13.394729,0.2218,2026-05-22T07:08:05.004511,0.341,2026-05-22T07:08:09.053123,0.3593,False,,,,False,,,,,,,,,,,,,2026-05-22T07:01:11,2026-05-22T07:01:38.601669,FAST_EXIT L1,TAKER_FALLBACK,TAKER,True,
52,,ONDOUSDT,SHORT,CLOSED,0.40650000000000003,0.4083,0.4083,527.2089483260011,20.0,10544.178966520021,25938.93964703572,STRONG_BUY,0.4306,0.1061,34.66,38.04,28.5809,27.6235,0.1553,-0.155,BEARISH,-0.1776,-0.0478,32.0309,30.9366,30.6,31.2,34.0,0.0742,46.0,47.9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,W2+W6,,,0.9535,0.7415,18.4,73.7,10.0,0.9573,5.0,STRONG_BEAR,STRONG_BEAR,,-0.1451,9.102647983178871,21.76740743270629,0.473,-0.3958,-7.1e-05,-0.6441,-0.4125,-0.0945,-0.0198,,,169514937.68141,,-0.1351,2026-05-22T06:47:12.764228,-0.4568,,,,,,,1.897952213973604,4.765891076048108,6.663843290021712,-53.35393465468518,-0.5060036900368925,0.010833948339488919,-0.6044489544895398,0.40650000000000003,0.4062,0.0,0.2538,-0.19,2026-05-22T06:43:26.532155,2026-05-22T06:49:37.590760,-0.2614,ENDED_NEG,1,0.5,,False,,False,,,,2.0,1.0,W2+W6,False,-0.45678105781057565,,0,,-0.06,0.161,True,0.4101,0.4045,2026-05-22T07:37:56.942576,2026-05-22T07:12:41.372062,0.429,-0.9486,40.06,14.8,0.01,-0.555,-0.7272,0.0,23.06,-0.0876,19.04,0.06,,,0.01,-0.555,,,,-0.4074,-0.4812,-0.186,0.3306,-0.2598,,,,,,,,,,,,,2026-05-22T07:15:17.268134,0.1338,,,,,,,False,,,,False,,,2026-05-22T06:50:21.314223,-0.4814,2026-05-22T06:55:22.158845,-0.4814,,,-0.3583,7.04,-0.3337,6.05,2026-05-22T06:40:45,2026-05-22T06:57:52.774253,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
51,,DASHUSDT,SHORT,CLOSED,47.41,47.7,47.68,527.2089483260011,30.0,15816.268449780033,333.6061685252064,STRONG_BUY,0.4741,0.1562,30.81,32.22,27.5196,26.2632,0.2422,-0.2416,BEARISH,-0.2375,-0.0481,30.922,29.7439,30.2,31.9,32.4,0.0788,45.8,47.9,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,C1,,,1.0948,1.346,21.1,76.3,13.9,1.2565,5.0,STRONG_BEAR,STRONG_BEAR,,-0.1398,11.199949814101378,28.6956254246299,0.4186,-0.3816,-7.1e-05,-0.6745,-0.5589,-0.1157,-0.0206,,,81441180.35,,-0.128,,,,,,,,,7.117320802401014,7.160856407393555,14.27817720979457,-111.02396608210651,-0.7019605568445608,0.0,-0.7019605568445608,47.41,47.38,0.0,,,,2026-05-22T06:50:14.953804,-0.1786,ENDED_NEG,1,0.5,,True,,False,,,,2.0,1.5,C1,False,,,0,,-0.1786,-0.0791,True,47.98,47.32,2026-05-22T07:35:09.440119,2026-05-22T07:15:03.127565,0.0998,-1.2923,44.9,24.8,32.69,-0.6595,-1.2712,0.0998,0.02,-0.7228,16.63,-0.2798,,,32.69,-0.6595,,,,-0.554,-0.4486,-0.4064,-0.2166,-0.4908,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.5965,11.09,-0.3854,6.08,2026-05-22T06:36:42,2026-05-22T06:50:14.956390,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,
50,,TONUSDT,SHORT,CLOSED,2.011,2.0076,2.0065,516.7254094373661,30.0,15501.762283120985,7708.484476937337,VERY_STRONG,0.4013,0.0828,34.64,40.68,33.2622,32.0419,0.168,-0.1677,BEARISH,-0.1614,-0.048,22.5553,21.4422,28.8,30.5,36.7,0.0813,47.3,47.9,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,C1,,,0.8958,0.8339,34.2,47.4,10.7,1.2203,2.0,HEALTHY_BEAR,BEAR_EXHAUSTED,,-0.0773,11.388970596041599,33.38402034799912,0.3738,-0.4681,-7.1e-05,-0.6783,-0.386,-0.1683,-0.0136,2026-05-22T06:24:59.363008,,149750198.32439,,-0.1267,,,,,,,,,2.7903172109617773,6.963999046154728,9.754316257116505,16.454530964470976,0.10614619592243012,0.300166832421696,-0.3216941819989991,2.011,2.0037,0.0,0.428,-0.1501,2026-05-22T06:25:00.782072,2026-05-22T06:04:36.734251,-0.0788,RECOVERED,1,0.5,,True,,False,,,,2.0,1.5,C1,False,,,0,,0.0701,-0.2683,True,2.0101,1.9939,2026-05-22T06:30:03.164286,2026-05-22T07:09:03.718627,0.7873,-0.0182,3.5,42.51,,,0.4542,,24.26,0.1906,2.78,0.2006,0.10614619592243012,2026-05-22T06:26:32.765756,,,,,,0.126,0.0862,0.1657,0.305,0.3995,,,,,,,2026-05-22T06:46:53.858619,0.2006,2026-05-22T06:30:08.236775,0.0464,2026-05-22T06:46:54.868194,0.1956,2026-05-22T06:46:53.858619,0.2006,2026-05-22T06:46:54.868194,0.1956,2026-05-22T06:46:55.878301,0.2055,2026-05-22T06:46:54.868194,0.1956,False,,,,False,,,,,,,,,,,,,2026-05-22T06:02:10,2026-05-22T06:26:32.768681,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
49,,SOLUSDT,LONG,CLOSED,87.229,87.05,87.04,256.930598678294,20.0,5138.61197356588,58.909444950255995,VERY_STRONG,0.117,0.044,62.98,65.86,22.4991,21.1312,0.0634,0.0634,BULLISH,0.0617,0.0365,38.6807,38.7868,66.4,64.1,59.7,0.0755,57.7,55.9,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,C8,0.1,-0.5,0.84,1.0755,71.1,21.1,76.6,1.3679,2.0,STRONG_BULL,CHOPPY_FLAT,,0.1363,30.616997458670863,13.033705199075168,0.1384,0.0055,5e-05,0.0371,0.1493,0.0688,0.0805,,,1601896216.0738,,0.0882,2026-05-22T04:35:11.520703,-0.1994,2026-05-22T04:40:20.273185,-0.2681,2026-05-22T04:35:24.017303,-0.2337,,,0.9249501552418585,2.307630232313903,3.2325803875557613,-13.777371033651704,-0.2681146407731397,0.0,-0.2910324777310276,87.24,87.229,0.0,,,,2026-05-22T04:39:08.597787,-0.1316,ENDED_NEG,1,0.5,,False,,False,,,,1.0,1.0,,False,-0.19936112989945978,,0,,-0.0583,-0.0767,True,87.11,86.79,2026-05-22T05:10:35.577257,2026-05-22T05:24:40.577903,-0.1994,-0.5663,29.93,44.01,0.01,-0.2682,-0.4746,0.0,0.01,-0.2682,6.02,-0.4287,,,0.01,-0.2682,,,,-0.3026,-0.3141,-0.3599,-0.4058,-0.2109,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-22T04:25:07.232576,-0.1077,,,,,-0.0848,1.02,,,2026-05-22T04:22:33,2026-05-22T04:40:39.655857,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
48,,TAOUSDT,LONG,CLOSED,282.03000000000003,282.49,282.47,249.92811019215583,20.0,4998.562203843117,17.723512405925312,VERY_STRONG,0.3451,0.1086,63.68,64.22,22.0347,20.8286,0.1619,0.1622,BULLISH,0.185,0.042,38.9473,37.4603,69.7,71.0,63.7,0.074,57.9,55.9,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,W1,0.1,-0.5,0.822,0.9043,71.1,21.1,81.8,1.2061,4.0,STRONG_BULL,STRONG_BULL,,0.1322,35.18195543611537,15.91236407799636,0.3054,0.1817,5e-05,0.3151,0.3871,0.0972,0.0812,,,178073503.38,,0.1322,,,,,,,,,0.899741196691761,2.253021758797429,3.15276295548919,5.000052751236091,0.10002981952273854,0.10002981952273854,-0.2331180725454803,282.49,282.03000000000003,0.0,0.2296,0.1691,2026-05-22T04:23:14.608404,2026-05-22T04:21:27.377040,-0.1154,RECOVERED,1,0.5,,True,,False,,,,1.0,1.0,,False,,,0,,0.2331,0.1691,True,283.6,281.95,2026-05-22T04:35:03.085469,2026-05-22T04:48:43.643786,0.4937,-0.0914,11.8,25.48,38.57,-0.063,0.3979,0.4937,0.01,0.1036,,,,,38.57,-0.063,,,,0.132,0.327,0.1887,0.3944,0.1533,,,,,,,2026-05-22T04:43:47.958638,0.0682,2026-05-22T04:26:26.473110,0.2419,2026-05-22T04:46:17.819583,0.0434,2026-05-22T04:41:05.945410,0.2207,2026-05-22T04:46:17.819583,0.0434,2026-05-22T04:46:09.695317,0.0895,2026-05-22T04:46:18.832375,0.0363,False,,,,False,,,,,,,,,0.0362,3.04,,,2026-05-22T04:12:25,2026-05-22T04:23:14.617623,PATTERN_FIXED_TP L1,MAKER,TAKER,True,
47,,FARTCOINUSDT,LONG,CLOSED,0.1974,0.1978,0.1976,249.92811019215583,20.0,4998.562203843117,25321.996979954998,STRONG_BUY,0.2509,0.1153,61.84,61.34,18.4848,16.541,0.1643,0.1646,BULLISH,0.1473,0.0435,38.8779,37.4603,71.5,71.0,63.7,0.0711,58.1,55.9,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,C8,0.1,-0.5,0.7458,1.424,71.1,21.1,83.3,1.9439,3.0,BULL_EXHAUSTED,BULL_EXHAUSTED,,0.1338,31.10746892307501,12.170993226834446,0.3336,-0.127,5e-05,-0.1055,0.3727,0.1105,0.0826,,,43195921.46907,,0.1329,,,,,,,,,2.249352991729402,2.2539109511857944,4.503263942915197,5.625534849067092,0.11254305977710813,0.11254305977710813,-0.24190729483282405,0.1978,0.1974,0.0,0.3662,0.4668,2026-05-22T04:15:18.677612,2026-05-22T04:12:16.038897,0.1136,NEVER,1,0.5,,True,,False,,,,1.0,1.0,PAIR_60-65_18-22,False,,,0,,0.4166,0.4668,False,0.1979,0.1954,2026-05-22T04:15:39.742527,2026-05-22T04:49:35.256497,0.1633,-1.1032,0.35,34.27,16.31,-0.4953,-0.7992,0.1633,11.26,-0.09,13.31,-0.1913,,,21.33,-0.5966,,,,0.1126,0.0113,-0.1407,-0.2926,-0.6979,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-22T04:11:23,2026-05-22T04:15:18.682464,PATTERN_FIXED_TP L1,TAKER_FALLBACK,TAKER,True,
46,,SUIUSDT,LONG,CLOSED,1.1156,1.1178,1.1175,247.91560402050277,20.0,4958.312080410055,4444.524991403779,VERY_STRONG,0.2189,0.0416,61.75,49.65,28.8874,28.6402,0.2611,0.2618,BULLISH,0.0729,0.0351,37.4266,35.9617,71.1,65.2,64.7,0.0754,58.0,55.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,0.1,-0.5,0.9921,0.6694,65.8,23.7,81.3,0.2471,1.0,BULL_EXHAUSTED,BULL_EXHAUSTED,,0.1253,25.683789233465042,13.201562828591143,0.4006,0.1114,5e-05,0.1132,0.376,0.1224,0.0821,,,426299716.26285,,0.1329,,,,,,,,,2.231240436184525,2.2356405159260144,4.4668809521105395,5.311074028977684,0.10711455718895482,0.10711455718895482,-0.23335604159195264,1.1178,1.1156,0.0,0.3546,0.3356,2026-05-22T04:15:12.872584,2026-05-22T04:10:44.902173,0.1716,NEVER,1,0.5,,True,,False,,,,1.0,1.0,,False,,,0,,0.3635,0.3356,False,1.1186,1.1061,2026-05-22T04:15:23.432552,2026-05-22T04:48:42.624629,0.1789,-0.9416,0.17,33.49,31.46,-0.6099,-0.5651,0.1789,6.3,-0.4486,6.3,-0.4486,,,31.46,-0.6099,,,,-0.0004,-0.2334,-0.2693,-0.2065,-0.3051,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-22T04:10:03,2026-05-22T04:15:12.876695,PATTERN_FIXED_TP L1,TAKER_FALLBACK,TAKER,True,
45,,FARTCOINUSDT,LONG,CLOSED,0.1971,0.1975,0.1974,247.91560402050277,20.0,4958.312080410055,25156.32714566238,STRONG_BUY,0.1883,0.1017,63.41,52.77,16.3439,14.699,0.2802,0.281,BULLISH,0.1048,0.0288,37.0478,35.9617,66.1,65.2,64.7,0.0706,56.8,55.9,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,C8,0.1,-0.5,0.7698,1.0901,57.9,26.3,100.0,1.645,1.0,STRONG_BULL,BULL_EXHAUSTED,,0.1184,28.742412040681582,12.995376205824941,0.3364,-0.1648,5e-05,-0.1633,0.4497,0.0654,0.0757,,,43229079.02714,,0.1253,,,,,,,,,0.89249617447381,2.235768575070744,3.128264749544554,6.934266108720687,0.13985134449518594,0.13985134449518594,-0.11371283612378945,0.1975,0.1971,0.0,0.3813,0.3623,2026-05-22T04:07:49.158389,2026-05-22T04:06:42.486627,0.179,NEVER,1,0.5,,True,,False,,,,1.0,1.0,,False,,,0,,0.4148,0.3792,False,0.1979,0.1954,2026-05-22T04:15:39.742527,2026-05-22T04:49:35.256497,0.3429,-0.9255,5.27,39.19,21.23,-0.3167,-0.7226,0.3429,16.18,0.0892,18.23,-0.0123,,,26.25,-0.4181,,,,0.0892,-0.063,0.2921,0.1907,-0.3167,,,,,,,,,2026-05-22T04:17:08.581668,0.0892,2026-05-22T04:18:33.055094,0.0892,2026-05-22T04:17:08.581668,0.0892,,,2026-05-22T04:17:08.581668,0.0892,,,False,,,,False,,,,,,,,,,,,,2026-05-22T04:06:42,2026-05-22T04:10:23.398343,PATTERN_FIXED_TP L1,MAKER,TAKER,True,
44,,AAVEUSDT,LONG,CLOSED,88.24,88.41,88.4,247.91560402050277,20.0,4958.312080410055,56.19120671362257,STRONG_BUY,0.1324,0.0414,63.6,56.1,16.2711,15.6168,0.0997,0.0998,BULLISH,0.0597,0.0288,37.0478,35.9617,66.1,65.2,64.7,0.0706,56.8,55.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,0.1,-0.5,0.7698,0.5558,57.9,26.3,94.2,0.6543,1.0,STRONG_BULL,STRONG_BULL,,0.1184,26.390046709386016,15.909356931831026,0.1721,0.03,5e-05,0.0546,0.1879,0.0654,0.0757,,,66489487.545,,0.1322,,,,,,,,,2.231240436184525,2.235539063498117,4.466779499682643,5.0857256416332906,0.10256969628286686,0.10256969628286686,-0.11265525838621487,88.41,88.24,0.0,0.1637,0.1019,2026-05-22T04:23:27.317813,2026-05-22T04:21:28.196498,-0.0136,RECOVERED,1,0.5,,True,,False,,,,1.0,1.0,,False,,,0,,0.1486,0.1283,True,88.42,87.76,2026-05-22T04:24:09.295109,2026-05-22T05:03:32.798971,0.114,-0.634,0.05,39.44,17.57,-0.2487,-0.5433,0.114,6.53,-0.0447,4.52,-0.0447,,,17.57,-0.2487,,,,0.0347,0.0573,-0.0447,-0.192,-0.4866,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.056,13.85,-0.0447,12.85,2026-05-22T04:06:40,2026-05-22T04:24:03.956576,PATTERN_FIXED_TP L1,TAKER_FALLBACK,TAKER,True,
43,,PENGUUSDT,LONG,CLOSED,0.009519,0.009548,0.009553,247.91560402050277,20.0,4958.312080410055,520885.81578002474,STRONG_BUY,0.1982,0.0967,64.39,56.88,19.2258,18.3765,0.2707,0.2714,BULLISH,0.1135,0.0288,37.0478,35.9617,66.1,65.2,64.7,0.0706,56.8,55.9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,W4,,,0.7698,0.6072,57.9,26.3,65.4,0.8493,1.0,STRONG_BULL,BULL_EXHAUSTED,,0.1184,29.215270900524125,15.639214761205652,0.3558,-0.008,5e-05,0.1046,0.4276,0.0654,0.0757,2026-05-22T04:13:48.445213,,72819219.386108,,0.1404,,,,,,,,,2.231240436184525,2.2380379960804544,4.4692784322649795,10.636410225355483,0.21451675596175554,0.5190335119235293,-0.26850982246033883,0.009577,0.009519,0.0,0.5507,0.5656,2026-05-22T04:15:36.675580,2026-05-22T04:11:34.146807,0.0976,NEVER,1,0.5,,True,,False,,,,1.0,1.0,PAIR_60-65_18-22,False,,0.21451675596175554,0,,0.2521,0.5622,True,0.009643,0.009523,2026-05-22T04:40:31.501816,2026-05-22T04:37:10.148896,1.2127,-0.048,23.55,20.2,,,0.3302,,,,10.64,0.1726,0.21451675596175554,2026-05-22T04:16:57.919446,,,,,,0.3617,0.2777,0.2147,0.4773,0.5823,2026-05-22T04:15:36.671991,,,,,,2026-05-22T04:37:15.214799,0.0781,2026-05-22T04:17:03.492280,0.1621,2026-05-22T04:17:03.492280,0.1621,2026-05-22T04:17:01.430028,0.1831,2026-05-22T04:17:03.492280,0.1621,2026-05-22T04:17:03.492280,0.1621,2026-05-22T04:17:04.511605,0.1621,False,,,,False,,,,,,,,,,,,,2026-05-22T04:06:20,2026-05-22T04:16:57.925232,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
42,,FIDAUSDT,LONG,CLOSED,0.03804,0.03812,0.03808,245.84748636444004,20.0,4916.949727288801,129257.35350391171,STRONG_BUY,0.2275,0.2537,52.6,59.73,16.4435,16.1414,0.3234,0.3245,BULLISH,0.2691,0.0322,34.1648,33.469,65.6,63.7,62.8,0.0754,56.4,53.5,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,UNMATCHED,0.1,-0.5,0.779,1.025,39.5,42.1,69.0,0.3021,1.0,STRONG_BULL,STRONG_BULL,,0.118,22.959975983431942,15.188823680985578,1.3295,-1.3574,5e-05,-1.9186,0.7177,0.0666,0.0595,,,505130939.42784,,0.118,,,,,,,,,2.2126273772799605,2.2172806420061018,4.429908019286062,5.91068026102735,0.12021030494217583,0.12021030494217583,-0.24765772870661817,0.03812,0.03804,0.0,0.5326,1.0608,2026-05-22T03:52:06.907927,2026-05-22T03:52:02.036913,0.1922,NEVER,1,0.5,,True,,False,,,,1.0,1.0,,False,,,0,,0.5587,1.0608,False,0.04143,0.03787,2026-05-22T04:04:51.334940,2026-05-22T04:28:47.645783,8.8217,-0.5369,12.73,36.67,34.46,1.6976,0.5935,8.8217,18.94,3.9058,16.61,5.4305,,,37.5,0.1466,,,,0.0677,-0.1952,0.3306,5.8774,3.38,,,,,,,2026-05-22T03:53:05.355624,0.0414,2026-05-22T03:53:23.513357,0.0414,2026-05-22T03:53:23.513357,0.0414,2026-05-22T04:00:12.524105,2.3022,2026-05-22T04:00:12.524105,2.3022,2026-05-22T04:00:12.524105,2.3022,2026-05-22T04:01:28.103491,2.4599,False,,,,False,,,,,,,,,,,,,2026-05-22T03:51:57,2026-05-22T03:52:06.913047,PATTERN_FIXED_TP L1,TAKER_FALLBACK,TAKER,True,
41,,ARBUSDT,LONG,CLOSED,0.11320000000000001,0.1134,0.1132,371.5086046170915,20.0,7430.172092341831,65637.56265319638,VERY_STRONG,0.3995,0.1187,64.51,62.66,28.8076,27.0169,0.1455,0.1457,BULLISH,0.1849,0.0399,26.6821,25.0094,64.1,65.2,55.5,0.0907,55.2,53.5,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,C8,0.1,-0.5,0.9977,1.0248,65.8,28.9,88.9,1.7907,3.0,HEALTHY_BULL,STRONG_BULL,,0.0774,28.674588516539025,9.033570240410153,0.3769,0.1199,5e-05,0.1912,0.4127,0.1061,0.0525,,,48180120.07533,,0.0743,2026-05-22T03:19:02.580884,-0.3279,,,,,,,1.3374309766215295,3.349484822192611,4.68691579881414,8.440596731824602,0.11359893992932144,0.11359893992932144,-0.3278984098940005,0.1134,0.11320000000000001,0.0,0.1455,0.346,2026-05-22T03:08:52.937402,2026-05-22T03:19:02.585364,-0.1975,RECOVERED,1,0.5,,True,,False,,,,1.0,1.0,,False,-0.3278984098940005,,0,,0.153,0.1101,True,0.1146,0.1133,2026-05-22T04:02:06.360368,2026-05-22T03:21:07.865919,1.1737,0.0253,41.02,0.05,,,0.9971,,,,7.34,0.1137,,,,,,,,0.1137,0.2904,0.2904,0.467,0.5554,,,,,,,2026-05-22T03:25:14.733887,0.2904,2026-05-22T03:25:11.693489,0.2904,2026-05-22T03:25:14.733887,0.2904,2026-05-22T03:25:15.748216,0.2904,2026-05-22T03:25:15.748216,0.2904,2026-05-22T03:25:47.166770,0.2904,2026-05-22T03:25:15.748216,0.2904,False,,,,False,,,,,,,,,,,-0.1513,11.08,2026-05-22T03:08:19,2026-05-22T03:21:04.756981,PATTERN_FIXED_TP L1,MAKER,TAKER,True,
40,,TAOUSDT,LONG,CLOSED,281.0,279.77,279.79,371.5086046170915,20.0,7430.172092341831,26.441893567052777,VERY_STRONG,0.3627,0.0972,64.8,63.97,26.9747,26.4011,0.1194,0.1196,BULLISH,0.1673,0.0399,26.6821,25.0094,64.1,65.2,55.5,0.0907,55.2,53.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,0.1,-0.5,0.9977,1.2872,65.8,28.9,90.3,0.5736,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.0774,31.07575934690418,15.156945044935089,0.3002,0.1355,5e-05,0.1847,0.3502,0.1061,0.0525,,,178636686.14,,0.0766,2026-05-22T03:13:57.749335,-0.3831,,,,,,,1.3374309766215295,3.3289418534644595,4.666372830085989,-37.189901917561386,-0.500525444839864,0.0,-0.500525444839864,281.16,281.0,0.0,,,,2026-05-22T03:14:55.585237,-0.2469,ENDED_NEG,1,0.5,,True,,False,,,,1.0,1.0,,False,-0.3831405693950097,,0,,-0.2505,0.1465,True,281.37,279.2,2026-05-22T03:35:01.632088,2026-05-22T03:17:25.388240,0.0687,-0.7036,20.09,2.49,2.44,-0.668,-0.3299,0.0,0.0,-0.5221,23.58,-0.1555,,,2.44,-0.668,,,,-0.4438,-0.5577,-0.515,-0.3335,-0.2516,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.1128,4.07,-0.2835,5.08,2026-05-22T03:08:17,2026-05-22T03:14:55.601006,PATTERN_FIXED_SL L1,MAKER,TAKER,True,
