id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
39,,SOLUSDT,LONG,CLOSED,87.209,86.92,86.92,371.5086046170915,20.0,7430.172092341831,85.19960201747331,STRONG_BUY,0.1221,0.0407,62.31,58.98,21.9117,20.5363,0.0664,0.0665,BULLISH,0.0606,0.0395,26.6821,25.0094,63.6,65.2,55.5,0.0899,55.2,53.5,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,C8,0.1,-0.5,0.8877,0.7542,65.8,28.9,91.9,1.3754,2.0,HEALTHY_BULL,STRONG_BULL,,0.077,31.282039574138732,13.47314862530997,0.1509,0.0175,5e-05,0.0288,0.1526,0.1022,0.0528,,,1660409278.0416,,0.0841,2026-05-22T03:11:21.641812,-0.2223,,,2026-05-22T03:13:15.547275,-0.2567,,,1.3374309766215295,3.332497233311451,4.669928209932981,-29.29261319298289,-0.39423869096079694,0.0,-0.39423869096079694,87.209,87.209,0.0,,,,2026-05-22T03:17:22.152501,-0.189,ENDED_NEG,1,0.5,,False,,False,,,,1.0,1.0,PAIR_60-65_18-22,False,-0.222315494960394,,0,,-0.166,-0.0676,True,87.06,86.87,2026-05-22T03:34:34.338255,2026-05-22T03:18:55.269151,-0.2339,-0.4517,17.19,1.54,0.01,-0.3829,-0.2683,0.0,0.01,-0.3829,,,,,0.01,-0.3829,,,,-0.4059,-0.3944,-0.3715,-0.3027,-0.3485,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.1994,6.1,-0.2109,5.11,2026-05-22T03:06:15,2026-05-22T03:17:22.451074,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
38,,TAOUSDT,LONG,CLOSED,280.62,281.36,281.28,727.6662569110644,20.0,14553.325138221287,51.861325415940726,VERY_STRONG,0.2888,0.0689,64.9,58.53,26.1044,25.7755,0.1354,0.1356,BULLISH,0.1153,0.0201,24.4608,23.3107,60.3,58.5,54.0,0.0885,54.0,53.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,W6,,,0.6988,1.5047,60.5,31.6,88.9,0.329,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.0538,30.755437300132492,16.422332711152972,0.2991,0.1073,5e-05,0.1126,0.3124,0.0693,0.0462,,,178417096.74,,0.0615,,,,,,,,,2.619598524879832,6.566266133563087,9.18586465844292,29.191516149353692,0.20058313733875313,0.20058313733875313,-0.063,281.36,280.62,0.0,0.3602,0.1835,2026-05-22T03:04:48.025761,,,NEVER,1,0.5,,True,,False,,,,2.0,1.0,W6,False,,,0,,0.3637,0.1835,False,281.46,279.2,2026-05-22T03:05:08.178833,2026-05-22T03:17:25.388240,0.2363,-0.569,0.33,12.62,12.56,-0.5334,-0.2447,0.2363,7.55,0.0225,8.55,-0.1485,,,12.56,-0.5334,,,,0.0546,0.0546,0.051,-0.3908,0.133,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-22T03:03:11,2026-05-22T03:04:48.028498,FAST_EXIT L1,MAKER,TAKER,True,
37,,TONUSDT,LONG,CLOSED,2.0555,2.0431,2.0433,727.6662569110644,20.0,14553.325138221287,7080.187369604129,STRONG_BUY,0.2341,0.0681,57.94,53.78,17.7071,17.2392,0.1253,0.1254,BULLISH,0.0928,0.0223,24.4608,23.3107,62.0,58.5,54.0,0.0884,54.4,53.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,W6,,,0.6422,0.3547,60.5,31.6,92.1,0.4679,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.0562,23.813666065561293,14.660696224597944,0.3906,0.0887,5e-05,0.045,0.2915,0.0895,0.0485,,,151901575.72194,,0.0746,2026-05-22T03:06:01.855425,-0.3429,,,2026-05-22T03:06:04.714395,-0.4158,,,6.548996312199579,6.509488866677188,13.058485178876767,-100.85280856196773,-0.6929880807589378,0.10451228411578709,-0.6929880807589378,2.0595,2.0555,0.0,0.295,0.1202,2026-05-22T03:04:00.787921,2026-05-22T03:10:19.692588,-0.4136,ENDED_NEG,1,0.5,,False,,False,,,,2.0,1.0,W6,False,-0.3428659693505168,,0,,-0.4136,0.0266,True,2.0482,2.0317,2026-05-22T03:24:01.456376,2026-05-22T03:45:07.719373,-0.4451,-1.2479,13.69,34.79,0.0,-0.6981,-0.9706,0.0,2.02,-0.596,4.04,-0.81,,,1.03,-0.6689,,,,-0.6641,-0.5911,-0.8879,-0.7906,-0.9511,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,-0.4936,5.18,2026-05-22T03:02:05,2026-05-22T03:10:19.694768,STOP_LOSS L1,TAKER_FALLBACK,TAKER,True,
36,,FILUSDT,LONG,CLOSED,1.0050000000000001,1.007,1.006,353.38326753464435,20.0,7067.665350692887,7032.502836510334,STRONG_BUY,0.1904,0.063,63.39,52.84,21.2547,20.8947,0.2305,0.231,BULLISH,0.0712,0.0218,21.2578,21.2242,56.3,54.0,60.9,0.095,53.1,52.2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,C4,0.1,-0.5,0.6809,0.7034,47.4,26.3,92.3,0.36,2.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0371,21.81855043853307,12.832039942105208,0.3403,-0.0006,5e-05,-0.019,0.3716,0.0388,0.0065,,,93219363.984,,0.0395,,,,,,,,,1.2721797631247198,3.1867786603646575,4.458958423489378,9.606047249529743,0.1359154228855502,0.1359154228855502,-0.16245771144279716,1.007,1.0050000000000001,0.0,0.2305,0.1253,2026-05-22T02:38:30.367475,2026-05-22T02:37:47.798726,0.0318,NEVER,1,0.5,,True,,False,,,,1.0,1.0,PAIR_60-65_18-22,False,,,0,,0.2749,0.1941,False,1.013,1.006,2026-05-22T02:45:52.255765,2026-05-22T02:40:50.606523,0.733,0.0365,5.07,0.04,,,0.534,,9.93,0.335,9.93,0.335,,,,,,,,0.2355,0.4345,0.6335,0.136,0.2355,,,,,,,2026-05-22T02:48:15.911721,0.4345,2026-05-22T02:48:14.889809,0.335,2026-05-22T02:48:15.911721,0.4345,2026-05-22T02:48:14.889809,0.335,2026-05-22T02:48:15.911721,0.4345,2026-05-22T02:48:12.857144,0.335,2026-05-22T02:48:09.808471,0.4345,False,,,,False,,,2026-05-22T02:39:13.269115,0.0365,,,,,,,,,2026-05-22T02:37:40,2026-05-22T02:40:47.958750,PATTERN_FIXED_TP L1,MAKER,TAKER,True,
35,,DOTUSDT,LONG,CLOSED,1.301,1.304,1.303,353.78539618556454,20.0,7075.70792371129,5438.668657733506,VERY_STRONG,0.3443,0.084,62.19,59.56,23.9147,22.578,0.1476,0.1478,BULLISH,0.1391,0.0212,21.2578,21.2242,55.9,54.0,60.9,0.0942,52.9,52.2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,C4,0.1,-0.5,0.6386,0.8581,47.4,28.9,90.5,1.3367,4.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0364,22.051071712283754,9.162549911874306,0.3792,0.2029,5e-05,0.2918,0.3635,0.0332,0.0054,,,74082584.995,,0.0395,,,,,,,,,1.2736274262680323,3.1914107683580215,4.465038194626054,11.850967778575082,0.16748808608763366,0.16748808608763366,-0.13982936202919985,1.304,1.301,0.0,0.2498,0.1331,2026-05-22T02:37:42.997114,2026-05-22T02:36:45.466312,-0.006,RECOVERED,1,0.5,,True,,False,,,,1.0,1.0,,False,,,0,,0.2516,0.157,True,1.314,1.299,2026-05-22T03:22:53.426131,2026-05-22T02:54:52.593379,0.9362,-0.2167,42.02,14.01,,,0.8594,,13.89,-0.1399,14.89,-0.1399,,,,,,,,0.2445,0.475,0.5519,-0.1399,0.475,,,,,,,2026-05-22T02:48:15.911721,0.1676,2026-05-22T02:45:33.906191,0.2445,2026-05-22T02:48:15.911721,0.1676,2026-05-22T02:45:33.906191,0.2445,2026-05-22T02:48:19.979486,0.2445,2026-05-22T02:45:33.906191,0.2445,2026-05-22T02:48:19.979486,0.2445,False,,,,False,,,2026-05-22T02:39:13.267490,0.0138,,,,,,,,,2026-05-22T02:36:37,2026-05-22T02:40:51.678422,PATTERN_FIXED_TP L1,MAKER,TAKER,True,
34,,XRPUSDT,LONG,CLOSED,1.3735,1.3696,1.3697,360.4493496159333,20.0,7208.986992318665,5248.625403945151,STRONG_BUY,0.1443,0.0575,63.73,59.88,20.121,19.374,0.0963,0.0964,BULLISH,0.066,0.0476,21.2071,20.5492,62.2,60.5,60.0,0.0994,54.0,52.2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,C4,0.1,-0.5,0.8942,0.8169,73.7,23.7,98.9,0.747,3.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0228,30.016120691144398,16.222274916348837,0.1525,-0.0426,5e-05,-0.0262,0.2114,0.1227,0.0114,,,575824690.5125,,0.0337,2026-05-22T02:25:26.717208,-0.301,,,2026-05-22T02:33:43.556988,-0.3156,,,3.2440441465433993,3.2348328089594753,6.478876955502875,-26.94851603088904,-0.3738183472879515,0.0,-0.3810957408081546,1.3739,1.3735,0.0,,,,2026-05-22T02:35:29.983338,-0.1183,ENDED_NEG,1,0.5,,False,,False,,,,1.0,1.0,PAIR_60-65_18-22,False,-0.3010444120859048,,0,,-0.07,-0.0976,True,1.3741,1.369,2026-05-22T03:05:08.178833,2026-05-22T02:39:25.541830,-0.0463,-0.4176,29.56,3.85,0.0,-0.3739,-0.3011,0.0,3.09,-0.3739,43.82,-0.2793,,,0.0,-0.3739,,,,-0.3521,-0.3375,-0.3667,-0.2283,-0.0973,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-22T02:35:06.310715,-0.3665,,,,,-0.2574,7.05,-0.221,5.04,2026-05-22T02:19:28,2026-05-22T02:35:34.414397,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
33,,AVAXUSDT,LONG,CLOSED,9.463,9.481,9.48,357.6763625580179,20.0,7153.527251160358,755.9470834999851,VERY_STRONG,0.1212,0.0707,64.85,50.28,23.4832,23.1401,0.2721,0.2729,BULLISH,0.0578,0.0445,19.8871,19.5785,62.5,58.4,42.0,0.1088,53.6,52.2,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,C4,0.1,-0.5,1.1182,1.1621,60.5,31.6,98.7,0.3431,2.0,HEALTHY_BULL,CHOPPY_FLAT,,-0.0326,31.32052299885522,17.639232930282287,0.1946,-0.0991,5e-05,-0.1363,0.3923,0.1701,0.0089,,,116317363.781,,0.0377,,,,,,,,,3.219087263022161,3.225210434398511,6.444297697420672,7.162749805579575,0.1001289231744762,0.1001289231744762,-0.24844076931204473,9.481,9.463,0.0,0.1912,0.0798,2026-05-22T02:45:44.311256,2026-05-22T02:25:29.197497,-0.0792,RECOVERED,1,0.5,,True,,False,,,,1.0,1.0,,False,,,0,,0.2017,0.0798,True,9.49,9.446,2026-05-22T03:05:07.156706,2026-05-22T03:18:56.294559,0.1953,-0.2696,19.37,33.19,32.65,-0.1851,-0.0794,0.1953,7.0,-0.0794,3.99,-0.0689,,,32.65,-0.1851,,,,0.0579,0.0685,-0.0794,-0.0055,-0.0794,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-22T02:35:06.308833,-0.1956,2026-05-22T02:36:06.798705,-0.1534,,,-0.2484,20.47,-0.1534,8.08,2026-05-22T02:05:03,2026-05-22T02:45:44.359581,PATTERN_FIXED_TP L1,TAKER_FALLBACK,TAKER,True,
32,,FILUSDT,LONG,CLOSED,1.004,1.006,1.005,354.8488814310771,20.0,7096.977628621542,7068.702817352133,STRONG_BUY,0.1134,0.081,61.61,53.77,20.7439,20.1709,0.2803,0.2811,BULLISH,0.072,0.0413,19.8645,19.5785,60.8,58.4,42.0,0.1086,53.0,52.2,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,C4,0.1,-0.5,0.9956,0.8328,60.5,31.6,90.9,0.573,2.0,HEALTHY_BULL,HEALTHY_BULL,,-0.0361,20.203361552917986,11.316801767043604,0.3337,-0.1504,5e-05,-0.2097,0.4102,0.1413,0.0058,,,94066004.374,,-0.0361,,,,,,,,,3.1936399328796936,3.2000017654153106,6.393641698295005,7.743763936409273,0.10911354581673322,0.10911354581673322,0.0,1.006,1.004,0.0,0.3796,0.2931,2026-05-22T02:03:43.631336,,,NEVER,1,0.5,,True,,False,,,,1.0,1.0,PAIR_60-65_18-22,False,,,0,,0.4786,0.2931,False,1.013,1.0,2026-05-22T02:45:52.255765,2026-05-22T02:25:28.160332,0.8064,-0.4884,42.13,21.73,21.78,-0.4884,0.5076,0.2088,21.78,-0.4884,,,,,,,,,,0.0096,-0.09,0.1092,-0.2892,-0.09,,,,,,,2026-05-22T02:48:15.911721,0.5076,2026-05-22T02:48:14.889809,0.408,2026-05-22T02:48:15.911721,0.5076,2026-05-22T02:48:14.889809,0.408,2026-05-22T02:48:15.911721,0.5076,2026-05-22T02:48:12.857144,0.408,2026-05-22T02:48:09.808471,0.5076,False,,,,False,,,,,,,,,,,,,2026-05-22T02:03:43,2026-05-22T02:03:43.871360,PATTERN_FIXED_TP L1,TAKER_FALLBACK,TAKER,True,
31,,LTCUSDT,LONG,CLOSED,54.339,54.43,54.4,352.04097732479784,20.0,7040.819546495957,129.57212216816572,STRONG_BUY,0.0941,0.044,62.03,51.83,20.0407,18.7007,0.1616,0.1619,BULLISH,0.0433,0.044,19.78,19.5785,62.2,58.4,42.0,0.1076,53.5,52.2,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,C4+C8,0.1,-0.5,0.7125,0.8496,60.5,28.9,100.0,1.34,2.0,HEALTHY_BULL,CHOPPY_FLAT,,-0.0331,30.096684890810018,13.692898290359631,0.1557,0.0081,5e-05,0.0371,0.2377,0.1658,0.0085,,,63326720.59,,0.0377,2026-05-22T02:25:26.700218,-0.2267,,,,,,,1.2673475183692724,3.173674774325967,4.441022292695239,7.350040824607982,0.10439183643423891,0.10439183643423891,-0.24510760227460324,54.43,54.339,0.0,0.1953,0.0781,2026-05-22T02:45:45.023184,2026-05-22T02:25:31.478471,-0.0681,RECOVERED,1,0.5,,True,,False,,,,1.0,1.0,PAIR_60-65_18-22,False,-0.2267128949741413,,0,,0.2136,0.0781,True,54.43,54.18,2026-05-22T02:45:45.364982,2026-05-22T03:18:53.217811,0.1045,-0.3556,0.0,33.13,28.62,-0.2268,-0.2084,0.0861,5.98,-0.0796,24.6,-0.1348,,,28.62,-0.2268,,,,-0.0244,-0.006,-0.0796,-0.098,-0.19,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-22T02:35:06.307090,-0.2083,2026-05-22T02:36:06.797046,-0.2083,,,-0.1531,15.76,-0.2267,23.14,2026-05-22T02:02:23,2026-05-22T02:45:45.033228,PATTERN_FIXED_TP L1,MAKER,TAKER,True,
30,,FILUSDT,LONG,CLOSED,1.0030000000000001,1.005,1.005,352.04097732479784,20.0,7040.819546495957,7019.76026569886,STRONG_BUY,0.1134,0.081,61.61,53.77,20.7439,20.1709,0.2803,0.2811,BULLISH,0.072,0.044,19.78,19.5785,62.2,58.4,42.0,0.1076,53.5,52.2,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,C4,0.1,-0.5,0.7125,0.6678,60.5,28.9,90.9,0.573,2.0,HEALTHY_BULL,HEALTHY_BULL,,-0.0331,20.203361552917986,11.316801767043604,0.3337,-0.1504,5e-05,-0.2097,0.4102,0.1658,0.0085,,,93981353.279,,-0.0361,,,,,,,,,1.2673475183692724,3.1746865801623088,4.442034098531581,9.597486432864594,0.13631206380855232,0.13631206380855232,-0.06300000000002214,1.005,1.0030000000000001,0.0,0.2803,0.2931,2026-05-22T02:02:21.234917,2026-05-22T02:02:21.643994,0.1809,NEVER,1,0.5,,True,,False,,,,1.0,1.0,PAIR_60-65_18-22,False,,,0,,0.3796,0.2931,False,1.013,1.0,2026-05-22T02:45:52.255765,2026-05-22T02:25:28.160332,0.934,-0.3621,42.73,22.33,22.38,-0.3621,0.6349,0.3358,22.38,-0.3621,,,,,,,,,,0.0367,0.2361,0.1364,-0.1627,0.1364,,,,,,,2026-05-22T02:11:40.552268,0.0367,2026-05-22T02:11:35.447088,0.0367,2026-05-22T02:11:40.552268,0.0367,2026-05-22T02:11:35.447088,0.0367,2026-05-22T02:11:59.965627,0.0367,2026-05-22T02:11:45.653256,0.0367,2026-05-22T02:12:02.218381,0.0367,False,,,,False,,,,,,,,,,,,,2026-05-22T02:02:21,2026-05-22T02:03:07.858735,PATTERN_FIXED_TP L1,MAKER,TAKER,True,
29,,XRPUSDT,LONG,CLOSED,1.3711,1.3738,1.3736,352.04097732479784,20.0,7040.819546495957,5135.161218361868,STRONG_BUY,0.0626,0.0402,59.22,52.5,17.6906,17.4869,0.114,0.1142,BULLISH,0.0355,0.044,19.78,19.5785,62.2,58.4,42.0,0.1076,53.5,52.2,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,C4,0.1,-0.5,0.7125,0.7595,60.5,28.9,97.3,0.2037,2.0,HEALTHY_BULL,HEALTHY_BULL,,-0.0331,27.31272104625843,18.080523657716512,0.1611,-0.083,5e-05,-0.118,0.1797,0.1658,0.0085,,,575768150.7159,,0.0228,,,,,,,,,3.1683687959231808,3.17460801680349,6.34297681272667,7.521958476849987,0.10683356429143935,0.10683356429143935,-0.11916052804317379,1.3738,1.3711,0.0,0.123,0.1221,2026-05-22T02:18:50.946553,2026-05-22T02:02:29.012356,0.0557,NEVER,1,0.5,,True,,False,,,,1.0,1.0,,False,,,0,,0.1302,0.1221,True,1.3739,1.369,2026-05-22T02:20:57.918421,2026-05-22T02:39:25.541830,0.1142,-0.2432,1.97,20.44,15.57,-0.1775,0.0559,0.1142,7.52,-0.0827,5.52,-0.0462,,,16.58,-0.1921,,,,0.0705,0.1142,-0.0317,-0.1556,-0.09,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.0463,8.86,,,2026-05-22T02:02:15,2026-05-22T02:18:59.058171,PATTERN_FIXED_TP L1,TAKER_FALLBACK,TAKER,True,
28,,SOLUSDT,LONG,CLOSED,87.119,86.96,86.96,352.04097732479784,20.0,7040.819546495957,80.81841557520124,STRONG_BUY,0.0729,0.0561,60.62,52.07,17.9768,17.5125,0.1572,0.1574,BULLISH,0.0456,0.044,19.78,19.5785,62.2,58.4,42.0,0.1076,53.5,52.2,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,C4,0.1,-0.5,0.7125,0.6116,60.5,28.9,95.2,0.4643,1.0,HEALTHY_BULL,CHOPPY_FLAT,,-0.0331,28.653139286643686,17.55665399158936,0.1692,-0.1336,5e-05,-0.1672,0.2433,0.1658,0.0085,,,1661902571.334,,0.0337,2026-05-22T02:24:54.201267,-0.2225,,,2026-05-22T02:24:54.239241,-0.234,,,1.2673475183692724,3.1625862382887746,4.429933756658047,-17.280061833115532,-0.245426852925316,0.00698766055625874,-0.2683736268781805,87.18,87.119,0.0,0.2297,0.1803,2026-05-22T02:04:52.489059,2026-05-22T02:25:26.724120,-0.1238,ENDED_NEG,1,0.5,,False,,False,,,,1.0,1.0,,False,-0.22248007897243513,,0,,-0.0387,-0.0544,True,87.27,86.87,2026-05-22T03:05:06.128255,2026-05-22T03:18:55.269151,0.1103,-0.3488,29.49,43.31,0.01,-0.2455,-0.3029,0.0,0.01,-0.2455,35.75,-0.1078,,,0.01,-0.2455,,,,-0.1996,-0.1652,-0.1996,-0.1766,0.03,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-22T02:35:06.305409,-0.2454,,,,,-0.1307,9.2,-0.0733,18.57,2026-05-22T02:01:55,2026-05-22T02:35:36.405716,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
27,,BTCUSDT,LONG,CLOSED,77645.9,77584.8,77584.8,352.04097732479784,20.0,7040.819546495957,0.09067857474117703,STRONG_BUY,0.0914,0.0418,62.24,57.09,19.78,19.5785,0.0874,0.0874,BULLISH,0.044,0.044,19.78,19.5785,62.2,58.4,42.0,0.1076,53.5,52.2,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,C4,0.1,-0.5,0.7125,0.9551,60.5,28.9,95.2,0.2015,1.0,HEALTHY_BULL,CHOPPY_FLAT,,-0.0331,33.44304949830563,21.202658052303956,0.1076,-0.0297,5e-05,-0.0331,0.1658,0.1658,0.0085,,,8480899997.6,,0.0383,2026-05-22T02:25:58.498550,-0.1774,,,2026-05-22T02:48:53.881464,-0.1899,,,3.1683687959231808,3.1658755885106724,6.334244384433854,-11.87470530111898,-0.16865515758074964,0.0,-0.20444261062077226,77697.9,77645.9,0.0,,,,2026-05-22T02:48:54.200885,-0.0588,ENDED_NEG,1,0.5,,False,,False,,,,1.0,1.0,PAIR_60-65_18-22,False,-0.17740892307255654,,0,,-0.0183,-0.0176,True,77771.8,77583.0,2026-05-22T03:34:35.349696,2026-05-22T02:54:37.408329,0.0721,-0.171,43.79,3.83,0.01,-0.1677,0.0504,0.0,22.56,-0.046,24.57,-0.0421,,,0.01,-0.1677,,,,-0.1619,-0.1534,-0.1561,-0.0154,-0.072,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-22T02:35:06.302439,-0.1608,2026-05-22T02:36:06.794211,-0.1387,,,-0.1057,9.25,-0.1459,6.24,2026-05-22T02:01:52,2026-05-22T02:50:47.362363,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
26,,ONDOUSDT,LONG,CLOSED,0.4171,0.4178,0.4171,346.94335328279715,20.0,6938.8670656559425,16635.97953885385,STRONG_BUY,0.4698,0.1918,60.34,61.54,21.0871,20.4958,0.2279,0.2284,BULLISH,0.2405,0.0355,19.6151,20.1829,53.5,57.1,46.5,0.1084,51.1,46.4,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,C4,0.1,-0.5,0.7792,1.1169,52.6,31.6,86.1,0.5913,4.0,HEALTHY_BULL,HEALTHY_BULL,,-0.0627,24.34339048301111,13.464416428185716,0.6154,-0.1836,5e-05,-0.186,0.6172,0.056,-0.0031,,,185993669.18651,,-0.038,,,,,,,,,1.2489960718180697,3.1277305130999125,4.376726584917982,7.268459092279354,0.10474994006232999,0.10474994006232999,-0.23074994006234326,0.4178,0.4171,0.0,0.3872,0.4545,2026-05-22T02:00:00.928664,2026-05-22T01:59:19.598875,0.0362,NEVER,1,0.5,,True,,False,,,,1.0,1.0,PAIR_60-65_18-22,False,,,0,,0.411,0.4545,False,0.4209,0.4119,2026-05-22T02:09:33.273895,2026-05-22T02:45:07.400575,0.8481,-1.3097,9.35,44.92,20.28,-0.3028,-1.2378,0.8481,0.01,0.1528,12.92,0.4884,,,24.3,-0.6384,,,,0.6563,0.5364,0.6323,0.0329,-0.6144,,,,,,,2026-05-22T02:02:06.484573,0.5124,2026-05-22T02:02:12.589859,0.5364,2026-05-22T02:02:12.589859,0.5364,2026-05-22T02:06:13.622735,0.4165,2026-05-22T02:06:13.622735,0.4165,2026-05-22T02:06:11.577571,0.4165,2026-05-22T02:06:12.600418,0.4165,False,,,,False,,,,,,,,,-0.1589,1.03,,,2026-05-22T01:58:31,2026-05-22T02:00:12.126356,PATTERN_FIXED_TP L1,MAKER,TAKER,True,
