id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
38,,INJUSDT,LONG,CLOSED,4.77,4.784,4.782,252.14447157030145,20.0,5042.889431406029,1057.2095244037798,VERY_STRONG,0.5644,0.1116,64.55,59.73,24.6405,24.4323,0.2953,0.2961,BULLISH,0.2228,0.1142,35.008,33.9843,78.0,78.5,71.6,0.1609,51.3,48.2,0.6555,0.4277,89.5,7.9,96.3,0.2081,3.0,BULL_EXHAUSTED,BULL_EXHAUSTED,,0.3039,27.07868790808277,15.449027222283826,0.5876,0.6702,-3.7e-05,0.9632,0.6057,0.2217,-0.0863,,,68292472.0201,,0.3051,,,,,,,,,2.269300244132713,2.2759606641364574,4.545260908269171,10.255672433383994,0.20336897274633617,0.20336897274633617,-0.11095492662472634,4.784,4.77,0.0,0.5582,0.4817,2026-05-18T20:36:35.479900,2026-05-18T20:34:49.186337,0.5252,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.579,0.4817,False,4.853,4.784,2026-05-18T20:54:19.741168,2026-05-18T20:36:35.821318,,,,,,,,,,,,,,,,,,,,1.0211,0.8534,0.6438,1.063,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-18T20:34:47,2026-05-18T20:36:35.489164,FAST_EXIT L1,TAKER_FALLBACK,TAKER,True,
37,,WLDUSDT,LONG,CLOSED,0.23620000000000002,0.2369,0.2368,284.77518548393834,20.0,5695.503709678767,24113.055502450326,VERY_STRONG,0.4819,0.1588,63.14,60.56,25.4458,25.2743,0.1928,0.1932,BULLISH,0.2159,0.0695,24.7657,24.6355,63.4,62.7,57.5,0.193,45.1,34.9,0.8046,0.5371,78.9,15.8,87.7,0.1716,4.0,HEALTHY_BULL,HEALTHY_BULL,,0.0618,29.051839539337088,16.456705367370397,0.4886,0.1869,0.000481,0.3697,0.5389,0.1773,-0.1766,,,90850039.9094,,0.067,,,,,,,,,1.0251906677421783,2.5705722818387167,3.595762949580895,13.283375902133812,0.23322565622353023,0.23322565622353023,-0.063,0.2369,0.23620000000000002,0.0,0.4036,0.3528,2026-05-18T19:44:02.444115,,,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.4175,0.381,False,0.2371,0.2367,2026-05-18T19:44:08.169792,2026-05-18T19:44:54.376930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-18T19:43:02,2026-05-18T19:44:03.031946,FAST_EXIT L1,MAKER,TAKER,True,
36,,ONDOUSDT,LONG,CLOSED,0.346,0.3471,0.3469,284.77518548393834,20.0,5695.503709678767,16460.993380574473,VERY_STRONG,0.4733,0.163,62.53,59.2,25.5216,25.2515,0.2374,0.238,BULLISH,0.2205,0.0695,24.7657,24.6355,63.4,62.7,57.5,0.193,45.1,34.9,0.8046,0.4825,78.9,15.8,84.5,0.2701,4.0,HEALTHY_BULL,HEALTHY_BULL,,0.0618,29.01263599118538,15.956905432110124,0.5469,0.1696,0.000481,0.3431,0.5834,0.1773,-0.1766,,,92188018.12304,,0.067,,,,,,,,,2.562976669355445,2.57112486107883,5.134101530434275,12.972991188198392,0.2277760115607068,0.2277760115607068,-0.09,0.3471,0.346,0.0,0.5824,0.4203,2026-05-18T19:44:01.249467,,,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.6111,0.4203,False,0.3476,0.3468,2026-05-18T19:44:07.113971,2026-05-18T19:44:33.768049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-18T19:42:56,2026-05-18T19:44:01.287374,FAST_EXIT L1,TAKER_FALLBACK,TAKER,True,
35,,SUIUSDT,LONG,CLOSED,1.0451,1.0467,1.0465,279.591291695768,20.0,5591.82583391536,5350.51749489557,VERY_STRONG,0.3457,0.1292,63.18,57.53,25.7144,25.5764,0.2533,0.254,BULLISH,0.1503,0.0641,24.6625,24.5244,63.3,61.1,59.5,0.2032,45.0,34.9,1.0327,0.5744,78.9,15.8,86.1,0.138,4.0,HEALTHY_BULL,HEALTHY_BULL,,0.0432,30.658383255086978,17.430102486232585,0.4256,0.0603,0.000481,0.1794,0.5182,0.2032,-0.1767,2026-05-18T19:43:46.901383,,279150465.49229,,0.067,,,,,,,,,2.516321625261912,2.5201739978582367,5.036495623120149,3.524332368713009,0.06302650464070864,0.2447454789015462,-0.18564156540042961,1.0486,1.0451,0.0,0.5339,0.2693,2026-05-18T19:43:46.917815,2026-05-18T19:42:15.054402,0.0797,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.3533,0.2693,False,1.0576,1.0464,2026-05-18T20:15:23.570598,2026-05-18T19:45:24.639217,1.1061,0.0344,31.61,1.63,,,0.8956,,37.63,0.7999,,,0.06302650464070864,2026-05-18T19:43:46.920333,,,,,,0.1492,0.0727,0.4363,0.5224,0.886,,,,,,,,,2026-05-18T20:06:04.859732,0.5511,,,2026-05-18T20:06:04.859732,0.5511,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-18T19:39:35,2026-05-18T19:43:46.922698,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
34,,FILUSDT,LONG,CLOSED,0.9499000000000001,0.951,0.952,277.676451107027,20.0,5553.529022140539,5846.435437562416,VERY_STRONG,0.4105,0.1352,64.31,59.55,24.9169,24.7971,0.2348,0.2354,BULLISH,0.1696,0.0566,24.5637,24.5612,62.0,58.1,66.5,0.2109,44.5,34.9,1.1558,0.8658,78.9,15.8,84.2,0.1198,5.0,HEALTHY_BULL,HEALTHY_BULL,,0.0223,23.21953219860094,13.498636954470179,0.4797,0.1789,0.000481,0.3736,0.5244,0.1999,-0.1804,2026-05-18T19:37:26.794970,,102030017.332,,0.0648,,,,,,,,,0.9996352239852971,2.501982045504836,3.501617269490133,2.929461711827817,0.05274955258446983,0.3684301505421499,-0.15770417938731685,0.954,0.9499000000000001,0.0,0.5053,0.337,2026-05-18T19:40:30.414241,2026-05-18T19:35:15.973238,0.1297,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.0575,0.3997,False,0.958,0.951,2026-05-18T19:52:43.430859,2026-05-18T19:42:00.141083,0.7897,0.0528,10.73,0.01,,,0.4739,,41.42,0.3686,41.42,0.3686,0.05274955258446983,2026-05-18T19:41:59.770060,,,,,,0.0528,0.4739,0.4739,0.3686,0.6844,,,,,,,2026-05-18T20:06:00.525709,0.3686,2026-05-18T20:05:58.495968,0.3686,2026-05-18T20:06:00.525709,0.3686,2026-05-18T20:05:57.482058,0.3686,2026-05-18T20:06:00.525709,0.3686,2026-05-18T20:06:01.600479,0.3686,2026-05-18T20:06:00.525709,0.3686,False,,,,False,,,,,,,,,,,,,2026-05-18T19:35:13,2026-05-18T19:41:59.773039,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
33,,TONUSDT,LONG,CLOSED,1.953,1.9599,1.9601,275.80308399253477,20.0,5516.061679850695,2824.4043419614413,VERY_STRONG,0.4148,0.1724,62.16,53.91,24.0435,23.8821,0.4447,0.4467,BULLISH,0.1697,0.0598,24.5637,24.5612,63.2,58.1,66.5,0.2109,44.6,34.9,1.102,0.9692,78.9,15.8,94.2,0.1613,5.0,HEALTHY_BULL,HEALTHY_BULL,,0.0258,28.797651715340894,16.861939709317696,0.63,-0.089,0.000481,-0.0023,0.7786,0.2289,-0.1796,2026-05-18T19:36:41.937959,,284132202.17848,,0.0618,,,,,,,,,0.9928911023731252,2.4909975314146027,3.483888633787728,16.004501325745952,0.2901436251920074,0.6432872503840263,-0.3291372247823908,1.9668,1.953,0.0,0.8787,0.5064,2026-05-18T19:38:23.904817,2026-05-18T19:34:52.344265,0.1724,NEVER,2,1.0,,True,,False,,,,1.0,,False,,0.2901436251920074,0,,0.2823,0.6654,True,1.9762,1.9565,2026-05-18T20:10:47.612990,2026-05-18T19:42:51.359958,1.1249,0.1162,28.64,0.7,,,0.7204,,35.22,0.8791,25.16,0.5002,0.2901436251920074,2026-05-18T19:42:09.440124,,,,,,0.234,0.5412,0.3927,0.7819,1.0532,2026-05-18T19:38:22.927266,,,,,,2026-05-18T20:11:20.252040,0.9303,2026-05-18T20:05:34.133954,0.5361,2026-05-18T20:05:35.146912,0.5514,2026-05-18T20:05:35.146912,0.5514,2026-05-18T20:05:35.146912,0.5514,2026-05-18T20:05:49.348375,0.5105,2026-05-18T20:05:49.348375,0.5105,False,,,,False,,,,,,,,,,,,,2026-05-18T19:32:55,2026-05-18T19:42:09.445990,TRAILING_STOP L2,MAKER,TAKER,True,
32,,AVAXUSDT,LONG,CLOSED,9.15,9.163,9.168,275.80308399253477,20.0,5516.061679850695,602.8482710219339,VERY_STRONG,0.3198,0.1204,63.53,57.8,27.0356,26.8475,0.2391,0.2396,BULLISH,0.1289,0.0588,24.4904,24.5612,62.8,58.1,66.5,0.2096,44.9,34.9,1.0415,0.8452,78.9,15.8,92.2,0.188,4.0,HEALTHY_BULL,UNKNOWN,,0.0248,30.15865163094535,16.425572049390567,0.3382,0.0182,0.000481,0.1252,0.4857,0.2204,-0.1776,2026-05-18T19:45:08.432015,,140270793.795,,,,,,,,,,,0.9928911023731252,2.485754418318291,3.4786455206914164,4.358382002593665,0.07901256830600985,0.21010109289617876,-0.20501256830600983,9.175,9.15,0.0,,,,,,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.2415,0.2482,False,9.21,9.161,2026-05-18T20:14:45.824339,2026-05-18T19:45:09.522153,0.5927,0.0572,29.62,0.02,,,0.4944,,36.27,0.396,37.28,0.3632,0.07901256830600985,2026-05-18T19:45:08.431978,,,,,,0.1447,0.1228,0.1447,0.2867,0.4725,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-18T19:31:52,2026-05-18T19:45:08.440395,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
31,,APTUSDT,LONG,CLOSED,0.9311,0.9327,0.9328,272.5456437974635,20.0,5450.9128759492705,5854.27223278839,VERY_STRONG,0.4427,0.2096,64.36,68.94,25.7591,25.4836,0.2881,0.2889,BULLISH,0.2619,0.0585,25.085,25.275,54.7,57.5,37.0,0.2228,42.1,34.9,1.6272,1.2471,86.8,13.2,79.0,0.2756,3.0,HEALTHY_BULL,HEALTHY_BULL,,-0.0399,33.07417764069555,18.068310046085102,0.4447,-0.0663,0.000481,0.1001,0.6599,0.1031,-0.1964,2026-05-18T19:31:13.674467,,44508200.43128,,0.0223,,,,,,,,,0.9811643176708688,2.4571258701847793,3.438290187855648,5.928545384605394,0.10876243153258884,0.4093466867146342,-0.28843819138653104,0.9355,0.9311,0.0,0.4983,0.2601,2026-05-18T19:31:34.341291,2026-05-18T19:25:14.733317,-0.0084,RECOVERED,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.1496,0.3101,True,0.941,0.9327,2026-05-18T20:14:42.781821,2026-05-18T19:34:51.302716,1.0003,0.1088,39.86,0.01,,,0.8714,,30.45,0.6673,,,0.10876243153258884,2026-05-18T19:34:50.970091,,,,,,0.2485,0.3988,0.3022,0.5707,0.6995,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.1704,7.05,-0.0845,5.04,2026-05-18T19:18:47,2026-05-18T19:34:50.973168,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
30,,UNIUSDT,LONG,CLOSED,3.416,3.422,3.424,272.5456437974636,20.0,5450.912875949271,1595.7004906174682,VERY_STRONG,0.1909,0.142,60.29,29.62,24.5813,24.2118,0.4707,0.4729,BULLISH,0.1193,0.0386,25.2176,25.1177,54.7,66.5,36.1,0.2335,41.7,34.9,1.7094,2.1244,76.3,15.8,72.9,0.3696,2.0,HEALTHY_BULL,HEALTHY_BULL,,-0.0942,32.29960259911966,17.62790379770908,0.469,-0.1409,0.000481,-0.0763,0.6678,0.1517,-0.1987,2026-05-18T19:38:40.527014,,66731472.26,,0.0432,,,,,,,,,2.452910794177172,2.4572191855018395,4.910129979679011,4.664072964026161,0.08556498829040479,0.29039080796252636,-0.49965163934425616,3.429,3.416,0.0,0.4834,0.1902,2026-05-18T19:38:40.536416,2026-05-18T19:25:14.489986,-0.096,RECOVERED,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.2798,0.1902,True,3.454,3.421,2026-05-18T20:15:30.675412,2026-05-18T19:41:52.096899,1.0224,0.0564,36.58,2.94,,,0.6711,,43.49,0.6711,41.46,0.7589,0.08556498829040479,2026-05-18T19:38:55.960323,,,,,,0.0856,0.1442,0.2027,0.554,0.7589,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.1193,1.02,-0.2363,4.03,2026-05-18T19:10:43,2026-05-18T19:38:55.962702,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
29,,FILUSDT,LONG,CLOSED,0.949,0.95,0.951,272.5456437974636,20.0,5450.912875949271,5743.849184351182,VERY_STRONG,0.2131,0.1256,60.61,31.38,24.4507,23.9858,0.416,0.4177,BULLISH,0.1135,0.0386,25.2176,25.1177,54.7,66.5,36.1,0.2335,41.7,34.9,1.7094,2.3842,76.3,15.8,68.4,0.4649,2.0,HEALTHY_BULL,HEALTHY_BULL,,-0.0942,28.603542264025382,15.235364804378928,0.4892,0.0153,0.000481,0.1355,0.6033,0.1517,-0.1987,2026-05-18T19:31:32.173687,0.015326659641728236,100655063.359,,0.0248,,,,,,,,,2.452910794177172,2.45549552631013,4.908406320487302,0.8354428638638849,0.015326659641728236,0.22597997892518473,-0.5113066385669129,0.952,0.949,0.0,0.4794,0.2074,2026-05-18T19:31:32.173648,2026-05-18T19:25:14.061639,-0.1391,RECOVERED,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.2699,0.2074,True,0.958,0.949,2026-05-18T19:52:43.430859,2026-05-18T19:33:12.789731,0.8584,-0.09,20.93,1.42,,,0.6476,,,,,,0.015326659641728236,2026-05-18T19:31:47.767812,,,,,,0.0154,0.0154,0.1207,0.5422,0.6476,,,,,,,2026-05-18T20:06:00.525709,0.4369,2026-05-18T20:05:58.495968,0.4369,2026-05-18T20:06:00.525709,0.4369,2026-05-18T20:05:57.482058,0.4369,2026-05-18T20:06:00.525709,0.4369,2026-05-18T20:06:01.600479,0.4369,2026-05-18T20:06:00.525709,0.4369,False,,,,False,,,,,,,,,,,-0.1953,5.37,2026-05-18T19:10:23,2026-05-18T19:31:47.770819,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
