id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
17,,LDOUSDT,SHORT,CLOSED,0.3962,0.3995,0.3994,316.088271003828,20.0,6321.765420076561,15955.995507512775,VERY_STRONG,0.4724,0.1193,25.65,35.2007,33.4749,0.4149,-0.4132,BEARISH,-0.1891,-0.0466,39.4744,38.809,33.9,34.9,0.5191,1.1461,20.5,70.5,4.3,1.7259,2.0,STRONG_BEAR,STRONG_BEAR,,-0.1791,9.595418371854743,35.70532317044684,0.3674,-0.4201,-2.6e-05,-0.5826,114987981.8579,,-0.1741,2026-05-12T09:30:41.216515,-0.6438,,,2026-05-12T09:32:46.171070,-0.8458,,,1.137917775613781,2.868489092363109,4.0064068679768905,-56.66119204276945,-0.8962874810701731,0.0,-0.8962874810701731,0.3962,0.3962,0.0,,,,2026-05-12T09:33:57.966122,-0.3444,ENDED_NEG,1,0.5,,True,,False,,,,1.0,,False,-0.6437761231701222,,0,,-0.3444,0.0202,True,0.4017,0.398,2026-05-12T09:45:27.352756,2026-05-12T10:01:54.129490,-0.5173,-1.4512,11.48,27.93,0.75,-1.0221,-0.6688,0.0,2.97,-0.9716,7.44,-1.224,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.3913,7.86,-0.3913,7.86,2026-05-12T09:17:56,2026-05-12T09:33:57.968082,STOP_LOSS_WIDE L1,MAKER,TAKER,True,
16,,ADAUSDT,SHORT,CLOSED,0.2743,0.2755,0.2755,632.176542007656,20.0,12643.530840153122,46093.80546902341,STRONG_BUY,0.3436,0.1294,28.26,21.802,21.1035,0.2798,-0.279,BEARISH,-0.1777,-0.0466,39.4744,38.809,33.9,34.9,0.5191,1.3071,20.5,70.5,0.0,0.6986,3.0,STRONG_BEAR,STRONG_BULL,,-0.1791,16.339827116553515,30.942259878126034,0.2669,-0.1724,-2.6e-05,-0.3311,173857731.2213,,-0.111,2026-05-12T09:31:00.416346,-0.5007,,,2026-05-12T09:34:58.674821,-0.5736,,,2.275835551227562,5.714479533022177,7.9903150842497395,-63.30288164707942,-0.5006740794750398,0.0,-0.5736197593875365,0.2743,0.2743,0.0,,,,2026-05-12T09:31:00.454145,-0.3102,ENDED_NEG,1,0.5,,False,,False,,,,2.0,STRETCH_0.25-0.30,False,-0.5006740794750398,,0,,-0.038,0.1085,True,0.2758,0.2745,2026-05-12T10:07:15.512389,2026-05-12T10:26:02.537248,-0.1359,-0.6098,21.02,39.81,0.0,-0.5005,-0.2088,0.0,0.0,-0.5005,14.54,-0.464,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-12T09:35:15.743569,-0.5371,,,2026-05-12T09:40:51.262864,-0.4277,-0.1724,5.67,-0.1724,5.67,2026-05-12T09:17:54,2026-05-12T09:46:13.811460,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
15,,1000PEPEUSDT,SHORT,CLOSED,0.0042296,0.0042388,0.0042389,251.0574566439932,20.0,5021.149132879864,1187145.1515225705,VERY_STRONG,0.3763,0.0924,26.54,38.3558,37.3034,0.167,-0.1667,BEARISH,-0.1621,-0.0378,37.5182,37.2427,36.3,38.6,0.4815,0.9175,27.3,63.6,7.0,1.0525,2.0,STRONG_BEAR,CHOPPY_FLAT,,-0.1695,11.301917785074949,35.826451603288554,0.2544,-0.3618,-2.6e-05,-0.5354,259071984.485451,,-0.1496,2026-05-12T09:30:41.895046,-0.1846,,,2026-05-12T09:39:53.179583,-0.3407,,,2.259517109795939,2.2644318907232424,4.523949000519181,-15.445684394526838,-0.30761254019292616,0.36651326366559184,-0.36201567524116285,0.0042296,0.0042103,0.0,0.431,-0.2597,2026-05-12T09:17:16.917445,2026-05-12T09:39:59.354125,-0.2216,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.18461414790995984,,0,,-0.1541,0.1309,True,0.0042439,0.004221,2026-05-12T09:45:27.352756,2026-05-12T10:23:28.167570,0.1133,-0.4281,5.13,43.14,0.0,-0.3052,0.0613,0.0,0.0,-0.3052,28.26,-0.2791,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-12T09:35:15.740494,-0.2863,,,,,-0.31,38.26,-0.2414,3.36,2026-05-12T09:02:02,2026-05-12T09:40:19.301525,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
14,,LDOUSDT,SHORT,CLOSED,0.3985,0.3969,0.3969,276.97259326223775,20.0,5539.451865244755,13900.757503750952,STRONG_BUY,0.4817,0.2108,29.39,20.4498,18.4323,0.3869,-0.3854,BEARISH,-0.2458,-0.0551,38.5243,36.8988,35.3,40.1,0.6498,1.0837,13.6,70.5,2.9,2.0175,2.0,STRONG_BEAR,STRONG_BEAR,,-0.1958,13.390016123648405,36.8325607032072,0.3416,-0.0118,-2.6e-05,-0.1756,118928756.9217,,-0.1791,,,,,,,,,2.4927533393601395,2.4827447939574387,4.975498133317578,17.265713872684582,0.3116863237139387,0.6129510664993789,-0.4916863237139248,0.3985,0.3957,0.0,0.6512,-0.1871,2026-05-12T09:16:54.757717,2026-05-12T08:40:42.698999,-0.269,RECOVERED,2,1.0,,True,,False,,,,1.0,,False,,0.3116863237139387,0,,0.3469,-0.1871,True,0.4017,0.3965,2026-05-12T09:45:27.352756,2026-05-12T09:18:22.076839,0.4119,-0.893,27.64,0.55,16.9,-0.4664,-0.1402,0.4119,7.97,0.1609,7.97,0.1609,,,,2026-05-12T09:16:54.730623,,,,,,2026-05-12T09:30:29.105456,0.0857,2026-05-12T09:17:55.326056,0.3115,2026-05-12T09:17:55.326056,0.3115,2026-05-12T09:21:46.901850,0.186,2026-05-12T09:30:23.658243,0.1609,2026-05-12T09:25:06.778731,0.1358,2026-05-12T09:25:05.763027,0.1358,False,,,,False,,,2026-05-12T08:36:28.692660,-0.2155,2026-05-12T08:55:30.708082,-0.1151,,,-0.09,20.12,0.0857,14.55,2026-05-12T08:15:49,2026-05-12T09:17:48.895855,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
13,,TRUMPUSDT,SHORT,CLOSED,2.371,2.351,2.351,602.7295428590514,20.0,12054.590857181029,5084.1800325521,VERY_STRONG,0.3214,0.0887,26.83,38.7839,37.0281,0.2957,-0.2948,BEARISH,-0.131,-0.0564,38.4064,36.8988,34.7,40.1,0.8578,1.0884,18.2,65.9,9.7,1.7559,3.0,STRONG_BEAR,STRONG_BEAR,,-0.1972,7.957063415728673,33.49729285161135,0.2794,-0.2717,-2.6e-05,-0.4527,52376557.36611,,-0.1791,2026-05-12T08:40:51.990684,-0.2318,,,,,,,2.169826354292585,5.378808265438494,7.548634619731079,94.13496603131101,0.7809055250948974,1.1184677351328565,-0.3161716575284598,2.371,2.343,0.0,0.7861,-0.328,2026-05-12T09:17:13.849811,2026-05-12T08:45:32.840913,-0.1875,RECOVERED,2,1.0,,True,,False,,,,2.0,STRETCH_0.25-0.30,False,-0.23178110501897944,0.7809055250948974,1,,0.4432,-0.328,True,2.364,2.345,2026-05-12T09:43:17.278405,2026-05-12T09:29:11.024715,1.0336,0.2322,25.59,11.49,28.53,0.3588,0.4431,1.0336,,,8.09,0.7805,,,,2026-05-12T09:07:41.673458,,2026-05-12T09:17:13.823184,,,,2026-05-12T09:30:29.105456,0.6962,2026-05-12T09:21:44.873299,0.6118,2026-05-12T09:21:44.873299,0.6118,2026-05-12T09:21:42.841997,0.6118,2026-05-12T09:21:44.873299,0.6118,2026-05-12T09:30:27.065156,0.7383,2026-05-12T09:30:31.141013,0.6962,False,,,,False,,,2026-05-12T08:36:28.689290,-0.2318,2026-05-12T08:55:30.705333,-0.0208,,,0.0214,14.93,-0.0208,16.05,2026-05-12T08:14:19,2026-05-12T09:17:41.450040,TRAILING_STOP L2,MAKER,TAKER,True,
12,,币安人生USDT,SHORT,CLOSED,0.3774,0.38055,0.37915,301.3647714295257,20.0,6027.295428590514,15970.5761223914,STRONG_BUY,0.4556,0.1733,28.54,22.036,19.6083,0.4189,-0.4172,BEARISH,-0.2221,-0.0618,36.8997,35.3295,36.6,35.2,0.8136,1.4827,25.0,65.9,10.5,2.4277,2.0,STRONG_BEAR,STRONG_BEAR,,-0.1904,8.100820905196153,26.81371191631323,0.4919,-0.0538,1.2e-05,-0.1492,53409580.08295,,-0.199,2026-05-12T08:19:47.276040,-0.7125,,,2026-05-12T08:19:47.294113,-0.8397,,,1.0849131771462925,2.7349212345192213,3.819834411665514,-54.1271491971982,-0.8980337837837801,0.08014864864865937,-0.8980337837837801,0.3774,0.37686,0.0,0.5344,-0.5697,2026-05-12T08:08:43.818165,2026-05-12T08:19:47.299113,-0.436,ENDED_NEG,1,0.5,,True,,False,,,,1.0,,False,-0.7124707207207228,,0,,-0.436,-0.2139,True,0.38255,0.3792,2026-05-12T08:56:30.606461,2026-05-12T08:27:55.518538,-0.5399,-1.4276,36.72,8.13,1.65,-0.9136,-1.1838,0.0,0.0,-0.8473,2.75,-1.0063,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.3466,8.27,-0.3466,8.27,2026-05-12T08:07:34,2026-05-12T08:19:47.301159,STOP_LOSS_WIDE L1,MAKER,TAKER,True,
11,,ONDOUSDT,SHORT,CLOSED,0.4202,0.4183,0.4183,296.0109325729001,20.0,5920.218651458003,14089.04962269872,STRONG_BUY,0.6598,0.1738,27.0,23.3004,21.2925,0.5362,-0.5334,BEARISH,-0.2711,-0.0567,33.4625,32.1357,36.4,40.6,0.9608,1.1991,29.5,47.7,3.8,2.0079,2.0,STRONG_BEAR,STRONG_BEAR,,-0.1698,9.623817449511922,28.417458495077337,0.6101,-0.6229,5.4e-05,-0.9034,170127550.14341,,-0.1876,,,,,,,,,2.664098393156101,2.6520522557286936,5.316150648884795,21.453043634242952,0.362369109947647,0.5766492146596917,-0.09,0.4202,0.4174,0.0,1.4274,-0.4755,2026-05-12T08:00:17.959174,,,NEVER,1,0.5,,True,,False,,,,1.0,,False,,0.362369109947647,1,,1.2092,-0.4755,False,0.4196,0.4139,2026-05-12T08:45:24.473544,2026-05-12T08:02:01.984970,1.4093,0.0528,45.01,1.63,,,0.0528,,10.52,0.6001,10.52,0.6001,,,,2026-05-12T08:00:17.899995,,,,,,2026-05-12T08:02:56.678953,1.0523,2026-05-12T08:02:56.678953,1.0523,2026-05-12T08:02:58.701023,1.0047,2026-05-12T08:05:40.163649,1.0047,2026-05-12T08:07:16.017584,0.8143,2026-05-12T08:07:13.987821,0.7905,2026-05-12T08:04:38.079075,1.0523,False,,,,False,,,,,,,,,,,,,2026-05-12T07:59:40,2026-05-12T08:00:23.498979,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
10,,ICPUSDT,SHORT,CLOSED,3.2720000000000002,3.293,3.291,325.7569495968138,20.0,6515.1389919362755,1991.1793985135314,STRONG_BUY,0.3878,0.1682,27.45,22.3869,20.2877,0.46,-0.4579,BEARISH,-0.1861,-0.0783,27.6555,24.8251,21.2,22.9,1.5694,1.3247,20.5,77.3,3.6,2.0991,3.0,HEALTHY_BEAR,STRONG_BEAR,,-0.1422,10.653003855563046,31.68422162834803,0.3279,-0.0097,5e-05,-0.0668,84767209.743,,-0.1629,2026-05-12T07:25:41.361469,-0.7968,,,2026-05-12T07:47:46.060284,-0.7357,,,1.1727250185485296,2.9506291916872764,4.1233542102358065,-45.93812157901978,-0.7050981051344714,0.0,-0.8579786063569621,3.2720000000000002,3.27,0.0,,,,2026-05-12T07:48:20.640363,-0.2335,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.7968264058679576,,0,,-0.0513,0.0726,True,3.313,3.286,2026-05-12T08:30:32.050582,2026-05-12T08:05:13.762273,-0.4909,-1.3161,39.52,14.22,0.01,-0.7048,-1.2549,0.0,0.52,-0.7659,4.98,-0.9187,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-12T07:24:04.733923,-0.7051,2026-05-12T07:30:51.406803,-0.5216,,,-0.4911,4.48,-0.3993,3.37,2026-05-12T07:06:44,2026-05-12T07:51:00.422313,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
9,,SOLUSDT,SHORT,CLOSED,95.831,95.6,95.6,325.7569495968138,20.0,6515.1389919362755,67.98571435064098,STRONG_BUY,0.2873,0.1098,26.3,22.8584,21.101,0.2362,-0.2356,BEARISH,-0.1302,-0.0783,27.6555,24.8251,21.2,22.9,1.5694,1.1648,20.5,77.3,0.0,1.7575,3.0,HEALTHY_BEAR,STRONG_BEAR,,-0.1422,12.800903449383263,34.35280581617887,0.1859,-0.0692,5e-05,-0.1709,2523654727.0785,,-0.193,2026-05-12T07:24:48.813608,-0.5004,,,2026-05-12T07:52:01.877162,-0.4482,,,1.1727250185485296,2.9247454313645744,4.097470449913104,11.607229565085557,0.17815781949474466,0.5122292577558429,-0.5213042543644466,95.831,95.28,0.0,0.2212,-0.1787,2026-05-12T09:17:16.699373,2026-05-12T07:24:54.717945,-0.1369,ENDED_NEG,2,1.0,,True,,False,,,,1.0,,False,-0.5004247894731317,0.20947701683172448,1,,-0.112,-0.0453,True,96.01,95.58,2026-05-12T09:41:09.522549,2026-05-12T09:30:27.065156,0.1989,-0.2498,10.74,0.03,3.18,0.0737,0.1676,0.1989,5.42,-0.0724,3.18,0.0737,,,,2026-05-12T09:17:16.679036,0.19903728438605958,,,,,,,2026-05-12T09:30:29.105456,0.1989,,,2026-05-12T09:30:29.105456,0.1989,,,2026-05-12T09:30:41.310261,0.1467,2026-05-12T09:30:38.258704,0.1572,False,,,,False,,,2026-05-12T07:24:04.731077,-0.4378,2026-05-12T07:30:51.404170,-0.2812,,,-0.3751,5.63,-0.229,3.41,2026-05-12T07:06:42,2026-05-12T09:30:24.666884,TRAILING_STOP L2,MAKER,TAKER,True,
8,,UNIUSDT,SHORT,CLOSED,3.807,3.828,3.829,311.7679106510486,20.0,6235.3582130209725,1637.8666175521337,STRONG_BUY,0.2236,0.0839,25.88,25.684,23.8719,0.3062,-0.3053,BEARISH,-0.0888,-0.0572,24.2635,21.8401,27.5,29.3,1.9313,0.8002,27.3,68.2,0.0,1.8121,3.0,HEALTHY_BEAR,CHOPPY_FLAT,,-0.1074,10.783901382636632,31.70672524529644,0.2364,-0.0792,0.000167,-0.1648,73307788.294,,-0.119,2026-05-12T07:12:56.300400,-0.4835,,,2026-05-12T07:13:16.560484,-0.536,,,1.1223644783437752,2.8213890353953053,3.9437535137390807,-38.33895248233374,-0.6148636721828188,0.06839611242447842,-0.667422117152617,3.807,3.802,0.0,0.3768,-0.1939,2026-05-12T07:06:18.484640,2026-05-12T07:33:28.825748,-0.26,ENDED_NEG,1,0.5,,False,,False,,,,2.0,BTC_25-30_20-25,True,-0.4834675597583402,,0,,-0.147,0.0651,True,3.835,3.782,2026-05-12T07:55:02.154426,2026-05-12T08:16:08.685923,0.5937,-0.7985,21.36,42.47,0.0,-0.6146,0.4361,0.0,17.85,-0.6672,18.97,-0.6672,,,,,,,,,,,,,,,,2026-05-12T08:17:14.522804,0.331,,,2026-05-12T08:17:11.460261,0.331,,,False,,,,False,,,2026-05-12T07:24:04.728720,-0.4309,2026-05-12T07:30:51.399075,-0.3521,,,-0.4835,16.96,-0.4046,10.22,2026-05-12T07:03:14,2026-05-12T07:33:40.373877,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
7,,TAOUSDT,SHORT,CLOSED,318.13,319.98,319.98,623.5358213020975,20.0,12470.716426041949,39.200064206588344,STRONG_BUY,0.2658,0.1067,33.08,25.9293,25.52,0.2796,-0.2788,BEARISH,-0.1155,-0.0572,24.2635,21.8401,27.5,29.3,1.9313,0.6652,27.3,68.2,1.2,0.4093,5.0,HEALTHY_BEAR,CHOPPY_FLAT,,-0.1074,16.75558952079394,31.987846781839362,0.289,0.0379,0.000167,0.0433,182689958.7,,-0.1181,2026-05-12T07:26:44.036857,-0.3901,,,2026-05-12T07:32:03.148746,-0.4215,,,2.244728956687551,5.644456445170863,7.8891854018584135,-80.40930418404774,-0.64478496212241,0.08166004463583426,-0.6982462829660773,318.13,317.67,0.0,0.2644,-0.2091,2026-05-12T07:16:37.002064,2026-05-12T07:34:29.136307,-0.381,ENDED_NEG,1,0.5,,False,,False,,,,2.0,BTC_25-30_20-25,False,-0.39005749222016795,,0,,-0.301,0.1192,True,320.35,317.0,2026-05-12T07:34:49.891006,2026-05-12T08:16:53.681100,0.2922,-0.7608,0.04,42.11,0.01,-0.7263,-0.0441,0.0,11.15,-0.5031,17.86,-0.4465,,,,,,,,,,,,2026-05-12T08:17:57.404508,0.0407,,,2026-05-12T08:17:54.346102,0.0313,,,,,,,False,,,,False,,,2026-05-12T07:24:04.725522,-0.2045,2026-05-12T07:30:51.396593,-0.1856,,,-0.1762,22.58,-0.1762,22.58,2026-05-12T07:03:12,2026-05-12T07:34:46.936389,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
6,,SEIUSDT,SHORT,CLOSED,0.0731,0.07269,0.07269,623.5358213020975,20.0,12470.716426041949,170598.03592396647,STRONG_BUY,0.56,0.1975,29.07,29.3418,28.0179,0.2849,-0.2841,BEARISH,-0.2459,-0.0561,23.9853,21.8401,28.2,29.3,1.7815,0.9645,29.5,65.9,1.4,1.324,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.1062,9.045201825636415,24.80230935675601,0.4426,-0.1824,0.000167,-0.3886,68516331.81073,,-0.1177,,,,,,,,,5.611822391718877,5.580347054090906,11.192169445809782,58.75302528301539,0.47112790697673557,0.6764186046511695,-0.1447441860465094,0.0731,0.07254,0.0,0.9362,-0.6084,2026-05-12T07:05:46.241037,2026-05-12T07:02:07.836740,0.4221,NEVER,1,0.5,,True,,False,,,,2.0,BTC_25-30_20-25,False,,0.47112790697673557,2,,0.7279,-0.6084,False,0.07306,0.07217,2026-05-12T07:17:15.578661,2026-05-12T07:48:31.154749,1.1822,-0.0353,11.48,42.74,,,0.8266,,14.42,0.0742,6.56,0.2383,,,,2026-05-12T07:05:46.200106,,,,,,2026-05-12T07:33:20.101351,0.1836,2026-05-12T07:10:07.513972,0.4846,2026-05-12T07:33:21.116191,0.1836,2026-05-12T07:10:07.513972,0.4846,2026-05-12T07:33:22.131480,0.1836,2026-05-12T07:10:13.614330,0.4572,2026-05-12T07:10:11.579911,0.4572,False,,,,False,,,,,,,,,,,,,2026-05-12T07:02:00,2026-05-12T07:05:46.256497,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
5,,SEIUSDT,SHORT,CLOSED,0.07342,0.07306,0.07306,600.0,20.0,12000.0,163443.20348678835,STRONG_BUY,0.4662,0.1748,33.01,27.9933,26.7932,0.1947,-0.1944,BEARISH,-0.2093,-0.0482,21.6328,19.4952,29.7,30.7,1.4391,1.0293,27.3,63.6,12.4,1.2001,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0904,9.605970878629064,24.454638262085787,0.4478,-0.1127,5e-05,-0.2985,68589222.11353,,-0.1062,,,,,,,,,5.3999999999999995,5.37352220103514,10.773522201035139,48.06603105420854,0.4005502587850711,0.6049461999455142,-0.1308791882320924,0.07342,0.07291,0.0,0.7846,-0.3808,2026-05-12T07:01:29.754567,2026-05-12T06:57:23.150297,0.1947,NEVER,1,0.5,,True,,False,,,,2.0,BTC_25-30_20-25,False,,0.4005502587850711,3,,0.5776,-0.3808,False,0.07314,0.0723,2026-05-12T07:01:37.189052,2026-05-12T07:46:18.802320,1.4355,0.2914,0.12,44.81,,,1.3537,,18.69,0.5093,10.83,0.6591,,,,2026-05-12T07:01:29.728517,,,,,,2026-05-12T07:33:20.101351,0.6183,2026-05-12T07:03:47.595242,0.5093,2026-05-12T07:03:48.604386,0.5093,2026-05-12T07:10:07.513972,0.9179,2026-05-12T07:33:22.131480,0.6183,2026-05-12T07:04:37.282790,0.4412,2026-05-12T07:10:11.579911,0.8907,False,,,,False,,,,,,,,,,,,,2026-05-12T06:57:05,2026-05-12T07:01:29.808427,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
