id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes,entry_desired_notional,entry_liquidity_cap_notional,liquidity_capped,entry_slippage_pct,phantom_ema13_cross_pnl,phantom_ema13_cross_at,phantom_trail_suppress_pnl,phantom_trail_suppress_at,entry_gap_expand_marginal,shadow_tight_pnl,shadow_tight_reason,shadow_tight_min,shadow_wide_pnl,shadow_wide_reason,shadow_wide_min,shadow_tierA_pnl,shadow_tierA_reason,shadow_tierA_min,shadow_tierB_pnl,shadow_tierB_reason,shadow_tierB_min,shadow_strpk_pnl,shadow_strpk_reason,shadow_strpk_min,shadow_strpk04_pnl,shadow_strpk04_reason,shadow_strpk04_min,shadow_strpk03_pnl,shadow_strpk03_reason,shadow_strpk03_min,shadow_stren_pnl,shadow_stren_reason,shadow_stren_min,shadow_strpk_signed_pnl,shadow_strpk_signed_reason,shadow_strpk_signed_min,shadow_peak_stretch,runner_peak_stretch
59,,SOLUSDT,LONG,CLOSED,67.85,67.35,67.36,165.45995333669185,20.0,3309.199066733837,48.772278065347635,STRONG_BUY,0.2319,0.0742,0.0955,56.47,51.95,16.2899,16.5905,0.1628,0.163,BULLISH,0.0944,0.146,24.2141,23.5493,63.5,62.9,61.2,0.3397,48.5,49.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,W2+W6,,,0.5625,0.3832,77.3,11.4,86.0,-0.3006,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.275,22.243542210583502,17.342171080896314,0.5524,-0.0704,5e-05,-0.1038,0.333,0.3465,-0.1384,,,2443038498.765,,0.2403,2026-06-05T05:34:49.088019,-0.473,,,2026-06-05T05:35:25.880147,-0.5614,,,1.4891395800302265,1.4781658174655234,2.9673053974957497,-27.353444430169567,-0.8265880619012529,0.0,-0.8265880619012529,67.86,67.85,0.0,,,,2026-06-05T05:36:15.266883,-0.384,ENDED_NEG,1,0.45,,True,,False,,,,1.0,1.0,W2+W6,False,-0.47302579218863805,,0,,-0.384,0.0177,True,67.39,64.86,2026-06-05T05:36:56.939034,2026-06-05T06:21:14.565966,-0.768,-4.4968,0.69,44.98,1.09,-0.9596,-4.482,0.0,0.0,-0.8122,11.18,-2.4187,,,1.09,-0.9596,2026-06-05T05:40:15.782558,-1.0922,,,,-0.9448,-1.3133,-1.4165,-1.9028,-2.4629,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.7677,4.58,-0.7677,4.58,2026-06-05T05:31:38,2026-06-05T05:36:15.269772,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,DOTUSDT,LONG,CLOSED,1.022,1.014,1.014,244.56489978385167,20.0,4891.297995677033,4786.005866611578,STRONG_BUY,0.2054,0.0638,0.0838,57.73,51.37,16.0332,16.2049,0.3211,0.3221,BULLISH,0.0765,0.1191,23.4698,22.9351,61.5,59.7,68.4,0.3458,47.6,49.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,W2+W6,,,0.5952,0.5639,68.2,18.2,78.6,-0.1717,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.2299,24.922801874718996,18.877710721775586,0.6464,-0.1038,5e-05,-0.1828,0.4702,0.2946,-0.1508,,,89249223.11,,0.2281,2026-06-05T05:34:55.737828,-0.4542,,,2026-06-05T05:35:23.542535,-0.552,,,0.880433639221866,2.183854476934863,3.064288116156729,-41.352335049049394,-0.8454266144814097,0.13260665362035243,-0.9432299412915967,1.024,1.022,0.0,0.4185,0.1522,2026-06-05T05:28:29.400976,2026-06-05T05:36:24.812196,-0.5286,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,W2+W6,False,-0.45421330724070486,,0,,-0.3309,-0.0705,True,1.015,0.96,2026-06-05T05:37:22.889810,2026-06-05T06:22:17.054880,-0.7479,-6.1295,0.02,44.93,0.01,-0.8458,-5.836,0.0,0.01,-0.8458,6.72,-1.6286,,,0.01,-0.8458,2026-06-05T05:40:16.796342,-0.9436,,,,-0.9436,-1.0415,-1.335,-1.1393,-2.607,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.6498,8.3,-0.6498,8.3,2026-06-05T05:27:56,2026-06-05T05:37:21.101444,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,NEARUSDT,LONG,CLOSED,2.199,2.218,2.218,281.44288428103783,20.0,5628.8576856207565,2559.735191278198,STRONG_BUY,0.3691,0.0918,0.1494,57.67,51.95,16.1643,16.3411,0.5326,0.5354,BULLISH,0.124,0.1191,23.4698,22.9351,61.5,59.7,68.4,0.3458,47.6,49.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,W2+W6,,,0.5952,0.7178,68.2,18.2,87.5,-0.1768,5.0,HEALTHY_BULL,HEALTHY_BULL,,0.2299,21.259340226057255,16.081855391352764,1.052,-0.0814,5e-05,-0.2447,0.778,0.2946,-0.1508,2026-06-05T05:32:05.004029,0.04636425648022345,735477539.628,,0.2691,,,,,,,,,2.5329859585293404,2.554871694414769,5.087857652944109,43.54711098134198,0.7736402910413884,1.546371077762621,-0.4536380172805825,2.235,2.199,0.0,1.7553,0.8447,2026-06-05T05:32:56.069337,2026-06-05T05:29:44.846591,0.32,NEVER,1,0.45,,True,,False,,,,1.0,1.0,W2+W6,False,,,0,,1.0023,0.8447,True,2.229,2.126,2026-06-05T05:34:40.922165,2026-06-05T06:18:42.193067,1.2743,-3.4097,0.96,44.99,14.85,-0.9995,-3.4097,1.2743,8.11,0.774,3.63,0.8195,,,22.71,-0.8631,2026-06-05T05:40:13.756474,0.9559,,,,1.2288,1.0469,0.6376,-1.0905,-1.2724,2026-06-05T05:32:05.117338,0.04636425648022345,2026-06-05T05:32:05.680585,,,,2026-06-05T05:33:44.108456,0.8195,2026-06-05T05:33:43.057842,0.774,2026-06-05T05:33:43.057842,0.774,2026-06-05T05:33:43.057842,0.774,2026-06-05T05:33:43.057842,0.774,2026-06-05T05:33:43.057842,0.774,2026-06-05T05:34:10.049923,0.9559,False,,,,False,,,,,,,,,,,,,2026-06-05T05:27:54,2026-06-05T05:33:42.737556,RUNNER_TRAIL L1,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,币安人生USDT,LONG,CLOSED,0.67261,0.67304,0.67333,162.34631035840863,30.0,4870.389310752259,7241.030182055364,VERY_STRONG,0.2831,0.1183,0.1404,54.15,52.52,24.6718,25.5852,0.2429,0.2435,BULLISH,0.138,0.1125,23.4698,22.9351,60.3,59.7,68.4,0.3411,47.2,49.4,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,True,,,,0.5276,0.6692,70.5,20.5,66.7,-0.9134,5.0,HEALTHY_BULL,HEALTHY_BULL,,0.2228,24.869387497761988,19.226031860603356,0.9686,-0.5767,5e-05,-0.9287,0.5029,0.2353,-0.1552,2026-06-05T05:27:17.828470,0.09873173161267204,110424535.79103,,0.2342,,,,,,,,,2.1916751898385165,2.193076329178744,4.384751519017261,-1.271108540733958,-0.026098705044538383,0.4672787350767785,-0.22374689641843143,0.67636,0.67261,0.0,0.9685,0.3132,2026-06-05T05:27:17.847482,2026-06-05T05:26:43.671525,0.283,NEVER,1,0.45,,True,,False,,,,2.0,1.5,BTC_60-65_22-25,True,,-0.026098705044538383,0,,0.3176,0.4757,False,0.69064,0.66616,2026-06-05T06:08:06.335686,2026-06-05T05:37:48.538302,2.5906,-1.049,37.72,7.42,6.96,-0.9018,0.1063,0.0453,6.96,-0.9018,3.57,-0.3755,,,,,2026-06-05T05:40:12.745484,-0.8334,,,,0.0022,-0.2223,-0.6565,0.2802,0.7173,,,,,,,2026-06-05T05:45:32.306751,0.2029,2026-06-05T05:47:42.698608,0.637,2026-06-05T05:47:43.711044,0.637,2026-06-05T05:55:24.743232,1.987,2026-06-05T05:55:35.888230,1.0355,2026-06-05T05:30:38.685039,0.0453,2026-06-05T05:30:38.685039,0.0453,False,,,,False,,,,,,,,,,,,,2026-06-05T05:26:27,2026-06-05T05:30:22.863628,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,HUSDT,LONG,CLOSED,0.5710000000000001,0.56456,0.56507,293.73554578009987,20.0,5874.710915601998,10288.460447639225,STRONG_BUY,0.1482,0.1114,0.037,59.12,45.82,16.6432,16.6939,0.7466,0.7522,BULLISH,0.1191,0.1125,23.4698,22.9351,60.3,59.7,68.4,0.3411,47.2,49.4,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,W2+W6,,,0.5276,1.4221,70.5,20.5,89.4,-0.0508,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.2228,26.98544192038587,19.547977474105085,0.8469,-0.0135,5e-05,-0.0259,0.9017,0.2353,-0.1552,,,124453736.13763,,0.2228,2026-06-05T05:26:39.617810,-0.947,,,2026-06-05T05:26:39.625114,-0.9488,,,1.0574479648083597,2.61380395364364,3.6712519184519996,-69.92893720124977,-1.1903383537653436,0.0,-1.1903383537653436,0.5710000000000001,0.5710000000000001,0.0,,,,2026-06-05T05:26:44.950407,-0.3961,ENDED_NEG,1,0.45,,True,,False,,,,1.0,1.0,W2+W6,False,-0.9470153239930138,,0,,-0.3961,0.7664,False,0.5668,0.55629,2026-06-05T05:27:42.415981,2026-06-05T05:58:06.842129,-0.7986,-2.6392,0.95,31.36,1.16,-1.3677,-1.4535,0.0,20.68,-1.8318,3.45,-2.2591,,,1.16,-1.3677,2026-06-05T05:40:10.726536,-1.2189,,,,-1.049,-1.5691,-1.8651,-1.5691,-1.345,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-06-05T05:26:06,2026-06-05T05:26:44.952729,STOP_LOSS_WIDE L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,ONDOUSDT,LONG,CLOSED,0.36760000000000004,0.3679,0.3683,293.73554578009987,20.0,5874.710915601998,15981.25929162676,STRONG_BUY,0.5053,0.1447,0.2098,58.97,55.57,17.6312,17.5098,0.3642,0.3656,BULLISH,0.1943,0.1149,22.5104,22.3358,58.8,57.8,62.4,0.3439,46.8,49.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,W2+W6,,,0.597,0.9058,61.4,27.3,86.4,0.1214,4.0,HEALTHY_BULL,HEALTHY_BULL,,0.1958,26.91751620383575,18.242666065487935,0.8338,0.035,-0.000557,-0.0488,0.7217,0.2007,-0.1622,2026-06-05T05:25:42.640816,0.07295620239389143,192132183.84765,,0.2299,,,,,,,,,1.0574479648083597,2.645777382025268,3.703225346833628,1.0911524406538722,0.018573721436334862,0.45363356909683267,-0.2533386833514782,0.3695,0.36760000000000004,0.0,0.7288,0.2918,2026-06-05T05:27:04.080148,2026-06-05T05:24:39.699210,0.1197,NEVER,1,0.45,,True,,False,,,,1.0,1.0,W2+W6,False,,0.018573721436334862,0,,0.2971,0.2918,True,0.37,0.3547,2026-06-05T05:31:12.601993,2026-06-05T06:11:57.520177,0.5899,-3.5722,4.13,44.88,10.27,-0.9063,-3.3546,0.5899,9.13,-0.7431,9.13,-0.7431,,,11.38,-1.0695,2026-06-05T05:40:11.735489,-0.9063,,,,0.1274,0.2906,0.3723,-1.3688,-2.8106,,,,,,,2026-06-05T05:27:31.106629,0.0458,2026-06-05T05:27:47.539668,0.1274,2026-06-05T05:27:47.539668,0.1274,2026-06-05T05:31:49.507403,0.3723,2026-06-05T05:31:50.531793,0.3178,2026-06-05T05:31:51.555221,0.3178,2026-06-05T05:32:20.061441,0.3451,False,,,,False,,,,,,,,,,,,,2026-06-05T05:21:36,2026-06-05T05:27:04.439383,TRAILING_STOP L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,HYPEUSDT,LONG,CLOSED,63.142,62.447,62.486,676.874925427797,30.0,20306.24776283391,321.5965247035873,VERY_STRONG,0.1608,0.2117,0.0921,52.75,51.74,26.7138,28.2312,0.3351,0.3362,BULLISH,0.1525,0.1693,22.0892,21.2651,61.3,60.5,54.5,0.3649,47.4,49.4,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,,,,0.8186,0.8948,56.8,25.0,71.0,-1.5174,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.177,25.809985905302263,22.438453680232755,1.0402,-0.8477,5e-05,-1.1592,0.6413,0.3631,-0.1532,,,2926429592.32195,,0.1777,2026-06-05T05:16:04.685258,-0.7897,,,2026-06-05T05:15:56.521550,-0.6741,,,9.13781149327526,9.037232180174213,18.175043673449473,-241.68462834244272,-1.1901983624212096,0.0,-1.1901983624212096,63.169,63.142,0.0,,,,2026-06-05T05:19:00.840412,-0.5049,ENDED_NEG,1,0.45,,False,,False,,,,2.0,1.5,BTC_60-65_22-25,False,-0.7896944981153592,,0,,-0.5049,0.2333,True,63.499,61.04,2026-06-05T05:28:25.745403,2026-06-05T05:58:35.272128,0.4754,-3.419,9.41,39.57,0.01,-1.2366,-2.7934,0.0,0.01,-1.2366,18.33,-0.6887,,,23.93,-0.9848,2026-06-05T05:40:09.719428,-0.6538,,,,-1.0276,-0.714,-0.6696,-0.1201,-1.4045,,,,,,,2026-06-05T05:33:41.715300,0.0319,2026-06-05T05:30:03.810756,0.0541,2026-06-05T05:30:04.861175,0.043,2026-06-05T05:30:03.810756,0.0541,2026-06-05T05:30:04.861175,0.043,2026-06-05T05:30:03.810756,0.0541,2026-06-05T05:30:18.204239,0.0589,False,,,,False,,,,,,,,,-0.5016,4.5,,,2026-06-05T05:11:23,2026-06-05T05:19:00.842864,STOP_LOSS L1,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,VIRTUALUSDT,LONG,CLOSED,0.6214000000000001,0.6143,0.615,359.4301634909456,20.0,7188.603269818912,11568.399211166578,STRONG_BUY,0.1968,0.1721,0.0894,57.71,41.63,18.8088,19.2803,0.8053,0.8118,BULLISH,0.0929,0.1612,18.7661,17.8592,66.5,62.4,62.7,0.3733,46.3,37.4,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,1.2601,0.8806,70.5,15.9,94.4,-0.4716,2.0,HEALTHY_BULL,HEALTHY_BULL,,0.0279,29.714596678681787,23.02788092923996,0.9268,-0.5701,5e-05,-0.8482,1.0756,0.7189,-0.3455,2026-06-05T05:00:03.838855,0.09785452204697294,57258772.38497,,0.2281,2026-06-05T05:16:15.689062,-0.8994,,,2026-06-05T05:16:15.977827,-0.9155,,,1.2939485885674042,3.1979104359388324,4.491859024506237,-86.62749342379017,-1.2050671065336507,0.3069654007080735,-1.2050671065336507,0.6237,0.6214000000000001,0.0,1.1552,0.5979,2026-06-05T05:00:18.195176,2026-06-05T05:37:48.813333,-0.7206,ENDED_NEG,1,0.45,,True,,False,,,,1.0,1.0,,False,-0.8994435146443664,,0,,-0.7206,0.1595,True,0.616,0.5763,2026-06-05T05:38:40.692138,2026-06-05T06:22:34.158805,-0.932,-7.3208,0.86,44.75,0.66,-0.9964,-7.1599,0.0,0.01,-1.109,2.88,-1.0929,,,2.88,-1.0929,2026-06-05T05:40:17.814074,-1.0607,,,,-1.0447,-1.0447,-1.6562,-2.1068,-3.2333,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.7708,10.14,-0.7708,10.14,2026-06-05T04:59:49,2026-06-05T05:37:48.815683,STOP_LOSS_WIDE L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,ICPUSDT,LONG,CLOSED,2.592,2.562,2.565,359.4301634909456,20.0,7188.603269818912,2773.380891133839,VERY_STRONG,0.0831,0.1732,0.0803,56.41,41.36,28.8979,30.5054,0.7482,0.7538,BULLISH,0.0493,0.1612,18.7661,17.8592,66.5,62.4,62.7,0.3733,46.3,37.4,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,1.2601,0.8979,70.5,15.9,86.0,-1.6075,2.0,HEALTHY_BULL,HEALTHY_BULL,,0.0279,27.265609885521886,23.225774670787434,0.9418,-1.029,5e-05,-1.6145,1.0093,0.7189,-0.3455,2026-06-05T05:00:17.172398,0.09125154320987669,65813493.29,,0.2403,2026-06-05T05:09:34.343960,-0.9499,,,2026-06-05T05:09:32.956959,-0.8343,,,1.2939485885674042,3.1974308293882028,4.491379417955607,-87.69280615197148,-1.2198865740740839,0.2840659722222183,-1.2198865740740839,2.601,2.592,0.0,1.0534,0.508,2026-06-05T05:00:18.200227,2026-06-05T05:35:55.595441,-0.496,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,,False,-0.9499463734567953,,0,,-0.496,0.0948,True,2.567,2.457,2026-06-05T05:36:57.975059,2026-06-05T06:20:56.092006,-1.0275,-5.2713,1.03,45.0,0.0,-1.2204,-5.2713,0.0,0.3,-1.1818,2.54,-1.4519,,,0.3,-1.1818,2026-06-05T05:40:14.768977,-1.259,,,,-1.0661,-1.6062,-1.259,-2.2235,-3.1494,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.5643,6.8,-0.5643,6.8,2026-06-05T04:59:47,2026-06-05T05:35:55.597920,STOP_LOSS L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,XPLUSDT,LONG,CLOSED,0.081,0.0815,0.0815,359.4301634909456,20.0,7188.603269818912,88748.18851628285,STRONG_BUY,0.1542,0.1463,0.0791,56.99,40.2,19.2448,19.667,0.8724,0.8801,BULLISH,0.0402,0.1612,18.7661,17.8592,66.5,62.4,62.7,0.3733,46.3,37.4,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,,,,1.2601,0.8191,70.5,15.9,90.3,-0.4222,2.0,HEALTHY_BULL,HEALTHY_BULL,,0.0279,28.254564099912375,21.421106353574224,1.1123,-0.7699,5e-05,-1.2204,1.1076,0.7189,-0.3455,2026-06-05T05:00:02.919048,,73977253.3706,,0.0279,,,,,,,,,1.2939485885674042,3.2548398138346735,4.548788402402078,39.82530585573939,0.5540061728395067,0.5540061728395067,-0.063,0.0815,0.081,0.0,1.3589,0.411,2026-06-05T05:00:08.698152,,,NEVER,1,0.45,,True,,False,,,,1.0,1.0,,False,,,0,,1.3589,0.411,False,0.0815,0.0792,2026-06-05T05:00:09.758650,2026-06-05T05:44:26.762450,0.5543,-2.2852,0.0,44.28,9.79,-0.9272,-2.1618,0.5543,9.79,-0.9272,4.16,-0.5568,,,15.73,-1.2976,2026-06-05T05:40:07.706171,-1.1741,,,,-0.063,-0.1865,-0.5568,-1.2976,-0.3099,2026-06-05T05:00:08.698207,,,,,,2026-06-05T05:00:47.653995,0.0605,2026-06-05T05:00:58.848135,0.0605,2026-06-05T05:01:05.337287,0.0605,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-06-05T04:59:45,2026-06-05T05:00:09.418509,TRAILING_STOP L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,HUSDT,LONG,CLOSED,0.5709000000000001,0.56497,0.56547,718.8603269818911,20.0,14377.206539637824,25183.406095004066,STRONG_BUY,0.3145,0.1039,0.1274,60.26,50.25,19.2785,18.6281,0.3476,0.3488,BULLISH,0.1109,0.1612,18.7661,17.8592,66.5,62.4,62.7,0.3733,46.3,37.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,1.2601,1.0645,70.5,15.9,90.9,0.6504,2.0,HEALTHY_BULL,HEALTHY_BULL,,0.0279,24.345356091970146,13.773568179989068,0.7387,0.1927,5e-05,0.1785,0.581,0.7189,-0.3455,,,125635124.87028,,0.143,2026-06-05T05:00:36.141246,-0.6233,,,2026-06-05T05:00:38.444845,-0.7091,,,2.5878971771348085,6.402541023672501,8.99043820080731,-158.328036344184,-1.1012433876335788,0.0,-1.1012433876335788,0.5709000000000001,0.5709000000000001,0.0,,,,2026-06-05T05:01:23.120008,-0.5686,ENDED_NEG,1,0.45,,True,,False,,,,2.0,1.0,UNMATCHED,False,-0.6232662462778229,,0,,-0.5686,0.1096,True,0.57106,0.55693,2026-06-05T05:25:44.531904,2026-06-05T05:09:34.951533,-0.035,-2.51,24.35,8.19,0.68,-1.452,-1.1455,0.0,0.0,-1.0807,6.31,-1.6657,,,0.68,-1.452,2026-06-05T05:40:08.711905,-1.2121,,,,-1.4538,-0.9931,-1.5309,-1.8882,-1.6955,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.66,1.3,,,2026-06-05T04:59:39,2026-06-05T05:01:23.122415,STOP_LOSS_WIDE L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,HUSDT,LONG,CLOSED,0.5696,0.57041,0.5711,357.3972158446383,20.0,7147.944316892766,12549.059545106682,STRONG_BUY,0.3433,0.2271,0.1257,58.02,59.05,18.8848,19.1139,0.3303,0.3314,BULLISH,0.2328,0.034,18.6733,19.8802,48.7,52.2,48.7,0.3383,38.3,37.4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,1.0739,0.7656,52.3,29.5,72.3,-0.2292,4.0,HEALTHY_BULL,CHOPPY_WEAK,,-0.376,25.028628953897986,18.159423320277156,0.7984,-0.2886,5e-05,-0.0883,0.6856,0.0237,-0.43,2026-06-05T04:32:10.555956,0.0966893433988705,127053554.88802,,-0.0893,2026-06-05T04:26:22.811436,-0.6737,,,2026-06-05T04:26:22.821054,-0.6877,,,1.2866299770406981,3.221149074805936,4.507779051846635,5.656959179689494,0.0791410639044904,0.48626114817415134,-0.891278792134822,0.57273,0.5696,0.0,0.7933,0.0479,2026-06-05T04:54:22.030336,2026-06-05T04:28:30.147085,-0.3054,RECOVERED,1,0.45,,True,,False,,,,1.0,1.0,,False,-0.6736801264045013,0.0791410639044904,0,,0.3898,0.0479,True,0.57146,0.55693,2026-06-05T04:58:03.404067,2026-06-05T05:09:34.951533,0.2635,-2.2874,3.68,15.2,7.69,-1.227,-1.1585,0.2635,6.57,-0.4334,13.32,-1.4412,,,7.69,-1.227,,,,,,-0.3141,-0.1824,0.0002,-2.1223,-0.3228,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-06-05T04:19:47.497180,-0.5175,2026-06-05T04:26:30.048263,-0.6351,,,-0.4227,1.14,-0.3841,6.74,2026-06-05T04:18:07,2026-06-05T04:54:22.477813,TRAILING_STOP L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
