id,binance_order_id,backstop_algo_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_off24h_pct,entry_btc_off24lo_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,entry_pair_rank,entry_pair_age_days,entry_br_r72,entry_br_above,entry_br_eff,entry_br_off24h,entry_br_door,entry_bear_r24,entry_bear_below24,entry_bear_eff24,entry_bear_off24lo,entry_bear_bypass,funding_fee_usd,spike_rsi_max,spike_armed,belock_t15_min,belock_tr15,belock_t20_min,belock_tr20,belock_t30_min,belock_tr30,entry_desired_notional,entry_liquidity_cap_notional,liquidity_capped,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,entry_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,hard_tp_shadow_leash_pnl,hard_tp_shadow_leash_fired,hard_tp_shadow_ladder_pnl,hard_tp_shadow_ladder_fired,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,phantom_ema13_cross_pnl,phantom_ema13_cross_at,phantom_trail_suppress_pnl,phantom_trail_suppress_at,entry_gap_expand_marginal,entry_strategy,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,shadow_tight_pnl,shadow_tight_reason,shadow_tight_min,shadow_wide_pnl,shadow_wide_reason,shadow_wide_min,shadow_tierA_pnl,shadow_tierA_reason,shadow_tierA_min,shadow_tierB_pnl,shadow_tierB_reason,shadow_tierB_min,shadow_strpk_pnl,shadow_strpk_reason,shadow_strpk_min,shadow_strpk04_pnl,shadow_strpk04_reason,shadow_strpk04_min,shadow_strpk03_pnl,shadow_strpk03_reason,shadow_strpk03_min,shadow_stren_pnl,shadow_stren_reason,shadow_stren_min,shadow_strpk_signed_pnl,shadow_strpk_signed_reason,shadow_strpk_signed_min,shadow_peak_stretch,shadow_peak_stretch_at_close,shadow_atr05_pnl,shadow_atr05_min,shadow_atr10_pnl,shadow_atr10_min,shadow_atr15_pnl,shadow_atr15_min,shadow_cap025_pnl,shadow_cap025_min,shadow_cap035_pnl,shadow_cap035_min,shadow_cap050_pnl,shadow_cap050_min,shadow_arm035_pnl,shadow_arm035_min,shadow_arm040_pnl,shadow_arm040_min,runner_peak_stretch,runner_trail_bound,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
12,,,PUMPUSDT,LONG,CLOSED,0.004049,0.004093,0.004099,1206.264502350402,20.0,24125.29004700804,5958332.933318854,VERY_STRONG,0.2435,0.0743,0.1023,56.54,59.72,22.6656,22.731,0.0049,-0.0049,BULLISH,0.0998,0.0506,35.6215,34.4073,67.2,63.3,69.0,0.1013,61.4,59.8,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,,,0.7054,0.6146,81.4,14.0,72.6,-0.0654,3.0,STRONG_BULL,BULL_EXHAUSTED,,0.1591,28.97941060311595,18.599960474048146,0.4574,0.2112,5e-05,0.3852,0.1718,0.1237,-0.58,0.96,0.0776,2026-09-18T02:29:31.484712,,137721470.513191,23,434.8,,,,,,,,,,,,,False,6.61,0.1322,6.61,0.1322,6.79,0.2309,24125.29004700804,137721.47051319102,False,,0.2475,2026-09-18T02:23:15.486433,-0.2628,,,,,,,10.856380521153618,10.974355513233332,21.830736034386952,240.3359130316464,0.9961990614966816,1.2677488268708414,-0.28749073845392265,0.004104,0.004049,0.0,0.7554,0.5925,2026-09-18T02:38:23.313546,2026-09-18T02:23:15.502454,-0.2029,RECOVERED,1,0.4,,True,,0.0,False,,,,2.0,1.0,NONEXP_CALM3D,False,-0.2628043961471984,,0,,0.3503,0.7306,True,1.0177,True,1.0,True,0.004148,0.004084,2026-09-18T02:53:45.761010,2026-09-18T02:42:52.615922,2.355,0.7744,13.46,2.57,,,1.4165,,20.7,1.1696,3.23,0.8979,,,,,,,,,False,MOMENTUM,,,,,,1.0214,0.8485,0.8485,1.4659,1.4412,2026-09-18T02:30:34.724000,,2026-09-18T02:37:15.326768,,,,2026-09-18T02:54:11.088690,2.0093,2026-09-18T02:40:46.662870,0.9967,2026-09-18T02:54:21.143893,1.9846,2026-09-18T02:40:40.630293,0.972,2026-09-18T02:40:45.657361,0.9967,2026-09-18T02:40:41.636198,0.972,2026-09-18T02:40:26.541776,1.0214,0.7462,trailing,11.33,,,,,,,,,,0.7,stretch,11.34,,,,,,,1.4165,window,,,,,1.1423,0.7554,0.7,9.13,0.7744,19.94,,,,,,,,,,,,,0.755437036691261,,False,,,,False,,,,,,,,,-0.09,0.01,,,2026-09-18T02:22:55,2026-09-18T02:40:17.833885,HARD_TP_LADDER L1,TAKER_FALLBACK,TAKER,True,
11,,,DOTUSDT,LONG,CLOSED,1.04,1.0333,1.0338,622.6885638847049,20.0,12453.771277694097,11974.780074705863,VERY_STRONG,0.3295,0.0781,0.1103,59.7,59.52,27.0117,26.568,0.1097,0.1099,BULLISH,0.1538,0.1161,22.235,22.562,58.4,54.7,49.3,0.2833,66.6,61.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,2.0601,1.4013,93.0,7.0,76.9,0.4437,5.0,HEALTHY_BULL,HEALTHY_BULL,,0.0959,28.64035090280198,14.499171016981617,0.4922,0.4487,1e-05,0.6953,0.2986,0.3475,-0.54,2.27,0.1662,,,86130476.40007,38,2217.3,,,,,,,,,,,,,False,,,,,,,12453.771277694097,86130.47640007,False,,0.1631,2026-09-17T14:26:15.576040,-0.3879,,,2026-09-17T14:30:24.886541,-0.5225,,,5.604197074962343,5.568093113037106,11.17229018799945,-91.40331668852787,-0.7339408653846085,0.0,-0.7339408653846085,1.04,1.04,0.0,,,,2026-09-17T14:34:06.172944,-0.3889,ENDED_NEG,1,0.4,,False,,0.0096,False,,,,1.0,1.0,UNMATCHED,False,-0.3879427884615483,,0,,-0.3889,-0.0838,True,,,,,1.036,1.0263,2026-09-17T14:39:09.151532,2026-09-17T15:11:28.544520,-0.4746,-1.4073,5.04,37.37,0.0,-0.7342,-0.6573,0.0,0.0,-0.7342,19.59,-0.8208,,,0.05,-0.7342,-0.5993860576923157,2026-09-17T14:30:55.014963,,,False,MOMENTUM,2026-09-17T14:46:36.627795,-0.5996,,,,-0.5612,-0.6573,-0.4842,-0.8496,-0.7727,,,,,,,,,,,,,,,,,,,,,-0.6573,window,,,,,,,,,,,-0.6573,window,,,,,,,,-0.6573,window,,,,,,,-0.6573,,-0.6573,,,,,,,,,,,,,,0.11933549926944022,,False,,,,False,,,,,,,,,-0.3399,1.64,,,2026-09-17T14:24:23,2026-09-17T14:34:06.175415,STOP_LOSS L1,TAKER_FALLBACK,TAKER,True,
10,,,ARUSDT,SHORT,CLOSED,2.57,2.561,2.56,919.80692535,20.0,18396.138507,7158.0305474708175,STRONG_BUY,0.2489,0.1268,0.0821,71.13,44.73,12.1094,9.3257,0.9073,0.9156,BEARISH,0.0915,,20.017276161090727,20.641309275687245,44.101689562952345,29.076319795474802,40.75654425932518,0.1029,54.8,58.8,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,,,,,2.2386,16.3,72.1,84.9,2.7838,2.0,HEALTHY_BEAR,CHOPPY_WEAK,,-0.0192,41.668431731413804,14.526942921582384,0.3967,0.0514,,0.1046,1.1265,-0.0308,-0.76,1.52,,2026-09-17T04:42:25.109632,0.06571206225680948,6132046.169,138,1814.9,,,,,,,,,,,,,False,2.25,-0.7518,2.47,-0.7518,96.13,0.2604,25089.177377102857,18396.138507,True,,0.0521,,,,,,,,,8.27826232815,8.249272304432743,16.527534632582743,47.89474029465387,0.260352140077817,0.4549922178988246,-0.7517762645914533,2.57,2.556,0.0,,,2026-09-17T06:16:05.068483,2026-09-17T04:40:22.304923,,NEVER,1,0.4,,False,,0.0,False,,,,2.0,1.0,SPIKE_FADE,False,,,0,,0.4921,0.8965,True,,,,,2.597,2.559,2026-09-17T06:44:12.521007,2026-09-17T06:17:02.605896,0.338,-1.1406,0.38,27.54,0.01,0.2602,-0.5569,0.0,,,,,,,0.01,0.2602,,,,,,SPIKE_FADE,2026-09-17T06:16:40.482603,0.2602,,,,0.2213,0.1824,0.2602,-0.2067,-0.8293,,,,,2026-09-17T04:50:39.004954,0.1436,,,,,,,,,,,,,,,0.2602,ema13,96.6,,,,,,,,,,0.2602,ema13,96.6,,,,,,,0.2602,ema13,96.6,,,,0.5706,,0.2602,96.6,0.2602,96.6,,,,,,,,,,,,,,cap,False,,,,False,,,2026-09-17T04:44:08.304376,-0.4404,2026-09-17T05:46:02.886257,-0.2846,2026-09-17T04:50:39.004725,0.1436,,,,,2026-09-17T04:39:57,2026-09-17T06:16:39.629885,RUNNER_TRAIL,TAKER,TAKER,True,
9,,,DASHUSDT,LONG,CLOSED,58.859,58.95,58.98,1235.829772779795,20.0,24716.595455595896,419.92890561504436,STRONG_BUY,0.5468,0.0842,0.1487,59.57,58.42,18.5645,19.2476,0.1671,0.1674,BULLISH,0.2427,0.0205,22.5049,23.1502,57.9,55.2,40.1,0.1603,58.9,57.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.8656,0.7526,74.4,11.6,78.1,-0.6831,4.0,HEALTHY_BULL,HEALTHY_BULL,,0.0785,21.78455074536544,17.937856914404765,0.9227,1.1658,5e-06,1.7329,0.4008,0.1625,-0.5,1.78,0.146,2026-09-17T02:45:10.905377,0.09153719906896325,130649058.32,23,2416.8,,,,,,,,,,,,,False,1.15,-0.0273,1.15,-0.0273,2.18,0.0915,24716.595455595896,130649.05832,False,,0.0911,,,,,,,,,4.4489871820072615,11.139664043703089,15.58865122571035,22.62487918525914,0.09153719906896325,0.5160899437639122,-0.21414077711139953,59.2,58.859,0.0,0.6569,0.3441,2026-09-17T02:46:33.614523,2026-09-17T02:44:50.523158,0.0142,NEVER,1,0.4,,True,,-0.0017,False,,,,2.0,1.0,UNMATCHED,False,,,0,,0.2356,0.3441,True,,,,,59.5,58.66,2026-09-17T03:32:01.137678,2026-09-17T02:58:55.188847,1.026,-0.4011,45.01,11.91,,,1.026,,8.44,-0.2482,,,,,,,,,,,False,MOMENTUM,2026-09-17T03:01:22.391314,0.0067,,,,0.2615,0.3465,0.0406,-0.1293,0.0067,2026-09-17T02:46:33.614573,0.1934298577957428,,,,,2026-09-17T02:50:10.630550,0.2105,2026-09-17T02:47:25.071500,0.0406,2026-09-17T02:47:25.071500,0.0406,2026-09-17T02:47:25.071500,0.0406,2026-09-17T02:50:10.630550,0.2105,2026-09-17T02:50:10.630550,0.2105,2026-09-17T02:50:16.660986,0.1935,0.2661,trailing,2.67,,,,,,,,,,0.1764,stretch,2.76,,,,,,,1.026,window,,,,,1.096,0.6569,-0.0103,3.01,-0.3501,11.06,,,,,,,,,,,,,0.6569195870788169,lock,False,,,,False,,,,,,,,,,,,,2026-09-17T02:44:02,2026-09-17T02:47:00.074413,RUNNER_TRAIL,MAKER,TAKER,True,
8,,,OPUSDT,LONG,CLOSED,0.09593,0.09533,0.09536,1316.087367925908,20.0,26321.74735851816,274384.9406704697,VERY_STRONG,0.419,0.0144,0.1364,59.21,61.32,29.9634,30.1582,0.0007,0.0007,BULLISH,0.1336,0.1022,36.3784,35.2166,69.6,69.1,67.9,0.1463,58.3,54.5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,,,1.2998,0.6965,88.4,11.6,79.1,-0.1949,4.0,STRONG_BULL,STRONG_BULL,,0.2869,29.841114776903606,16.994101811552248,0.482,0.8393,8.7e-05,1.128,0.1514,0.171,-0.21,1.8,0.0572,,,40228783.944819,49,1568.7,,,,,,,,,,,,,False,,,,,,,26321.747358518158,40228.783944819006,False,,0.3046,2026-09-17T00:35:05.168375,-0.413,,,2026-09-17T00:49:28.726293,-0.6006,,,11.84478631133317,11.770702377352144,23.615488688685314,-188.24645309096803,-0.7151746064838979,0.0,-0.7151746064838979,0.09595,0.09593,0.0,,,,2026-09-17T00:50:05.876877,-0.3151,ENDED_NEG,1,0.4,,False,,0.1671,False,,,,2.0,1.0,NONEXP_CALM3D,False,-0.4130068800166836,,0,,-0.3151,-0.1069,True,,,,,0.0963,0.09449,2026-09-17T01:32:45.177201,2026-09-17T01:03:29.325259,0.2957,-1.5911,42.64,13.37,0.02,-0.6529,-0.2047,0.0,1.31,-0.6112,14.38,-1.539,,,0.02,-0.6529,-0.4130068800166836,2026-09-17T00:42:25.983949,,,False,MOMENTUM,2026-09-17T01:00:40.024145,-1.0178,,,,-0.6425,-0.6633,-0.7467,-1.4139,-1.2888,,,,,,,2026-09-17T01:33:25.395603,0.0976,2026-09-17T01:33:20.371347,0.0768,2026-09-17T01:33:25.395603,0.0976,2026-09-17T01:33:43.485545,0.0351,,,,,,,-0.2047,window,,,,,,,,,,,-0.2047,window,,,,,,,,-0.2047,window,,,,,,,-0.2047,,-0.2047,,,,,,,,,,,,,,0.1887986312095714,,False,,,,False,,,,,,,,,,,-0.3817,14.69,2026-09-17T00:33:28,2026-09-17T00:50:05.881933,STOP_LOSS L1,TAKER_FALLBACK,TAKER,True,
7,,,MERLUSDT,SHORT,CLOSED,0.02505,0.02492,0.02517,565.4091830775,20.0,11308.18366155,451424.49746706587,STRONG_BUY,2.2969,1.2394,0.8211,90.74,50.07,23.8974,18.7798,6.8667,7.373,BEARISH,1.0751,,17.063980313797792,16.829435219326463,41.01173137440499,44.71554862506487,37.91344147409759,0.1596,44.5,49.4,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,,,,,6.4565,20.9,62.8,49.8,5.1177,1.0,CHOPPY_WEAK,CHOPPY_WEAK,,-0.1203,86.18149808399578,4.332458456758926,1.8367,0.2995,,1.0125,9.5963,-0.1002,-0.99,1.01,,2026-09-16T22:49:18.107704,,3769394.55385,171,475.6,,,,,,,,,,,,,False,0.2,0.1896,0.2,0.2295,0.2,0.3094,25749.56680797866,11308.18366155,True,,-0.1203,,,,,,,,,5.0886826476975,5.062274314595677,10.150956962293176,48.53422770842457,0.42919560878242785,0.7087624750498954,-1.407958083832337,0.02505,0.02485,0.0,,,2026-09-16T22:49:18.120548,2026-09-16T22:49:13.354900,,NEVER,1,0.4,,,,0.0,False,,,,2.0,1.0,SPIKE_FADE,False,,,0,,,,False,,,,,0.02649,0.02187,2026-09-16T22:53:07.407141,2026-09-16T23:05:25.057568,12.6046,-5.8385,16.11,3.82,,,9.89,,,,,,,,,,,,,,,SPIKE_FADE,,,,,,1.0278,0.8681,3.3431,9.7304,9.93,2026-09-16T22:49:18.114392,,,,,,2026-09-16T22:50:25.511193,0.5088,2026-09-16T22:51:17.767014,0.8282,2026-09-16T22:51:17.767014,0.8282,2026-09-16T22:51:07.725016,0.6286,2026-09-16T22:51:07.725016,0.6286,2026-09-16T22:51:07.725016,0.6286,2026-09-16T22:51:31.827502,0.6286,0.4588,trailing,0.08,,,,,,,,,,9.89,window,,,,,,,,9.89,window,,,,,,,1.2274,0.38,0.3491,0.6,,,,,,,,,,,,,,cap,False,,,,False,,,,,,,,,,,,,2026-09-16T22:49:06,2026-09-16T22:49:18.125292,RUNNER_TRAIL,TAKER,TAKER,True,
6,,,1000SHIBUSDT,SHORT,CLOSED,0.004763,0.004789,0.004789,687.9930711143965,20.0,13759.86142228793,2888906.45019692,VERY_STRONG,0.3907,0.0821,0.131,34.24,41.85,32.9315,32.3887,0.2503,-0.2497,BEARISH,-0.1405,-0.0337,19.6282,20.5413,41.4,42.7,41.1,0.2149,38.7,40.4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,W1,,,0.7415,0.9394,15.6,82.2,7.4,0.5428,4.0,HEALTHY_BEAR,CHOPPY_WEAK,,-0.1742,10.722672468409609,25.01223574126263,0.3851,-0.5047,-0.000319,-0.7149,-0.4622,-0.1459,-2.29,0.86,-0.1341,,,44033082.298981,47,1955.3,,,,,,,,,,,,,False,,,,,,,13759.86142228793,44033.082298981004,False,,-0.0997,2026-09-16T15:01:04.351495,-0.4681,,,2026-09-16T15:08:04.462189,-0.5731,,,6.191937640029568,6.225737845496872,12.417675485526441,-87.52924319064631,-0.6361200923787526,0.0,-0.6781293302540468,0.004763,0.00476,0.0,,,,2026-09-16T15:36:29.562312,-0.3821,ENDED_NEG,1,0.4,,False,,-0.063,False,,,,1.0,1.0,W1,False,-0.46808314087759373,,0,,-0.25,0.1164,True,,,,,0.004797,0.004755,2026-09-16T15:47:31.364063,2026-09-16T15:56:44.789883,0.078,-0.8038,19.87,10.65,0.01,-0.6359,-0.4889,0.0,0.01,-0.6359,28.47,-0.4049,,,0.01,-0.6359,,,,,False,MOMENTUM,2026-09-16T15:36:53.384273,-0.6359,,,,-0.5309,-0.6149,-0.4889,-0.153,-0.195,,,,,,,,,,,,,,,,,,,,,-0.4889,window,,,,,,,,,,,-0.4889,window,,,,,,,,-0.4889,window,,,,,,,-0.4889,,-0.4889,,,,,,,,,,,,,,0.2249298317882773,,False,,,,False,,,2026-09-16T15:00:42.027219,-0.3631,2026-09-16T15:31:13.429964,-0.09,,,-0.4681,8.61,,,2026-09-16T14:52:43,2026-09-16T15:36:50.412474,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
5,,,XRPUSDT,SHORT,CLOSED,1.2641,1.2706,1.2706,698.3036699089804,20.0,13966.073398179607,11048.2346318959,VERY_STRONG,0.3666,0.0878,0.1222,35.21,42.34,33.4965,32.5403,0.2172,-0.2168,BEARISH,-0.1364,-0.0337,19.6282,20.5413,41.4,42.7,41.1,0.2149,38.7,40.4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,W1,,,0.7415,0.9199,15.6,82.2,7.6,0.9562,3.0,HEALTHY_BEAR,CHOPPY_WEAK,,-0.1742,8.912776536124529,24.052878815410526,0.4135,-0.3938,8e-06,-0.5958,-0.4263,-0.1459,-2.29,0.86,-0.1341,,,2046859837.7354,5,2445.3,,,,,,,,,,,,,False,,,,,,,13966.073398179607,500000.0,False,,-0.0966,2026-09-16T15:05:25.318091,-0.5411,,,2026-09-16T15:22:01.491879,-0.6282,,,6.284733029180823,6.317049115479119,12.601782144659943,-84.41530725198274,-0.6044312158848153,0.020800569575197218,-0.6914888062653313,1.2641,1.2627,0.0,0.4395,-0.158,2026-09-16T14:54:15.437316,2026-09-16T15:22:12.951618,-0.2527,ENDED_NEG,1,0.4,,False,,0.1106,False,,,,1.0,1.0,W1,False,-0.5411166046989984,,0,,-0.0981,0.1033,True,,,,,1.2737,1.2617,2026-09-16T15:47:31.364063,2026-09-16T15:32:21.190677,0.0999,-0.8494,8.9,24.07,0.0,-0.6042,0.0366,0.0,3.31,-0.4539,,,,,0.0,-0.6042,,,,,False,MOMENTUM,2026-09-16T15:23:27.372672,-0.6042,,,,-0.4776,-0.4064,-0.3431,-0.5093,-0.4143,,,,,,,,,,,,,,,,,,,,,0.0366,window,,,,,,,,,,,0.0366,window,,,,,,,,0.0366,window,,,,,,,0.0366,,0.0366,,,,,,,,,,,,,,0.43150572156249917,,False,,,,False,,,2026-09-16T15:00:42.024201,-0.3037,,,,,-0.4224,8.96,-0.6044,31.04,2026-09-16T14:52:22,2026-09-16T15:23:24.626157,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
4,,,ENAUSDT,SHORT,CLOSED,0.1442,0.14367,0.14364,1450.0475836517394,20.0,29000.95167303479,201116.16971591394,STRONG_BUY,0.2112,0.1192,0.0699,57.96,52.89,16.801,17.095,0.3074,0.3083,BEARISH,0.1422,-0.0635,31.4869,31.412,35.4,39.0,43.7,0.1483,42.1,46.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,,,1.1417,0.6955,26.7,66.7,67.4,-0.294,4.0,STRONG_BEAR,STRONG_BEAR,,-0.0694,24.443326317367443,18.82747647101219,0.5872,0.1253,,0.3141,0.4982,-0.1742,-1.99,1.17,-0.0383,2026-09-16T13:22:56.763499,0.09657246879334812,204975828.02636,20,,,,,,,,,,,,,,False,0.9,-0.2087,0.9,-0.2087,1.16,-0.2087,29000.95167303479,204975.82802636002,False,,-0.0834,2026-09-16T13:22:05.143537,-0.0977,2026-09-16T13:27:06.405341,-0.0144,2026-09-16T13:22:05.143537,-0.0977,2026-09-16T13:27:06.405341,-0.0144,5.220171301146262,13.002462046388409,18.22263334753467,88.36893660190026,0.30471047156726955,0.47815880721220727,-0.20869660194175849,0.1442,0.14342,0.0,0.2718,0.2879,2026-09-16T13:31:04.008647,2026-09-16T13:28:32.687881,-0.4583,RECOVERED,2,0.4,,False,,-0.0972,False,,,,2.0,1.0,FLIP:FAN_RATIO_GATE[TG_SHALLOW]+[NEGDI15]×2,False,,,0,,0.0974,0.2879,True,,,,,0.14764,0.14341,2026-09-16T13:50:37.099667,2026-09-16T13:32:18.697197,0.4849,-2.4486,1.16,19.47,0.01,0.2629,-0.2225,0.0,0.01,0.2629,18.16,-2.1296,,,0.01,0.2629,,,,,,FLIP:FAN_RATIO_GATE,2026-09-16T13:50:25.017964,-2.4139,,,,0.4016,0.1312,-0.0214,-0.8328,-0.7912,,,,,,,2026-09-16T13:31:19.546825,0.0757,2026-09-16T13:31:24.635016,0.1867,2026-09-16T13:33:07.765484,0.145,2026-09-16T13:33:08.778360,0.1867,2026-09-16T13:33:08.778360,0.1867,,,2026-09-16T13:33:08.778360,0.1867,0.2629,ema13,9.07,,,,,,,,,,0.3394,stretch,9.04,,,,,,,0.2629,ema13,9.07,,,,0.7363,0.2718,0.2629,9.07,0.2629,9.07,,,,,,,,,,,,,0.2718354905070963,cap,False,,,,False,,,,,,,,,,,,,2026-09-16T13:22:03,2026-09-16T13:31:08.522171,FLIP_RUNNER_TRAIL,MAKER,TAKER,True,
