id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
21,,PLAYUSDT,LONG,CLOSED,0.12468,0.1238,0.12391,308.29341401941736,20.0,6165.868280388348,49453.54732425688,VERY_STRONG,0.4195,0.1427,61.03,53.87,29.3246,28.8546,0.4552,0.4573,BULLISH,0.1832,0.0332,18.0678,19.3482,60.4,59.5,56.4,0.0915,49.7,49.5,1.323,0.6452,72.5,25.0,76.9,0.47,3.0,HEALTHY_BULL,CHOPPY_FLAT,,-0.0029,23.328053078336332,11.121256741587505,1.1966,1.1067,-0.000157,1.8168,0.7388,0.0735,-0.0312,,,84993268.19651,,-0.0154,,,,,,,,,2.7746407261747565,2.7550571214343504,5.529697847609107,-49.048819492955445,-0.7954892524863697,0.06232154315046176,-0.7954892524863697,0.12487,0.12468,0.0,0.5662,0.4745,2026-05-19T13:06:58.663767,2026-05-19T13:07:40.129854,-0.2932,ENDED_NEG,1,0.5,,True,,False,,,,1.0,,False,,,0,,-0.2932,0.4745,True,0.12647,0.1238,2026-05-19T13:51:01.429707,2026-05-19T13:07:40.474447,1.3457,-0.7958,43.35,0.0,,,0.8564,,18.42,-0.1381,12.29,0.0865,,,,,,,,-0.3066,0.2228,-0.0659,0.1987,0.4073,,,,,,,2026-05-19T13:17:40.131598,0.0383,2026-05-19T13:14:27.923856,0.0303,2026-05-19T13:14:27.923856,0.0303,2026-05-19T13:17:37.116330,0.0463,2026-05-19T13:17:40.131598,0.0383,2026-05-19T13:17:40.131598,0.0383,2026-05-19T13:23:20.828284,0.1105,False,,,,False,,,2026-05-19T13:05:10.607489,-0.0499,,,,,,,,,2026-05-19T13:02:35,2026-05-19T13:07:40.132662,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,
20,,MBOXUSDT,SHORT,CLOSED,0.01173,0.01169,0.01172,635.5490350337807,20.0,12710.980700675613,1083630.0682587905,VERY_STRONG,0.6379,0.1221,33.27,40.66,34.0409,33.4271,0.8259,-0.8192,BEARISH,-0.2148,-0.048,24.5532,22.8745,38.8,37.8,46.1,0.1204,44.7,44.5,0.9552,0.7693,15.0,82.5,10.5,0.6138,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.122,11.87107267355513,29.077818201900957,1.0846,-0.9545,-4.8e-05,-1.4321,-1.121,-0.0999,-0.0479,,,42217661.80451,,-0.122,,,,,,,,,5.719941315304026,5.700435974075368,11.420377289379394,31.92482544097234,0.25115942028985594,0.25115942028985594,-0.0047101449275249235,0.01173,0.01169,0.0,1.4292,-0.2602,2026-05-19T12:05:16.131731,2026-05-19T12:05:14.581130,1.2561,NEVER,1,0.5,,True,,False,,,,2.0,SCORE_3-4,False,,,0,,1.5159,-0.2602,False,0.01188,0.01166,2026-05-19T12:40:09.067944,2026-05-19T12:07:03.354997,0.5068,-1.3688,34.88,1.78,34.59,-1.113,-0.6868,0.5068,12.2,-0.2605,12.2,-0.2605,,,34.59,-1.113,,,,0.0805,0.3363,-0.09,-0.6015,-0.772,,,,,,,2026-05-19T12:07:48.206099,0.0805,2026-05-19T12:07:48.206099,0.0805,2026-05-19T12:07:48.206099,0.0805,2026-05-19T12:08:04.513949,0.1658,2026-05-19T12:08:04.513949,0.1658,2026-05-19T12:08:04.513949,0.1658,2026-05-19T12:08:44.215923,0.0805,False,,,,False,,,,,,,,,,,,,2026-05-19T12:05:14,2026-05-19T12:05:16.142710,FAST_EXIT L1,TAKER_FALLBACK,TAKER,True,
19,,MBOXUSDT,SHORT,CLOSED,0.01179,0.01175,0.01176,618.7550060320623,20.0,12375.100120641246,1049626.8126074,VERY_STRONG,0.6587,0.1315,32.74,40.66,33.9245,33.4271,0.8833,-0.8756,BEARISH,-0.2228,-0.0451,24.5532,22.8745,41.3,37.8,46.1,0.118,45.3,44.5,0.8597,0.624,12.5,82.5,8.8,0.4974,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.1188,12.005408587707041,28.27524573119916,1.0734,-0.9577,-4.8e-05,-1.4407,-1.1932,-0.0735,-0.045,,,42137820.91371,,-0.1188,,,,,,,,,5.56879505428856,5.549901771661627,11.118696825950188,30.866375678345918,0.24942324003392793,0.24942324003392793,-0.1748558100084783,0.01179,0.01175,0.0,0.8833,-0.2884,2026-05-19T12:04:01.115524,2026-05-19T12:03:55.415539,0.5413,NEVER,1,0.5,,True,,False,,,,2.0,SCORE_3-4,False,,,0,,0.9692,-0.2884,False,0.01188,0.01166,2026-05-19T12:40:09.067944,2026-05-19T12:07:03.354997,1.0126,-0.8534,35.93,2.83,35.64,-0.5989,-0.3445,1.0126,13.24,0.2493,13.24,0.2493,,,35.64,-0.5989,,,,0.5037,0.6734,0.7582,0.0796,-0.1748,,,,,,,2026-05-19T12:07:48.206099,0.5885,2026-05-19T12:07:48.206099,0.5885,2026-05-19T12:07:48.206099,0.5885,2026-05-19T12:08:04.513949,0.5885,2026-05-19T12:08:04.513949,0.5885,2026-05-19T12:08:04.513949,0.5885,2026-05-19T12:08:44.215923,0.5885,False,,,,False,,,,,,,,,,,,,2026-05-19T12:03:53,2026-05-19T12:04:13.181167,FAST_EXIT L1,TAKER_FALLBACK,TAKER,True,
18,,UNIUSDT,SHORT,CLOSED,3.461,3.477,3.476,309.37750301603114,20.0,6187.550060320623,1787.7925629357478,STRONG_BUY,0.3831,0.105,33.18,35.27,27.6812,25.9648,0.1406,-0.1404,BEARISH,-0.1634,-0.0525,24.284,22.8745,36.1,37.8,46.1,0.1111,44.0,44.5,0.6716,1.2662,15.0,82.5,11.8,1.7164,5.0,HEALTHY_BEAR,CHOPPY_FLAT,,-0.1269,12.379727997164066,37.13383511004808,0.2685,-0.3216,-4.8e-05,-0.5358,-0.3803,-0.1403,-0.0524,,,54447452.896,,-0.0771,2026-05-19T12:10:23.256202,-0.4099,,,2026-05-19T12:15:54.814575,-0.5255,,,1.1137590108577122,2.7972696335974176,3.91102864445513,-32.51570965142712,-0.5255021670037566,0.0,-0.5255021670037566,3.461,3.459,0.0,,,,2026-05-19T12:15:54.816679,-0.2043,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.4098766252528175,,0,,-0.1507,0.0632,True,3.492,3.473,2026-05-19T13:02:38.895274,2026-05-19T12:34:52.732683,-0.4097,-0.9587,29.87,2.11,0.01,-0.5253,-0.5253,0.0,3.03,-0.4964,26.43,-0.8142,,,0.01,-0.5253,,,,-0.5253,-0.4386,-0.4675,-0.5542,-0.9587,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-19T12:15:58.500171,-0.5255,,,,,-0.2943,9.85,-0.2364,6.78,2026-05-19T12:01:31,2026-05-19T12:32:46.102322,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
17,,WLDUSDT,SHORT,CLOSED,0.24080000000000001,0.2421,0.242,309.37750301603114,20.0,6187.550060320623,25695.805898341456,STRONG_BUY,0.4517,0.1246,33.44,39.02,26.1535,24.3146,0.2545,-0.2538,BEARISH,-0.1821,-0.0525,24.284,22.8745,36.1,37.8,46.1,0.1111,44.0,44.5,0.6716,0.7317,15.0,82.5,4.3,1.8389,4.0,HEALTHY_BEAR,CHOPPY_FLAT,,-0.1269,10.48391782082728,31.501215749903565,0.3709,-0.3561,-4.8e-05,-0.5739,-0.538,-0.1403,-0.0524,,,93407012.1836,,-0.1039,2026-05-19T12:15:10.735816,-0.5616,,,,,,,1.1137590108577122,2.79942957359481,3.913188584452522,-37.3177362522963,-0.6031100498338852,0.0,-0.6446569767441795,0.24080000000000001,0.24080000000000001,0.0,,,,2026-05-19T12:22:51.396145,-0.182,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.5615631229235792,,0,,-0.1132,0.1451,True,0.2437,0.2418,2026-05-19T13:03:50.764403,2026-05-19T12:37:25.805777,-0.4783,-1.2673,40.17,13.76,0.0,-0.6029,-0.9351,0.0,0.0,-0.6029,10.11,-0.7275,,,0.0,-0.6029,,,,-0.7275,-0.6444,-0.5198,-0.6029,-0.769,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-19T12:15:58.497880,-0.5616,,,,,-0.3123,5.81,,,2026-05-19T12:01:29,2026-05-19T12:23:40.154191,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
16,,UNIUSDT,SHORT,CLOSED,3.464,3.454,3.455,303.60916644922247,20.0,6072.183328984449,1752.9397600994369,STRONG_BUY,0.3608,0.1016,34.74,37.89,25.9714,24.5926,0.1337,-0.1335,BEARISH,-0.1506,-0.0479,22.8914,21.5061,39.6,39.1,46.5,0.116,44.9,51.4,0.6623,0.9654,15.0,80.0,10.6,1.3788,5.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.1117,13.298379143060169,34.1073788902951,0.2689,-0.3,-4.8e-05,-0.509,-0.3612,-0.1008,-0.0361,,,54403019.124,,-0.1269,,,,,,,,,1.092992999217201,2.724594269122555,3.8175872683397563,13.711810332654238,0.22581351039260353,0.22581351039260353,-0.063,3.464,3.454,0.0,0.3144,-0.2035,2026-05-19T12:00:59.191362,,,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.3435,-0.2035,False,3.484,3.454,2026-05-19T12:45:26.346630,2026-05-19T12:01:03.583989,0.2257,-0.6404,44.38,0.0,31.7,-0.4094,-0.5249,0.2257,10.3,-0.2073,7.24,-0.1496,,,31.7,-0.4094,,,,0.0236,-0.063,-0.0341,-0.3806,-0.2651,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-19T11:59:24,2026-05-19T12:01:03.233464,FAST_EXIT L1,MAKER,TAKER,True,
15,,CHZUSDT,SHORT,CLOSED,0.04831,0.04822,0.0482,303.60916644922247,20.0,6072.183328984449,125692.05814498963,STRONG_BUY,0.6951,0.2275,28.71,32.7,22.5088,20.2931,0.3803,-0.3789,BEARISH,-0.3161,-0.0511,22.8914,21.5061,37.7,39.1,46.5,0.1149,44.5,51.4,0.5512,1.1467,15.0,80.0,11.5,2.2157,2.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.1152,11.383534185796965,35.378534924311964,0.5239,-0.2833,-4.8e-05,-0.5434,-0.8597,-0.1297,-0.0393,2026-05-19T12:00:25.194878,,58281940.67938,,-0.115,,,,,,,,,2.732482498043002,2.72739196968813,5.459874467731132,5.85241076531791,0.09638066652866861,0.2206344442144429,-0.13141792589525808,0.04831,0.04816,0.0,0.5681,-0.6681,2026-05-19T12:00:25.194840,2026-05-19T11:56:22.963575,0.2765,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.3529,-0.5537,False,0.04873,0.04765,2026-05-19T12:25:33.825953,2026-05-19T12:04:11.703916,1.2762,-0.9594,25.11,3.75,21.12,-0.711,0.1998,1.2762,13.96,0.3447,14.98,0.0963,0.09638066652866861,2026-05-19T12:00:26.640720,21.12,-0.711,,,,0.3654,0.3654,0.9036,0.0963,-0.3591,,,,,,,2026-05-19T12:01:50.006176,0.1584,2026-05-19T12:03:18.747745,0.0963,2026-05-19T12:03:20.780853,0.0963,2026-05-19T12:03:24.856836,0.0342,2026-05-19T12:03:26.895928,0.0342,2026-05-19T12:03:31.986812,0.0756,2026-05-19T12:03:26.895928,0.0342,False,,,,False,,,,,,,,,,,,,2026-05-19T11:56:19,2026-05-19T12:00:26.643455,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
14,,GOATUSDT,SHORT,CLOSED,0.01831,0.01825,0.01827,577.9069051762333,20.0,11558.138103524667,631247.3022132532,VERY_STRONG,0.7832,0.163,32.17,32.22,34.6139,33.89,0.2168,-0.2163,BEARISH,-0.3417,-0.0627,20.1381,18.5101,39.2,31.1,51.9,0.1243,44.8,51.4,0.8368,0.575,15.0,80.0,18.5,0.7239,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0914,10.691014512781392,27.508279567780104,0.7689,-0.8803,-4.8e-05,-1.3784,-0.6268,-0.1408,-0.0368,,,43080668.84204,,-0.0914,,,,,,,,,5.2011621465861,5.184118469426341,10.385280616012441,27.489557516783396,0.23783724740579476,0.23783724740579476,-0.14463954123429598,0.01831,0.01825,0.0,0.7107,-0.5274,2026-05-19T11:50:13.632846,2026-05-19T11:50:00.738550,0.3809,NEVER,1,0.5,,True,,False,,,,2.0,SCORE_3-4,False,,,0,,0.7659,-0.5274,False,0.01841,0.01814,2026-05-19T12:15:37.118517,2026-05-19T12:10:17.348883,0.8385,-0.6361,25.3,19.97,,,0.0738,,25.11,-0.5269,7.03,-0.0354,,,,,,,,-0.09,0.1285,0.2377,0.4561,-0.3085,,,,,,,2026-05-19T11:56:51.701984,0.0738,2026-05-19T11:55:11.559382,0.2377,2026-05-19T11:56:51.701984,0.0738,2026-05-19T11:55:08.530497,0.2377,2026-05-19T11:55:16.606209,0.2377,2026-05-19T11:55:08.530497,0.2377,2026-05-19T11:55:45.926291,0.2377,False,,,,False,,,,,,,,,,,,,2026-05-19T11:49:53,2026-05-19T11:50:18.722256,FAST_EXIT L1,TAKER_FALLBACK,TAKER,True,
13,,INJUSDT,SHORT,CLOSED,4.897,4.882,4.88,577.9069051762333,20.0,11558.138103524667,2360.248744848819,STRONG_BUY,0.5892,0.1918,28.17,39.55,27.6823,26.3536,0.5572,-0.5541,BEARISH,-0.263,-0.0669,20.1381,18.5101,36.1,31.1,51.9,0.1233,44.3,51.4,0.7946,1.2941,12.5,80.0,10.9,1.3287,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.096,12.438293347174678,32.755269820694785,0.5328,-0.4608,-4.8e-05,-0.748,-0.9482,-0.1785,-0.0405,2026-05-19T11:50:49.320390,,138268089.9421,,-0.1037,,,,,,,,,2.08046485863444,5.18523046755837,7.26569532619281,28.13803584654082,0.2434478251991131,0.5090359403716657,-0.2264388401061876,4.897,4.869,0.0,0.8961,-0.7481,2026-05-19T11:51:28.340314,2026-05-19T11:48:38.570928,0.3727,NEVER,1,0.5,,True,,False,,,,2.0,SCORE_3-4,False,,0.2434478251991131,0,,0.6275,-0.7481,False,4.932,4.856,2026-05-19T12:15:45.266473,2026-05-19T12:01:06.270963,0.7742,-0.7777,24.16,9.51,23.84,-0.6552,0.4679,0.7742,15.7,-0.0017,24.86,-0.5531,0.2434478251991131,2026-05-19T11:51:35.409196,23.84,-0.6552,,,,0.3658,0.6109,0.5088,-0.1243,-0.1243,2026-05-19T11:51:28.340342,,,,,,2026-05-19T12:06:15.377748,0.0391,2026-05-19T12:01:41.857093,0.4884,2026-05-19T12:01:54.076004,0.4067,2026-05-19T12:00:03.727092,0.57,2026-05-19T12:01:54.076004,0.4067,2026-05-19T12:01:47.968281,0.4475,2026-05-19T12:01:45.931636,0.4475,False,,,,False,,,,,,,,,,,,,2026-05-19T11:48:32,2026-05-19T11:51:35.415444,TRAILING_STOP L1,MAKER,TAKER,True,
12,,APTUSDT,SHORT,CLOSED,0.9336000000000001,0.9383,0.9384,285.4580479197119,20.0,5709.160958394237,6115.210966574804,VERY_STRONG,0.3866,0.1194,31.95,34.06,34.7312,33.3643,0.1826,-0.1823,BEARISH,-0.1846,-0.0637,20.1381,18.5101,38.5,31.1,51.9,0.1233,44.7,51.4,0.7322,1.507,12.5,80.0,10.3,1.3669,4.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0925,10.756981216864734,34.53617781496042,0.2572,-0.2681,-0.000225,-0.4671,-0.4329,-0.1497,-0.0373,,,32165236.47414,,-0.1148,2026-05-19T12:10:12.643017,-0.363,,,2026-05-19T12:15:08.016613,-0.4916,,,1.0276489725109628,2.5820561024717126,3.609705074982675,-32.35119661788381,-0.5666541345329827,0.08702463581834488,-0.5880862253641713,0.9336000000000001,0.9322,0.0,0.2297,-0.1281,2026-05-19T12:01:02.806340,2026-05-19T12:15:22.552487,-0.2822,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.363049271636666,,0,,-0.1692,0.1998,True,0.9407,0.9369,2026-05-19T12:58:59.014555,2026-05-19T12:18:56.894208,-0.4165,-0.8235,43.51,3.48,0.01,-0.5557,-0.7271,0.0,0.01,-0.5557,8.14,-0.5557,,,0.01,-0.5557,,,,-0.6093,-0.6093,-0.5129,-0.5986,-0.6521,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.2345,5.46,-0.2023,16.42,2026-05-19T11:47:29,2026-05-19T12:15:28.009572,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
