id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
28,,JUPUSDT,LONG,CLOSED,0.2457,0.2469,0.2469,632.9536218153775,20.0,12659.07243630755,51522.47633824807,STRONG_BUY,0.2937,0.104,64.84,20.408,19.2315,0.2349,0.2355,BULLISH,0.1437,0.0258,29.0099,28.1062,61.8,67.4,0.9426,1.0978,77.3,15.9,90.7,1.1765,4.0,STRONG_BULL,STRONG_BULL,,0.0571,27.8766770937062,13.208289369366183,0.367,-0.0726,-0.000319,-0.1358,,0.0568,,,,,,,,,2.278633038535359,5.724404733561052,8.00303777209641,53.82393383380161,0.42518070818071085,0.7506345136345144,-0.1443634513634537,0.2477,0.2457,0.0,0.7161,0.5999,2026-05-10T03:47:43.704214,2026-05-10T03:44:00.711969,0.113,NEVER,2,1.0,,True,,False,,,,2.0,STRETCH_0.20-0.25,False,,0.42518070818071085,1,,0.3404,0.6538,False,0.2486,0.2454,2026-05-10T03:56:29.676525,2026-05-10T04:13:19.665562,1.1173,-0.1851,7.09,23.93,24.79,-0.063,0.5068,1.1173,16.92,0.3847,19.17,0.2626,,,,2026-05-10T03:46:03.467656,,,,2026-05-10T04:01:12.286860,0.5475,2026-05-10T03:49:24.116293,0.4254,2026-05-10T03:49:28.162940,0.4254,2026-05-10T03:49:24.116293,0.4254,2026-05-10T03:49:28.162940,0.4254,2026-05-10T03:49:24.116293,0.4254,2026-05-10T03:49:24.116293,0.4254,False,,,,False,,,,,,,,,,,,,2026-05-10T03:42:59,2026-05-10T03:49:23.776224,TRAILING_STOP L2,MAKER,TAKER,True,
27,,DYMUSDT,LONG,CLOSED,0.02553,0.02561,0.02561,646.9933298779224,20.0,12939.866597558448,506849.45544686436,VERY_STRONG,0.5086,0.1984,60.13,23.2861,21.6699,0.2985,0.2994,BULLISH,0.2713,0.0203,20.0599,19.345,60.9,60.9,1.1101,0.7113,68.2,22.7,89.4,1.6162,4.0,HEALTHY_BULL,HEALTHY_BULL,,-0.0119,26.386520385932126,10.18613109953025,0.7623,0.1758,0.0001,0.3617,,0.0191,,,,,,,,,5.822939968901301,5.8411865492973885,11.664126518198689,28.883829917550568,0.22321582452017313,0.49727967097532627,-0.5598237367802665,0.02568,0.02553,0.0,0.6509,0.2576,2026-05-10T03:00:04.154159,2026-05-10T02:46:06.561099,-0.1067,RECOVERED,1,0.5,,True,,False,,,,2.0,BTC_60-65_20-25,False,,0.2623678025851931,0,,0.3793,0.2576,True,0.02592,0.02529,2026-05-10T03:14:31.539477,2026-05-10T03:30:03.515212,1.4376,-1.0301,14.4,29.93,29.36,-0.4425,-0.5209,1.4376,0.0,0.2234,18.07,0.8109,,,,,,,,2026-05-10T03:01:28.505997,0.6934,2026-05-10T03:01:26.487426,0.6934,2026-05-10T03:01:28.505997,0.6934,2026-05-10T03:07:24.710189,1.0851,2026-05-10T03:10:40.492977,0.8892,2026-05-10T03:06:46.390876,0.9676,2026-05-10T03:10:40.492977,0.8892,False,,,,False,,,2026-05-10T02:43:41.256463,-0.09,2026-05-10T02:44:49.144889,-0.2466,,,-0.3249,3.43,-0.2075,11.37,2026-05-10T02:43:08,2026-05-10T03:00:07.083012,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
26,,JTOUSDT,LONG,CLOSED,0.539,0.5412,0.5412,315.6491923060188,20.0,6312.983846120376,11712.400456624075,STRONG_BUY,0.6005,0.1964,63.94,20.5666,19.0632,0.3502,0.3515,BULLISH,0.2747,0.0256,18.706,17.8799,64.1,57.1,1.3866,1.3779,77.3,22.7,81.3,1.5034,3.0,HEALTHY_BULL,HEALTHY_BULL,,-0.0118,31.930890142793412,13.648571788260375,0.6372,0.1661,0.0001,0.2785,,-0.002,,,,,,,,,2.840842730754169,2.8524380072062274,5.6932807379603965,20.07400026661233,0.3179795918367309,0.6332365491651233,-0.08999999999999998,0.5429,0.539,0.0,0.5802,0.682,2026-05-10T02:46:51.596792,,,NEVER,2,1.0,,True,,False,,,,1.0,,False,,0.3179795918367309,1,,0.2679,0.682,False,0.55,0.5413,2026-05-10T03:30:23.705915,2026-05-10T02:47:26.695196,1.9508,0.3367,42.95,0.0,,,1.3015,,34.13,1.0603,19.5,0.8191,,,,2026-05-10T02:46:06.646265,,,,2026-05-10T02:50:47.302124,0.448,2026-05-10T02:47:26.699163,0.3553,2026-05-10T02:47:26.699163,0.3553,2026-05-10T02:50:49.339874,0.448,2026-05-10T02:50:51.377435,0.4295,2026-05-10T02:50:53.405348,0.4109,2026-05-10T02:55:49.930712,0.8747,False,,,,False,,,2026-05-10T02:41:04.526963,0.2253,2026-05-10T02:42:13.257705,0.0954,,,,,,,2026-05-10T02:39:23,2026-05-10T02:47:26.340178,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
25,,ICPUSDT,LONG,CLOSED,3.568,3.539,3.541,623.8740743189153,20.0,12477.481486378307,3497.0519860925747,VERY_STRONG,0.5226,0.1554,63.04,28.2108,27.7016,0.2526,0.2532,BULLISH,0.2575,0.0247,17.9179,17.8337,63.1,62.7,1.4511,0.9892,75.0,22.7,88.8,0.5091,2.0,CHOPPY_WEAK,HEALTHY_BULL,,-0.0197,26.724575922566945,12.917429741356127,0.5556,0.1634,0.0001,0.2283,,0.0131,2026-05-10T02:50:13.036486,-0.6783,,,2026-05-10T02:50:42.199032,-0.8184,,,5.6148666688702376,5.5692301404517295,11.184096809321968,-112.59860440600634,-0.9024145179372174,0.21815723094170741,-0.9024145179372174,3.579,3.568,0.0,0.6065,0.1631,2026-05-10T02:41:34.538005,2026-05-10T02:52:00.747928,-0.3637,ENDED_NEG,1,0.5,,True,,False,,,,2.0,STRETCH_0.25-0.30,False,-0.6783001681614323,,0,,-0.3637,-0.1005,True,3.539,3.484,2026-05-10T02:52:01.113962,2026-05-10T03:15:07.953484,-0.9028,-2.4443,0.0,23.11,0.2,-0.9308,-1.2391,0.0,0.0,-0.9028,2.48,-1.4073,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-10T02:35:03.021377,-0.3701,2026-05-10T02:36:10.831800,-0.2021,,,-0.3982,4.57,-0.2581,13.23,2026-05-10T02:33:20,2026-05-10T02:52:00.750259,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,
24,,JTOUSDT,LONG,CLOSED,0.5378,0.5394,0.5394,311.93703715945765,20.0,6238.740743189153,11600.484833003262,STRONG_BUY,0.487,0.1586,61.5,19.0809,18.0562,0.3221,0.3231,BULLISH,0.2165,0.0243,17.9179,17.8337,62.7,62.7,1.3651,0.7742,77.3,22.7,84.0,1.0248,3.0,CHOPPY_WEAK,HEALTHY_BULL,,-0.0201,30.223320913810053,15.430282908795698,0.6085,0.0783,0.0001,0.1747,,-0.0139,,,,,,,,,2.8074333344351188,2.8157856835148816,5.62321901795,12.937556714855752,0.2073744886575021,0.6906080327259377,-0.09,0.542,0.5378,0.0,0.8895,0.5537,2026-05-10T02:36:01.696080,2026-05-10T02:31:52.633772,0.3777,NEVER,2,1.0,,True,,False,,,,1.0,,False,,0.3746476385273444,0,,0.4117,0.5537,False,0.5478,0.5388,2026-05-10T03:20:19.843376,2026-05-10T02:38:20.660426,1.7694,0.0959,43.96,1.97,,,1.2488,,,,30.57,1.0443,,,,2026-05-10T02:35:54.275644,0.1887885831164108,,,2026-05-10T02:42:05.175754,0.2819,2026-05-10T02:38:22.685392,0.0959,2026-05-10T02:42:06.185878,0.2819,2026-05-10T02:37:30.127908,0.2075,2026-05-10T02:43:57.464870,0.2261,2026-05-10T02:37:30.127908,0.2075,2026-05-10T02:37:59.443101,0.1703,False,,,,False,,,2026-05-10T02:35:03.019548,0.0215,2026-05-10T02:36:10.829710,0.5791,,,,,,,2026-05-10T02:31:52,2026-05-10T02:36:21.961550,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
23,,DYMUSDT,LONG,CLOSED,0.02544,0.02552,0.02552,623.8740743189153,20.0,12477.481486378307,490467.0395588957,STRONG_BUY,0.1728,0.0763,55.29,19.7616,18.5982,0.2358,0.2363,BULLISH,0.0799,0.0243,17.9179,17.8337,62.7,62.7,1.3651,0.6749,77.3,22.7,76.8,1.1635,2.0,CHOPPY_WEAK,CHOPPY_FLAT,,-0.0201,24.10790116034699,11.6374665203523,0.7779,0.053,0.0001,0.1367,,-0.0133,,,,,,,,,5.6148666688702376,5.632523482294358,11.247390151164595,27.989973013547164,0.22432389937107003,0.53864779874214,-0.24716194968554178,0.0256,0.02544,0.0,0.7981,0.572,2026-05-10T02:39:21.173375,2026-05-10T02:33:30.482371,0.2486,NEVER,2,1.0,,True,,False,,,,2.0,STRETCH_0.20-0.25,False,,0.22432389937107003,0,,0.448,0.6111,False,0.02592,0.02541,2026-05-10T03:14:31.539477,2026-05-10T02:46:07.189335,1.7968,-0.2079,33.26,4.85,,,0.7748,,5.29,0.0279,5.29,0.0279,,,,2026-05-10T02:39:21.173396,,,,2026-05-10T02:41:16.084219,0.2245,2026-05-10T02:41:16.084219,0.2245,2026-05-10T02:41:16.084219,0.2245,2026-05-10T02:41:20.130539,0.2638,2026-05-10T02:41:21.142892,0.1852,2026-05-10T02:41:20.130539,0.2638,2026-05-10T02:41:20.130539,0.2638,False,,,,False,,,2026-05-10T02:35:03.016238,-0.1293,2026-05-10T02:36:10.826374,0.3029,,,,,,,2026-05-10T02:31:32,2026-05-10T02:41:15.650941,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
22,,TONUSDT,LONG,CLOSED,2.4405,2.4488,2.4488,302.9230504453407,20.0,6058.461008906815,2482.4671210435627,STRONG_BUY,0.4382,0.1708,63.16,15.8903,15.5146,0.4001,0.4017,BULLISH,0.2113,0.0202,20.4698,20.7532,52.0,62.9,0.5697,1.1558,68.2,11.4,85.1,0.3757,4.0,HEALTHY_BULL,CHOPPY_WEAK,,0.1252,27.275318210115213,17.891965603756617,0.5685,-0.052,-0.000566,0.0108,,0.091,,,,,,,,,2.7263074540080665,2.735579468705164,5.46188692271323,15.142590181947725,0.24994120057364283,0.5243515673017694,-0.6019596394181593,2.4555,2.4405,0.0,0.6724,0.3306,2026-05-09T20:22:35.885307,2026-05-09T20:09:30.876566,-0.196,RECOVERED,1,0.5,,True,,False,,,,1.0,,False,,0.3195677115345129,2,,0.4006,0.3306,True,2.4479,2.4083,2026-05-09T20:23:51.037365,2026-05-09T20:43:04.756007,0.2132,-1.4094,1.21,20.44,17.44,-1.2332,-0.2006,0.2132,3.95,-0.3768,3.95,-0.3768,,,,2026-05-09T20:22:35.603804,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T20:05:42.901348,-0.176,,,,,,,-0.0941,14.69,2026-05-09T20:05:09,2026-05-09T20:22:36.056557,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
21,,PLAYUSDT,LONG,CLOSED,0.1086,0.1092,0.1092,302.9230504453407,20.0,6058.461008906815,55786.93378367233,STRONG_BUY,0.5624,0.1228,59.94,15.0171,14.8948,0.493,0.4954,BULLISH,0.2334,0.0243,20.8922,20.7532,57.6,62.9,0.5068,0.8128,70.5,11.4,84.8,0.1223,4.0,HEALTHY_BULL,CHOPPY_FLAT,,0.1297,22.90077513413184,16.3779852243629,1.1545,0.1029,-0.000566,-0.0412,,0.1216,,,,,,,,,1.0905229816032267,2.7413699261296585,3.831892907732885,29.640267362470695,0.48923756906077653,0.8573959484346232,-0.2470791896869298,0.1096,0.1086,0.0,1.3525,0.3566,2026-05-09T20:05:27.304957,2026-05-09T20:03:51.896314,0.2543,NEVER,2,1.0,,True,,False,,,,1.0,,False,,0.48923756906077653,1,,0.9912,0.3566,False,0.1094,0.10596,2026-05-09T20:06:04.923630,2026-05-09T20:50:21.864012,0.6736,-2.4939,0.34,44.63,10.73,-1.3798,-2.0612,0.6736,5.05,-0.4774,11.84,-1.389,,,,2026-05-09T20:05:23.544318,,,,,,,,,,,,,,,,2026-05-09T20:06:56.569640,0.0659,False,,,,False,,,2026-05-09T20:05:42.898023,0.5353,,,,,,,,,2026-05-09T20:03:42,2026-05-09T20:05:43.925709,TRAILING_STOP L2,MAKER,TAKER,True,
20,,WLFIUSDT,LONG,CLOSED,0.07010000000000001,0.0699,0.0699,619.997250692508,20.0,12399.94501385016,176889.3725228268,STRONG_BUY,0.1108,0.0507,63.98,19.0955,17.4308,0.2429,0.2435,BULLISH,0.0459,0.0207,20.7874,20.6399,63.5,63.1,0.4234,0.5726,72.7,11.4,80.0,1.6648,2.0,HEALTHY_BULL,CHOPPY_FLAT,,0.1313,18.126995703126862,7.633004354655033,0.389,-0.2404,-0.000566,-0.3795,,0.1266,2026-05-09T19:58:07.982921,-0.3482,,,2026-05-09T19:58:07.982921,-0.3482,,,2.231990102493029,5.564055212705517,7.796045315198546,-43.17391981976492,-0.34817831669045035,0.07958915834520537,-0.34817831669045035,0.0702,0.07010000000000001,0.0,0.2429,0.15,2026-05-09T19:56:53.894974,2026-05-09T19:58:07.987005,-0.0898,ENDED_NEG,1,0.5,,False,,False,,,,2.0,BTC_60-65_20-25,False,-0.34817831669045035,,0,,-0.0281,0.0048,True,0.071,0.0695,2026-05-09T20:45:04.756772,2026-05-09T20:22:03.677840,1.2209,-0.9189,44.78,21.76,0.01,-0.3483,1.2209,0.0,0.01,-0.3483,22.93,-0.7763,,,,,,,,,,2026-05-09T20:39:33.031878,0.365,,,2026-05-09T20:41:24.976221,0.365,,,2026-05-09T20:44:07.337350,0.365,,,False,,,,False,,,2026-05-09T19:57:26.347274,-0.2056,,,,,-0.3482,3.4,-0.3482,3.4,2026-05-09T19:56:53,2026-05-09T20:00:17.743167,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
19,,ICPUSDT,LONG,CLOSED,3.564,3.591,3.591,626.7514236645575,20.0,12535.02847329115,3517.1235895878644,STRONG_BUY,0.2909,0.1401,63.26,21.5008,21.1365,0.24,0.2406,BULLISH,0.1493,0.0203,32.5948,33.7044,57.0,59.4,1.3016,0.7253,54.5,27.3,82.4,0.3643,4.0,STRONG_BULL,CHOPPY_FLAT,,0.2158,22.849514869413294,13.351653517302045,0.4232,-0.2701,1.8e-05,-0.3107,,0.1161,2026-05-09T19:12:35.915270,-0.4556,,,2026-05-09T19:15:54.922875,-0.5117,,,2.256305125192407,5.6834958645945095,7.939800989786916,87.0225359290859,0.6942348484848523,1.0027379349045962,-0.5958689674523043,3.602,3.564,0.0,0.718,0.1971,2026-05-09T20:10:54.724608,2026-05-09T19:17:00.188564,-0.2532,RECOVERED,2,1.0,,True,,False,,,,2.0,STRETCH_0.20-0.25,False,-0.455640291806965,0.6661891133557745,11,,0.4139,0.1971,True,3.597,3.557,2026-05-09T20:12:33.173258,2026-05-09T20:32:38.775407,0.8629,-0.2594,1.61,21.7,20.14,-0.063,0.0212,0.8629,14.52,0.1054,5.52,0.5823,,,,2026-05-09T20:10:54.647601,,2026-05-09T20:10:54.724628,,2026-05-09T20:15:40.496993,0.4982,2026-05-09T20:12:29.127181,0.5262,2026-05-09T20:15:49.588554,0.5262,2026-05-09T20:15:39.487532,0.5262,2026-05-09T20:15:49.588554,0.5262,2026-05-09T20:15:39.487532,0.5262,2026-05-09T20:15:49.588554,0.5262,False,,,,False,,,2026-05-09T19:04:18.122792,-0.1752,2026-05-09T19:56:08.792427,0.2175,,,-0.3715,6.76,-0.2313,5.63,2026-05-09T18:59:15,2026-05-09T20:10:56.503423,TRAILING_STOP L2,MAKER,TAKER,True,
18,,DOGSUSDT,LONG,CLOSED,7.771e-05,7.864e-05,7.864e-05,300.2360984097396,20.0,6004.721968194792,77270904.23619601,STRONG_BUY,0.4349,0.1934,64.69,15.2108,14.0154,0.3673,0.3686,BULLISH,0.2293,0.0281,34.9614,36.3573,56.1,58.4,0.5737,1.0694,63.6,22.7,81.9,1.1953,3.0,STRONG_BULL,STRONG_BULL,,0.2285,25.146607478914344,13.318574683237113,0.6057,-0.0582,2e-05,0.1001,,0.2161,,,,,,,,,2.702124885687656,2.734462759110505,5.436587644798161,66.42535329486462,1.1062186333805255,1.9422854201518407,-0.21862565950328455,7.929e-05,7.771e-05,0.0,2.1324,0.5115,2026-05-09T18:56:25.236954,2026-05-09T18:50:38.118369,0.3416,NEVER,3,1.5,,True,,False,,,,1.0,,False,,1.003318105777884,17,,1.3235,0.5115,False,7.894e-05,7.756e-05,2026-05-09T18:58:02.792979,2026-05-09T19:19:23.713233,1.4928,-0.283,1.59,22.94,,,1.0553,,9.56,0.1931,17.43,0.1545,,,,2026-05-09T18:56:25.025315,,2026-05-09T18:56:25.141644,,2026-05-09T18:58:23.053177,0.8365,2026-05-09T18:58:21.029387,0.8751,2026-05-09T18:58:23.053177,0.8365,2026-05-09T18:58:19.004794,0.8108,2026-05-09T18:58:20.017400,0.8623,2026-05-09T18:58:21.029387,0.8751,2026-05-09T18:58:32.166305,0.7207,False,,,,False,,,,,,,,,,,,,2026-05-09T18:50:09,2026-05-09T18:56:27.244086,TRAILING_STOP L3,TAKER_FALLBACK,TAKER,True,
17,,ORDIUSDT,LONG,CLOSED,5.5600000000000005,5.597,5.597,291.86267723165474,20.0,5837.253544633095,1049.8657454376068,VERY_STRONG,0.3205,0.0663,64.09,22.4713,21.7588,0.2124,0.2128,BULLISH,0.1378,0.0689,37.8465,36.9788,74.4,79.7,0.3815,0.4787,70.5,22.7,68.2,0.7125,4.0,BULL_EXHAUSTED,STRONG_BULL,,0.2435,25.3109160518452,13.1164715109891,0.5036,0.321,-6.2e-05,0.4421,,0.2222,,,,,,,,,1.0507056380339572,2.6442443597464287,3.6949499977803857,35.150082583410985,0.6021681654676244,0.9077859712230104,-0.27873021582734625,5.614,5.5600000000000005,0.0,0.5809,0.559,2026-05-09T18:48:43.669740,,,NEVER,2,1.0,,True,,False,,,,2.0,STRETCH_0.20-0.25,True,,0.6021681654676244,1,,0.2729,0.5649,True,5.661,5.575,2026-05-09T19:24:25.624786,2026-05-09T18:56:32.738097,1.7535,0.2068,33.21,5.33,,,1.7535,,6.36,0.4406,37.27,1.1241,,,,2026-05-09T18:45:00.678459,,,,2026-05-09T19:15:05.318253,0.9982,2026-05-09T19:10:16.654194,1.0521,2026-05-09T19:12:49.903713,0.9622,2026-05-09T19:10:16.654194,1.0521,2026-05-09T19:10:18.678957,1.0521,2026-05-09T19:10:13.611991,1.0881,2026-05-09T19:10:15.639627,1.0521,False,,,,False,,,2026-05-09T18:42:10.704401,0.3505,2026-05-09T18:42:25.868193,0.3685,,,,,,,2026-05-09T18:32:24,2026-05-09T18:51:12.758821,TRAILING_STOP L2,MAKER,TAKER,True,
16,,ORCAUSDT,LONG,CLOSED,1.733,1.719,1.722,278.57298144763763,20.0,5571.459628952753,3214.9218862970297,STRONG_BUY,0.6629,0.2375,64.43,16.4338,14.9373,0.4713,0.4735,BULLISH,0.3238,0.0526,37.009,36.2012,79.9,67.1,0.4336,0.8638,68.2,27.3,84.3,1.4964,2.0,BULL_EXHAUSTED,STRONG_BULL,,0.2309,28.526764228164236,13.459058798536741,0.8507,0.6825,-6.2e-05,1.2109,,0.2285,2026-05-09T18:44:51.915945,-0.7821,,,,,,,2.5071568330287386,2.486902825145067,4.994059658173805,-50.002966066332256,-0.8974841315637628,0.42909694171955554,-0.8974841315637628,1.742,1.733,0.0,,,,2026-05-09T18:50:03.268116,-0.3623,ENDED_NEG,1,0.5,,True,,False,,,,1.0,,False,-0.7821292556260826,,0,,-0.3623,0.0193,True,1.739,1.709,2026-05-09T19:30:06.134070,2026-05-09T19:02:06.189242,0.2562,-1.4749,40.05,12.05,8.06,-1.0133,-0.1477,0.0,7.5,-0.8978,11.46,-1.4172,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T18:42:09.694069,-0.263,2026-05-09T18:42:25.866589,-0.3207,,,,,,,2026-05-09T18:30:05,2026-05-09T18:50:03.270497,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,
15,,NILUSDT,LONG,CLOSED,0.06609,0.06634,0.06636,271.33498858123585,20.0,5426.699771624717,82110.75460167525,STRONG_BUY,0.2966,0.0975,60.0,17.9161,17.5784,0.2236,0.2241,BULLISH,0.1322,0.0272,37.1995,38.0271,63.5,63.8,0.3026,0.6041,65.9,27.3,56.3,0.3377,4.0,STRONG_BULL,BULL_EXHAUSTED,,0.2073,25.15695820730767,15.980852610992056,0.5769,0.0247,-0.000531,0.1014,,0.2435,,,,,,,,,2.4420148972311226,2.451252357123811,4.893267254354933,15.634421396063898,0.2881018308367381,0.49983885610531315,-0.5285981237706138,0.06648,0.06609,0.0,0.6079,0.3744,2026-05-09T18:31:24.324628,2026-05-09T18:22:51.897807,-0.1808,RECOVERED,1,0.5,,True,,False,,,,2.0,STRETCH_0.20-0.25,True,,,0,,0.3982,0.3744,True,0.06789,0.06629,2026-05-09T19:06:41.372312,2026-05-09T18:35:25.696081,2.6336,0.2126,34.7,3.44,,,1.5744,,44.13,1.5744,38.51,1.7257,,,,,,,,2026-05-09T18:59:21.870492,1.6501,2026-05-09T18:59:20.857352,1.6501,2026-05-09T18:59:21.870492,1.6501,2026-05-09T18:59:24.915550,1.6349,2026-05-09T18:59:45.206760,1.7257,2026-05-09T18:59:44.193666,1.7257,2026-05-09T19:00:11.985269,1.6047,False,,,,False,,,,,,,,,-0.4227,5.63,,,2026-05-09T18:20:46,2026-05-09T18:31:59.473816,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
14,,ACEUSDT,LONG,CLOSED,0.1443,0.1441,0.1441,609.1419749166974,20.0,12182.83949833395,84427.16215061641,STRONG_BUY,0.2764,0.0934,59.5,20.8718,20.8554,0.1869,0.1872,BULLISH,0.1258,0.0288,37.0665,38.0271,65.1,63.8,0.3464,0.6595,63.6,27.3,95.5,0.0164,5.0,STRONG_BULL,CHOPPY_FLAT,,0.2091,20.29423768937679,13.22658076459658,0.4558,-0.2946,-5.5e-05,-0.4965,,0.2014,2026-05-09T19:01:15.430385,-0.063,,,2026-05-09T19:02:01.723224,-0.2015,,,2.192911109700111,5.474679329656721,7.6675904393568315,-24.553022869480596,-0.20153776853777247,0.4218821898821748,-0.4093444213444216,0.145,0.1443,0.0,,,,,,ENDED_NEG,1,0.5,,False,,False,,,,2.0,STRETCH_0.16-0.20,False,-0.4093444213444216,,0,,-0.1265,-0.1961,True,0.1452,0.1439,2026-05-09T19:53:55.561837,2026-05-09T19:15:00.064451,0.5607,-0.3402,43.37,4.44,0.01,-0.2016,0.1449,0.0,0.01,-0.2016,31.57,-0.1323,,,,,,,,2026-05-09T19:54:47.119646,0.2835,2026-05-09T19:39:24.848276,0.0756,2026-05-09T19:54:50.140760,0.2142,2026-05-09T19:54:48.126027,0.2835,2026-05-09T19:54:50.140760,0.2142,2026-05-09T19:54:53.163534,0.2142,2026-05-09T19:54:50.140760,0.2142,False,,,,False,,,2026-05-09T18:57:16.276525,0.0063,2026-05-09T18:57:32.366994,0.0063,,,-0.2708,8.3,-0.2015,6.06,2026-05-09T18:16:58,2026-05-09T19:10:33.022498,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
13,,ZEREBROUSDT,LONG,CLOSED,0.048399,0.048011,0.048415,650.8855821612373,20.0,13017.711643224746,268966.5415240965,STRONG_BUY,0.7821,0.1385,60.29,18.6531,18.5885,0.2275,0.228,BULLISH,0.3173,0.0278,38.239,39.2183,60.4,62.9,0.441,0.5907,68.2,29.5,83.9,0.0646,2.0,STRONG_BULL,STRONG_BULL,,0.2087,20.526159105002357,13.829126829097257,1.1539,0.8707,-4.6e-05,1.0416,,0.2073,2026-05-09T18:14:17.242625,-0.7447,,,,,,,5.857970239451135,5.811008681301028,11.668978920752163,-116.02799703210147,-0.8913087047253031,0.1165228620426101,-0.8913087047253031,0.048499,0.048399,0.0,0.4291,0.3261,2026-05-09T18:14:06.828305,2026-05-09T18:14:17.370473,-0.583,ENDED_NEG,1,0.5,,True,,False,,,,2.0,STRETCH_0.20-0.25,False,-0.7446774726750509,,0,,-0.583,0.3261,False,0.049065,0.04769,2026-05-09T18:54:33.334298,2026-05-09T18:14:19.789212,1.2861,-1.5549,40.27,0.04,,,0.753,,,,,,,,,,,,,2026-05-09T18:58:24.066958,0.5402,2026-05-09T18:58:13.938837,0.6848,2026-05-09T18:58:15.964502,0.6786,2026-05-09T18:58:16.977502,0.6786,2026-05-09T18:58:22.041457,0.5856,2026-05-09T18:58:21.029387,0.6435,2026-05-09T18:58:32.166305,0.6228,False,,,,False,,,2026-05-09T18:13:52.219812,0.005,2026-05-09T18:14:07.483624,0.0732,,,,,,,2026-05-09T18:13:39,2026-05-09T18:14:17.373621,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,
