id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
43,,UNIUSDT,SHORT,CLOSED,3.64,3.654,3.653,252.8671623150787,20.0,5057.343246301574,1389.3800127202126,STRONG_BUY,0.4219,0.126,26.25,26.0749,24.898,0.2072,-0.2068,BEARISH,-0.2027,-0.0305,22.6101,21.7249,38.2,44.2,1.6462,1.5626,11.4,86.4,18.9,1.1769,3.0,HEALTHY_BEAR,CHOPPY_FLAT,,0.0015,14.098435597922505,33.99781159689688,0.258,-0.416,2.8e-05,-0.6963,,-0.0544,2026-05-09T10:16:00.792561,-0.3099,,,2026-05-09T10:39:15.721268,-0.3374,,,2.275804460835708,2.2845575549158452,4.560362015751553,-24.01168219383424,-0.4747884615384558,0.10239423076923396,-0.5022733516483427,3.64,3.633,0.0,0.2159,-0.079,2026-05-09T10:30:02.795473,2026-05-09T10:40:05.770263,-0.3262,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.30987912087912106,-0.1597,0.2463,True,3.674,3.647,2026-05-09T11:21:43.466728,2026-05-09T10:50:31.200169,-0.2823,-1.0241,41.11,9.91,0.01,-0.4746,-0.7219,0.0,0.01,-0.4746,23.96,-0.4471,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T10:25:22.560355,-0.09,,,,,-0.3374,7.94,-0.2274,4.56,2026-05-09T09:29:33,2026-05-09T10:40:36.265701,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
42,,ADAUSDT,SHORT,CLOSED,0.2729,0.2733,0.2733,252.8671623150787,20.0,5057.343246301574,18531.85506156678,STRONG_BUY,0.3286,0.1346,27.44,25.8399,23.5821,0.2731,-0.2724,BEARISH,-0.1689,-0.0305,22.6101,21.7249,38.2,44.2,1.6462,1.5693,11.4,86.4,5.9,2.2578,4.0,HEALTHY_BEAR,CHOPPY_FLAT,,0.0015,10.465100849751712,36.24492853505762,0.2189,-0.0711,2.8e-05,-0.1986,,-0.0642,2026-05-09T10:35:31.369035,-0.09,,,2026-05-09T10:39:24.453843,-0.2366,,,2.275804460835708,2.2791401947467906,4.554944655582499,-11.967686680209425,-0.23663979479663305,0.2399395382923988,-0.23663979479663305,0.2729,0.272,0.0,0.2266,-0.1609,2026-05-09T10:07:13.706215,2026-05-09T09:37:17.144853,0.0496,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.08999999999999998,-0.197,0.0838,True,0.2736,0.2728,2026-05-09T11:10:46.790799,2026-05-09T11:00:13.740677,-0.0534,-0.3465,31.32,20.77,0.0,-0.1999,-0.1999,0.0,0.0,-0.1999,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T10:25:22.557428,0.0566,,,,,-0.09,47.76,-0.2366,9.43,2026-05-09T09:29:12,2026-05-09T10:39:26.962768,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
41,,LINKUSDT,SHORT,CLOSED,10.4,10.423,10.424,252.8671623150787,20.0,5057.343246301574,486.2830044520744,STRONG_BUY,0.3356,0.1147,28.38,23.4351,21.543,0.1616,-0.1614,BEARISH,-0.164,-0.0305,22.6101,21.7249,38.2,44.2,1.6462,1.5884,11.4,86.4,9.4,1.8921,3.0,HEALTHY_BEAR,CHOPPY_FLAT,,0.0015,10.743157397845824,30.60247717680673,0.1959,-0.1687,2.8e-05,-0.3258,,-0.0737,2026-05-09T09:46:42.246655,-0.3901,,,,,,,0.9103217843342835,2.280837489931787,3.1911592742660706,-14.37566837666363,-0.2842533653846123,0.0,-0.4285490384615409,10.4,10.394,0.0,,,,2026-05-09T09:48:19.586333,-0.1186,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.39007019230768186,-0.0527,0.0652,True,10.447,10.413,2026-05-09T11:10:43.757990,2026-05-09T10:32:15.831858,-0.188,-0.5149,44.71,6.25,0.0,-0.2938,-0.5149,0.0,10.05,-0.3322,38.56,-0.4765,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T10:25:22.555048,-0.2843,,,,,-0.2843,7.5,-0.2362,5.25,2026-05-09T09:28:52,2026-05-09T10:26:00.646837,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
40,,SUIUSDT,LONG,CLOSED,1.0762,1.0731,1.0732,261.9663761215818,20.0,5239.327522431636,4868.358597316145,STRONG_BUY,0.0938,0.0262,56.39,16.8433,16.4835,0.1315,0.1317,BULLISH,0.0315,0.0255,21.7177,21.7315,58.9,63.8,0.4743,0.849,38.6,34.1,81.9,0.3597,2.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0529,21.910398247949217,14.150221291054905,0.3043,-0.0027,2.8e-05,-0.0453,,0.0524,2026-05-09T09:04:18.738401,-0.2386,,,2026-05-09T09:04:23.154104,-0.2758,,,2.357697385094236,2.3509060248509797,4.708603409945216,-19.800515061625767,-0.3779209254785451,0.1143309793718621,-0.3779209254785451,1.0784,1.0762,0.0,0.2884,0.1139,2026-05-09T09:02:49.924092,2026-05-09T09:04:58.693505,-0.2164,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.23860434863408714,-0.1008,-0.0181,True,1.0772,1.0417,2026-05-09T09:09:46.409361,2026-05-09T09:34:38.374901,0.0029,-3.2957,3.36,28.22,0.0,-0.3781,-2.7103,0.0,10.06,-2.6081,7.81,-1.9763,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T09:05:48.420790,-0.2943,,,,,,,,,2026-05-09T09:00:45,2026-05-09T09:06:24.719455,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
39,,TAOUSDT,LONG,CLOSED,313.54,312.82,312.82,258.3928846905651,20.0,5167.857693811302,16.48229155390477,STRONG_BUY,0.1602,0.0297,60.05,18.4675,17.964,0.1185,0.1186,BULLISH,0.0642,0.0301,21.6415,21.4035,62.9,61.1,0.5749,0.7965,31.8,34.1,80.9,0.5035,1.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0498,25.770887727565817,15.458171548238516,0.2861,0.148,-0.00013,0.1565,,0.0534,2026-05-09T08:59:59.938430,-0.2511,,,,,,,0.9302143848860344,2.32019569975162,3.2504100846376547,-15.117660003449537,-0.29253243605282486,0.05176621802639434,-0.32122399055941897,313.9,313.54,0.0,0.2298,0.1029,2026-05-09T08:52:38.089748,2026-05-09T09:00:00.355519,-0.1486,ENDED_NEG,1,0.5,,False,,False,,,,2.0,BTC_60-65_20-25,True,-0.2510890795432901,-0.0478,-0.0711,True,313.54,309.19,2026-05-09T09:10:22.040487,2026-05-09T09:50:54.055265,-0.063,-1.4504,1.69,42.22,0.01,-0.2926,-1.2877,0.0,7.8,-0.8859,5.55,-0.5382,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T09:05:48.419116,-0.1491,,,,,,,-0.232,5.63,2026-05-09T08:52:34,2026-05-09T09:08:40.382582,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
38,,ADAUSDT,LONG,CLOSED,0.2761,0.2752,0.2752,536.5795713003778,20.0,10731.591426007555,38868.49484247575,STRONG_BUY,0.1476,0.0447,63.64,19.4011,18.9012,0.1028,0.1029,BULLISH,0.0638,0.0344,21.4118,21.1565,62.9,64.8,0.5823,0.8481,31.8,43.2,95.7,0.4998,1.0,HEALTHY_BULL,HEALTHY_BULL,,0.0448,19.647666473794587,11.564133285432693,0.1803,0.0315,-0.00013,0.0386,,0.0539,2026-05-09T08:56:04.065738,-0.2078,,,2026-05-09T09:03:02.089587,-0.2802,,,1.93168645668136,4.813474401292197,6.745160857973557,-41.7268062162022,-0.3888221658819312,0.08180985150308275,-0.42502462875769687,0.2765,0.2761,0.0,0.197,0.0884,2026-05-09T08:52:12.487869,2026-05-09T09:04:01.895293,-0.2526,ENDED_NEG,1,0.5,,False,,False,,,,2.0,BTC_60-65_20-25,False,-0.20780985150308273,-0.1798,-0.0682,True,0.2752,0.2726,2026-05-09T09:04:09.270331,2026-05-09T09:32:01.283698,-0.389,-1.3307,0.0,27.87,0.01,-0.4252,-1.222,0.0,0.01,-0.4252,12.33,-0.8598,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.2078,14.19,-0.1354,7.12,2026-05-09T08:48:50,2026-05-09T09:04:08.934648,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
37,,ETHUSDT,LONG,CLOSED,2319.18,2315.95,2315.95,286.0234477136237,20.0,5720.468954272474,2.466591189244679,STRONG_BUY,0.0777,0.0246,62.72,15.8569,14.6782,0.0553,0.0554,BULLISH,0.031,0.0366,20.0789,19.4927,64.6,62.0,0.65,0.8188,36.4,47.7,99.9,1.1787,1.0,HEALTHY_BULL,HEALTHY_BULL,,0.023,31.094770776317137,16.312780929238873,0.0821,0.035,-0.000193,0.0636,,0.0448,2026-05-09T08:34:41.486638,-0.1794,,,2026-05-09T08:46:59.322799,-0.1949,,,1.0296844117690453,2.570625839129046,3.600310250898091,-11.567399792158447,-0.20221069084762794,0.0,-0.20221069084762794,2319.24,2319.18,0.0,,,,2026-05-09T08:47:36.836028,-0.0379,ENDED_NEG,1,0.5,,False,,False,,,,2.0,BTC_60-65_20-25,True,-0.1793680697487827,-0.0316,-0.0221,True,2316.65,2310.08,2026-05-09T08:52:56.710415,2026-05-09T09:17:50.913703,-0.1721,-0.4554,5.2,30.11,0.0,-0.2023,-0.3299,0.0,0.0,-0.2023,3.36,-0.2096,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.1945,14.74,-0.1725,10.24,2026-05-09T08:31:50,2026-05-09T08:47:44.241161,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
36,,LINKUSDT,LONG,CLOSED,10.5,10.475,10.476,275.0646949276612,20.0,5501.293898553224,523.9327522431641,STRONG_BUY,0.0608,0.0434,57.29,16.6154,16.3375,0.1091,0.1092,BULLISH,0.0362,0.0372,19.4984,19.3241,62.0,59.7,0.6072,0.7937,34.1,52.3,92.3,0.278,1.0,HEALTHY_BULL,HEALTHY_BULL,,0.0088,20.82864040868553,13.819594346313819,0.1906,-0.1033,-0.000193,-0.1319,,0.0563,2026-05-09T08:41:43.921588,-0.2899,,,2026-05-09T08:33:16.268506,-0.2994,,,2.4755822543489505,2.469688010886215,4.945270265235166,-18.043589071314457,-0.32798809523809863,0.0,-0.3660661904761896,10.505,10.5,0.0,,,,2026-05-09T08:49:36.990967,-0.1011,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.28991000000000755,-0.0294,-0.0554,True,10.475,10.394,2026-05-09T08:55:57.843657,2026-05-09T09:18:21.474017,-0.3281,-1.0995,0.0,22.39,0.01,-0.3281,-0.8043,0.0,5.94,-0.4329,13.79,-0.6805,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.2994,15.91,-0.2138,4.6,2026-05-09T08:30:40,2026-05-09T08:55:57.508841,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
35,,SOLUSDT,LONG,CLOSED,93.86,93.7,93.71,271.4117773323403,20.0,5428.235546646806,57.833321400456065,STRONG_BUY,0.0958,0.0251,59.57,16.6513,15.6101,0.0772,0.0772,BULLISH,0.0394,0.0363,19.4984,19.3241,61.3,59.7,0.7894,0.5722,31.8,54.5,78.6,1.0412,1.0,HEALTHY_BULL,HEALTHY_BULL,,0.0078,24.805221207938377,13.301875365343635,0.1844,0.1223,-0.000193,0.1698,,0.0448,2026-05-09T08:38:41.799372,-0.2497,,,2026-05-09T08:38:41.930520,-0.2817,,,2.4427059959910626,2.4385419968502298,4.881247992841292,-14.134579416914065,-0.26038994246750113,0.0,-0.28168868527593505,93.91,93.86,0.0,,,,2026-05-09T08:38:41.930619,-0.0673,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.24974057106329178,-0.0192,-0.0336,True,93.77,93.04,2026-05-09T08:51:55.719412,2026-05-09T09:18:18.431414,-0.1859,-0.9636,5.34,31.72,0.01,-0.2605,-0.7719,0.0,7.12,-0.2818,16.44,-0.3137,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.2178,8.29,-0.2497,10.62,2026-05-09T08:29:13,2026-05-09T08:46:34.852662,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
34,,ARBUSDT,LONG,CLOSED,0.1486,0.1491,0.1494,271.4117773323403,20.0,5428.235546646806,36529.17595320865,VERY_STRONG,0.6624,0.1815,64.91,22.0835,20.552,0.2509,0.2515,BULLISH,0.2965,0.0385,18.9102,18.1123,62.5,62.5,0.5892,1.3668,38.6,45.5,72.1,1.5315,2.0,HEALTHY_BULL,HEALTHY_BULL,,-0.015,28.90623431783653,11.808781600346713,0.6795,0.6239,2.8e-05,0.9826,,0.0078,,,,,,,,,2.4427059959910626,2.4509250605805346,4.893631056571597,13.370956920032746,0.24632234185733545,0.5153802153431926,-0.7626446837146708,0.1495,0.1486,0.0,0.7176,0.4617,2026-05-09T08:29:06.019031,2026-05-09T08:19:32.394622,-0.2222,RECOVERED,1,0.5,,True,,False,,,,1.0,,False,,0.3618,0.5511,True,0.1492,0.1447,2026-05-09T08:30:32.381787,2026-05-09T09:01:26.827952,0.3138,-2.7145,1.18,32.09,19.5,-0.7629,-2.4453,0.3138,3.63,-0.1573,19.5,-0.7629,,,,2026-05-09T08:29:06.019057,,,,2026-05-09T08:29:35.991480,0.0446,2026-05-09T08:29:32.947813,0.1792,2026-05-09T08:29:35.991480,0.0446,2026-05-09T08:29:40.052001,0.0446,2026-05-09T08:32:10.044375,0.0446,2026-05-09T08:30:07.051836,0.0446,2026-05-09T08:30:07.051836,0.0446,False,,,,False,,,,,,,,,,,,,2026-05-09T08:16:31,2026-05-09T08:29:21.254474,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
33,,SUIUSDT,LONG,CLOSED,1.0756,1.0723,1.0723,271.4117773323403,20.0,5428.235546646806,5046.704673342141,STRONG_BUY,0.1568,0.0737,56.08,17.359,16.8006,0.1257,0.1259,BULLISH,0.0739,0.0385,18.9102,18.1123,62.5,62.5,0.5892,1.0579,38.6,45.5,85.8,0.5584,1.0,HEALTHY_BULL,HEALTHY_BULL,,-0.015,26.096084447764905,15.785692340968687,0.3517,-0.0135,2.8e-05,-0.0478,,0.0315,2026-05-09T08:32:06.539120,-0.2108,,,2026-05-09T08:33:01.028139,-0.2666,,,2.4427059959910626,2.43521163955115,4.877917635542213,-21.53204305757056,-0.39666744142802696,0.1051520081814999,-0.39666744142802696,1.0777,1.0756,0.0,0.2771,0.2028,2026-05-09T08:17:45.919521,2026-05-09T08:36:02.734883,-0.2679,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.21080838601709342,-0.1652,-0.1391,True,1.0782,1.0456,2026-05-09T09:02:50.305504,2026-05-09T09:17:54.995615,0.1517,-2.8791,25.32,40.4,0.01,-0.3968,-2.7304,0.0,0.01,-0.3968,10.19,-0.2945,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,0.0494,4.85,0.0215,5.97,2026-05-09T08:16:11,2026-05-09T08:37:30.908647,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
32,,BTCUSDT,LONG,CLOSED,80350.8,80320.1,80320.1,271.4117773323403,20.0,5428.235546646806,0.0675567081677694,STRONG_BUY,0.057,0.0316,61.78,17.9311,17.2312,0.0707,0.0707,BULLISH,0.0391,0.0391,17.9311,17.2312,61.8,59.1,0.7942,0.8946,34.1,38.6,94.0,0.6999,0.0,CHOPPY_WEAK,CHOPPY_FLAT,,-0.0324,29.117907795510785,16.726389254820223,0.0812,-0.029,2.8e-05,-0.0324,,0.0482,2026-05-09T09:10:48.536978,-0.0562,,,2026-05-09T09:13:05.460361,-0.0794,,,0.9770823983964252,2.441772700067725,3.4188550984641504,-5.4928460392144745,-0.10119026692951047,0.02594475848404744,-0.10131466519313177,80422.3,80350.8,0.0,0.0616,0.0521,2026-05-09T08:38:29.403609,2026-05-09T09:13:05.860199,-0.0593,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.05615809550122712,-0.0551,-0.0252,True,80320.1,80170.0,2026-05-09T09:13:07.493586,2026-05-09T09:50:22.243560,-0.1012,-0.288,0.0,37.25,0.01,-0.1013,-0.2781,0.0,3.35,-0.1962,5.6,-0.2293,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T09:05:48.417291,-0.0391,,,,,-0.0705,11.93,-0.069,8.55,2026-05-09T08:14:44,2026-05-09T09:13:07.153969,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
31,,ARBUSDT,LONG,CLOSED,0.1476,0.1484,0.1488,265.65237622183975,20.0,5313.047524436795,35996.25694062869,STRONG_BUY,0.5,0.121,62.11,18.9938,18.5278,0.2283,0.2288,BULLISH,0.2021,0.0213,17.2369,16.7387,59.4,61.8,0.8176,1.2394,31.8,43.2,81.8,0.466,2.0,CHOPPY_WEAK,CHOPPY_WEAK,,-0.0482,23.649811828906248,14.174021292955747,0.659,0.5923,2.8e-05,0.8656,,-0.0366,,,,,,,,,0.9563485543986232,2.403830038495184,3.3601785928938073,25.436826959608975,0.4787615176151729,0.8173624661246582,-0.13072018970190835,0.1489,0.1476,0.0,0.9345,0.4862,2026-05-09T08:12:10.835042,2026-05-09T08:08:51.310447,0.093,NEVER,2,1.0,,True,,False,,,,1.0,,False,,0.4659,0.6209,True,0.1495,0.1469,2026-05-09T08:14:02.297855,2026-05-09T08:57:35.964416,1.2243,-0.5373,1.43,45.0,36.26,-0.063,-0.4695,1.2243,20.39,0.5468,36.26,-0.063,,,,2026-05-09T08:12:00.338711,,,,2026-05-09T08:12:48.820365,0.5468,2026-05-09T08:13:03.977148,0.5468,2026-05-09T08:13:04.984101,0.4113,2026-05-09T08:13:13.031479,0.1403,2026-05-09T08:13:13.031479,0.1403,2026-05-09T08:13:14.036553,0.1403,2026-05-09T08:13:14.036553,0.1403,False,,,,False,,,2026-05-09T08:09:22.420481,0.0047,2026-05-09T08:10:29.902857,0.1402,,,,,,,2026-05-09T08:08:49,2026-05-09T08:12:35.896501,TRAILING_STOP L2,MAKER,TAKER,True,
30,,UNIUSDT,SHORT,CLOSED,3.688,3.672,3.669,513.483209384772,20.0,10269.664187695438,2784.6161029542945,VERY_STRONG,0.4885,0.1507,25.42,30.0222,27.6324,0.172,-0.1717,BEARISH,-0.2293,-0.0373,19.5024,20.131,40.9,33.1,0.6722,2.1755,18.2,77.3,21.3,2.3898,2.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.081,8.3707504503564,34.65485041196234,0.2893,-0.2799,0.0001,-0.4981,,-0.1025,,,,,,,,,1.848539553785179,4.601299648521676,6.449839202306856,38.104018444961895,0.3710347071583518,0.6694335683297216,-0.3885260303687639,3.688,3.661,0.0,0.7265,-0.2418,2026-05-09T07:09:59.260692,2026-05-09T07:03:23.138610,-0.2281,RECOVERED,2,1.0,,True,,False,,,,2.0,PAIR_20-30_30-33,False,,0.4429,-0.2237,True,3.686,3.664,2026-05-09T07:25:24.459729,2026-05-09T07:10:36.401673,0.5878,-0.0088,15.21,0.41,,,0.4251,,8.94,0.2353,4.45,0.2895,,,,2026-05-09T07:09:58.539989,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,-0.2258,4.51,2026-05-09T07:00:02,2026-05-09T07:10:11.272094,TRAILING_STOP L2,MAKER,TAKER,True,
29,,TONUSDT,LONG,CLOSED,2.611,2.6209,2.6228,235.32288941792876,20.0,4706.457788358575,1802.5498997926368,VERY_STRONG,0.3306,0.101,56.5,27.1153,26.4662,0.1907,0.191,BULLISH,0.1874,0.0354,23.5879,23.1021,58.9,59.8,0.5991,1.1551,54.5,29.5,64.3,0.6491,5.0,HEALTHY_BULL,CHOPPY_FLAT,,0.1017,26.146381554384547,12.430783215541311,0.8872,0.5284,-0.000128,0.8895,,0.0924,2026-05-09T04:21:47.329252,-0.5454,,,2026-05-09T04:21:47.336465,-0.5568,,,0.8471624019045436,2.1259363645649345,2.9730987664694783,14.87214524147686,0.31599444657217823,0.6184243584833324,-0.8056759862121822,2.6288,2.611,0.0,0.7037,0.2288,2026-05-09T04:33:32.393064,2026-05-09T04:23:14.447303,-0.4548,RECOVERED,2,1.0,,True,,False,,,,1.0,,False,-0.5453565683646261,0.4044,0.2288,True,2.648,2.5938,2026-05-09T04:37:53.825030,2026-05-09T05:13:08.111956,1.3541,-0.7218,4.25,39.49,33.73,-0.3541,-0.4115,0.2702,39.34,-0.6107,33.73,-0.3541,,,,2026-05-09T04:33:18.867153,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T04:30:16.787111,0.1246,,,,,0.205,6.81,,,2026-05-09T04:21:47,2026-05-09T04:33:38.780018,TRAILING_STOP L2,MAKER,TAKER,True,
28,,TRUMPUSDT,LONG,CLOSED,2.505,2.498,2.498,268.5087870560909,20.0,5370.175741121819,2143.782730986754,STRONG_BUY,0.1928,0.0898,63.18,20.6051,19.552,0.1517,0.152,BULLISH,0.1179,0.0505,22.6662,20.6483,68.5,71.9,0.739,0.8928,63.6,27.3,87.0,1.0531,3.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0955,30.027108220864513,14.690903284671705,0.262,0.1256,-7.5e-05,0.2683,,0.0819,2026-05-09T04:36:19.232325,-0.1428,,,2026-05-09T04:36:19.251726,-0.2226,,,0.9666316334019274,2.40982616790221,3.3764578013041375,-18.382936918210714,-0.34231536926146394,0.4158263473053896,-0.4620219560878158,2.517,2.505,0.0,,,,2026-05-09T04:39:09.008140,-0.3568,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.14280439121755606,-0.153,-0.1481,True,2.499,2.483,2026-05-09T04:41:04.165006,2026-05-09T05:02:54.966300,-0.3025,-0.9412,0.01,21.85,23.5,-0.7816,-0.5021,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T04:18:40.520654,0.0966,2026-05-09T04:18:55.763539,0.1365,,,0.0168,10.68,-0.0231,18.62,2026-05-09T04:12:14,2026-05-09T04:41:03.678949,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
27,,AAVEUSDT,LONG,CLOSED,98.549,97.94,97.94,268.5087870560909,20.0,5370.175741121819,54.49244275560197,STRONG_BUY,0.2365,0.0939,62.6,20.666,20.3961,0.1618,0.1621,BULLISH,0.1158,0.0505,22.6662,20.6483,68.5,71.9,0.739,0.6035,63.6,27.3,94.4,0.2699,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.0955,26.463380077163656,16.159647906794046,0.3295,0.2736,-7.5e-05,0.5058,,0.1034,2026-05-09T04:18:39.752728,-0.4677,,,2026-05-09T04:18:55.783006,-0.4981,,,0.9666316334019274,2.4016454295676457,3.368277062969573,-36.55417470113166,-0.6806886117565971,0.0,-0.7009739520441658,98.549,98.549,0.0,,,,2026-05-09T04:20:11.339068,-0.2908,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.4372645283057157,-0.1723,-0.2059,True,97.99,96.79,2026-05-09T04:23:10.297314,2026-05-09T05:02:37.768487,-0.6302,-1.8479,2.51,41.97,43.88,-1.6044,-1.6348,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T04:18:40.516487,-0.4474,2026-05-09T04:18:55.762042,-0.3764,,,-0.3866,3.52,-0.3866,3.52,2026-05-09T04:12:06,2026-05-09T04:20:39.705339,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
