id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
26,,BNBUSDT,LONG,CLOSED,655.45,654.63,654.66,268.5087870560909,20.0,5370.175741121819,8.193112733422563,STRONG_BUY,0.0749,0.0306,59.98,18.4699,17.1448,0.0508,0.0508,BULLISH,0.0468,0.0505,22.6662,20.6483,68.5,71.9,0.739,0.9715,63.6,27.3,64.9,1.3251,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.0955,33.063074614205505,15.66810611542085,0.1156,0.0919,-7.5e-05,0.1645,,0.0999,2026-05-09T04:18:40.844019,-0.1789,,,2026-05-09T04:18:44.671045,-0.1911,,,0.9666316334019274,2.4135558249061853,3.3801874583081126,-10.098539899715025,-0.1880485925699977,0.0,-0.28412251125181864,655.46,655.45,0.0,,,,2026-05-09T04:21:46.118709,-0.1163,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.16669883286292828,-0.0032,-0.0473,True,655.24,652.81,2026-05-09T04:26:16.388368,2026-05-09T05:02:44.855288,-0.095,-0.4658,2.86,39.33,41.11,-0.4276,-0.4597,0.0,41.11,-0.4276,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T04:18:41.530619,-0.1789,2026-05-09T04:18:55.760612,-0.1972,,,-0.1179,3.55,-0.1179,3.55,2026-05-09T04:12:04,2026-05-09T04:23:24.764458,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
25,,XRPUSDT,LONG,CLOSED,1.4317,1.4289,1.4288,268.5087870560909,20.0,5370.175741121819,3750.90852910653,STRONG_BUY,0.0748,0.0349,59.93,20.3427,19.9045,0.0844,0.0845,BULLISH,0.0481,0.0505,22.6662,20.6483,68.5,71.9,0.739,1.023,63.6,27.3,76.2,0.4382,4.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0955,31.925182879338614,18.733876034549464,0.131,0.0962,-7.5e-05,0.1756,,0.0936,2026-05-09T04:21:44.735667,-0.2017,,,2026-05-09T04:21:47.162755,-0.2226,,,2.416579083504818,2.411852938758144,4.828432022262962,-15.330975903760923,-0.285483690717323,0.0,-0.306428371865606,1.4324,1.4317,0.0,,,,2026-05-09T04:31:38.881957,-0.1121,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.20170496612419128,-0.0864,-0.0469,True,1.4297,1.4247,2026-05-09T04:48:21.253425,2026-05-09T05:08:57.149527,-0.2297,-0.5789,16.31,36.91,32.5,-0.5021,-0.4742,0.0,32.5,-0.5021,37.57,-0.551,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T04:18:39.503709,-0.1249,2026-05-09T04:18:55.758989,-0.1319,,,-0.1249,4.71,-0.2226,9.76,2026-05-09T04:12:02,2026-05-09T04:32:02.485358,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
24,,ETHUSDT,LONG,CLOSED,2321.0,2316.13,2316.13,268.5087870560909,20.0,5370.175741121819,2.3137336239215074,STRONG_BUY,0.1004,0.0436,63.18,21.9164,19.8989,0.0803,0.0804,BULLISH,0.0591,0.0505,22.6662,20.6483,68.5,71.9,0.739,1.7033,63.6,27.3,67.8,2.0175,3.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0955,39.27633765437084,13.748108367072511,0.1096,0.0506,-7.5e-05,0.1067,,0.0959,2026-05-09T04:20:30.502738,-0.2704,2026-05-09T04:30:05.672689,-0.3083,2026-05-09T04:21:41.897708,-0.2903,,,2.416579083504818,2.4115085362679944,4.828087619772813,-16.0959703682703,-0.29972893149504054,0.0,-0.3440863851788062,2321.59,2321.0,0.0,,,,2026-05-09T04:28:17.143845,-0.0915,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.2506342740198198,-0.0299,-0.0516,True,2316.44,2309.91,2026-05-09T04:32:18.214847,2026-05-09T05:02:47.894825,-0.2865,-0.5678,1.44,31.94,33.68,-0.5036,-0.4605,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T04:18:39.501079,-0.2489,2026-05-09T04:18:55.755762,-0.2558,,,-0.2416,5.04,-0.1847,6.17,2026-05-09T04:11:42,2026-05-09T04:30:51.577055,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
23,,PLAYUSDT,LONG,CLOSED,0.08725,0.08654,0.08669,277.5428464713176,20.0,5550.8569294263525,63620.136726949604,STRONG_BUY,0.1862,0.037,52.31,17.6789,17.3764,0.1062,0.1063,BULLISH,0.0962,0.0228,26.2434,27.0094,55.6,64.2,0.3971,0.7102,47.7,38.6,50.1,0.3026,0.0,HEALTHY_BULL,CHOPPY_FLAT,,0.1084,21.973196632610907,14.163338296863326,1.2726,0.0364,8e-06,-0.1983,,0.0982,2026-05-09T03:34:35.658519,-0.8003,,,2026-05-09T03:34:35.933908,-0.9034,,,2.4978856182418587,2.4775589845575987,4.975444602799458,-50.145741678932936,-0.90338739255013,0.013105444126082218,-0.90338739255013,0.08734,0.08725,0.0,0.7696,0.2554,2026-05-09T03:30:55.353213,2026-05-09T03:34:35.934002,-0.3134,ENDED_NEG,1,0.5,,True,,False,,,,1.0,,False,-0.8002819484240636,-0.3134,0.4201,False,0.08746,0.08213,2026-05-09T03:35:17.644055,2026-05-09T03:42:27.265722,0.1507,-5.9582,0.7,7.86,44.36,-1.3966,-1.1903,0.0,44.36,-1.3966,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T03:31:26.158522,-0.3306,,,,,,,,,2026-05-09T03:30:52,2026-05-09T03:34:35.936480,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,
22,,DYDXUSDT,LONG,CLOSED,0.1809,0.1794,0.1799,594.5233975922008,20.0,11890.467951844017,65729.50774927593,VERY_STRONG,0.3667,0.0666,60.92,27.0484,26.8024,0.1059,0.1061,BULLISH,0.1484,0.0234,25.744,25.4906,68.4,59.9,0.5377,0.3243,61.4,20.5,62.8,0.246,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.1132,30.63573896974731,16.406877718159663,0.4527,0.3697,8e-06,0.5887,,0.1154,2026-05-09T03:21:06.516169,-0.3393,,,2026-05-09T03:25:11.269459,-0.5603,,,2.1402842313319232,5.306343160599045,7.446627391930969,-106.04088901584495,-0.891814262023218,0.0,-0.891814262023218,0.1809,0.1809,0.0,,,,2026-05-09T03:25:12.321804,-0.6363,ENDED_NEG,1,0.5,,True,,False,,,,2.0,BTC_65-70_25-30,False,-0.339271420674406,-0.6363,0.0076,True,0.1801,0.1778,2026-05-09T03:35:56.923492,2026-05-09T04:08:04.617490,-0.5052,-1.7767,10.74,42.87,0.84,-1.0027,-1.6661,0.0,0.84,-1.0027,19.13,-1.445,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-09T03:20:25,2026-05-09T03:25:12.324102,STOP_LOSS_WIDE L1,MAKER,TAKER,True,
21,,GALAUSDT,LONG,CLOSED,0.004232,0.004279,0.004281,284.856261717906,20.0,5697.12523435812,1346201.6149239414,STRONG_BUY,0.5518,0.1751,62.34,20.7258,19.0312,0.1968,0.1972,BULLISH,0.2464,0.0251,30.4611,30.1339,59.5,60.4,0.5297,0.7912,66.7,17.8,81.0,1.6946,3.0,STRONG_BULL,CHOPPY_FLAT,,0.1136,27.56440934466079,11.053369874849402,0.5581,0.3742,-3.5e-05,0.6279,,0.1025,,,,,,,,,2.563706355461154,2.5921785196167955,5.15588487507795,58.11559102634752,1.0200862476370551,1.5397010869565333,-0.5623771266540656,0.004301,0.004232,0.0,1.1842,0.6049,2026-05-09T03:10:19.489111,,,NEVER,4,2.0,,True,,False,,,,1.0,,False,-0.4679017013232401,0.6761,0.6049,True,0.004336,0.004254,2026-05-09T03:51:47.437106,2026-05-09T03:27:19.510728,2.3675,0.4298,40.68,16.22,,,1.3278,,16.06,0.6661,14.94,0.6898,,,,2026-05-09T03:07:11.558612,,2026-05-09T03:09:12.840228,,2026-05-09T03:11:08.739166,1.0915,2026-05-09T03:11:06.715086,1.0678,2026-05-09T03:11:06.715086,1.0678,2026-05-09T03:11:06.715086,1.0678,2026-05-09T03:11:06.715086,1.0678,2026-05-09T03:11:08.739166,1.0915,2026-05-09T03:11:19.852195,1.1151,False,,,,False,,,2026-05-09T03:07:11.926516,0.5949,,,,,-0.279,4.56,-0.3262,3.44,2026-05-09T02:36:37,2026-05-09T03:11:06.212472,TRAILING_STOP L4,TAKER_FALLBACK,TAKER,True,
20,,PUMPUSDT,LONG,CLOSED,0.002175,0.002168,0.002168,276.02514473187205,20.0,5520.5028946374405,2538162.250408019,STRONG_BUY,0.098,0.0391,57.26,15.1291,14.7244,0.2117,0.2122,BULLISH,0.048,0.0266,30.1534,29.6731,61.7,60.7,0.7308,0.5361,68.9,11.1,79.2,0.4047,2.0,STRONG_BULL,CHOPPY_FLAT,,0.1165,25.94409373633757,17.155913232831264,0.3584,0.1235,-3.5e-05,0.1697,,0.105,2026-05-09T02:44:07.105480,-0.3657,,,2026-05-09T02:44:33.959036,-0.4117,,,2.484226302586848,2.4762310914980628,4.96045739408491,-22.727593146941203,-0.41169425287356615,0.0019126436781731228,-0.5036068965517193,0.002177,0.002175,0.0,0.3034,0.1699,2026-05-09T02:35:52.500175,2026-05-09T02:45:19.487854,-0.2167,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.36573793103447955,-0.0521,-0.043,True,0.002178,0.002165,2026-05-09T03:05:50.936387,2026-05-09T02:46:31.921901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T02:40:36.073921,-0.2738,,,,,-0.3198,6.03,-0.3198,6.03,2026-05-09T02:35:09,2026-05-09T02:45:51.147059,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
19,,DASHUSDT,LONG,CLOSED,50.359,50.54,50.57,272.11303689196694,20.0,5442.260737839339,108.06927734544647,STRONG_BUY,0.505,0.1702,62.59,19.8802,18.8628,0.1986,0.199,BULLISH,0.2241,0.0337,30.2774,30.2116,61.2,59.1,0.7027,1.0664,73.3,11.1,88.2,1.0173,2.0,STRONG_BULL,STRONG_BULL,,0.1177,26.225195411209363,13.179949241010485,0.5921,0.3971,-0.000506,0.6538,,0.118,,,,,,,,,0.979606932811081,2.457819574667489,3.4374265074785697,16.12311269204696,0.29625763021505075,0.5145909966440891,-0.5373788597867399,50.65,50.359,0.0,0.6384,0.2319,2026-05-09T02:33:50.373327,2026-05-09T02:28:01.762100,-0.1529,RECOVERED,1,0.5,,True,,False,,,,1.0,,False,,0.4221,0.2319,True,52.04,50.27,2026-05-09T03:18:26.372296,2026-05-09T02:36:26.300472,3.275,-0.2397,44.41,2.41,,,2.2623,,34.03,1.9446,36.27,1.5077,,,,2026-05-09T02:33:50.373352,,,,2026-05-09T03:10:04.000544,1.468,2026-05-09T03:08:19.722264,1.8254,2026-05-09T03:08:48.045205,1.6864,2026-05-09T03:08:19.722264,1.8254,2026-05-09T03:08:25.792349,1.7857,2026-05-09T03:08:37.941258,1.7262,2026-05-09T03:08:33.895853,1.8056,False,,,,False,,,,,,,,,-0.4183,3.48,,,2026-05-09T02:22:16,2026-05-09T02:34:01.711628,TRAILING_STOP L1,MAKER,TAKER,True,
18,,GALAUSDT,LONG,CLOSED,0.004199,0.004233,0.004234,272.66073694379884,20.0,5453.214738875977,1298693.6744167604,STRONG_BUY,0.2205,0.0809,57.99,15.1406,14.9517,0.2267,0.2272,BULLISH,0.1185,0.0313,28.8406,29.0953,61.3,53.9,0.7198,0.6241,68.9,22.2,68.5,0.1889,2.0,STRONG_BULL,STRONG_BULL,,0.0888,21.838758486511278,15.302962776393642,0.5843,0.1786,0.00041,0.372,,0.1136,2026-05-09T02:06:23.529206,-0.3995,,,2026-05-09T02:06:32.529375,-0.4709,,,2.4539466324941897,2.473816645712766,4.927763278206956,39.22782165196313,0.719352226720652,1.1478328173374603,-0.4708716361038229,0.004251,0.004199,0.0,0.8585,0.354,2026-05-09T02:34:08.318460,2026-05-09T02:06:32.529488,-0.2307,RECOVERED,3,1.5,,True,,False,,,,1.0,,False,-0.3994582043343651,0.303,0.4878,True,0.004311,0.004212,2026-05-09T03:20:20.484958,2026-05-09T03:00:25.249559,2.5773,0.2196,44.42,24.49,,,2.482,,,,,,,,,2026-05-09T02:33:01.983884,,2026-05-09T02:34:07.026043,,2026-05-09T03:10:49.518460,2.0296,2026-05-09T03:10:48.506246,2.0057,2026-05-09T03:10:49.518460,2.0296,2026-05-09T03:11:04.694986,1.9105,2026-05-09T03:11:04.694986,1.9105,2026-05-09T03:11:05.707241,1.8628,2026-05-09T03:11:20.861323,1.9105,False,,,,False,,,,,,,,,0.0052,11.34,-0.2566,3.42,2026-05-09T02:04:03,2026-05-09T02:35:55.578693,TRAILING_STOP L3,TAKER_FALLBACK,TAKER,True,
17,,PUMPUSDT,LONG,CLOSED,0.002174,0.002161,0.002162,319.0001051890049,20.0,6380.002103780098,2934683.580395629,STRONG_BUY,0.1551,0.0601,57.01,18.856,18.6819,0.1366,0.1368,BULLISH,0.0874,0.0436,27.4213,25.904,68.2,66.7,0.4807,0.5887,71.1,24.4,52.9,0.1741,2.0,HEALTHY_BULL,STRONG_BULL,,0.075,28.69896873683166,18.69067818545628,0.3589,0.1085,0.000154,0.2469,,0.0804,2026-05-09T01:58:08.766694,-0.3199,,,2026-05-09T01:58:46.483196,-0.3659,,,2.871000946701044,2.8538330477557294,5.724833994456773,-43.875720539599925,-0.6877069917203308,0.18586476540938035,-0.7336844526219009,0.00218,0.002174,0.0,,,,2026-05-09T02:02:11.486209,-0.419,ENDED_NEG,1,0.5,,False,,False,,,,2.0,BTC_65-70_25-30,True,-0.31988730450783026,-0.2954,-0.0997,True,0.002177,0.002161,2026-05-09T02:35:52.579434,2026-05-09T02:02:36.707988,0.048,-0.688,33.26,0.0,0.01,-0.688,-0.504,0.0,0.01,-0.688,10.52,-0.504,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T01:57:14.006110,-0.182,2026-05-09T01:57:27.154540,-0.2739,,,-0.6417,10.72,-0.4578,9.59,2026-05-09T01:50:45,2026-05-09T02:02:36.359892,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
16,,FILUSDT,LONG,CLOSED,1.283,1.286,1.288,277.6936239277046,20.0,5553.872478554093,4328.817208537875,STRONG_BUY,0.4184,0.2259,58.74,20.1552,20.1075,0.2954,0.2963,BULLISH,0.2367,0.0406,25.9122,24.3948,64.7,63.5,0.5355,0.7639,73.3,20.0,75.0,0.0477,5.0,HEALTHY_BULL,HEALTHY_BULL,,0.066,24.516845240556258,16.08212426017744,0.8984,0.2016,0.000154,0.6374,,0.075,2026-05-09T01:42:57.756068,-0.6863,,,,,,,0.9996970461397365,2.5050865185808684,3.504783564720605,9.481668060893512,0.17072174590803693,0.6381652377240935,-0.6862579890880754,1.292,1.283,0.0,0.8407,0.4818,2026-05-09T01:49:44.926138,2026-05-09T01:42:57.760307,-0.3561,RECOVERED,2,1.0,,True,,False,,,,1.0,,False,-0.6862579890880754,0.3781,0.4818,True,1.294,1.265,2026-05-09T01:51:54.996186,2026-05-09T02:15:12.348017,0.7944,-1.466,1.95,25.23,10.37,-0.6086,0.1708,0.2488,27.68,-1.2321,10.37,-0.6086,,,,2026-05-09T01:49:44.884982,0.17072174590803693,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-09T01:41:21,2026-05-09T01:49:58.277380,TRAILING_STOP L2,MAKER,TAKER,True,
15,,BTCUSDT,LONG,CLOSED,80257.90000000001,80330.6,80330.6,541.2272330375662,20.0,10824.544660751324,0.13487201460231732,STRONG_BUY,0.0624,0.0235,61.63,20.8603,18.9998,0.0245,0.0245,BULLISH,0.0308,0.0308,20.8603,18.9998,61.6,67.5,0.8852,1.1665,57.8,28.9,75.5,1.8605,3.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0345,29.610800674827615,11.218632502533984,0.0625,0.018,-0.000466,0.0344,,0.1035,2026-05-09T01:58:42.405162,-0.0246,,,2026-05-09T02:46:32.857271,0.0274,,,1.9484180389352381,4.87545743529581,6.823875474231048,2.981319987357029,0.02754222076580261,0.17400391487939298,-0.13735172736890902,80448.2,80257.90000000001,0.0,0.0837,0.0078,2026-05-09T02:31:36.265007,,,ENDED_NEG,1,0.5,,False,,False,,,,2.0,BTC_60-65_20-25,False,-0.12963010744115475,-0.0382,-0.0222,True,80495.4,80321.2,2026-05-09T03:23:52.641088,2026-05-09T02:48:48.129746,0.2329,0.0159,37.06,1.98,,,0.0205,,39.23,0.122,41.48,0.0971,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T01:57:10.947744,0.0322,2026-05-09T01:57:27.151777,0.0278,,,-0.0613,2.28,-0.1374,5.67,2026-05-09T01:18:37,2026-05-09T02:46:49.283964,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
14,,1000PEPEUSDT,LONG,CLOSED,0.004348,0.0043458,0.0043458,270.6136165187831,20.0,5412.272330375662,1244772.8450725994,VERY_STRONG,0.1984,0.0445,62.49,23.6693,23.5642,0.0934,0.0935,BULLISH,0.0756,0.0254,18.8808,17.4971,66.6,60.6,0.8744,0.7831,57.8,35.6,91.4,0.1051,2.0,HEALTHY_BULL,STRONG_BULL,,0.0276,24.80043583547457,14.86907794716156,0.2337,0.1639,-0.000466,0.1966,,0.1147,2026-05-09T01:59:06.777397,-0.1222,,,,,,,2.4355225486690477,2.434290223552426,4.869812772221474,-7.608313031381124,-0.14057520699171908,0.34218813247468655,-0.4601185602576049,0.0043668,0.004348,0.0,,,,,,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.38885349586016543,-0.0653,-0.088,True,0.0043495,0.0043192,2026-05-09T02:23:11.004609,2026-05-09T03:02:01.746684,-0.0555,-0.7524,2.14,40.99,0.01,-0.1544,-0.4419,0.0,2.45,-0.1475,4.71,-0.3039,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T01:57:10.944411,0.0962,2026-05-09T01:57:27.148168,0.0801,,,-0.3452,6.83,-0.4394,9.08,2026-05-09T01:15:12,2026-05-09T02:21:02.089751,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
13,,ETHUSDT,LONG,CLOSED,2312.3,2315.17,2315.17,270.6136165187831,20.0,5412.272330375662,2.340644522931999,STRONG_BUY,0.0602,0.0209,61.3,20.6896,20.6377,0.0688,0.0689,BULLISH,0.0243,0.0225,18.4383,17.4971,63.9,60.6,0.8205,0.7522,57.8,35.6,100.0,0.052,2.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0245,30.3197819062539,19.644815063813166,0.0892,0.0164,-0.000466,0.0142,,0.1014,2026-05-09T02:02:09.813094,-0.0675,,,,,,,2.4355225486690477,2.4385454910704145,4.874068039739463,1.8435817410751199,0.03406298923149638,0.22988366561430768,-0.2676651169830959,2319.7,2312.3,0.0,0.1981,-0.0225,2026-05-09T02:31:15.771245,,,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.21449526445530892,-0.0447,-0.0263,True,2319.3,2311.72,2026-05-09T03:21:06.976295,2026-05-09T03:42:42.400467,0.2127,-0.1151,19.63,41.22,25.69,0.0371,-0.0597,0.2127,24.56,0.0743,24.56,0.0743,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-09T01:57:10.941837,0.0099,2026-05-09T01:57:27.145944,0.025,,,-0.2223,8.29,-0.1674,6.03,2026-05-09T01:13:44,2026-05-09T03:01:29.287792,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
12,,DOTUSDT,LONG,CLOSED,1.3760000000000001,1.385,1.386,270.6136165187831,20.0,5412.272330375662,3933.3374494009167,STRONG_BUY,0.0851,0.0338,55.73,20.8803,20.2857,0.0863,0.0864,BULLISH,0.0295,0.0205,18.1581,17.4971,61.8,60.6,0.7795,0.7135,57.8,31.1,81.8,0.5946,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.0223,22.66299382176221,12.579989729904273,0.3215,0.0249,-0.000466,0.0154,,0.066,,,,,,,,,0.9742090194676191,2.451452565339121,3.42566158480674,31.974375459801102,0.590775436046504,0.9539840116278916,-0.06300000000001613,1.39,1.3760000000000001,0.0,0.4659,0.3437,2026-05-09T01:36:44.892215,2026-05-09T01:12:23.892096,0.0137,ENDED_NEG,2,1.0,,True,,False,,,,1.0,,False,,-0.0573,0.4052,True,1.392,1.377,2026-05-09T01:52:01.117746,2026-05-09T02:14:06.901365,1.0998,0.0097,11.24,33.34,24.43,0.2277,0.2277,0.8091,21.83,0.373,21.83,0.373,,,,2026-05-09T01:25:37.727665,,,,2026-05-09T01:59:37.275082,0.5184,2026-05-09T01:59:35.239224,0.5184,2026-05-09T01:59:37.275082,0.5184,2026-05-09T01:59:34.226497,0.4457,2026-05-09T01:59:34.226497,0.4457,2026-05-09T01:59:34.226497,0.4457,2026-05-09T01:59:34.226497,0.4457,False,,,,False,,,2026-05-09T01:25:57.474273,0.3729,2026-05-09T01:33:56.942490,0.5908,,,,,,,2026-05-09T01:12:16,2026-05-09T01:40:46.528460,TRAILING_STOP L2,MAKER,TAKER,True,
11,,ADAUSDT,SHORT,CLOSED,0.2727,0.2741,0.2741,564.4079022919478,20.0,11288.158045838956,41394.05223996683,STRONG_BUY,0.3437,0.1186,31.84,25.418,24.8754,0.1645,-0.1642,BEARISH,-0.1576,-0.0314,19.9726,19.3147,45.1,33.6,1.1601,1.1196,21.7,73.9,9.8,0.5426,5.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0031,16.176350690128114,31.733882373301487,0.2551,0.0622,4.9e-05,0.0966,,-0.0384,2026-05-09T00:07:01.075960,-0.4202,,,2026-05-09T00:08:12.469762,-0.5302,,,5.0796711206275305,5.105749373538709,10.18542049416624,-68.13709363012032,-0.6036156949028282,0.0,-0.6403025302530257,0.2727,0.2726,0.0,,,,2026-05-09T00:11:02.005491,-0.3093,ENDED_NEG,1,0.5,,False,,False,,,,2.0,PAIR_30-35_25-28,False,-0.4201815181518196,-0.186,0.1456,True,0.2757,0.274,2026-05-09T00:49:21.516946,2026-05-09T00:28:45.593353,-0.5667,-1.1901,38.12,17.52,0.0,-0.6034,-1.0434,0.0,0.0,-0.6034,5.65,-0.8234,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-08T23:55:51.945027,-0.2367,2026-05-09T00:10:37.509095,-0.5302,,,-0.2367,3.41,-0.2367,4.54,2026-05-08T23:47:22,2026-05-09T00:11:14.150349,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
10,,VIRTUALUSDT,LONG,CLOSED,0.9274,0.9301,0.9305,320.2375416747989,20.0,6404.7508334959775,6906.136331136487,VERY_STRONG,0.3106,0.0658,59.43,29.7295,29.2365,0.0951,0.0952,BULLISH,0.1284,0.0265,20.357,19.5347,61.4,59.5,1.4535,0.9727,50.0,21.7,80.0,0.493,4.0,HEALTHY_BULL,CHOPPY_FLAT,,0.1134,28.676622856376127,13.452141679684779,0.3662,0.252,4.9e-05,0.3028,,0.0894,2026-05-08T22:40:52.042738,-0.4888,,,,,,,2.8821378750731896,2.890528830715521,5.77266670578871,12.873901388280052,0.20100549924520553,0.5566788872115599,-0.4995632952339903,0.9334,0.9274,0.0,0.4808,0.4019,2026-05-08T23:00:20.496048,2026-05-08T22:41:30.137663,-0.1241,RECOVERED,2,1.0,,True,,False,,,,2.0,BTC_60-65_20-25,True,-0.4887853137804655,0.0373,0.3872,True,0.9322,0.9244,2026-05-08T23:48:08.654446,2026-05-08T23:34:25.858153,0.4276,-0.4135,43.44,29.73,23.08,-0.2841,0.3305,0.2658,0.45,0.2227,18.55,0.0286,,,,2026-05-08T22:59:18.588618,,,,,,2026-05-08T23:48:59.020178,0.2011,2026-05-08T23:49:02.063529,0.2011,,,,,,,,,False,,,,False,,,2026-05-08T22:40:55.294974,-0.4133,,,,,-0.478,4.55,-0.478,4.55,2026-05-08T22:36:58,2026-05-08T23:04:41.773792,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
