id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
44,,INJUSDT,LONG,CLOSED,4.8580000000000005,4.834,4.834,282.6500602735803,20.0,5653.001205471606,1163.647839743023,STRONG_BUY,0.3205,0.0891,61.75,58.87,19.0926,18.8858,0.1661,0.1664,BULLISH,0.142,0.1137,39.0844,36.7317,77.7,81.6,82.0,0.1195,67.5,65.1,False,False,False,False,False,True,False,False,False,True,1.2928,0.5033,81.6,13.2,96.0,0.2068,3.0,BULL_EXHAUSTED,STRONG_BULL,,0.2992,22.13826189400564,14.21909638483416,0.442,-0.173,5e-05,-0.3555,0.39,0.2517,0.1707,,,75930786.6789,,0.2289,2026-05-21T01:31:05.929135,-0.4128,,,2026-05-21T01:31:44.993362,-0.4951,,,1.0175402169848893,2.531283145792998,3.5488233627778873,-31.4763715166115,-0.5568081515026947,0.0,-0.6185341704405133,4.859,4.8580000000000005,0.0,,,,,,ENDED_NEG,1,0.5,,False,,False,,,,1.0,PAIR_60-65_18-22,False,-0.4745067929189062,,0,,-0.19,-0.1329,True,4.873,4.814,2026-05-21T02:20:53.077378,2026-05-21T01:43:59.338968,0.2458,-0.9687,44.32,7.42,12.65,-0.6188,0.1428,0.0,21.17,-0.804,18.15,-0.8452,,,12.65,-0.6188,,,,-0.6394,-0.7835,-0.7629,-0.5776,-0.4747,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-21T01:27:51.742455,-0.1865,2026-05-21T01:28:02.844944,-0.207,,,-0.3922,3.11,-0.3922,3.11,2026-05-21T01:17:18,2026-05-21T01:36:34.049636,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
43,,CHZUSDT,LONG,CLOSED,0.04522,0.04531,0.04534,280.4176332946753,20.0,5608.352665893506,124023.72105027655,STRONG_BUY,0.322,0.0863,62.74,53.43,17.3203,17.0696,0.2642,0.2649,BULLISH,0.0987,0.0921,36.1561,34.3771,76.0,76.0,70.2,0.1043,65.4,65.1,False,False,False,False,False,True,False,False,False,True,0.9615,2.2082,81.6,15.8,78.3,0.2506,2.0,BULL_EXHAUSTED,BULL_EXHAUSTED,,0.2583,28.971691348186297,19.08270210557383,0.4553,0.0505,5e-05,0.0808,0.4788,0.1694,0.1563,2026-05-21T01:15:15.222023,,43910318.603,,0.2751,,,,,,,,,2.5237586996520776,2.5287816603546136,5.052540360006692,6.109594534518173,0.10893741707209154,0.26366651923926027,-0.311041574524553,0.04538,0.04522,0.0,0.4326,0.2932,2026-05-21T01:15:19.019274,2026-05-21T01:12:58.193734,0.0949,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.2788,0.2932,False,0.04543,0.04507,2026-05-21T01:16:00.694359,2026-05-21T01:53:50.730314,0.3744,-0.4217,0.62,38.46,36.31,-0.2669,0.1533,0.0,33.83,-0.1342,37.32,-0.3333,0.10893741707209154,2026-05-21T01:15:23.380067,36.31,-0.2669,,,,0.2196,0.1754,-0.0237,-0.1121,-0.0679,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-21T01:11:14,2026-05-21T01:15:23.387994,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
42,,PROMPTUSDT,LONG,CLOSED,0.0382,0.03832,0.03822,275.66116148186904,20.0,5513.22322963738,144325.21543553352,STRONG_BUY,0.5028,0.2337,62.76,58.07,16.4592,15.7335,0.5691,0.5724,BULLISH,0.2689,0.0522,22.9403,22.9044,64.1,70.0,68.3,0.0886,59.7,55.7,False,False,False,False,False,False,False,False,False,False,0.7533,0.8724,86.8,7.9,90.0,0.7257,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.1175,22.11358341381218,13.017219402039215,0.9711,-0.1475,-0.000155,0.004,0.9883,0.0703,0.0749,,,75725047.23765,,0.1223,,,,,,,,,2.480950453336821,2.48874401497034,4.969694468307161,12.349331383957157,0.22399476439791113,0.22399476439791113,-0.2993298429319286,0.03832,0.0382,0.0,0.9759,0.7227,2026-05-21T00:45:01.346793,2026-05-21T00:43:46.219906,0.4648,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,1.0017,0.7227,False,0.03901,0.03816,2026-05-21T01:02:47.926232,2026-05-21T00:46:52.149288,2.0304,-0.1947,17.78,1.85,,,0.6953,,,,,,,,,,,,,-0.1424,-0.0638,0.4074,0.3288,0.8262,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-21T00:43:12,2026-05-21T00:45:01.366434,FAST_EXIT L1,TAKER_FALLBACK,TAKER,True,
41,,NEARUSDT,LONG,CLOSED,1.706,1.708,1.708,275.66116148186904,20.0,5513.22322963738,3231.666605883576,STRONG_BUY,0.2314,0.0646,60.62,52.31,17.3741,16.4132,0.1637,0.164,BULLISH,0.0957,0.0522,22.9403,22.9044,64.1,70.0,68.3,0.0886,59.7,55.7,False,False,False,False,False,False,False,False,False,False,0.7533,1.3524,86.8,7.9,78.1,0.9608,2.0,HEALTHY_BULL,HEALTHY_BULL,,0.1175,26.343587462923868,14.22716324202884,0.4572,0.2159,-0.000155,0.3027,0.3163,0.0703,0.0749,2026-05-21T00:45:45.268458,0.05418053927315368,172893408.449,,0.1335,,,,,,,,,0.9923801813347285,2.4838589532821165,3.476239134616845,2.9870940771503123,0.05418053927315368,0.22995134818289067,-0.23877080890972402,1.711,1.706,0.0,,,,,,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.1831,0.2231,False,1.748,1.709,2026-05-21T01:13:11.774269,2026-05-21T00:46:41.090792,2.3989,0.1128,26.75,0.24,,,0.7576,,41.62,0.7576,,,0.05418053927315368,2026-05-21T00:45:51.500255,,,,,,0.2887,0.2301,0.699,0.4645,1.9886,,,,,,,2026-05-21T01:31:03.061126,0.7576,2026-05-21T01:30:31.735587,0.9921,2026-05-21T01:30:32.745496,0.9921,2026-05-21T01:30:44.859916,0.9921,2026-05-21T01:30:53.933117,0.9335,2026-05-21T01:30:50.907693,0.8749,2026-05-21T01:30:52.925901,0.9335,False,,,,False,,,2026-05-21T00:45:45.464194,0.1714,,,,,,,,,2026-05-21T00:42:52,2026-05-21T00:46:26.666207,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
40,,CHZUSDT,SHORT,CLOSED,0.04476,0.04468,0.04466,279.50686174938994,20.0,5590.137234987798,124891.35913735027,STRONG_BUY,0.4201,0.107,33.81,36.5,25.1218,23.81,0.1322,-0.132,BEARISH,-0.1766,-0.0311,28.6817,28.5316,41.8,40.9,29.7,0.1161,51.5,54.5,True,False,False,False,False,False,False,False,False,True,0.5879,0.8734,18.4,68.4,13.0,1.3118,4.0,STRONG_BEAR,CHOPPY_FLAT,,-0.1062,13.051814638391862,32.09089494157987,0.3404,-0.3484,5e-05,-0.56,-0.3868,-0.0596,0.0707,2026-05-20T23:01:42.527568,0.08881143878463733,43391598.47287,,-0.0803,,,,,,,,,2.515561755744509,2.5110656668155644,5.0266274225600736,4.964681308428407,0.08881143878463733,0.35702859696157013,-0.22410857908846638,0.04476,0.04456,0.0,0.3187,-0.2428,2026-05-20T23:04:44.819659,,,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.0493,-0.2428,True,0.04486,0.04447,2026-05-20T23:50:20.523688,2026-05-20T23:13:06.031405,0.5579,-0.3134,45.0,7.76,41.33,0.0217,-0.3134,0.0,,,,,0.08881143878463733,2026-05-20T23:05:20.353409,41.38,-0.023,,,,0.1111,0.2004,0.5356,-0.0006,-0.1123,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-20T23:00:53.837828,0.0888,,,,,-0.2018,4.05,-0.1794,9.07,2026-05-20T22:42:10,2026-05-20T23:05:20.360400,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
39,,LTCUSDT,SHORT,CLOSED,53.861000000000004,53.98,53.97,248.9258234959441,20.0,4978.516469918882,92.43267800298698,STRONG_BUY,0.2527,0.0902,28.96,28.0,22.2156,19.4898,0.1174,-0.1173,BEARISH,-0.1261,-0.0843,22.9748,20.6016,29.5,24.3,46.7,0.1119,50.9,54.5,False,False,False,False,False,False,False,True,False,True,1.1444,1.3064,18.4,73.7,16.7,2.7258,3.0,HEALTHY_BEAR,STRONG_BEAR,,-0.0434,11.296330755531978,42.05290163266685,0.1398,-0.0861,5e-05,-0.1781,-0.2982,-0.2038,0.0683,,,65228911.26,,-0.0906,2026-05-20T22:28:48.888597,-0.284,,,2026-05-20T22:28:50.184698,-0.3583,,,0.8961329645853988,2.2452821813705564,3.141415145955955,-14.140903828310728,-0.2840385065260442,0.10602944616698738,-0.3769118285958243,53.861000000000004,53.77,0.0,0.2541,-0.2239,2026-05-20T22:19:33.962479,2026-05-20T22:30:04.329484,-0.1886,ENDED_NEG,1,0.5,,False,,False,,,,1.0,,False,-0.2840385065260442,,0,,-0.044,0.0119,True,54.01,53.83,2026-05-20T22:57:59.608415,2026-05-20T23:27:45.930145,-0.0054,-0.3396,8.62,38.39,,,-0.0611,,,,,,,,,,,,,-0.2654,-0.2468,-0.2282,-0.1354,-0.1168,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-20T22:48:45.750270,-0.2469,,,,,-0.1354,1.03,-0.1169,8.08,2026-05-20T22:14:40,2026-05-20T22:49:22.248565,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
38,,AVAXUSDT,SHORT,CLOSED,9.233,9.263,9.263,280.3803789319028,20.0,5607.607578638055,607.3440462079557,VERY_STRONG,0.3058,0.1074,25.32,31.89,31.2384,28.9659,0.1921,-0.1917,BEARISH,-0.1448,-0.0885,22.9748,20.6016,24.5,24.3,46.7,0.1093,50.1,54.5,False,False,False,False,False,False,False,False,False,False,1.01,1.6427,18.4,73.7,12.4,2.2724,3.0,HEALTHY_BEAR,STRONG_BEAR,,-0.048,9.35496475116111,38.35026994387021,0.1939,-0.1253,5e-05,-0.2322,-0.4074,-0.2423,0.064,,,93456924.822,,-0.0946,2026-05-20T22:28:49.266475,-0.3556,,,2026-05-20T22:47:01.747310,-0.3989,,,1.00936936415485,2.531622555010932,3.5409919191657817,-21.761313305404066,-0.3880676919744326,0.16454738438211625,-0.3989032817069078,9.233,9.212,0.0,0.3671,-0.2766,2026-05-20T22:19:39.670588,2026-05-20T22:30:06.923607,-0.1788,ENDED_NEG,1,0.5,,False,,False,,,,1.0,PAIR_25-50_30-33,False,-0.35556092277698736,,0,,-0.1132,0.0396,True,9.278,9.241,2026-05-20T22:56:16.273966,2026-05-20T23:24:36.680851,-0.1496,-0.5504,9.05,37.39,43.73,-0.3771,-0.3229,0.0,43.73,-0.3771,43.73,-0.3771,,,43.73,-0.3771,,,,-0.3988,-0.4746,-0.4746,-0.3229,-0.2255,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.1172,5.11,-0.1605,3.06,2026-05-20T22:11:36,2026-05-20T22:47:12.990211,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
37,,WLDUSDT,SHORT,CLOSED,0.2474,0.247,0.2469,280.3803789319028,20.0,5607.607578638055,22666.158361511945,STRONG_BUY,0.6196,0.2199,27.62,33.34,22.7987,20.6155,0.4395,-0.4376,BEARISH,-0.297,-0.0885,22.9748,20.6016,24.5,24.3,46.7,0.1093,50.1,54.5,False,False,False,False,False,False,False,True,False,True,1.01,1.259,18.4,73.7,6.7,2.1832,2.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.048,12.020385848413765,37.223633362857875,0.4203,-0.0664,5e-05,-0.1196,-0.8865,-0.2423,0.064,2026-05-20T22:19:22.471666,0.09875424413905073,103293533.6219,,-0.1101,,,,,,,,,1.00936936415485,2.5193435018820525,3.5287128660369023,5.537750478568136,0.09875424413905073,0.34138561034761555,-0.2651928051738078,0.2474,0.2464,0.0,0.6999,-0.5727,2026-05-20T22:19:37.390210,2026-05-20T22:15:31.271534,0.2233,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.1551,-0.6255,True,0.2487,0.2469,2026-05-20T22:49:56.058947,2026-05-20T22:23:49.010506,0.1391,-0.5885,28.37,2.25,,,-0.1843,,,,,,0.09875424413905073,2026-05-20T22:21:34.080394,,,,,,0.0178,0.0583,-0.1843,-0.1034,-0.3459,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,-0.1843,5.14,2026-05-20T22:11:34,2026-05-20T22:21:34.083452,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
36,,TONUSDT,SHORT,CLOSED,2.024,2.0367,2.0357,280.3803789319028,20.0,5607.607578638055,2770.5571040701852,STRONG_BUY,0.3966,0.2494,29.61,50.06,21.2765,20.1814,0.8957,-0.8878,BEARISH,-0.2245,-0.0757,20.5491,18.1596,24.3,29.2,44.7,0.1101,50.0,54.5,False,False,False,True,False,False,False,False,True,True,1.0076,1.2331,18.4,76.3,2.8,1.0951,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0183,15.315223773588762,32.183072977542885,0.5627,0.2733,5e-05,0.2033,-1.2659,-0.2848,0.0638,,,196037848.67227,,-0.0436,,,,,,,,,1.00936936415485,2.539257144236886,3.5486265083917363,-38.734701730083515,-0.6907527173913119,0.18414673913042953,-0.6907527173913119,2.024,2.019,0.0,1.1006,-0.934,2026-05-20T22:11:11.335673,2026-05-20T22:14:09.995671,0.0045,RECOVERED,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.0045,-1.0326,False,2.0478,2.0201,2026-05-20T22:26:27.479269,2026-05-20T22:39:34.264399,0.1297,-1.2389,12.29,25.4,,,-0.2359,,,,,,,,,,,,,-0.7399,-0.8535,-0.7399,-0.8239,-0.2804,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-20T22:10:32,2026-05-20T22:14:09.998552,STOP_LOSS_WIDE L1,MAKER,TAKER,True,
35,,AAVEUSDT,SHORT,CLOSED,88.09,87.92,87.91,278.51461903903623,20.0,5570.292380780725,63.234105809748264,STRONG_BUY,0.2439,0.0853,26.71,34.89,22.4759,20.6886,0.2131,-0.2127,BEARISH,-0.1149,-0.0714,20.2669,18.1596,26.0,29.2,44.7,0.1055,51.0,54.5,False,False,False,True,False,False,False,True,False,True,0.626,1.0982,18.4,76.3,3.8,1.7873,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0136,13.349003709007743,35.82783291907566,0.1821,-0.0528,5e-05,-0.1039,-0.3861,-0.2456,0.0684,2026-05-20T22:18:58.776363,,51418459.246,,-0.1101,,,,,,,,,2.506631571351326,2.5017941622568802,5.008425733608206,5.741372254049107,0.10307129072539642,0.2847854467022344,-0.10135713474854229,88.09,87.76,0.0,0.4159,-0.3482,2026-05-20T22:19:40.293519,2026-05-20T22:11:56.427237,0.1258,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.0859,-0.3474,False,88.3,87.91,2026-05-20T22:31:24.863792,2026-05-20T22:21:42.860039,0.1143,-0.3284,9.72,0.02,,,-0.0105,,,,,,0.10307129072539642,2026-05-20T22:21:41.517502,,,,,,0.0689,0.0689,-0.1354,-0.0446,-0.1241,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-20T22:09:24,2026-05-20T22:21:41.519930,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
34,,1000PEPEUSDT,SHORT,CLOSED,0.0036959,0.0036886,0.0036879,278.51461903903623,20.0,5570.292380780725,1507154.517378913,STRONG_BUY,0.2609,0.0968,26.68,34.79,28.5205,26.2021,0.2266,-0.2261,BEARISH,-0.127,-0.0714,20.2669,18.1596,26.0,29.2,44.7,0.1055,51.0,54.5,False,False,False,False,False,False,False,True,False,True,0.626,1.2896,18.4,76.3,3.5,2.3184,4.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0136,10.054424199254933,38.58705356584265,0.1948,-0.0645,5e-05,-0.1267,-0.4161,-0.2456,0.0684,2026-05-20T22:19:24.406864,,158550382.7823345,,-0.1101,,,,,,,,,2.506631571351326,2.5016805687617367,5.008312140113063,5.993915836752372,0.10760504883789014,0.24024405422224548,-0.16308679888525154,0.0036959,0.0036837,0.0,0.4324,-0.3988,2026-05-20T22:19:24.432240,2026-05-20T22:15:29.864833,0.1169,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.2565,-0.4413,True,0.0037134,0.0036863,2026-05-20T22:50:07.414553,2026-05-20T22:21:19.382186,0.1697,-0.5635,29.75,0.95,40.82,-0.3714,-0.3822,0.0,,,,,0.10760504883789014,2026-05-20T22:20:22.555244,,,,,,0.1643,-0.0088,-0.1847,-0.32,-0.4986,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.1387,6.65,-0.0277,4.6,2026-05-20T22:09:03,2026-05-20T22:20:22.557745,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
33,,RONINUSDT,SHORT,CLOSED,0.1026,0.102,0.1024,270.06874449242645,20.0,5401.374889848529,52644.97943322153,STRONG_BUY,0.5982,0.1923,25.07,32.5,25.2287,22.6095,0.3581,-0.3568,BEARISH,-0.2711,-0.0505,18.1762,15.9069,29.4,34.5,47.5,0.1039,52.5,54.5,True,False,False,False,False,False,False,False,False,True,0.5056,1.4005,21.1,73.7,10.5,2.6192,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,0.0165,10.032299857243263,39.24086033177359,0.3733,-0.3422,5e-05,-0.5895,-0.7531,-0.2127,0.0752,2026-05-20T22:07:50.988134,,49497219.80715,,-0.0049,,,,,,,,,2.4306187004318383,2.416404555984868,4.847023256416707,26.73996440351639,0.495058479532167,0.495058479532167,-0.18750974658869676,0.1026,0.102,0.0,0.8826,-0.6457,2026-05-20T22:07:50.999833,2026-05-20T22:07:00.739370,0.2932,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.9815,-0.6457,False,0.102,0.0997,2026-05-20T22:07:51.345761,2026-05-20T22:10:09.180271,2.7365,0.4948,0.01,2.3,,,1.5669,,,,,,0.20252923976607667,2026-05-20T22:07:50.988108,,,,,,1.1771,1.1771,1.8593,1.372,1.372,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-20T22:05:42,2026-05-20T22:07:51.012399,FAST_EXIT L2,TAKER_FALLBACK,TAKER,True,
32,,VVVUSDT,SHORT,CLOSED,16.791,16.762,16.76,270.06874449242645,20.0,5401.374889848529,321.68274014939726,VERY_STRONG,0.7882,0.1739,34.79,41.2,33.4773,33.0986,0.4303,-0.4284,BEARISH,-0.2766,-0.055,18.1762,15.9069,27.3,34.5,47.5,0.104,51.5,54.5,False,False,True,False,False,False,False,False,False,True,0.5918,0.7109,21.1,71.1,2.9,0.3787,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,0.0116,11.912903391711772,26.765703088283825,0.895,-0.9543,5e-05,-1.5107,-0.8681,-0.2535,0.071,2026-05-20T22:09:13.428422,,156542149.58896,,-0.0136,,,,,,,,,0.9722474801727353,2.4264207406728886,3.398668220845624,5.930131243486869,0.10978929188255562,0.34216109820738133,-0.6469086415341491,16.791,16.723,0.0,0.7312,-0.3608,2026-05-20T22:09:13.461933,2026-05-20T22:07:00.238839,-0.1425,RECOVERED,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.4968,-0.3608,True,17.043,16.748,2026-05-20T22:36:01.661939,2026-05-20T22:09:47.129393,0.1931,-1.5638,26.71,0.47,,,-0.2536,,,,,,0.10978929188255562,2026-05-20T22:09:19.167052,,,,,,-0.0392,0.0085,-0.1464,-0.5037,-1.0933,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-20T22:04:22,2026-05-20T22:09:19.169843,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
31,,1000PEPEUSDT,SHORT,CLOSED,0.003705,0.0036977,0.0037002,270.06874449242645,20.0,5401.374889848529,1457860.9689199808,STRONG_BUY,0.2111,0.0817,28.06,41.92,26.2275,23.8519,0.2686,-0.2679,BEARISH,-0.0955,-0.0512,18.1762,15.9069,29.0,34.5,47.5,0.1039,52.0,54.5,False,False,False,False,False,False,False,True,False,True,0.5139,1.0299,21.1,71.1,4.3,2.3756,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,0.0157,10.971736607818148,40.19114400434977,0.192,-0.0404,5e-05,-0.0866,-0.4241,-0.2193,0.0732,2026-05-20T22:08:43.241818,,158539472.5827582,,-0.0136,,,,,,,,,2.4306187004318383,2.4258296271489357,4.8564483275807735,5.785936745535109,0.10711970310391405,0.20702968960864127,-0.20071106612685394,0.003705,0.003694,0.0,0.4671,-0.2837,2026-05-20T22:08:43.244695,2026-05-20T22:04:54.106591,0.1244,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.3666,-0.2837,False,0.0037134,0.003684,2026-05-20T22:50:07.414553,2026-05-20T22:19:40.243584,0.4768,-0.3167,41.4,10.95,44.02,-0.2115,-0.2115,0.0,,,,,0.10711970310391405,2026-05-20T22:08:43.246450,44.02,-0.2115,,,,0.2474,0.2879,0.215,0.1853,-0.0063,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-20T22:03:20,2026-05-20T22:08:43.262274,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
30,,XRPUSDT,SHORT,CLOSED,1.3613,1.3695,1.3692,611.6957904239912,20.0,12233.915808479824,8986.935876353356,STRONG_BUY,0.2568,0.085,28.2,32.9,22.4696,22.0013,0.1144,-0.1142,BEARISH,-0.1063,-0.0834,20.2687,20.37,28.3,31.4,30.7,0.1414,49.5,65.3,False,False,False,True,False,False,False,,,True,1.2511,1.1057,26.3,71.1,19.0,0.4683,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.1657,20.230410886147514,36.403748900196966,0.1805,-0.0886,3.9e-05,-0.1793,-0.2963,-0.227,0.0946,,,485519737.5182,,-0.1643,2026-05-20T14:14:34.776128,-0.3031,,,2026-05-20T14:14:40.106841,-0.384,,,5.50526211381592,5.538423907199665,11.043686021015585,-84.73656020711297,-0.6926364504517729,0.1892705502093606,-0.6926364504517729,1.3613,1.3575,0.0,0.3688,-0.0845,2026-05-20T14:13:06.251968,2026-05-20T14:16:35.345822,-0.4038,ENDED_NEG,1,0.5,,True,,False,,,,2.0,SCORE_3-4,False,-0.3031275251597829,,0,,-0.4038,0.017,True,1.3754,1.3663,2026-05-20T14:56:26.888938,2026-05-20T14:24:39.235758,-0.4573,-1.1258,39.85,8.06,0.24,-0.6924,-0.7952,0.0,0.0,-0.6777,2.27,-0.7071,,,0.24,-0.6924,,,,-0.5822,-0.685,-0.7217,-0.8393,-0.7364,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.2884,4.04,,,2026-05-20T13:56:40,2026-05-20T14:16:35.348574,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,
