id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
58,,UNIUSDT,SHORT,CLOSED,3.62,3.637,3.637,274.10088968585126,20.0,5482.017793717025,1514.3695562754212,VERY_STRONG,0.3838,0.1002,32.49,38.12,31.2477,30.2412,0.2212,-0.2207,BEARISH,-0.1498,-0.0541,29.5484,28.8991,28.0,31.9,29.3,0.1009,48.6,50.7,False,False,False,False,False,True,False,False,False,True,0.756,0.8815,28.9,71.1,4.2,1.0065,4.0,BEAR_EXHAUSTED,CHOPPY_FLAT,,-0.18,9.821321377878643,25.463831787044967,0.3293,-0.2327,4.7e-05,-0.363,-0.4597,-0.1391,0.0118,,,69499095.448,,-0.1515,2026-05-21T07:32:41.217745,-0.367,,,2026-05-21T07:41:01.100134,-0.5328,,,0.9867632028690645,2.4784929342781683,3.465256137147233,-29.209538593829247,-0.5328245856353565,0.0,-0.5604613259668452,3.62,3.618,0.0,,,,2026-05-21T07:41:03.395831,-0.2761,ENDED_NEG,1,0.5,,False,,False,,,,1.0,PAIR_25-50_30-33,False,-0.3670041436463999,,0,,-0.178,0.1756,True,3.69,3.637,2026-05-21T08:15:10.935101,2026-05-21T07:41:20.913880,-0.5326,-1.9967,33.83,0.0,0.0,-0.5326,-1.2508,0.0,0.0,-0.5326,2.88,-0.726,,,0.0,-0.5326,,,,-0.5602,-0.5879,-0.7536,-0.8917,-1.6376,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-21T07:35:42.143369,-0.3394,,,,,-0.1459,9.73,-0.1735,3.37,2026-05-21T07:18:23,2026-05-21T07:41:20.581923,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
57,,UNIUSDT,SHORT,CLOSED,3.6270000000000002,3.621,3.62,272.29907611355304,20.0,5445.98152227106,1501.5113102484313,STRONG_BUY,0.3783,0.1262,32.32,39.8,28.8082,26.8419,0.2589,-0.2583,BEARISH,-0.1654,-0.0692,26.4137,24.8052,28.4,29.3,44.5,0.0944,49.9,56.9,False,False,False,False,False,False,False,False,False,False,0.7204,1.391,13.2,86.8,2.2,1.9663,5.0,HEALTHY_BEAR,BEAR_EXHAUSTED,,-0.1375,8.749436520233434,29.60008425245448,0.3161,-0.1297,4.7e-05,-0.2291,-0.5199,-0.1799,0.0741,2026-05-21T07:17:21.600373,,72328407.579,,-0.1799,,,,,,,,,0.9802766740087909,2.446637604484306,3.426914278493097,5.582153582997833,0.10250041356493597,0.21283402260822254,-0.4767510339123154,3.6270000000000002,3.617,0.0,0.295,-0.168,2026-05-21T07:17:21.600329,2026-05-21T06:59:56.869404,-0.243,RECOVERED,1,0.5,,True,,False,,,,1.0,PAIR_30-35_28-30,False,,,0,,0.1842,-0.168,True,3.66,3.618,2026-05-21T08:02:45.205245,2026-05-21T07:19:44.649441,0.1851,-0.9728,44.98,1.97,23.43,-0.3387,-0.9728,0.1851,10.34,0.0473,3.98,0.0197,0.10250041356493597,2026-05-21T07:17:45.939866,23.43,-0.3387,,,,0.1024,0.1851,0.1024,-0.1733,-0.6144,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.3113,11.06,-0.3113,11.06,2026-05-21T06:51:05,2026-05-21T07:17:45.942704,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
56,,CHZUSDT,SHORT,CLOSED,0.04422,0.04449,0.04426,277.2072674661796,20.0,5544.145349323591,125376.42128728157,VERY_STRONG,0.4506,0.0904,36.67,40.89,33.9361,33.8724,0.2561,-0.2555,BEARISH,-0.2024,-0.0567,24.08,22.9328,29.9,33.4,34.2,0.0927,50.6,56.9,False,False,False,False,False,False,False,False,False,False,0.8596,1.0336,18.4,81.6,20.0,0.0637,2.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.1207,17.228450454677876,35.590532493665435,0.5025,-0.5577,4.7e-05,-0.7803,-0.4902,-0.1792,0.0772,,,45011463.6358,,-0.122,,,,,,,,,2.4948654071956162,2.5100986423820206,5.004964049577637,-38.856597797143586,-0.7008582089552226,0.0,-0.7008582089552226,0.04422,0.04422,0.0,,,,2026-05-21T06:49:56.881750,-0.2245,ENDED_NEG,1,0.5,,True,,False,,,,1.0,,False,,,0,,-0.2245,-0.423,False,0.0447,0.04376,2026-05-21T07:07:48.821252,2026-05-21T07:27:45.371090,0.9503,-1.1755,17.86,37.8,6.16,-0.8363,0.6789,0.0,4.16,-0.791,5.16,-0.8815,,,6.16,-0.8363,,,,-0.3388,-0.3614,-0.8815,-0.8815,0.7015,,,,,,,,,2026-05-21T07:22:19.690015,0.611,2026-05-21T07:22:23.737330,0.611,2026-05-21T07:22:19.690015,0.611,2026-05-21T07:22:27.789214,0.5658,2026-05-21T07:22:19.690015,0.611,2026-05-21T07:22:41.955314,0.5658,False,,,,False,,,,,,,,,,,,,2026-05-21T06:48:48,2026-05-21T06:49:56.884336,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,
55,,NEARUSDT,SHORT,CLOSED,1.724,1.719,1.72,274.0282850411088,20.0,5480.565700822176,3178.982425070868,STRONG_BUY,0.6846,0.2019,30.68,35.84,26.4764,25.7217,0.3266,-0.3255,BEARISH,-0.3025,-0.038,22.5616,22.0699,35.1,37.6,36.8,0.0895,52.8,56.9,False,False,False,False,False,False,False,False,False,False,0.7387,0.9248,15.8,81.6,3.3,0.7546,4.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0993,13.288848446144097,28.425658232126676,0.5544,-0.1748,4.7e-05,-0.1877,-0.7882,-0.113,0.0868,,,191761485.961,,-0.1025,,,,,,,,,0.9865018261479918,2.45910185491357,3.445603681061562,12.449308444292438,0.22715371229697756,0.22715371229697756,-0.063,1.724,1.719,0.0,0.5016,-0.5706,2026-05-21T06:43:50.727256,,,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.5406,-0.59,False,1.719,1.701,2026-05-21T06:45:24.905349,2026-05-21T06:50:28.948910,1.2711,0.227,0.0,5.07,,,0.517,,10.7,0.8651,9.7,0.6331,,,,,,,,0.401,0.401,1.1551,0.9231,0.8071,,,,,,,2026-05-21T06:52:47.138058,0.9811,2026-05-21T06:51:20.758896,0.9811,2026-05-21T06:51:23.808170,0.9811,2026-05-21T06:51:24.822980,0.9811,2026-05-21T06:51:24.822980,0.9811,2026-05-21T06:53:31.979092,0.8651,2026-05-21T06:53:32.993892,0.9231,False,,,,False,,,,,,,,,,,,,2026-05-21T06:43:26,2026-05-21T06:45:24.569125,FAST_EXIT L1,MAKER,TAKER,True,
54,,XMRUSDT,SHORT,CLOSED,400.27,399.59,399.39,274.0282850411088,20.0,5480.565700822176,13.692172035931188,VERY_STRONG,0.3501,0.082,34.59,42.59,34.4077,32.5403,0.1729,-0.1726,BEARISH,-0.1397,-0.0325,22.4132,22.8939,41.7,44.5,39.7,0.0951,55.4,56.9,False,False,False,False,False,False,False,False,False,False,0.6757,0.8913,23.7,65.8,16.4,1.8674,4.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0773,8.526088610578734,32.74618639736702,0.3271,-0.3416,4.7e-05,-0.5334,-0.3707,-0.0487,0.0969,2026-05-21T06:49:16.539131,,50224766.84,,-0.122,2026-05-21T06:43:16.250445,-0.2904,,,,,,,0.9865018261479918,2.4620647607269843,3.448566586874976,5.862110397558325,0.10696177580133581,0.3868988182976377,-0.2929482849076913,400.27,398.47,0.0,0.4068,-0.1676,2026-05-21T06:49:22.179710,2026-05-21T06:43:16.259825,-0.1912,RECOVERED,1,0.5,,True,,False,,,,1.0,,False,-0.29044884702826224,,0,,0.1253,-0.1676,True,401.99,398.64,2026-05-21T07:19:34.503444,2026-05-21T06:50:42.157879,0.3442,-0.4927,29.76,0.89,18.39,-0.2679,0.0619,0.3442,11.34,0.0394,11.34,0.0394,0.10696177580133581,2026-05-21T06:49:48.349198,20.48,-0.4627,,,,0.3018,0.2068,0.2393,0.0694,-0.3978,,,,,,,2026-05-21T06:51:19.741582,0.0644,2026-05-21T06:50:17.776044,0.1119,2026-05-21T06:51:34.970866,0.1344,2026-05-21T06:56:53.568566,0.0694,2026-05-21T06:56:53.568566,0.0694,,,2026-05-21T06:56:53.568566,0.0694,False,,,,False,,,2026-05-21T06:31:45.781444,-0.0705,2026-05-21T06:32:45.580141,-0.0705,,,-0.108,9.08,-0.023,6.07,2026-05-21T06:26:09,2026-05-21T06:49:48.351919,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
53,,SAHARAUSDT,SHORT,CLOSED,0.03704,0.03685,0.03689,270.1978844328073,20.0,5403.957688656146,145895.18597883766,STRONG_BUY,0.7198,0.3029,29.55,41.07,26.9506,25.5766,0.8707,-0.8631,BEARISH,-0.3945,-0.0384,21.8415,20.8333,40.4,33.6,38.3,0.094,55.9,56.9,True,False,False,False,False,False,False,False,False,True,0.8109,1.5227,18.4,73.7,14.5,1.3739,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.062,11.661622436696277,30.59971075613398,0.7592,-0.2964,4.7e-05,-0.6374,-1.3803,-0.0676,0.0986,2026-05-21T06:16:18.569359,,39328331.81999,,-0.075,,,,,,,,,2.4317809598952658,2.4193069214940754,4.851087881389342,22.86899745458919,0.4231897948164033,0.4231897948164033,-0.19803995680347009,0.03704,0.03685,0.0,0.9935,-1.45,2026-05-21T06:17:06.592745,2026-05-21T06:15:49.927444,0.4573,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,1.021,-1.45,False,0.03707,0.03649,2026-05-21T06:20:53.442803,2026-05-21T07:01:43.384951,1.3949,-0.171,3.78,44.61,,,1.2599,,33.98,0.8009,,,0.34215982721380533,2026-05-21T06:17:05.880190,,,,,,0.342,0.072,0.045,0.315,0.8549,,,,,,,2026-05-21T06:26:10.808219,0.207,2026-05-21T06:18:55.672118,0.126,2026-05-21T06:18:57.698067,0.099,2026-05-21T06:18:53.633915,0.207,2026-05-21T06:18:55.672118,0.126,2026-05-21T06:18:53.633915,0.207,2026-05-21T06:19:01.782169,0.072,False,,,,False,,,,,,,,,,,,,2026-05-21T06:13:25,2026-05-21T06:17:06.596831,FAST_EXIT L2,TAKER_FALLBACK,TAKER,True,
52,,SAHARAUSDT,SHORT,CLOSED,0.03711,0.037,0.03703,267.0317840559648,20.0,5340.635681119296,143913.65349284012,STRONG_BUY,0.7,0.2939,30.1,41.07,26.5314,25.5766,0.816,-0.8094,BEARISH,-0.387,-0.0427,21.8415,20.8333,36.2,33.6,38.3,0.0909,54.7,56.9,False,False,False,False,False,False,False,False,False,False,0.7298,1.2134,15.8,76.3,4.6,0.9548,4.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0667,12.318345094556873,28.032273093624514,0.7182,-0.2933,4.7e-05,-0.6291,-1.3117,-0.106,0.0943,,,39236054.64931,,-0.0647,,,,,,,,,2.403286056503683,2.396162330655788,4.799448387159471,11.031053497052797,0.20654944758824847,0.20654944758824847,-0.11695904068984926,0.03711,0.037,0.0,1.034,-1.2739,2026-05-21T06:11:43.248407,2026-05-21T06:11:05.758640,0.7346,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,1.0613,-1.2739,False,0.03708,0.03659,2026-05-21T06:15:50.693371,2026-05-21T06:56:24.125393,1.3112,-0.0092,4.12,44.68,,,1.2573,,39.37,0.9879,,,,,,,,,,0.0717,0.1256,0.3142,0.395,1.0148,,,,,,,2026-05-21T06:12:41.625749,0.1256,2026-05-21T06:12:43.648416,0.0717,2026-05-21T06:12:53.766957,0.0717,2026-05-21T06:15:45.627055,0.0717,2026-05-21T06:18:55.672118,0.3142,2026-05-21T06:15:48.665076,0.0717,2026-05-21T06:19:02.801675,0.2873,False,,,,False,,,,,,,,,,,,,2026-05-21T06:11:05,2026-05-21T06:11:43.254937,FAST_EXIT L1,TAKER_FALLBACK,TAKER,True,
51,,RONINUSDT,SHORT,CLOSED,0.1013,0.102,0.1019,267.0317840559648,20.0,5340.635681119296,52720.984018946656,STRONG_BUY,0.6046,0.2133,28.92,31.35,21.3777,20.0712,0.2587,-0.2581,BEARISH,-0.2784,-0.0398,20.4345,19.3672,37.6,39.7,42.1,0.0843,56.1,56.9,False,False,False,True,False,False,False,False,False,True,0.8527,1.1119,15.8,81.6,12.0,1.3065,2.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0487,14.752273996648292,33.11521004126083,0.4198,-0.0813,4.7e-05,-0.2534,-0.6965,-0.0859,0.0996,,,39704359.39094,,-0.0673,2026-05-21T06:21:37.650155,-0.6826,,,,,,,2.403286056503683,2.4198931664696515,4.823179222973335,-41.72786803623559,-0.781327739387949,0.0,-0.781327739387949,0.1013,0.1013,0.0,,,,2026-05-21T06:22:06.851998,-0.2756,ENDED_NEG,1,0.5,,True,,False,,,,1.0,,False,-0.6825666337611088,,0,,-0.2756,0.0542,True,0.1021,0.1013,2026-05-21T06:34:34.996034,2026-05-21T06:50:41.138049,-0.09,-0.8797,12.46,28.57,13.11,-0.6823,-0.09,0.0,3.02,-0.4849,,,,,13.11,-0.6823,,,,-0.781,-0.5836,-0.5836,-0.8797,-0.09,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.3863,3.04,-0.3863,3.04,2026-05-21T06:02:42,2026-05-21T06:22:06.854382,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,
50,,CHZUSDT,SHORT,CLOSED,0.04434,0.04418,0.04418,267.0317840559648,20.0,5340.635681119296,120447.35410733642,VERY_STRONG,0.7959,0.2254,27.89,32.15,34.6375,32.5184,0.276,-0.2753,BEARISH,-0.3177,-0.0398,20.4345,19.3672,37.6,39.7,42.1,0.0843,56.1,56.9,True,False,False,False,False,False,False,False,False,True,0.8527,1.1917,15.8,81.6,5.1,2.1191,2.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0487,8.61292054397497,36.941250097626316,0.4008,-0.4194,4.7e-05,-0.7463,-0.7867,-0.0859,0.0996,2026-05-21T06:18:02.819198,,43360175.93794,,-0.0775,,,,,,,,,2.403286056503683,2.394613847007955,4.797899903511638,14.47367675366224,0.2710103743797935,0.5868944519620991,-0.6766418583671703,0.04434,0.04404,0.0,0.8418,-0.229,2026-05-21T06:18:02.935288,2026-05-21T06:06:21.304094,-0.1758,RECOVERED,1,0.5,,True,,False,,,,1.0,,False,,0.2710103743797935,0,,0.5222,-0.229,True,0.0449,0.04415,2026-05-21T06:30:47.871775,2026-05-21T06:45:50.978689,0.3385,-1.353,12.16,27.21,7.52,-1.0147,-0.4283,0.1806,6.49,-0.5636,3.47,-0.1802,0.11306833558863286,2026-05-21T06:18:02.826665,8.54,-1.0823,,,,0.0453,-0.0449,-0.5636,-0.8117,0.0453,2026-05-21T06:18:02.898917,,,,,,,,2026-05-21T06:19:05.852705,0.0453,,,2026-05-21T06:48:30.802743,0.0453,,,,,2026-05-21T06:48:30.802743,0.0453,False,,,,False,,,,,,,,,-0.5413,3.38,-0.5413,3.38,2026-05-21T06:02:22,2026-05-21T06:18:38.095651,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
49,,XMRUSDT,SHORT,CLOSED,400.62,399.94,399.74,267.0317840559648,20.0,5340.635681119296,13.33092626708426,STRONG_BUY,0.4174,0.1047,31.13,37.01,27.5045,25.9593,0.1871,-0.1868,BEARISH,-0.1777,-0.0392,20.4345,19.3672,38.0,39.7,42.1,0.0842,56.3,56.9,True,False,False,False,False,False,False,False,False,True,0.7922,0.7948,15.8,81.6,13.6,1.5452,4.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0481,11.45456137380162,32.25835934996065,0.3151,-0.3609,4.7e-05,-0.5262,-0.4347,-0.0806,0.1002,2026-05-21T06:23:38.817211,,49780524.62,,-0.0707,,,,,,,,,0.9613144226014734,2.3992067930659555,3.360521215667429,5.704508645949959,0.10681328940142949,0.2666375617792405,-0.5349810543657297,400.62,399.3,0.0,0.5096,-0.1153,2026-05-21T06:24:03.198120,2026-05-21T06:04:42.692090,-0.169,RECOVERED,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.2988,-0.1652,True,401.38,398.57,2026-05-21T07:08:29.310212,2026-05-21T06:49:22.662033,0.4487,-0.2527,44.02,24.91,43.74,-0.1803,-0.2427,0.4487,10.76,-0.0206,2.71,-0.0056,0.10681328940142949,2026-05-21T06:24:27.639939,,,,,,0.0294,-0.0655,0.0818,0.0468,0.3414,,,,,,,2026-05-21T06:51:19.741582,0.1517,2026-05-21T06:50:16.759663,0.1941,2026-05-21T06:51:34.970866,0.2216,2026-05-21T06:56:47.481773,0.1167,2026-05-21T06:56:48.495503,0.1117,2026-05-21T06:56:47.481773,0.1167,2026-05-21T06:56:48.495503,0.1117,False,,,,False,,,,,,,,,-0.2153,4.73,-0.4725,3.71,2026-05-21T06:01:01,2026-05-21T06:24:27.642761,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
48,,SUIUSDT,LONG,CLOSED,1.1359,1.129,1.1293,273.6816778030951,20.0,5473.633556061903,4818.763584877104,VERY_STRONG,0.195,0.0699,60.94,45.77,25.3221,25.1269,0.5113,0.5139,BULLISH,0.0966,0.0207,21.4596,20.149,53.7,63.2,50.8,0.0801,64.2,64.1,False,False,False,False,False,False,False,False,False,False,0.618,0.9445,55.3,31.6,52.5,0.1952,2.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0954,33.684078146534645,19.004800515185913,0.6126,0.4961,4.7e-05,0.8144,0.6242,0.0208,0.1716,,,306104472.62603,,0.0806,,,,,,,,,2.463135100227856,2.448172839296813,4.911307939524669,-38.16077667517624,-0.6971744871907657,0.0,-0.6971744871907657,1.1368,1.1359,0.0,,,,2026-05-21T05:13:54.212171,-0.0825,ENDED_NEG,1,0.5,,True,,False,,,,1.0,,False,,,0,,-0.0825,0.5654,False,1.1332,1.1085,2026-05-21T05:16:59.139342,2026-05-21T05:48:53.799432,-0.3277,-2.5022,3.08,34.99,9.91,-0.9792,-1.974,0.0,1.89,-0.5478,5.89,-0.7327,,,11.92,-0.8383,,,,-0.495,-0.5566,-0.7415,-1.6394,-2.0884,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-21T05:11:19.105201,-0.0284,,,,,,,,,2026-05-21T05:10:45,2026-05-21T05:13:54.215356,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,
47,,VVVUSDT,LONG,CLOSED,16.776,16.67,16.673,280.7781205249952,20.0,5615.562410499904,334.7378642405761,VERY_STRONG,0.5477,0.2124,64.06,50.82,22.8832,21.9215,0.5956,0.5992,BULLISH,0.2611,0.0326,28.1334,28.2953,54.0,70.1,56.6,0.088,63.9,65.8,False,False,False,False,False,False,False,False,False,False,1.0303,1.2775,63.2,28.9,82.3,0.9617,3.0,STRONG_BULL,CHOPPY_FLAT,,0.1531,28.02015224892209,13.373099430354957,0.8406,0.1434,5e-05,0.3327,0.9974,0.002,0.1778,,,159165965.68699,,0.1375,,,,,,,,,1.0108012338899828,2.5110360886006813,3.521837322490664,-39.00405093199109,-0.6945706962327021,0.0,-0.6945706962327021,16.776,16.776,0.0,,,,2026-05-21T04:12:15.307627,-0.0443,ENDED_NEG,1,0.5,,True,,False,,,,1.0,,False,,,0,,-0.0443,0.7539,False,17.065,16.594,2026-05-21T04:57:15.104344,2026-05-21T04:22:41.303829,1.6597,-1.1479,44.99,10.43,10.76,-1.0704,1.612,0.0,0.01,-0.7068,10.76,-1.0704,,,,,,,,-0.6472,-0.7425,-0.8975,-0.8618,0.0503,,,,,,,2026-05-21T04:52:02.456407,0.4377,2026-05-21T04:45:36.664672,0.092,2026-05-21T04:45:36.664672,0.092,2026-05-21T04:51:57.424624,0.5689,2026-05-21T04:52:01.443564,0.4496,2026-05-21T04:51:54.412199,0.5987,2026-05-21T04:51:59.433425,0.545,False,,,,False,,,2026-05-21T04:10:30.320905,-0.2298,,,,,-0.2715,1.01,,,2026-05-21T04:09:57,2026-05-21T04:12:15.314516,STOP_LOSS_WIDE L1,MAKER,TAKER,True,
46,,INJUSDT,LONG,CLOSED,4.863,4.871,4.871,277.0645506428136,20.0,5541.291012856272,1139.4799532914396,STRONG_BUY,0.2314,0.0999,62.81,55.21,17.9331,16.4183,0.2951,0.296,BULLISH,0.1252,0.0477,31.3044,30.5014,66.7,61.5,49.9,0.1253,65.7,61.3,False,False,False,False,False,True,False,True,False,True,1.1842,1.0935,71.1,21.1,84.7,1.5149,2.0,STRONG_BULL,STRONG_BULL,,0.1931,24.32388503930826,11.023830090952828,0.4245,-0.146,5e-05,-0.1615,0.4717,0.2149,0.1928,2026-05-21T02:37:50.857209,,75348918.1843,,0.2044,,,,,,,,,0.997432382314129,2.4976830836171713,3.4951154659313004,5.620724160400224,0.10143347727740089,0.20420440057577421,-0.3302044005757924,4.876,4.863,0.0,0.2705,0.3461,2026-05-21T02:37:50.857170,,,NEVER,1,0.5,,True,,False,,,,1.0,,False,,,0,,0.1682,0.3461,True,4.924,4.846,2026-05-21T03:21:58.662584,2026-05-21T02:54:48.438686,1.1914,-0.4126,43.95,16.78,,,0.9857,,,,,,0.10143347727740089,2026-05-21T02:38:01.841813,,,,,,0.2249,0.2249,0.1015,-0.2069,0.0193,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-21T02:33:40.262718,0.1425,2026-05-21T02:33:56.398826,0.1014,,,,,,,2026-05-21T02:24:01,2026-05-21T02:38:01.875914,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
45,,TAOUSDT,LONG,CLOSED,275.54,276.01,276.04,277.0645506428136,20.0,5541.291012856272,20.110659116122054,STRONG_BUY,0.2471,0.0817,64.21,54.07,20.8083,19.6297,0.3216,0.3227,BULLISH,0.1108,0.0477,31.3044,30.5014,66.7,61.5,49.9,0.1253,65.7,61.3,False,False,False,False,False,True,False,False,False,True,1.1842,1.5183,71.1,21.1,94.6,1.1786,2.0,STRONG_BULL,CHOPPY_FLAT,,0.1931,29.91519789881471,14.035859992988417,0.311,0.1749,5e-05,0.2998,0.4845,0.2149,0.1928,2026-05-21T03:13:07.826212,,134290883.68,,0.1668,,,,,,,,,0.997432382314129,2.4978343601883815,3.4952667425025106,5.956743042074262,0.10749738694925254,0.2163255062785736,-0.3568359221891566,276.31,275.54,0.0,0.2795,0.0967,2026-05-21T03:13:25.001249,,,NEVER,1,0.5,,True,,False,,,,1.0,PAIR_60-65_18-22,False,,,0,,0.1191,0.1486,True,277.89,275.51,2026-05-21T03:58:41.709100,2026-05-21T03:17:57.027647,0.7899,-0.0739,44.8,4.06,,,0.7536,,26.9,0.554,16.87,0.5431,0.10749738694925254,2026-05-21T03:13:53.461752,,,,,,0.0277,0.006,-0.0267,0.5467,0.5757,,,,,,,,,,,,,,,,,,,2026-05-21T03:51:17.684679,0.3907,False,,,,False,,,2026-05-21T03:10:49.781483,-0.0449,,,,,-0.121,26.62,-0.1029,25.61,2026-05-21T02:23:52,2026-05-21T03:13:53.469229,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
