id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,shadow_tight_pnl,shadow_tight_reason,shadow_tight_min,shadow_wide_pnl,shadow_wide_reason,shadow_wide_min,shadow_tierA_pnl,shadow_tierA_reason,shadow_tierA_min,shadow_tierB_pnl,shadow_tierB_reason,shadow_tierB_min,shadow_strpk_pnl,shadow_strpk_reason,shadow_strpk_min,shadow_strpk04_pnl,shadow_strpk04_reason,shadow_strpk04_min,shadow_strpk03_pnl,shadow_strpk03_reason,shadow_strpk03_min,shadow_stren_pnl,shadow_stren_reason,shadow_stren_min,shadow_peak_stretch,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
45,,SUIUSDT,LONG,CLOSED,0.8943,0.8972,0.8972,518.0719701950026,20.0,10361.43940390005,11586.089012523818,VERY_STRONG,0.0503,0.0836,0.0233,58.0,46.6,25.6785,26.4203,0.3972,0.3988,BULLISH,0.0295,0.0267,22.5316,22.5743,62.6,50.6,46.4,0.1746,51.0,36.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,W6,,,1.018,1.3042,57.9,31.6,80.8,-0.7417,3.0,HEALTHY_BULL,HEALTHY_BULL,,-0.1213,28.977800118587655,20.968482996206763,0.4184,-0.1889,5e-05,-0.1712,0.506,0.3288,-0.0472,,,236507206.93284,,0.0569,,,,,,,,,4.662647731755023,4.6777675779163665,9.340415309671389,24.259242826647846,0.23413004584591457,0.49119870289611794,-0.2911841663871211,0.8995,0.8943,0.0,,,,,,,1,0.45,,,,False,,,,1.0,1.0,W6,False,,0.23413004584591457,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-06-01T02:45:45,2026-06-01T03:05:42.595750,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
44,,SOLUSDT,LONG,CLOSED,82.78,82.69,82.7,518.0719701950026,20.0,10361.43940390005,125.16839096279355,VERY_STRONG,0.0874,0.0763,0.0318,61.9,46.48,22.8159,22.64,0.3459,0.3471,BULLISH,0.0428,0.0267,22.5316,22.5743,62.6,50.6,46.4,0.1746,51.0,36.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,W6,,,1.018,1.2547,57.9,31.6,80.9,0.1758,3.0,HEALTHY_BULL,HEALTHY_BULL,,-0.1213,33.321842370682845,19.949701664092544,0.2917,-0.0931,5e-05,-0.046,0.4556,0.3288,-0.0472,,,917071347.3417,,0.135,2026-06-01T03:18:25.125946,-0.3194,,,2026-06-01T03:41:26.484299,-0.2832,,,4.662647731755023,4.657578411921029,9.320226143676052,-20.5853813303279,-0.19867298864460425,0.12734597728919136,-0.3435703068374099,82.96,82.78,0.0,0.1313,0.1101,2026-06-01T03:33:34.010022,2026-06-01T02:47:56.715989,0.1003,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,W6,False,-0.3194207538052642,,0,,-0.052,-0.1266,True,82.76,81.8,2026-06-01T03:47:47.323701,2026-06-01T04:28:19.718651,-0.1142,-1.2739,0.61,41.15,0.0,-0.1987,-1.1168,0.0,19.18,-0.4282,8.07,-0.4041,,,0.0,-0.1987,2026-06-01T03:54:48.671171,-0.392,,,,-0.1504,-0.1625,-0.1625,-0.1383,-0.7423,,,,,,,,,,,,,,,,,,,,,-1.1168,window,,-1.1168,window,,-1.1168,window,,-1.1168,window,,-1.1168,window,,-1.1168,window,,-1.1168,window,,-1.1168,window,,,False,,,,False,,,,,,,,,-0.2349,56.7,-0.1866,14.99,2026-06-01T02:45:25,2026-06-01T03:47:10.230680,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
43,,ETHUSDT,LONG,CLOSED,2012.23,2010.66,2010.66,518.0719701950026,20.0,10361.43940390005,5.149232147368865,STRONG_BUY,0.0834,0.0645,0.0315,62.89,46.24,21.0342,20.4427,0.2972,0.2981,BULLISH,0.037,0.0267,22.5316,22.5743,62.6,50.6,46.4,0.1746,51.0,36.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,W6,,,1.018,1.5877,57.9,31.6,80.9,0.5915,3.0,HEALTHY_BULL,HEALTHY_BULL,,-0.1213,33.413314722625145,18.50148429387254,0.2459,-0.098,5e-05,-0.0775,0.3944,0.3288,-0.0472,2026-06-01T03:04:16.456743,0.09992988376080131,4696920085.02,,0.1315,2026-06-01T03:18:26.788784,-0.1584,,,2026-06-01T03:41:13.206700,-0.136,,,1.8650590927020092,4.659009799242908,6.524068891944917,-14.608363363313707,-0.14098777972696644,0.20424474836374973,-0.19215173712746103,2017.61,2012.23,0.0,0.3626,0.111,2026-06-01T03:04:16.574525,2026-06-01T02:55:36.158741,0.0134,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,W6,False,-0.15837359049413205,,0,,-0.0948,-0.0766,True,2013.65,1995.37,2026-06-01T03:47:50.376615,2026-06-01T04:24:07.775984,0.0076,-0.9009,5.7,41.99,0.0,-0.141,-0.8189,0.0,0.0,-0.141,13.11,-0.2717,,,0.0,-0.141,2026-06-01T03:54:45.651988,-0.2489,,,,-0.1052,-0.1246,-0.0923,-0.2518,-0.5182,,,,,,,,,,,,,,,,,,,,,-0.8189,window,,-0.8189,window,,-0.8189,window,,-0.8189,window,,-0.8189,window,,-0.8189,window,,-0.8189,window,,-0.8189,window,,,False,,,,False,,,,,,,,,-0.1236,11.22,-0.0724,15.32,2026-06-01T02:45:05,2026-06-01T03:42:08.023188,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
42,,BTCUSDT,LONG,CLOSED,73833.8,73811.7,73811.7,518.0719701950026,20.0,10361.43940390005,0.14033463540952856,VERY_STRONG,0.0685,0.0611,0.0253,64.67,44.4,22.5316,22.5743,0.3064,0.3074,BULLISH,0.0339,0.0351,22.5316,22.5743,65.0,50.6,46.4,0.1745,52.4,36.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,W6,,,0.9578,1.3688,63.2,28.9,95.5,-0.0426,3.0,HEALTHY_BULL,HEALTHY_BULL,,-0.1122,32.48307671383121,20.777811203857294,0.1745,-0.1154,5e-05,-0.1134,0.3941,0.4046,-0.0388,,,4696710722.84,,0.1318,2026-06-01T03:40:48.652427,-0.086,,,2026-06-01T03:41:25.877065,-0.1429,,,1.8650590927020092,4.661252103805874,6.5263111965078835,-9.627706639059282,-0.09291862128185982,0.16037432178758237,-0.22707859273123834,73998.8,73833.8,0.0,0.3484,0.1316,2026-06-01T03:04:16.820306,2026-06-01T02:47:57.089515,0.0672,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,W6,False,-0.08601432406296303,,0,,-0.0447,-0.0461,True,73813.0,73364.0,2026-06-01T04:02:07.357506,2026-06-01T04:24:07.775984,-0.0912,-0.6993,8.89,30.9,0.01,-0.0928,-0.609,0.0,18.14,-0.438,3.02,-0.235,,,0.01,-0.0928,2026-06-01T03:54:49.683045,-0.2223,,,,-0.2076,-0.2373,-0.2124,-0.3256,-0.6367,,,,,,,,,,,,,,,,,,,,,-0.609,window,,-0.609,window,,-0.609,window,,-0.609,window,,-0.609,window,,-0.609,window,,-0.609,window,,-0.609,window,,,False,,,,False,,,,,,,,,-0.1601,12.27,-0.0343,29.56,2026-06-01T02:44:02,2026-06-01T03:53:13.370693,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
41,,LTCUSDT,SHORT,CLOSED,51.58,51.76,51.76,512.5001296178801,20.0,10250.002592357603,198.72048453582016,VERY_STRONG,0.3211,0.1019,0.1212,25.79,24.07,30.5102,29.4161,0.1901,-0.1898,BEARISH,-0.1454,-0.0674,20.5377,20.3125,36.7,38.5,37.5,0.1472,41.7,53.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,C8,,,1.0112,1.2519,23.7,76.3,3.3,1.094,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.1406,12.446608203221325,32.59446235125103,0.1793,-0.087,-2.3e-05,-0.1514,-0.4124,-0.134,-0.0391,2026-06-01T01:59:40.280767,0.08456475378052791,45451522.91,,-0.1873,2026-06-01T02:08:22.985365,-0.4391,,,,,,,4.6125011665609215,4.628597525808323,9.241098692369246,-45.010785908816814,-0.43912950756106967,0.3173177588212503,-0.5167138425746391,51.58,51.37,0.0,0.506,-0.4089,2026-06-01T02:00:34.029633,2026-06-01T02:21:29.724082,-0.1854,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,C8,False,-0.43912950756106967,,0,,-0.07,0.0722,True,52.19,51.71,2026-06-01T03:08:02.441074,2026-06-01T02:31:05.846464,-0.342,-1.2726,38.09,1.15,0.01,-0.439,-1.0206,0.0,5.97,-0.4584,5.97,-0.4584,,,0.01,-0.439,2026-06-01T02:37:27.434291,-0.4777,,,,-0.3808,-0.4002,-0.439,-0.943,-0.9043,,,,,,,,,,,,,,,,,,,,,-1.0206,window,,-1.0206,window,,-1.0206,window,,-1.0206,window,,-1.0206,window,,-1.0206,window,,-1.0206,window,,-1.0206,window,,,False,,,,False,,,2026-06-01T01:55:58.178933,0.104,2026-06-01T01:56:13.419800,0.1428,,,-0.2064,13.34,-0.0512,11.33,2026-06-01T01:52:27,2026-06-01T02:29:56.424376,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
40,,TAOUSDT,SHORT,CLOSED,254.15,253.59,253.58,575.9921410329566,20.0,11519.842820659132,45.32694401203672,STRONG_BUY,0.4514,0.1687,0.1745,32.4,32.99,26.4722,26.6388,0.1792,-0.1789,BEARISH,-0.2149,-0.0656,21.3923,22.4482,36.5,37.2,43.2,0.1458,43.1,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.7735,0.963,26.3,68.4,4.6,-0.1666,4.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0859,15.228338878513895,25.008242586713138,0.3837,0.0618,-2.3e-05,-0.0229,-0.5212,-0.1528,-0.0322,2026-06-01T01:43:06.784606,,97104788.56,,-0.139,,,,,,,,,5.18392926929661,5.172506879405576,10.356436148702187,15.02665249803848,0.13044147157190725,0.4807859531772642,-0.4245986622073556,254.15,252.7,0.0,0.531,-0.3786,2026-06-01T01:45:30.156484,2026-06-01T01:36:03.266383,-0.0552,RECOVERED,2,0.9,,True,,False,,,,1.0,1.0,UNMATCHED,False,,0.13044147157190725,0,,0.0509,-0.4612,True,254.0,250.68,2026-06-01T02:10:20.406452,2026-06-01T02:01:49.423122,1.2753,-0.031,22.02,13.5,,,0.3625,,17.47,0.6379,17.47,0.6379,,,,,2026-06-01T02:15:23.447704,0.1933,,,,0.1579,0.1933,0.4058,1.055,0.2759,,,,,,,2026-06-01T02:08:02.520081,0.3349,2026-06-01T01:56:43.856157,0.8583,2026-06-01T02:05:05.948518,0.752,2026-06-01T02:04:09.886020,0.9251,2026-06-01T02:05:04.933610,0.7599,2026-06-01T02:04:08.870859,0.9251,2026-06-01T02:04:12.930700,0.9133,1.0253,trailing,7.31,0.6753,trailing,9.37,0.4753,trailing,11.6,0.2753,trailing,12.12,1.0865,stretch,4.82,1.0196,stretch,4.92,0.8976,stretch,8.09,0.3625,window,,0.758,False,,,,False,,,,,,,,,-0.4049,3.04,-0.4049,3.04,2026-06-01T01:33:03,2026-06-01T01:48:19.350357,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
39,,FETUSDT,SHORT,CLOSED,0.265,0.268,0.2677,1177.39958726352,30.0,35321.9876179056,133290.5193128513,STRONG_BUY,0.7906,0.2674,0.2826,34.91,33.95,26.3631,24.4995,0.4163,-0.4145,BEARISH,-0.3693,-0.0656,21.3923,22.4482,36.5,37.2,43.2,0.1458,43.1,53.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,C1,,,0.7735,1.0219,26.3,68.4,12.8,1.8635,4.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0859,9.005844128188594,27.447053984407514,0.7933,-0.3496,-2.3e-05,-0.7122,-0.9615,-0.1528,-0.0322,,,101066353.9988,,-0.0883,2026-06-01T01:35:44.905324,-1.0823,,,,,,,6.357957771223009,16.07483662912987,22.43279440035288,-422.3043523389071,-1.1955849056603782,0.0,-1.1955849056603782,0.265,0.2649,0.0,,,,2026-06-01T01:35:51.564832,-0.6084,ENDED_NEG,1,0.45,,True,,False,,,,2.0,1.5,C1,False,-1.0823264150943321,,0,,-0.6084,-0.5546,True,0.2753,0.2644,2026-06-01T02:20:51.346165,2026-06-01T01:57:03.327887,0.1634,-3.9498,45.0,21.2,30.93,-1.0441,-3.9498,0.1634,29.93,-1.1573,30.93,-1.0441,,,30.93,-1.0441,2026-06-01T02:15:22.436035,-3.0441,,,,-1.0441,-0.9687,-1.0819,-0.4404,-1.1573,,,,,,,,,,,,,,,,,,,,,-3.9498,window,,-3.9498,window,,-3.9498,window,,-3.9498,window,,-3.9498,window,,-3.9498,window,,-3.9498,window,,-3.9498,window,,,False,,,,False,,,,,,,,,-0.5538,2.37,,,2026-06-01T01:32:43,2026-06-01T01:35:51.567157,STOP_LOSS_WIDE L1,MAKER,TAKER,True,
38,,SUIUSDT,SHORT,CLOSED,0.8882,0.8834,0.8832,588.69979363176,20.0,11773.995872635202,13256.01877126233,VERY_STRONG,0.4257,0.1488,0.1645,32.94,33.7,30.4707,31.5522,0.1643,-0.164,BEARISH,-0.1964,-0.0644,21.3923,22.4482,37.0,37.2,43.2,0.1441,43.3,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.6069,0.6621,28.9,68.4,5.5,-1.0815,3.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.0847,16.619715484735266,23.1454869808439,0.3367,0.05,-2.3e-05,0.0096,-0.4766,-0.1427,-0.031,2026-06-01T01:55:55.736409,,234304844.5574,,-0.2164,,,,,,,,,2.1193192570743364,5.269665142139914,7.38898439921425,56.239905702845284,0.47766201306012457,0.9282136906102264,-0.32206721459130483,0.8882,0.8794,0.0,0.6732,-0.3274,2026-06-01T02:00:27.159562,,,NEVER,3,1.35,,True,,False,,,,1.0,1.0,UNMATCHED,False,,0.47766201306012457,0,,0.0732,-0.4523,True,0.8965,0.8833,2026-06-01T02:43:07.863591,2026-06-01T02:04:38.378967,0.4887,-0.9975,38.52,0.03,4.19,-0.1193,-0.7948,0.4887,1.18,0.2185,2.18,0.2297,,,8.19,-0.1868,2026-06-01T02:15:24.459717,-0.0517,,,,0.2522,0.2522,-0.1306,0.196,0.0383,2026-06-01T01:55:55.736388,,,,,,,,2026-06-01T02:05:20.172022,0.3198,2026-06-01T02:05:23.211438,0.3198,2026-06-01T02:05:20.172022,0.3198,2026-06-01T02:05:23.211438,0.3198,2026-06-01T02:05:17.126717,0.3423,2026-06-01T02:04:38.378967,0.4887,0.6782,trailing,5.21,0.3282,trailing,9.37,0.6782,trailing,5.21,0.6282,trailing,6.83,0.4551,stretch,2.2,0.7255,stretch,4.88,0.6691,stretch,5.21,-0.1193,signal_lost,12.87,0.6732,False,,,,False,,,2026-06-01T01:55:56.161566,0.5452,2026-06-01T01:56:13.417456,0.5678,,,,,-0.2657,4.42,2026-06-01T01:30:40,2026-06-01T02:04:36.422647,TRAILING_STOP L3,MAKER,TAKER,True,
37,,NFPUSDT,SHORT,CLOSED,0.01077,0.01071,0.01076,601.4074462305636,20.0,12028.14892461127,1116819.7701588923,VERY_STRONG,0.0945,0.2865,0.0294,47.62,48.14,32.6273,33.4429,0.6449,-0.6408,BEARISH,-0.1602,-0.0798,23.6903,24.8867,38.8,37.3,55.9,0.1546,44.0,53.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,0.6474,0.6956,23.7,68.4,30.3,-0.8156,2.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.05,22.707129881031936,14.5100162727341,1.506,1.6199,-2.3e-05,1.7981,-0.8963,-0.1637,-0.028,2026-06-01T01:31:03.394131,0.09578458681523601,38987213.471124,,-0.0895,,,,,2026-06-01T01:25:57.532865,-0.6474,,,5.412667016075072,5.382512882280781,10.795179898355853,56.21400631117689,0.46735376044567584,0.46735376044567584,-0.8331383472609118,0.01077,0.01058,0.0,0.7455,-0.4599,2026-06-01T01:39:37.645384,2026-06-01T01:26:32.722540,-0.2798,RECOVERED,1,0.45,,True,,False,,,,1.0,1.0,,False,,0.46735376044567584,0,,0.7455,-0.4599,True,0.01088,0.01061,2026-06-01T02:24:37.912316,2026-06-01T01:52:28.233568,1.3956,-1.1114,45.0,12.84,,,-1.1114,,,,,,,,,,2026-06-01T01:56:12.408868,1.0242,,,,0.7457,0.6528,1.1171,1.2099,0.3743,,,,,,,2026-06-01T01:57:19.573611,0.9314,2026-06-01T01:57:32.748323,0.9314,2026-06-01T01:57:32.748323,0.9314,2026-06-01T01:57:53.019802,0.7457,2026-06-01T01:57:53.019802,0.7457,2026-06-01T01:58:00.118353,0.6528,2026-06-01T01:57:53.019802,0.7457,0.8671,trailing,1.51,0.5171,trailing,2.05,0.3171,trailing,4.41,0.1171,trailing,4.58,0.8385,stretch,0.19,0.8385,stretch,0.19,0.8385,stretch,0.19,-0.7,hard_sl,28.14,0.3199,False,,,,False,,,,,,,,,,,,,2026-06-01T01:21:34,2026-06-01T01:39:37.651092,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,
36,,HIVEUSDT,LONG,CLOSED,0.0665,0.0666,0.06677,625.4065287673216,20.0,12508.130575346431,188092.18910295385,STRONG_BUY,0.1184,0.0809,0.04,56.11,51.71,16.9537,17.8966,0.6772,0.6818,BULLISH,0.0519,0.0335,30.2323,29.697,53.9,55.9,59.7,0.1576,53.0,45.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.8448,1.0777,78.9,21.1,88.6,-0.9429,2.0,STRONG_BULL,CHOPPY_FLAT,,0.0938,17.783221940506728,16.187899690715557,1.069,-0.0633,0.0001,0.025,0.8036,0.0342,0.0169,2026-06-01T01:01:15.783632,0.08730827067669604,139725483.10525,,0.0812,,,,,2026-06-01T01:00:17.897160,-0.7244,,,2.251463503562358,5.637122907415527,7.888586410977885,10.92063249931804,0.08730827067669604,0.6284180451127852,-0.7243563909774583,0.06696,0.0665,0.0,1.1691,0.2143,2026-06-01T01:02:03.147970,2026-06-01T01:00:17.897187,-0.1197,RECOVERED,2,0.9,,True,,False,,,,1.0,1.0,UNMATCHED,False,,0.08730827067669604,0,,0.3446,0.5049,False,0.06682,0.06519,2026-06-01T01:40:02.193876,2026-06-01T01:46:39.544016,0.4182,-2.0329,36.61,43.23,1.7,-0.5141,-1.5818,0.1776,2.7,-0.4389,28.26,-1.3863,,,17.82,-0.9803,2026-06-01T01:03:26.698713,0.1626,,,,-0.7247,-0.6044,-0.1983,-0.5292,-1.0404,2026-06-01T01:01:52.601235,0.1925240601503603,,,,,,,2026-06-01T01:40:27.586938,0.0573,,,,,,,,,,,0.3784,trailing,2.31,0.0284,trailing,3.76,0.3784,trailing,2.31,0.3284,trailing,2.73,0.3278,stretch,3.07,0.2076,stretch,3.38,0.0873,stretch,3.38,0.2677,stretch,2.74,1.1691,False,,,,False,,,2026-06-01T01:00:36.361375,-0.4087,,,,,,,,,2026-06-01T01:00:02,2026-06-01T01:03:25.413111,TRAILING_STOP L2,MAKER,TAKER,True,
35,,HEIUSDT,LONG,CLOSED,0.09552,0.09446,0.09452,625.4065287673216,20.0,12508.130575346431,130947.76565479932,VERY_STRONG,0.354,0.1684,0.0564,57.02,50.27,22.9248,23.3776,0.9648,0.9742,BULLISH,0.2322,0.0337,30.2546,29.697,54.0,55.9,59.7,0.1574,53.5,45.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.7867,0.5772,73.7,23.7,41.9,-0.4527,5.0,STRONG_BULL,HEALTHY_BEAR,,0.094,26.21469172638938,18.581672413563986,1.8276,0.2324,0.0001,0.5114,1.2013,0.0362,0.019,2026-06-01T01:00:51.027296,0.09835741206030112,65917896.572644,,0.0317,,,,,,,,,5.628658758905894,5.566196674688555,11.19485543359445,-149.99948702768063,-1.1992158710217666,0.39135783082077275,-1.1992158710217666,0.09598,0.09552,0.0,1.6559,1.0948,2026-06-01T01:01:03.754224,2026-06-01T01:09:39.678401,-0.2509,ENDED_NEG,1,0.45,,True,,False,,,,1.0,1.0,UNMATCHED,False,,,0,,-0.2509,0.83,True,0.09449,0.09228,2026-06-01T01:10:01.741099,2026-06-01T01:25:33.345478,-1.1683,-3.482,0.36,15.89,1.46,-1.765,-3.126,0.0,1.46,-1.765,2.48,-1.9011,,,4.5,-2.9166,2026-06-01T01:09:40.509381,-1.2521,,,,-1.4405,-1.943,-2.948,-2.948,-2.1315,,,,,2026-06-01T01:05:39.947206,-0.0795,,,,,,,,,,,,,,,-3.126,window,,-3.126,window,,-3.126,window,,-3.126,window,,-3.126,window,,-3.126,window,,-3.126,window,,-3.126,window,,,False,,,,False,,,2026-06-01T01:00:36.358983,-0.4458,,,2026-06-01T01:05:39.947013,-0.0795,,,,,2026-06-01T00:58:51,2026-06-01T01:09:39.681551,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,
34,,HIVEUSDT,LONG,CLOSED,0.06632,0.0658,0.0658,655.180674124281,20.0,13103.61348248562,197581.62669610404,STRONG_BUY,0.1425,0.0958,0.0465,53.21,55.97,16.8744,18.0411,0.1337,0.1339,BULLISH,0.135,0.0344,26.8574,25.9292,53.2,55.8,51.7,0.1638,52.4,45.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.8945,0.8867,78.9,18.4,78.3,-1.1666,2.0,HEALTHY_BULL,HEALTHY_BULL,,0.0616,16.185312895268687,16.74785751856251,0.9366,-0.025,-0.001178,0.0318,0.2764,0.0457,0.0146,,,140045615.04129,,0.0716,2026-06-01T00:43:00.886766,-0.4216,,,2026-06-01T00:43:03.160325,-0.4366,,,5.896626067118529,5.85039196647164,11.74701803359017,-114.48946391556557,-0.8737243667068857,0.12100271411339147,-1.1450135705669573,0.06646,0.06632,0.0,0.4193,0.5183,2026-06-01T00:41:49.521039,2026-06-01T00:45:00.796900,-0.7844,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,UNMATCHED,False,-0.4215756936067521,,0,,-0.0943,-0.2635,True,0.06696,0.06544,2026-06-01T01:02:03.193620,2026-06-01T01:25:00.947901,0.875,-1.4169,16.63,39.59,0.0,-0.8741,-0.7987,0.0,20.7,-0.1955,10.1,-0.8138,,,0.0,-0.8741,2026-06-01T01:00:37.378146,-0.1805,,,,-0.3614,-0.2106,-0.3463,-0.3463,-0.4066,,,,,,,2026-06-01T00:59:26.931458,0.0306,2026-06-01T00:59:35.043135,0.1513,2026-06-01T00:59:35.043135,0.1513,2026-06-01T01:03:25.687272,0.3322,2026-06-01T01:03:27.715524,0.3925,2026-06-01T01:03:25.687272,0.3322,2026-06-01T01:01:03.213084,0.0608,0.4981,ema13,17.5,0.4981,ema13,17.5,0.4981,ema13,17.5,0.4981,ema13,17.5,0.4981,ema13,17.5,0.4981,ema13,17.5,0.4981,ema13,17.5,0.4981,ema13,17.5,1.1946,False,,,,False,,,,,,,,,-0.09,0.02,,,2026-06-01T00:41:23,2026-06-01T00:45:24.930816,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
