id,binance_order_id,backstop_algo_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,entry_pair_rank,entry_pair_age_days,entry_br_r72,entry_br_above,entry_br_eff,entry_br_off24h,entry_br_door,spike_rsi_max,spike_armed,belock_t15_min,belock_tr15,belock_t20_min,belock_tr20,belock_t30_min,belock_tr30,entry_desired_notional,entry_liquidity_cap_notional,liquidity_capped,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,entry_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,hard_tp_shadow_leash_pnl,hard_tp_shadow_leash_fired,hard_tp_shadow_ladder_pnl,hard_tp_shadow_ladder_fired,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,phantom_ema13_cross_pnl,phantom_ema13_cross_at,phantom_trail_suppress_pnl,phantom_trail_suppress_at,entry_gap_expand_marginal,entry_strategy,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,shadow_tight_pnl,shadow_tight_reason,shadow_tight_min,shadow_wide_pnl,shadow_wide_reason,shadow_wide_min,shadow_tierA_pnl,shadow_tierA_reason,shadow_tierA_min,shadow_tierB_pnl,shadow_tierB_reason,shadow_tierB_min,shadow_strpk_pnl,shadow_strpk_reason,shadow_strpk_min,shadow_strpk04_pnl,shadow_strpk04_reason,shadow_strpk04_min,shadow_strpk03_pnl,shadow_strpk03_reason,shadow_strpk03_min,shadow_stren_pnl,shadow_stren_reason,shadow_stren_min,shadow_strpk_signed_pnl,shadow_strpk_signed_reason,shadow_strpk_signed_min,shadow_peak_stretch,shadow_peak_stretch_at_close,shadow_atr05_pnl,shadow_atr05_min,shadow_atr10_pnl,shadow_atr10_min,shadow_atr15_pnl,shadow_atr15_min,shadow_cap025_pnl,shadow_cap025_min,shadow_cap035_pnl,shadow_cap035_min,shadow_cap050_pnl,shadow_cap050_min,shadow_arm035_pnl,shadow_arm035_min,shadow_arm040_pnl,shadow_arm040_min,runner_peak_stretch,runner_trail_bound,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
97,,,ADAUSDT,LONG,CLOSED,0.2196,0.22,0.2201,521.151385892549,20.0,10423.02771785098,47463.69634722669,VERY_STRONG,0.5355,0.166,0.2043,64.89,68.42,22.6194,21.8044,0.1514,0.1516,BULLISH,0.2735,0.0228,29.1147,31.0877,52.6,51.6,43.4,0.1656,36.8,30.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.763,1.031,88.6,11.4,87.8,0.8151,3.0,STRONG_BULL,HEALTHY_BULL,,-0.2344,26.80059027336142,13.43588153910865,0.4868,0.0046,0.0001,0.011,0.5228,0.0872,-0.3016,2026-08-23T08:38:36.599067,0.09206739526412179,255229361.7759,15,2396.0,,,,,,,False,20.5,0.001,20.61,0.001,20.78,0.001,10423.02771785098,255229.3617759,False,,-0.0788,,,,,,,,,4.690362473032941,4.698905938375442,9.389268411408384,9.596210127482834,0.09206739526412179,0.4562021857923528,-0.36310109289617004,0.2208,0.2196,0.0,0.4882,0.2776,2026-08-23T08:41:14.391056,2026-08-23T08:21:37.061536,0.0146,RECOVERED,1,0.4,,True,,0.1825,False,,,,1.0,1.0,UNMATCHED,False,,,0,,0.1263,0.2776,True,,,,,0.221,0.2194,2026-08-23T09:03:18.020712,2026-08-23T08:51:19.102105,0.5475,-0.1811,21.49,9.51,,,0.3198,,5.67,0.0466,36.88,0.0921,,,,,,,,,True,MOMENTUM,,,,,,0.1377,0.1832,0.0921,-0.1355,0.2743,,,,,,,,,2026-08-23T08:43:03.697656,0.1377,2026-08-23T08:47:07.389347,0.0466,2026-08-23T08:47:01.208572,0.0466,2026-08-23T08:47:07.389347,0.0466,2026-08-23T08:47:01.208572,0.0466,2026-08-23T08:46:58.136862,0.0466,0.2062,trailing,23.51,,,,,,,,,,0.1831,stretch,23.51,,,,,,,0.3198,window,,,,,0.4882,0.4882,0.1831,23.51,-0.0445,32.07,,,,,,,,,,,,,0.488182546129534,lock,False,,,,False,,,,,,,,,-0.181,7.9,,,2026-08-23T08:18:00,2026-08-23T08:41:47.901151,RUNNER_TRAIL,TAKER_FALLBACK,TAKER,True,
96,,,HYPEUSDT,LONG,CLOSED,78.797,78.978,79.053,1018.8982533570334,20.0,20377.965067140667,258.6134632935349,STRONG_BUY,0.3743,0.1079,0.1386,60.04,55.57,19.2905,18.285,0.1994,0.1998,BULLISH,0.1724,0.0205,38.564,40.42,54.3,52.2,44.8,0.1963,38.3,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,1.1446,0.8234,90.9,9.1,85.8,1.0055,3.0,STRONG_BULL,CHOPPY_FLAT,,-0.2944,28.11613402415961,14.367612847912191,0.5079,0.1193,5e-05,0.1369,0.447,0.1439,-0.3151,2026-08-23T07:19:22.025048,0.09936963336167637,1164171974.51531,7,449.9,,,,,,,False,1.65,-0.6567,1.75,-0.6567,1.94,-0.6567,20377.965067140667,500000.0,False,,-0.2555,2026-08-23T07:31:09.838883,-0.37,,,2026-08-23T07:34:40.328624,-0.4867,,,3.6680337120853204,9.19114834679856,12.85918205888388,33.94985479724526,0.16660080967549196,0.6752744266913815,-0.6566639719786331,79.379,78.797,0.0,0.5387,0.302,2026-08-23T08:09:47.187734,2026-08-23T07:37:50.781868,-0.3445,ENDED_NEG,1,0.4,,True,,-0.0013,False,,,,2.0,1.0,UNMATCHED,False,-0.3699800880744067,,0,,-0.0338,0.3444,True,,,,,79.421,78.941,2026-08-23T08:45:47.249630,2026-08-23T08:29:39.662866,0.7289,0.1197,32.53,16.4,,,0.3875,,14.45,0.2213,10.85,0.253,,,,,-0.4105724964148393,2026-08-23T07:36:04.103436,,,False,MOMENTUM,2026-08-23T08:13:16.494538,0.2327,,,,0.2619,0.3291,0.4573,0.201,0.6502,2026-08-23T08:07:20.871611,0.1995821414520957,,,2026-08-23T07:35:10.897014,-0.5488,,,2026-08-23T08:46:30.805215,0.5614,,,2026-08-23T08:56:46.852619,0.3685,,,2026-08-23T08:47:52.780355,0.4599,,,0.4253,trailing,53.75,,,,,,,,,,0.4317,stretch,51.21,,,,,,,0.3875,window,,,,,0.5964,0.5964,0.4203,53.75,0.1666,55.62,,,,,,,,,,,,,0.5324622633756971,atr,False,,,,False,,,2026-08-23T07:18:49.894736,-0.0275,2026-08-23T07:20:40.202865,0.1032,2026-08-23T07:35:10.896788,-0.5488,-0.2051,10.9,-0.1759,41.83,2026-08-23T07:17:37,2026-08-23T08:13:15.308320,RUNNER_TRAIL,MAKER,TAKER,True,
95,,,HEMIUSDT,SHORT,CLOSED,0.010269,0.01023,0.010252,1049.0181584653653,20.0,20980.363169307308,2043077.5313377453,STRONG_BUY,0.8327,0.4732,0.2881,74.6,48.19,14.4047,11.0183,2.7939,2.8742,BEARISH,0.3815,,16.614649611005994,16.431397970831274,40.447628952009055,40.67092222532861,52.961210111729265,0.1034,47.7,47.7,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,,,,,3.0206,8.9,91.1,79.1,3.3864,2.0,CHOPPY_WEAK,CHOPPY_WEAK,,-0.0357,47.428769021674185,12.445518687659417,1.0564,0.0017,,0.2626,3.6588,-0.0856,,2026-08-23T03:05:09.137483,,59178382.749596,59,358.9,,,,,,,False,0.29,0.1536,0.29,0.1828,0.29,0.29,20980.363169307308,177535.148248788,False,,-0.0357,,,,,,,,,9.441163426188288,9.40530741551331,18.846470841701596,60.83355288047219,0.2899547180835606,0.4555760054533109,-0.2458788587009484,0.010269,0.010213,0.0,,,2026-08-23T03:05:09.479992,2026-08-23T03:05:00.413024,,NEVER,1,0.4,,True,,0.0,False,,,,2.0,1.0,SPIKE_FADE,False,,,0,,-2.4112,-0.2032,True,,,,,0.010496,0.010021,2026-08-23T03:12:58.566935,2026-08-23T03:49:33.054723,2.325,-2.3005,44.38,7.8,,,2.1205,,,,,,,,,,,,,,,SPIKE_FADE,,,,,,0.3774,0.6306,-0.2848,0.3287,0.7377,,,,,,,2026-08-23T03:06:20.721320,0.3677,2026-08-23T03:06:27.766615,0.3969,2026-08-23T03:07:32.225259,0.319,2026-08-23T03:07:29.189550,0.3774,2026-08-23T03:07:32.225259,0.319,2026-08-23T03:07:29.189550,0.3774,2026-08-23T03:07:36.249170,0.3872,0.6338,trailing,0.78,,,,,,,,,,-0.7,hard_sl,6.46,,,,,,,-0.7,hard_sl,6.46,,,,-0.3759,,0.3287,1.2,-0.2069,5.03,,,,,,,,,,,,,,cap,False,,,,False,,,,,,,,,,,,,2026-08-23T03:04:52,2026-08-23T03:05:09.586698,RUNNER_TRAIL,TAKER,TAKER,True,
94,,,TACUSDT,SHORT,CLOSED,0.001774,0.001767,0.001771,1009.1964279379379,20.0,20183.92855875876,11377637.293550598,STRONG_BUY,1.083,1.0519,0.3514,71.56,32.05,34.6147,34.9501,7.5106,8.1205,BEARISH,0.4542,,16.538562529462872,16.053770581065137,36.29000509289302,41.767298574239895,53.684589110247764,0.1156,46.7,50.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3.1815,2.2,97.8,83.0,-0.3354,2.0,CHOPPY_WEAK,CHOPPY_WEAK,,-0.019,38.462356550934004,20.595086973343346,2.9604,-2.7616,,-3.8429,9.6417,-0.1668,,2026-08-23T02:24:12.971021,,41641052.348426,73,403.7,,,,,,,False,0.19,0.1356,0.2,0.2484,0.2,0.3048,20183.92855875876,124923.157045278,False,,-0.019,,,,,,,,,9.08276785144144,9.046928293966758,18.129696145408197,61.513764909446685,0.304766065388955,0.5303466741826349,-1.0487175873731729,0.001774,0.001763,0.0,,,2026-08-23T02:24:12.974237,2026-08-23T02:24:08.664766,,NEVER,1,0.4,,False,,0.0,False,,,,2.0,1.0,SPIKE_FADE,False,,,0,,77.9511,1.0713,False,,,,,0.001917,0.001664,2026-08-23T02:25:48.163270,2026-08-23T03:06:58.939814,6.1107,-8.1509,42.75,1.57,0.01,0.1355,5.6033,0.0,0.01,0.1355,,,,,,,,,,,,SPIKE_FADE,,,,,,-4.205,-5.7833,2.7849,3.4049,4.2505,2026-08-23T02:24:12.974280,,,,,,2026-08-23T02:29:12.025839,2.8976,2026-08-23T02:31:28.509870,4.0814,2026-08-23T02:31:28.509870,4.0814,2026-08-23T02:31:28.509870,4.0814,2026-08-23T02:31:28.509870,4.0814,2026-08-23T02:31:28.509870,4.0814,2026-08-23T02:32:07.914596,4.8142,0.1355,signal_lost,0.1,,,,,,,,,,0.1355,signal_lost,0.1,,,,,,,0.1355,signal_lost,0.1,,,,88.9661,,0.1355,0.1,0.1355,0.1,,,,,,,,,,,,,,cap,False,,,,False,,,,,,,,,,,,,2026-08-23T02:24:01,2026-08-23T02:24:12.978845,RUNNER_TRAIL,TAKER,TAKER,True,
93,,,SOLUSDT,LONG,CLOSED,95.989,95.02,95.12,599.2339208770358,20.0,11984.678417540716,124.85470645116331,STRONG_BUY,1.1299,0.2801,0.4381,68.9267855970241,84.5,38.43585866847213,36.0302,0.1309,-0.1307,BULLISH,0.4687,0.0454,25.3508,25.7032,57.0,64.6,67.2,0.1056,51.7,52.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0.7511,1.427628648337065,88.9,8.9,36.5,2.4056,1.0,HEALTHY_BULL,CHOPPY_WEAK,,0.0926,55.93628184065022,9.983870772960952,0.7115270307917295,0.6268,,1.0538,0.5878,0.0179,0.0024,,,3787372248.0658,3,,11.47,60.9,0.093,-1.88,,,False,,,,,,,11984.678417540716,500000.0,False,,0.0223,,,,,,,,,2.157242115157329,5.338662393145292,7.495904508302621,-128.4801150594809,-1.0720364000041758,0.5940711748221151,-1.0720364000041758,96.62,95.989,0.0,,,,,,NEVER,1,0.4,,False,,-0.001,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.9104,-0.259,True,,,,,97.04,94.1,2026-08-23T02:52:14.107691,2026-08-23T02:14:56.068939,1.0319,-2.0309,37.53,0.23,0.01,-1.0933,-1.1246,0.0,0.01,-1.0933,9.22,-1.8122,,,0.01,-1.0933,,,,,,BULLRUN_LONG,2026-08-23T02:14:42.926920,-1.0933,,,,-1.385,-1.2392,-1.3746,-1.6767,-1.5934,,,,,,,,,,,,,,,,,,,,,0.5214,ema13,37.49,,,,,,,,,,0.5214,ema13,37.49,,,,,,,0.5214,ema13,37.49,,,,2.5243,,-1.1246,,-1.1246,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-08-23T01:03:12,2026-08-23T02:14:41.843978,BR_STOP_LOSS,MAKER,TAKER,True,
92,,,SUIUSDT,LONG,CLOSED,0.8296,0.8237,0.8238,540.2345662969128,20.0,10804.691325938256,13023.977008122296,STRONG_BUY,0.7312,0.2521,0.2797,72.05958435352791,66.47,20.79338747019679,20.5621,0.4137,0.4154,BULLISH,0.3288,0.066,24.6629,23.6126,71.4,69.5,62.6,0.1108,53.8,48.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0.6768,0.9378598749987425,84.4,13.3,99.5,0.2313,3.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0907,29.251537327761234,18.004372941157452,0.5087537333254857,0.0895,,0.2141,0.9502,0.1746,-0.0263,,,594100911.36353,8,,11.0,60.9,0.09,-1.96,,,False,,,,,,,10804.691325938256,500000.0,False,,0.0837,,,,,,,,,1.9448444386688863,4.827532437715651,6.772376876384538,-83.6138412243063,-0.7738660800385748,0.3707487945998129,-0.7738660800385748,0.8332,0.8296,0.0,,,,,,NEVER,1,0.4,,True,,-0.0121,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.3251,-0.0149,True,,,,,0.8266,0.8171,2026-08-23T01:09:10.488718,2026-08-23T01:42:47.189916,-0.4246,-1.5698,2.25,35.86,14.45,-0.8706,-1.0153,0.0,0.01,-0.7862,30.02,-1.2322,,,14.45,-0.8706,,,,,,BULLRUN_LONG,2026-08-23T01:06:56.620283,-0.7862,,,,-0.6778,-0.738,-0.6416,-0.955,-1.2322,,,,,,,,,,,,,,,,,,,,,-1.0153,window,,,,,,,,,,,-1.0153,window,,,,,,,,-1.0153,window,,,,,,,-1.0153,,-1.0153,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-08-23T00:53:25,2026-08-23T01:06:55.372200,BR_STOP_LOSS,MAKER,TAKER,True,
91,,,LINKUSDT,LONG,CLOSED,11.701,11.629,11.632,586.4714109470316,20.0,11729.428218940631,1002.4295546483745,STRONG_BUY,0.2741,0.0509,0.1024,61.2647420457116,69.16,22.269569245400138,22.581,0.0083,0.0083,BULLISH,0.1124,0.0589,23.3773,22.5556,66.0,66.7,55.0,0.1123,52.3,48.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0.7586,1.1600163893294602,84.4,11.1,67.2,-0.3114,3.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0693,23.079855723195426,15.965473471448405,0.3215818338434164,0.1919,,0.2469,0.1616,0.1152,-0.0356,,,348953508.134,10,,11.0,60.9,0.09,-1.96,,,False,,,,,,,11729.428218940631,348953.508134,False,,0.0996,,,,,,,,,5.278242698523284,5.245763980952676,10.52400667947596,-82.69893461415988,-0.7050551234937266,0.20898512947611433,-0.7050551234937266,11.736,11.701,0.0,,,,,,NEVER,1,0.4,,False,,0.0427,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.2939,-0.2009,True,,,,,11.686,11.483,2026-08-23T01:46:53.958900,2026-08-23T02:23:13.458889,-0.2182,-1.9531,5.99,42.31,0.01,-0.6968,-1.6283,0.0,0.01,-0.6968,11.62,-0.5002,,,0.01,-0.6968,,,,,,BULLRUN_LONG,2026-08-23T01:40:55.060162,-0.6968,,,,-0.5771,-0.7139,-0.4489,-0.7139,-1.2608,,,,,,,,,,,,,,,,,,,,,-1.6283,window,,,,,,,,,,,-1.6283,window,,,,,,,,-1.6283,window,,,,,,,-1.6283,,-1.6283,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-08-23T00:49:34,2026-08-23T01:40:54.135833,BR_STOP_LOSS,TAKER_FALLBACK,TAKER,True,
90,,,HYPEUSDT,LONG,CLOSED,80.311,79.596,79.633,609.589833272091,20.0,12191.79666544182,151.80730741046455,STRONG_BUY,0.6689,0.1746,0.2534,62.401686791552855,62.77,21.31947166115869,19.8138,0.1148,0.115,BULLISH,0.2786,0.0641,22.5753,21.6914,65.4,68.0,52.7,0.1147,52.1,48.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,1.0099,1.021720234617467,91.1,8.9,81.9,1.5057,3.0,HEALTHY_BULL,CHOPPY_WEAK,,0.0562,28.147831869135366,11.808347641495867,0.6350859318389749,0.4753,,0.7096,0.5438,0.1299,-0.0371,,,1886424989.12918,4,,10.94,60.9,0.089,-1.96,,,False,,,,,,,12191.79666544182,500000.0,False,,0.0782,,,,,,,,,2.1945233997795275,5.4374644982895015,7.631987898069029,-116.17421269655169,-0.952888371455969,0.9040535169528293,-0.952888371455969,81.088,80.311,0.0,,,,,,NEVER,1,0.4,,False,,-0.0012,False,,,,1.0,1.0,BULLRUN,False,,,0,,-1.0423,-0.299,True,,,,,80.174,78.645,2026-08-23T02:00:03.386557,2026-08-23T02:29:13.035829,-0.2336,-2.1374,4.03,33.19,0.01,-0.7117,-1.8984,0.0,0.44,-0.8051,10.28,-0.7615,,,0.01,-0.7117,,,,,,BULLRUN_LONG,2026-08-23T01:56:02.292519,-0.7117,,,,-0.779,-0.6619,-0.4801,-0.7889,-1.7851,,,,,,,,,,,,,,,,,,,,,-1.8984,window,,,,,,,,,,,-1.8984,window,,,,,,,,-1.8984,window,,,,,,,-1.8984,,-1.8984,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-08-23T00:41:17,2026-08-23T01:56:00.928331,BR_STOP_LOSS,MAKER,TAKER,True,
89,,,DOGEUSDT,LONG,CLOSED,0.09314,0.09353,0.09355,609.5898332720909,20.0,12191.796665441818,130897.53774363128,STRONG_BUY,0.4587,0.1875,0.1838,66.4562343264167,63.86,25.728699175654594,25.6587,0.2888,0.2896,BULLISH,0.244,0.0611,21.0889,20.7598,64.6,67.2,54.1,0.1066,52.0,48.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0.8232,1.1879023655148087,88.9,11.1,88.1,0.07,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.0374,29.708885747433055,17.210422297820983,0.44017983584705217,-0.0619,,-0.0488,0.6623,0.1397,-0.0379,,,1382246406.09607,5,,10.94,60.9,0.089,-1.96,,,False,,,,,,,12191.796665441818,500000.0,False,,0.0926,,,,,,,,,5.486308499448818,5.509281017322825,10.995589516771641,40.054450203244755,0.32853607472622026,1.2192666952974005,-0.13292677689499505,0.09436,0.09314,0.0,,,,,,NEVER,1,0.4,,True,,0.1936,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.2384,0.3418,True,,,,,0.09407,0.09296,2026-08-23T01:15:06.386030,2026-08-23T01:42:45.135680,0.9085,-0.2833,11.93,39.57,33.77,-0.0578,0.2965,0.9085,0.01,0.3287,4.5,0.1462,,,33.77,-0.0578,,,,,,BULLRUN_LONG,2026-08-23T01:05:08.183533,0.2428,,,,0.2428,0.318,-0.0793,0.3717,0.2858,,,,,,,2026-08-23T01:03:34.988599,0.1247,2026-08-23T01:03:42.166860,0.1569,2026-08-23T01:03:48.283855,0.1677,2026-08-23T01:06:41.336535,0.1462,2026-08-23T01:06:41.336535,0.1462,2026-08-23T01:06:42.350573,0.1247,2026-08-23T01:07:09.076039,0.0496,0.1861,trailing,3.38,,,,,,,,,,0.3931,stretch,2.57,,,,,,,-0.0578,ema13,33.76,,,,0.4596,,0.2965,,0.2965,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-08-23T00:37:20,2026-08-23T01:03:10.316588,BR_TRAILING_STOP,TAKER_FALLBACK,TAKER,True,
88,,,XRPUSDT,LONG,CLOSED,1.4898,1.4785,1.4788,609.5898332720909,20.0,12191.796665441818,8183.5123274545695,STRONG_BUY,0.7471,0.2483,0.2971,67.75228295655235,71.81,29.91106270078043,29.4832,0.1891,0.1895,BULLISH,0.3506,0.0611,21.0889,20.7598,64.6,67.2,54.1,0.1066,52.0,48.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0.8232,1.3900474557344331,88.9,11.1,78.7,0.4279,2.0,HEALTHY_BULL,HEALTHY_BULL,,0.0374,28.95349781548402,13.790727556111197,0.5639787673485694,0.0927,,0.2253,0.7366,0.1397,-0.0379,,,4468394036.5963,2,,10.94,60.9,0.089,-1.96,,,False,,,,,,,12191.796665441818,500000.0,False,,0.0696,,,,,,,,,5.486308499448818,5.444695339263711,10.931003838712527,-103.40469313894988,-0.8481497516445219,0.46016176668009035,-0.8481497516445219,1.498,1.4898,0.0,,,,,,NEVER,1,0.4,,True,,0.047,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.3532,-0.0777,True,,,,,1.5188,1.4761,2026-08-23T00:58:38.246732,2026-08-23T00:47:25.248727,1.8566,-1.0096,12.27,1.05,,,0.796,,0.0,-0.8552,19.36,0.7155,,,,,,,,,,BULLRUN_LONG,2026-08-23T01:05:08.183533,0.4805,,,,-0.9894,-0.5531,-0.043,0.9236,0.5275,,,,,,,2026-08-23T00:59:55.776330,1.4404,2026-08-23T00:59:28.231574,1.6015,2026-08-23T00:59:34.342934,1.5747,2026-08-23T00:59:54.758769,1.427,2026-08-23T00:59:55.776330,1.4404,2026-08-23T00:59:53.735986,1.4471,2026-08-23T01:00:03.335674,1.333,0.8951,trailing,8.48,,,,,,,,,,1.333,stretch,13.68,,,,,,,0.796,window,,,,,1.2865,,0.796,,0.796,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-08-23T00:36:58,2026-08-23T00:46:21.013228,BR_STOP_LOSS,TAKER_FALLBACK,TAKER,True,
