id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,entry_pair_rank,entry_pair_age_days,spike_rsi_max,spike_armed,belock_t15_min,belock_tr15,belock_t20_min,belock_tr20,belock_t30_min,belock_tr30,entry_desired_notional,entry_liquidity_cap_notional,liquidity_capped,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,entry_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,hard_tp_shadow_leash_pnl,hard_tp_shadow_leash_fired,hard_tp_shadow_ladder_pnl,hard_tp_shadow_ladder_fired,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,phantom_ema13_cross_pnl,phantom_ema13_cross_at,phantom_trail_suppress_pnl,phantom_trail_suppress_at,entry_gap_expand_marginal,entry_strategy,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,shadow_tight_pnl,shadow_tight_reason,shadow_tight_min,shadow_wide_pnl,shadow_wide_reason,shadow_wide_min,shadow_tierA_pnl,shadow_tierA_reason,shadow_tierA_min,shadow_tierB_pnl,shadow_tierB_reason,shadow_tierB_min,shadow_strpk_pnl,shadow_strpk_reason,shadow_strpk_min,shadow_strpk04_pnl,shadow_strpk04_reason,shadow_strpk04_min,shadow_strpk03_pnl,shadow_strpk03_reason,shadow_strpk03_min,shadow_stren_pnl,shadow_stren_reason,shadow_stren_min,shadow_strpk_signed_pnl,shadow_strpk_signed_reason,shadow_strpk_signed_min,shadow_peak_stretch,shadow_peak_stretch_at_close,shadow_atr05_pnl,shadow_atr05_min,shadow_atr10_pnl,shadow_atr10_min,shadow_atr15_pnl,shadow_atr15_min,shadow_cap025_pnl,shadow_cap025_min,shadow_cap035_pnl,shadow_cap035_min,shadow_cap050_pnl,shadow_cap050_min,shadow_arm035_pnl,shadow_arm035_min,shadow_arm040_pnl,shadow_arm040_min,runner_peak_stretch,runner_trail_bound,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes,cf_pnl_current_stack,cf_reprice_note
198,,SOLUSDT,LONG,CLOSED,75.899,75.42,75.44,1192.320994385903,20.0,23846.41988771806,314.18621968297424,VERY_STRONG,0.2317,0.0829,0.1052,59.84,55.42,22.7172,23.4525,0.0749,0.075,BULLISH,0.0899,0.0514,21.4442,22.6084,60.0,59.7,62.1,0.1856,46.9,47.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.567,0.7237,52.3,34.1,90.6,-0.7353,4.0,HEALTHY_BULL,HEALTHY_BEAR,,-0.0689,23.12516215890409,17.747079325534084,0.2624,-0.1333,5e-05,-0.1897,0.2634,0.1453,-0.1128,2026-07-27T17:39:57.216069,0.08318117498254811,1217037775.3379,4,2142.4,,False,,,,,,,23846.41988771806,500000.0,False,,0.0089,2026-07-27T17:45:31.648288,-0.0749,2026-07-27T17:52:55.676904,-0.1802,2026-07-27T17:45:52.140930,-0.1539,2026-07-27T18:09:40.189615,-0.2329,4.292355579789251,10.663166109820462,14.955521689609714,-165.45072091775413,-0.693817863212953,0.34657067945558295,-0.693817863212953,76.21,75.899,0.0,,,,2026-07-27T18:38:09.931820,-0.1524,ENDED_NEG,1,0.45,,False,,-0.0013,False,,,,2.0,1.0,UNMATCHED,False,-0.07485252770128768,,0,,-0.1524,-0.1677,True,,,,,75.97,75.22,2026-07-27T19:12:29.801947,2026-07-27T18:40:36.862364,0.0305,-0.9576,34.32,2.44,0.01,-0.6941,-0.1671,0.0,0.39,-0.7732,13.48,-0.7863,,,0.01,-0.6941,-0.19337780471416455,2026-07-27T17:52:05.392089,,,True,MOMENTUM,2026-07-27T18:38:11.081590,-0.6941,,,,-0.8127,-0.9049,-0.6941,-0.6282,-0.2461,,,,,2026-07-27T18:26:49.250938,-0.5226,,,,,,,,,,,,,,,-0.1671,window,,,,,,,,,,,-0.1671,window,,,,,,,,-0.1671,window,,,,,,,-0.1671,,-0.1671,,,,,,,,,,,,,,0.43260723986970157,,False,,,,False,,,2026-07-27T17:39:57.919933,0.0832,2026-07-27T17:40:13.202364,0.1227,2026-07-27T18:26:49.250732,-0.5226,-0.2197,3.73,0.0964,24.6,2026-07-27T17:02:46,2026-07-27T18:38:09.934430,STOP_LOSS L1,MAKER,TAKER,True,,-165.4507,
197,,1000FLOKIUSDT,LONG,CLOSED,0.02218,0.02204,0.02206,299.0646546851978,1.0,299.0646546851978,13483.52816434616,STRONG_BUY,0.1761,0.102,0.06,70.49,42.67,18.7714,17.4411,0.7344,0.7398,,,,27.06907171337491,26.945746012584447,67.17844733439091,51.354009006278915,43.82524037805296,0.1569,60.7,51.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,,3.0535,34.1,50.0,86.1,1.3303,,BULLISH,UNKNOWN,,-0.1078,39.44009591961359,18.53206259293202,0.3152,-0.0866,,-0.1063,0.9031,0.4283,,2026-07-27T14:17:48.461503,-0.4955883678990073,5360912.68663,122,1178.6,,False,,,,,,,299.0646546851978,5360.91268663,False,,,,,,,,,,,0.134579094608339,0.13372963233398524,0.2683087269423242,-2.1560026699507566,-0.7209152389540026,0.22545761947700915,-0.7209152389540026,0.02225,0.02218,0.0,,,,2026-07-27T14:18:46.878261,,NEVER,1,0.45,,,,0.0,False,,,,0.5,0.05,SPIKE_CHASE_PROBE,False,,,0,,,,True,,,,,0.02207,0.02141,2026-07-27T14:19:12.879856,2026-07-27T14:44:51.123247,-0.5859,-3.5616,0.43,26.07,,,-2.5246,,,,,,,,,,,,,,,MOMENTUM,2026-07-27T14:18:47.489300,-0.6761,,,,-0.631,-1.127,-1.9385,-2.6148,-3.1558,,,,,,,,,,,,,,,,,,,,,-2.5246,window,,,,,,,,,,,-2.5246,window,,,,,,,,-2.5246,window,,,,,,,-2.5246,,-2.5246,,,,,,,,,,,,,,,,False,,,,False,,,2026-07-27T14:17:48.009170,-0.4055,,,,,,,,,2026-07-27T13:39:28,2026-07-27T14:18:46.886353,STOP_LOSS L1,TAKER_FALLBACK,TAKER,True,,-2.156,
196,,HBARUSDT,LONG,CLOSED,0.06954,0.06912,0.06913,299.0646546851978,1.0,299.0646546851978,4300.613383451219,STRONG_BUY,0.0467,0.0422,0.0108,67.38,34.62,14.4899,13.8992,0.4674,0.4696,,,,30.859064450703446,29.169432660669507,34.18408754866121,24.518935902485055,50.55502417981615,0.1167,46.2,51.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,,3.7317,13.6,79.5,96.0,0.5907,,BEARISH,HEALTHY_BULL,,-0.1971,39.8289046746473,25.374035430708393,0.1919,-0.0682,,-0.0954,0.5228,-0.1838,,2026-07-27T13:45:31.691859,0.09685864250789651,15769391.75227,68,1958.2,,False,,,,,,,299.0646546851978,15769.391752270001,False,,0.0753,,,,,,,,,0.134579094608339,0.1337662786788667,0.2683453732872057,-2.074602994336734,-0.6936971527178656,0.24059605982167687,-0.6936971527178656,0.06977,0.06954,0.0,,,2026-07-27T13:45:31.693507,2026-07-27T14:01:22.916720,,NEVER,1,0.45,,False,,0.0,False,,,,0.5,0.05,SPIKE_CHASE_PROBE,False,,,0,,-2.2359,0.0119,True,,,,,0.06921,0.06911,2026-07-27T14:01:51.240522,2026-07-27T14:01:23.669551,,,,,,,,,,,,,,,,,,,,,,MOMENTUM,,,,,,,,,,,,,,,2026-07-27T13:29:29.628845,-0.5643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-07-27T13:29:13.526691,-0.5643,2026-07-27T13:38:22.701910,-0.1762,2026-07-27T13:29:29.628642,-0.5643,,,,,2026-07-27T12:39:29,2026-07-27T14:01:22.926863,STOP_LOSS L1,TAKER_FALLBACK,TAKER,True,,-2.0746,
195,,STXUSDT,LONG,CLOSED,0.1424,0.1415,0.1416,299.4353438629745,1.0,299.4353438629745,2102.7762911725736,STRONG_BUY,0.0592,0.0592,0.0267,67.38,42.24,35.8685,36.6427,0.3767,0.3781,,,,17.88741523562064,18.894523454780078,52.57764580866868,51.29106431935325,60.09612768232405,0.0741,60.1,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,,1.9089,38.6,40.9,93.3,-0.7741,,NEUTRAL,CHOPPY_FLAT,,-0.0324,24.530510371301286,14.467238053879758,0.2614,-0.2546,,-0.3819,0.4643,0.0164,,,,8432449.2123,96,1253.1,,False,,,,,,,299.4353438629745,8432.4492123,False,,-0.0856,,,,,,,,,0.13474590473833853,0.13389428034041362,0.26864018507875215,-2.1611388471340933,-0.7217380617977611,0.0,-0.7217380617977611,0.1424,0.1424,0.0,,,,2026-07-27T12:13:11.964874,,NEVER,1,0.45,,True,,0.0,False,,,,0.5,0.05,SPIKE_CHASE_PROBE,False,,,0,,2.03,0.3135,True,,,,,0.1416,0.1409,2026-07-27T12:16:51.073071,2026-07-27T12:33:40.365760,-0.6518,-1.1434,3.64,20.46,,,-0.8625,,,,,,,,,,,,,,,MOMENTUM,,,,,,-0.722,-0.8625,-0.722,-0.722,-0.9327,,,,,2026-07-27T11:20:53.534011,-0.09,,,,,,,,,,,,,,,-0.8625,window,,,,,,,,,,,-0.8625,window,,,,,,,,-0.8625,window,,,,,,,-0.8625,,-0.8625,,,,,,,,,,,,,,,,False,,,,False,,,2026-07-27T10:19:58.212875,-0.09,2026-07-27T10:22:46.508533,-0.09,2026-07-27T11:20:53.533808,-0.09,,,,,2026-07-27T10:19:58,2026-07-27T12:13:11.968505,STOP_LOSS L1,TAKER_FALLBACK,TAKER,True,,-2.1611,
194,,INJUSDT,LONG,CLOSED,4.951,4.921,4.922,299.4353438629745,1.0,299.4353438629745,60.47977052372743,VERY_STRONG,0.203,0.0368,0.0799,56.13,62.52,24.1008,25.4332,0.0439,-0.0438,BULLISH,0.0798,0.0259,25.9046,26.7645,62.1,57.5,30.0,0.0874,61.5,56.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.7269,1.2597,36.4,38.6,68.3,-1.3324,2.0,HEALTHY_BULL,HEALTHY_BULL,,-0.0894,18.131444869963364,15.829180068626705,0.3268,0.1602,5e-05,0.2326,0.0729,0.1475,0.0836,2026-07-27T10:14:42.323643,0.09169965663503013,28456819.09,48,1441.1,,False,,,,,,,299.4353438629745,28456.81909,False,,0.0494,2026-07-27T09:48:24.067633,-0.1506,2026-07-27T10:38:52.786647,-0.09,2026-07-27T09:51:57.574671,-0.2515,2026-07-27T10:46:40.993475,-0.4938,0.13474590473833853,0.1339294278362682,0.26867533257460674,-2.083068448286391,-0.6956655221167313,0.27339931327006023,-0.6956655221167313,4.969,4.951,0.0,0.2553,0.217,2026-07-27T10:18:59.760260,2026-07-27T10:59:14.104720,-0.2711,ENDED_NEG,1,0.45,,False,,0.0606,False,,,,0.5,0.05,GMINFLAT_PROBE,False,-0.1505665522116588,,0,,-0.2711,-0.2038,True,,,,,4.945,4.87,2026-07-27T11:35:26.836627,2026-07-27T11:04:52.140708,-0.2112,-1.726,36.21,5.63,0.01,-0.6959,-0.5344,0.0,0.01,-0.6959,4.63,-1.4837,,,0.01,-0.6959,-0.27169965663501217,2026-07-27T09:52:59.513927,,,False,MOMENTUM,2026-07-27T11:01:33.024307,-1.2817,,,,-0.9181,-1.2817,-1.4635,-1.0595,-0.8171,,,,,,,,,,,,,,,,,,,,,-0.5344,window,,,,,,,,,,,-0.5344,window,,,,,,,,-0.5344,window,,,,,,,-0.5344,,-0.5344,,,,,,,,,,,,,,0.26582375429999505,,False,,,,False,,,2026-07-27T09:57:41.996245,-0.09,2026-07-27T10:22:46.505644,0.0513,,,-0.09,0.02,-0.1909,56.87,2026-07-27T09:37:03,2026-07-27T10:59:14.107927,STOP_LOSS L1,TAKER_FALLBACK,TAKER,True,,-2.0831,
193,,ZEREBROUSDT,LONG,CLOSED,0.037709,0.037709,0.037709,299.4353438629745,1.0,299.4353438629745,7940.686410750073,STRONG_BUY,0.0856,0.1114,0.0156,66.44,39.05,14.0233,10.4609,1.202,1.2166,,,,27.371793748759668,26.109582939918756,27.156764273259853,28.608880656299874,35.20010781809566,0.1042,57.9,59.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,,4.293,14.0,76.7,51.3,3.5624,,BEARISH,CHOPPY_FLAT,,-0.0989,52.133656703249564,12.897677493849738,0.7254,-0.0667,,-0.0923,1.3452,-0.1736,,,,1380936.30468,263,570.8,,False,,,,,,,299.4353438629745,1380.9363046800001,False,,0.028,,,,,,,,,0.13474590473833853,0.13474590473833853,0.26949180947667706,-0.26949180947667706,-0.09000000000000001,0.0,-0.09000000000000001,0.037709,0.037709,0.0,,,,,,NEVER,1,0.45,,False,,0.0,False,,,,0.5,0.05,SPIKE_CHASE_PROBE,False,,,0,,1.5803,-0.2892,True,,,,,,,,,-0.09,-0.09,0.0,0.0,0.0,-0.09,-0.09,0.0,,,,,,,,,,,,,,MOMENTUM,,,,,,-0.09,-0.09,-0.09,-0.09,-0.09,,,,,2026-07-27T08:14:21.724556,-0.09,,,,,,,,,,,,,,,-0.09,window,,,,,,,,,,,-0.09,window,,,,,,,,-0.09,window,,,,,,,-0.09,,-0.09,,,,,,,,,,,,,,,,False,,,,False,,,2026-07-27T09:25:32.458482,-0.09,2026-07-27T09:36:09.033073,-0.09,,,,,,,2026-07-27T08:14:21,2026-07-27T11:14:21.460306,NO_EXPANSION,TAKER_FALLBACK,TAKER,True,,-0.2695,
192,,FLOCKUSDT,LONG,CLOSED,0.03175,0.0314,0.03175,299.2142246519228,1.0,299.2142246519228,9424.070067777096,STRONG_BUY,0.0469,0.0264,0.0446,62.32,39.16,34.698,34.9475,0.6794,0.684,,,,32.932141810752164,34.547298655038325,37.90845419312633,37.73839147088477,43.56373699391791,0.1299,65.0,81.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,,2.1185,26.2,66.7,73.2,-0.2495,,BEARISH,HEALTHY_BEAR,,0.1192,32.64684637313046,17.023383949844664,0.4119,0.0538,,0.1267,0.6657,-0.1416,,,,1270842.65141,271,320.7,,False,,,,,,,299.2142246519228,1270.84265141,False,,0.0126,,,,,,,,,0.13464640109336526,0.13316211005769038,0.26780851115105564,-3.5662330348730684,-1.191866141732293,0.0,-1.191866141732293,0.03175,0.03175,0.0,,,,2026-07-27T01:22:10.857781,,NEVER,1,0.45,,False,,0.0,False,,,,0.5,0.05,SPIKE_CHASE_PROBE,False,,,0,,-8.4727,-0.2085,True,,,,,0.03145,0.03133,2026-07-27T01:24:43.482646,2026-07-27T01:27:30.102227,,,,,,,,,,,,,,,,,,,,,,MOMENTUM,,,,,,-1.1294,-1.0664,-1.2869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-07-27T00:41:49,2026-07-27T01:22:10.866221,STOP_LOSS L1,TAKER_FALLBACK,TAKER,True,,-3.5662,
191,,EVAAUSDT,LONG,CLOSED,0.9026,0.9192,0.9199,299.577106871374,1.0,299.577106871374,331.9046165204675,STRONG_BUY,1.068,0.5494,0.3707,85.93,42.82,16.6476,12.1594,3.1727,3.2766,,,,41.69348149135827,43.3622735973102,36.468442421370796,37.14100026791496,63.57897730354065,0.1342,65.1,81.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,,3.4749,33.3,54.8,90.3,4.4882,,BEARISH,HEALTHY_BEAR,,0.2085,62.335314310175214,8.907673591063062,0.68,0.0166,,0.2702,4.229,-0.2201,,2026-07-27T01:26:31.597651,,7654105.91068,97,296.6,,False,,,,,,,299.577106871374,7654.10591068,False,,-0.005,,,,,,,,,0.1348096980921183,0.13728902557752617,0.2720987236696445,5.237517910570136,1.748303789053851,2.434899180146249,-0.820891867937064,0.9254,0.9026,0.0,,,2026-07-27T01:28:03.220269,2026-07-27T01:25:59.399209,,NEVER,1,0.45,,False,,0.0,False,,,,0.5,0.05,SPIKE_CHASE_PROBE,False,,,0,,2.1903,0.0504,True,,,,,0.9255,0.9178,2026-07-27T01:29:35.645577,2026-07-27T01:28:26.169299,,,,,,,,,,,,,,,,,,,,,,MOMENTUM,,,,,,2.2698,2.0261,,,,2026-07-27T01:26:31.620450,,2026-07-27T01:27:01.509626,,2026-07-27T01:22:06.760004,0.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atr,False,,,,False,,,2026-07-27T01:21:52.640442,0.1093,,,2026-07-27T01:22:06.759817,0.1315,,,,,2026-07-27T00:21:55,2026-07-27T01:28:19.121068,RUNNER_TRAIL,TAKER_FALLBACK,TAKER,True,,5.2375,
190,,RECALLUSDT,LONG,CLOSED,0.03997,0.03973,0.03974,299.577106871374,1.0,299.577106871374,7495.048958503227,STRONG_BUY,0.3478,0.1423,0.1073,75.78,52.34,19.4846,16.4256,1.0574,1.0687,,,,57.599663032123935,59.197923148746376,61.045517088352376,57.72644638624672,67.42243608839337,0.1343,79.3,81.6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,W2,,,,4.6942,66.7,19.0,75.5,3.0589,,BULLISH,STRONG_BEAR,,0.4019,44.990931903114735,11.51233665920313,0.4248,0.1653,,0.2815,1.321,0.0413,,,,1028344.67812,304,284.5,,False,,,,,,,299.577106871374,1028.34467812,False,,0.1919,,,,,,,,,0.1348096980921183,0.13400023280459997,0.26880993089671823,-2.0676216809374717,-0.690180135101319,0.010030022516883588,-0.690180135101319,0.04001,0.03997,0.0,,,2026-07-27T00:17:48.863379,2026-07-27T00:30:18.752747,,NEVER,1,0.45,,False,,0.0,False,,,,0.5,0.05,SPIKE_CHASE_PROBE,False,,,0,,-47.5083,-2.8658,True,,,,,0.03996,0.03963,2026-07-27T00:55:12.410352,2026-07-27T00:33:18.296769,-0.115,-0.9406,24.89,2.99,0.0,-0.7155,-0.4152,0.0,,,,,,,0.0,-0.7155,,,,,,MOMENTUM,2026-07-27T00:30:19.379245,-0.7155,,,,-0.6654,-0.7155,-0.6905,-0.7405,-0.2902,,,,,2026-07-27T00:17:23.724237,-0.04,,,,,,,,,,,,,,,-0.4152,window,,,,,,,,,,,-0.4152,window,,,,,,,,-0.4152,window,,,,,,,-0.4152,,-0.4152,,,,,,,,,,,,,,,,False,,,,False,,,2026-07-27T00:17:09.601765,-0.04,,,2026-07-27T00:17:23.724081,-0.04,,,,,2026-07-26T23:43:24,2026-07-27T00:30:18.761808,STOP_LOSS L1,TAKER_FALLBACK,TAKER,True,,-2.0676,
189,,SWARMSUSDT,LONG,CLOSED,0.007044,0.00712,0.007122,298.7907962065359,1.0,298.7907962065359,42417.773453511625,STRONG_BUY,0.1243,0.0593,0.0422,67.06,45.06,15.5345,12.4147,0.5657,0.569,,,,42.73536770097871,39.55595648413549,80.23932764787635,67.03752141800541,78.33110206795156,0.091,74.1,67.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,,3.2716,80.5,12.2,58.9,3.1198,,BULLISH,STRONG_BULL,,0.1313,47.99642365593924,13.501424559448788,0.3255,-0.0299,,-0.0527,0.671,0.3114,,2026-07-26T23:08:45.841095,0.08028109028960616,1063983.195336,294,565.4,,False,,,,,,,298.7907962065359,1063.983195336,False,,0.4479,,,,,,,,,0.13445585829294115,0.13590654614505124,0.2703624044379924,2.9533883780288774,0.9884469051675138,1.3006289040318002,-0.6576036342986954,0.007142,0.007044,0.0,,,2026-07-26T23:28:55.106380,2026-07-26T23:04:15.350623,,NEVER,1,0.45,,True,,0.0,False,,,,0.5,0.05,SPIKE_CHASE_PROBE,False,,,0,,-1.6832,0.5334,True,1.0506,True,1.0,True,0.00712,0.007034,2026-07-26T23:29:01.071893,2026-07-27T00:10:44.852532,0.9889,-0.232,0.0,41.73,,,0.0662,,,,,,,,,,,,,,,MOMENTUM,2026-07-27T00:06:40.718121,0.0662,,,,0.1797,0.1371,0.2507,0.3643,0.1939,2026-07-26T23:28:46.930610,,2026-07-26T23:28:55.093108,,,,2026-07-26T23:30:25.630917,0.0662,2026-07-26T23:30:13.523824,0.0378,2026-07-26T23:30:14.534799,0.0378,2026-07-26T23:30:17.561022,0.0378,2026-07-26T23:30:17.561022,0.0378,2026-07-26T23:30:17.561022,0.0378,2026-07-26T23:36:34.734155,0.0804,0.4688,trailing,28.77,,,,,,,,,,0.0662,window,,,,,,,,0.0662,window,,,,,-1.7976,,0.5344,28.77,0.8754,29.01,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-07-26T22:04:04,2026-07-26T23:29:00.617485,HARD_TP_LADDER L1,TAKER_FALLBACK,TAKER,True,,2.9534,
188,,BANANAUSDT,LONG,CLOSED,3.671,3.728,3.737,298.7907962065359,1.0,298.7907962065359,81.39220817394059,STRONG_BUY,0.0194,0.0445,0.0081,63.87,40.07,15.3543,13.7983,0.3602,0.3615,,,,42.73536770097871,39.55595648413549,80.23932764787635,67.03752141800541,78.33110206795156,0.091,74.1,67.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,,1.9425,80.5,12.2,71.4,1.5561,,BULLISH,BULL_EXHAUSTED,,0.1313,39.227296308319595,18.637267238281343,0.2293,-0.1056,,-0.1209,0.4144,0.3114,,2026-07-26T22:41:48.829734,,1147312.9543,277,710.8,,False,,,,,,,298.7907962065359,1147.3129543000002,False,,0.4799,,,,,,,,,0.13445585829294115,0.13654356843260274,0.2709994267255439,4.368356439189101,1.462011713429594,1.7070661944974201,-0.36228275674202637,3.737,3.671,0.0,,,2026-07-26T22:52:47.889370,2026-07-26T22:11:50.890956,,NEVER,1,0.45,,True,,0.0,False,,,,0.5,0.05,SPIKE_CHASE_PROBE,False,,,0,,-16.3949,-0.0024,True,,,,,3.731,3.716,2026-07-26T22:53:00.742184,2026-07-26T22:59:00.173964,,,,,,,,,,,,,,,,,,,,,,MOMENTUM,,,,,,1.4355,1.3537,1.272,,,2026-07-26T22:44:28.387775,,2026-07-26T22:49:00.597342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atr,False,,,,False,,,,,,,,,,,,,2026-07-26T22:03:40,2026-07-26T22:53:00.325248,RUNNER_TRAIL,TAKER_FALLBACK,TAKER,True,,4.3684,
