id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_multiplier_source,cell_multiplier_capped,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
27,,UNIUSDT,LONG,CLOSED,3.344,3.348,3.349,258.51518789083946,20.0,5170.30375781679,1546.1434682466477,STRONG_BUY,0.1742,0.0651,64.44,18.3424,17.7784,0.1349,0.1351,BULLISH,0.0792,0.0284,33.0285,32.6728,56.8,56.8,0.7036,0.4886,73.9,21.7,100.0,0.5641,1.0,STRONG_BULL,STRONG_BULL,26.30582884707731,15.557398471208932,0.1976,0.1134,0.000506,2.3266366910175553,2.329419749260399,4.656056440277954,1.5285174327086422,0.029563397129186725,0.2089084928229734,-0.1497816985645867,3.354,,0.0,0.2728,0.2199,2026-05-05T07:40:11.784392,2026-05-05T07:29:41.246361,0.05,NEVER,2,0.4,,True,,False,,,,1.0,,False,0.0163,0.2328,True,0.0894,-0.2993,1.05,12.98,21.28,-0.2096,-0.1797,0.0894,1.88,-0.0003,3.18,-0.1498,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-05T07:22:22,2026-05-05T07:44:02.530675,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
26,,ZBTUSDT,LONG,CLOSED,0.192,0.19224,0.19239,258.51518789083946,20.0,5170.30375781679,26928.66540529578,STRONG_BUY,0.2072,0.1091,56.05,16.7801,16.7195,0.1463,0.1465,BULLISH,0.1194,0.0284,33.0285,32.6728,56.8,56.8,0.7036,0.925,73.9,21.7,74.7,0.0607,2.0,STRONG_BULL,STRONG_BULL,25.252972951086623,17.705680294099153,0.4603,-0.3966,0.000506,0.9306546764070222,2.329544986881327,3.260199663288349,3.2026800339823747,0.06194374999999491,0.21291744791666808,-0.16191380208333112,0.19253,,0.0,0.3108,0.338,2026-05-05T07:28:25.798306,2026-05-05T07:22:40.112128,0.0214,NEVER,2,0.4,,True,,False,,,,1.0,,False,0.1154,0.383,False,0.3641,-0.8651,16.65,28.62,18.38,-0.214,-0.7922,0.3641,21.79,-0.5109,3.32,-0.0422,,,,,,,,,,2026-05-05T07:42:31.801463,0.1193,2026-05-05T07:42:36.884375,0.0724,2026-05-05T07:42:40.950728,0.036,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-05T07:22:02,2026-05-05T07:28:50.583685,TRAILING_STOP L2,MAKER,TAKER,True,
25,,BNBUSDT,LONG,CLOSED,628.26,628.11,628.11,258.51518789083946,20.0,5170.30375781679,8.229560624290563,STRONG_BUY,0.0587,0.0259,62.56,19.5229,19.0616,0.056,0.056,BULLISH,0.0311,0.0284,33.0285,32.6728,56.8,56.8,0.7036,0.8018,73.9,21.7,76.6,0.4613,1.0,STRONG_BULL,STRONG_BEAR,24.52888753615936,14.555019612955858,0.0869,0.0302,0.000506,2.3266366910175553,2.3260811956754157,4.652717886692971,-5.887151980336368,-0.1138647216120678,0.07228010696208287,-0.1138647216120678,629.28,,0.0,0.1043,0.0894,2026-05-05T07:39:36.462483,2026-05-05T07:55:36.725762,-0.0724,ENDED_NEG,1,0.2,,True,,False,,,,1.0,,False,-0.0724,-0.0284,True,0.0835,-0.1998,19.09,4.97,1.7,-0.1425,-0.0279,0.0,0.01,-0.1139,2.84,-0.1569,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-05T07:47:46.098590,-0.0311,2026-05-05T07:48:56.501424,-0.02,2026-05-05T07:55:41.636487,-0.1139,-0.0677,25.43,-0.0645,9.23,2026-05-05T07:21:48,2026-05-05T07:55:41.637470,REGIME_CHANGE L1,TAKER_FALLBACK,TAKER,True,
24,,LTCUSDT,LONG,CLOSED,55.139,55.15,55.15,253.7955817177554,20.0,5075.911634355108,92.05665018145247,STRONG_BUY,0.1196,0.0449,60.48,19.0616,17.7729,0.0769,0.0769,BULLISH,0.0587,0.0786,32.4697,30.7658,76.2,68.6,0.9683,0.494,65.2,30.4,83.3,1.2887,1.0,BULL_EXHAUSTED,CHOPPY_FLAT,27.032052465481943,12.77513203705429,0.154,0.0069,0.001173,0.9136640941839195,2.284615915878197,3.1982800100621165,-2.1856568580665368,-0.04305939534631444,0.1744744736030763,-0.31497673153303996,55.27,,0.0,0.178,0.129,2026-05-05T05:39:33.149891,,,RECOVERED,1,0.2,,True,,False,,,,1.0,,False,0.002,0.0343,True,0.0839,-0.3514,8.42,39.25,14.76,-0.1156,-0.17,0.0839,14.76,-0.1156,12.51,-0.0249,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-05T02:51:12.528187,-0.2787,2026-05-05T02:51:24.631517,-0.2606,,,-0.1518,6.85,-0.2062,7.97,2026-05-05T02:05:43,2026-05-05T06:05:43.940013,NO_EXPANSION,MAKER,TAKER,True,
23,,DOTUSDT,LONG,CLOSED,1.236,1.239,1.24,251.35523958585378,20.0,5027.104791717075,4067.2368865024882,VERY_STRONG,0.2226,0.0687,64.34,24.7652,22.9422,0.2184,0.2189,BULLISH,0.0841,0.0624,30.135,29.2263,69.9,67.7,1.477,0.8103,58.7,37.0,92.9,1.823,2.0,STRONG_BULL,BULL_EXHAUSTED,25.604814778636893,8.887967627189436,0.2939,0.0797,0.001173,0.9048788625090737,2.2676879260694625,3.172566788578536,9.029143870929392,0.1796092233009801,0.3413487055016275,-0.3864789644012948,1.241,,0.0,0.4728,0.177,2026-05-05T02:04:53.796490,2026-05-05T02:01:05.483558,-0.1785,RECOVERED,2,0.4,,True,,False,,,,1.0,,False,0.3122,0.177,True,0.5033,-0.3057,21.2,44.58,42.59,-0.063,-0.3057,0.5033,8.75,0.0179,15.54,-0.063,,,,,,,,2026-05-05T02:39:57.881099,0.1797,2026-05-05T02:06:25.985583,0.0988,2026-05-05T02:29:20.820806,0.1797,2026-05-05T02:06:25.985583,0.0988,,,2026-05-05T02:27:28.869408,0.2606,2026-05-05T02:27:27.853107,0.1797,False,,,,False,,,,,,,,,,,-0.2247,5.64,2026-05-05T01:54:22,2026-05-05T02:04:55.984993,TRAILING_STOP L2,MAKER,TAKER,True,
22,,XRPUSDT,LONG,CLOSED,1.397,1.3993,1.3993,251.35523958585378,20.0,5027.104791717075,3598.500208816804,STRONG_BUY,0.1038,0.0251,62.93,21.3886,20.92,0.0871,0.0872,BULLISH,0.0387,0.0624,30.135,29.2263,69.9,67.7,1.477,0.6921,58.7,37.0,96.4,0.4686,2.0,STRONG_BULL,STRONG_BULL,25.673426044318443,14.604628516804837,0.1268,0.0511,0.001173,0.9048788625090737,2.2659216039888093,3.170800466497883,5.105750013780654,0.10156442376520894,0.45931317108089365,-0.14885969935576876,1.4043,,0.0,,,,,,ENDED_NEG,3,0.6000000000000001,,True,,False,,,,1.0,,False,-0.0498,-0.0932,True,0.7316,0.0587,41.79,5.98,9.01,0.0658,0.7101,0.209,0.0,0.1016,6.74,0.0945,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-05T02:51:08.501693,0.166,2026-05-05T02:51:24.629381,0.166,,,-0.1059,7.92,-0.0916,3.43,2026-05-05T01:54:20,2026-05-05T02:57:36.191782,RSI_HANDOFF_EXIT L3,MAKER,TAKER,True,
21,,SUIUSDT,LONG,CLOSED,0.932,0.9368,0.9368,492.40428703938085,20.0,9848.085740787617,10566.615601703452,STRONG_BUY,0.0762,0.0217,57.27,17.862,17.8014,0.066,0.066,BULLISH,0.0296,0.0532,29.1416,28.3615,68.3,61.5,1.0504,0.8995,56.5,39.1,78.0,0.0606,2.0,STRONG_BULL,BULL_EXHAUSTED,21.843356569282317,14.97655882389993,0.1911,-0.0119,-0.000432,1.7726554333417712,4.4544624730541065,6.227117906395877,44.4926369817798,0.4517896995708064,0.7842580472102904,-0.08444957081546019,0.9399,,0.0,0.256,0.1815,2026-05-05T02:39:28.320720,2026-05-05T01:49:29.582107,0.0338,ENDED_NEG,4,0.8,,True,,False,,,,2.0,BTC_65-70_25-30,False,-0.1235,0.1083,True,,,,,,,,,,,,,,,,2026-05-05T02:25:00.636910,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,0.4518,57.82,0.0335,9.18,2026-05-05T01:48:35,2026-05-05T02:46:24.338177,RSI_HANDOFF_EXIT L4,MAKER,TAKER,True,
20,,UNIUSDT,LONG,CLOSED,3.298,3.304,3.305,243.93512936098767,20.0,4878.702587219754,1479.2912635596585,VERY_STRONG,0.1784,0.0442,61.4,24.7559,23.8082,0.0686,0.0686,BULLISH,0.0675,0.0431,28.3263,28.1898,63.2,62.0,0.9965,1.2591,45.7,39.1,89.3,0.9477,1.0,STRONG_BULL,STRONG_BULL,22.279227794720416,10.227286315322646,0.1987,0.0951,-0.000432,2.195416164248889,2.1994102506605,4.394826414909389,4.480921166448242,0.09184657368101225,0.24338538508187146,-0.2112310491206793,3.309,,0.0,0.3169,0.2093,2026-05-05T01:53:12.292096,2026-05-05T01:44:55.188167,0.0382,NEVER,2,0.4,,True,,False,,,,1.0,,False,0.166,0.2093,True,0.7893,-0.09,31.82,6.85,,,0.7287,,6.88,-0.09,3.51,0.0616,,,,,,,,,,2026-05-05T02:06:39.270830,0.2739,,,2026-05-05T02:06:23.945517,0.3042,,,2026-05-05T02:06:39.270830,0.2739,2026-05-05T02:06:54.569624,0.2739,False,,,,False,,,,,,,,,,,,,2026-05-05T01:44:02,2026-05-05T01:54:15.114793,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
19,,1000PEPEUSDT,LONG,CLOSED,0.0040151,0.004029,0.0040291,243.93512936098767,20.0,4878.702587219754,1215088.68701147,STRONG_BUY,0.2007,0.0488,61.21,15.641,15.0271,0.097,0.0971,BULLISH,0.0724,0.0424,28.3263,28.1898,62.8,62.0,0.8616,0.9073,45.7,39.1,80.0,0.6139,0.0,STRONG_BULL,STRONG_BULL,23.422138652052908,14.470993252905117,0.2462,0.0848,-0.000432,2.195416164248889,2.2030165439861453,4.398432708235035,12.491300041224218,0.25603733406390505,0.4078954446962729,-0.1696632711514054,0.0040351,,0.0,0.4359,0.1954,2026-05-05T01:53:16.213938,2026-05-05T01:45:25.836151,-0.016,RECOVERED,2,0.4,,True,,False,,,,1.0,,False,0.2852,0.1954,True,0.5177,0.0271,31.89,6.83,,,0.3583,,18.27,0.2811,5.72,0.1068,,,,,,,,,,2026-05-05T02:07:13.973953,0.1516,2026-05-05T02:07:26.286424,0.1441,2026-05-05T02:07:12.951266,0.1715,2026-05-05T02:07:26.286424,0.1441,2026-05-05T02:07:11.931003,0.174,2026-05-05T02:07:09.890974,0.1889,False,,,,False,,,,,,,,,,,,,2026-05-05T01:42:35,2026-05-05T01:54:17.057233,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
18,,ORDIUSDT,LONG,CLOSED,5.119,5.125,5.127,483.5352282666196,20.0,9670.704565332391,1889.1784655855424,STRONG_BUY,0.3537,0.1128,64.68,19.406,18.7257,0.2482,0.2488,BULLISH,0.1721,0.0532,28.1611,28.0705,65.0,59.3,0.9077,0.636,54.3,37.0,91.1,0.6804,3.0,STRONG_BULL,STRONG_BULL,23.13715235549642,12.94394664863778,0.4201,0.0666,-0.000432,1.7407268217598306,4.356917836256657,6.097644658016487,5.237426135497198,0.05415764797812518,0.21036784528228625,-0.1215788239890626,5.133,,0.0,0.3685,0.3065,2026-05-05T01:43:55.940842,2026-05-05T01:38:02.441905,0.1702,NEVER,1,0.2,,True,,False,,,,2.0,BTC_65-70_25-30,False,0.2065,0.313,False,0.7965,-0.2974,2.51,17.53,,,0.4254,,16.22,-0.1607,5.92,0.1324,,,,,,,,2026-05-05T01:48:08.684986,0.5035,2026-05-05T01:48:12.751671,0.5035,2026-05-05T01:48:13.764526,0.5231,2026-05-05T01:48:36.097996,0.4254,2026-05-05T01:48:36.097996,0.4254,2026-05-05T01:48:42.189041,0.3472,2026-05-05T01:48:53.348914,0.3277,False,,,,False,,,,,,,,,,,,,2026-05-05T01:37:45,2026-05-05T01:44:54.782717,TRAILING_STOP L1,MAKER,TAKER,True,
17,,ETHUSDT,LONG,CLOSED,2354.61,2357.31,2357.51,222.50898509131184,20.0,4450.179701826237,1.8899859007760251,STRONG_BUY,0.0789,0.0425,59.01,18.6613,17.8678,0.0761,0.0761,BULLISH,0.043,0.0372,22.7973,22.1782,56.8,57.5,0.7669,0.7397,47.8,37.0,93.5,0.7935,2.0,HEALTHY_BULL,STRONG_BULL,27.824565328321153,15.322262530708327,0.1327,-0.0601,0.001038,0.8010323463287227,2.0048771986912493,2.805909545019972,2.2970523870749524,0.0516170703428516,0.20231729246032248,-0.12158205817524385,2360.86,,0.0,0.119,0.0711,2026-05-05T01:24:08.931881,,,ENDED_NEG,2,0.4,,True,,False,,,,1.0,,False,-0.0735,0.0669,True,0.6768,-0.0282,33.38,1.5,,,0.5154,,0.01,0.0504,26.11,0.1871,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-05T01:17:45.262823,0.1471,2026-05-05T01:18:00.474004,0.1183,,,0.1314,43.56,0.0512,10.18,2026-05-05T00:47:25,2026-05-05T01:31:38.692762,TRAILING_STOP L2,MAKER,TAKER,True,
16,,BNBUSDT,LONG,CLOSED,624.87,626.0,626.01,222.50898509131184,20.0,4450.179701826237,7.121768850842955,STRONG_BUY,0.0547,0.0295,57.27,20.7453,20.3959,0.051,0.0511,BULLISH,0.0382,0.037,22.5571,21.6428,54.1,55.7,0.764,1.0107,43.5,34.8,85.1,0.3494,3.0,HEALTHY_BULL,BULL_EXHAUSTED,29.047122428941858,17.32182497926006,0.0995,-0.0433,0.001038,0.8010323463287227,2.0062022852824604,2.807234631611183,5.240364169841324,0.11775623729735714,0.26971944564470063,-0.13978141053339388,626.95,,0.0,0.1853,0.0125,2026-05-05T02:39:32.104175,,,ENDED_NEG,2,0.4,,True,,False,,,,1.0,,False,-0.0096,0.0553,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-05T01:17:45.260742,0.0602,2026-05-05T01:18:00.472432,0.0538,,,-0.0422,9.09,-0.0518,15.87,2026-05-05T00:41:44,2026-05-05T02:42:45.042597,TRAILING_STOP L2,MAKER,TAKER,True,
15,,UNIUSDT,LONG,CLOSED,3.285,3.293,3.294,222.50898509131184,20.0,4450.179701826237,1354.6970172987021,STRONG_BUY,0.0662,0.0469,56.91,17.9414,17.3642,0.1291,0.1293,BULLISH,0.0335,0.0216,21.6697,20.6868,58.5,58.5,0.7974,0.7773,41.3,41.3,82.6,0.5773,2.0,HEALTHY_BULL,STRONG_BULL,24.158807464781514,14.357808767804295,0.206,-0.1077,0.001038,2.0025808658218067,2.007457775084082,4.010038640905888,6.827537497483739,0.15342161339421634,0.3055601217655981,-0.2421385083713953,3.298,,0.0,0.2038,0.0673,2026-05-05T01:37:06.349475,,,RECOVERED,2,0.4,,True,,False,,,,1.0,,False,0.0422,0.0775,True,1.0363,0.1231,44.94,1.4,,,1.0363,,21.06,0.3057,17.69,0.4579,,,,,,,,,,2026-05-05T01:45:05.800104,0.184,,,2026-05-05T02:06:23.945517,0.7015,,,2026-05-05T02:06:39.270830,0.671,2026-05-05T02:06:54.569624,0.671,False,,,,False,,,2026-05-05T01:17:48.301477,0.0926,2026-05-05T01:18:00.470842,0.0926,,,-0.1813,4.54,-0.0291,21.54,2026-05-05T00:37:12,2026-05-05T01:40:04.194541,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
14,,AAVEUSDT,LONG,CLOSED,92.449,92.88,92.88,222.50898509131184,20.0,4450.179701826237,48.136591005053994,STRONG_BUY,0.0932,0.0374,56.66,20.3265,19.5549,0.0984,0.0985,BULLISH,0.037,0.0216,21.6697,20.6868,58.5,58.5,0.7974,0.6549,41.3,41.3,86.1,0.7716,3.0,HEALTHY_BULL,STRONG_BULL,25.41368786248167,13.577166711621794,0.2091,-0.031,0.001038,0.8010323463287227,2.011916957647237,2.8129493039759597,17.933921419202186,0.4029931962487397,0.5003003601985969,-0.22409741587253612,92.97,,0.0,0.2183,0.2556,2026-05-05T01:23:38.135074,,,RECOVERED,3,0.6000000000000001,,True,,False,,,,1.0,,False,0.0389,0.1382,True,,,,,,,,,,,,,,,,2026-05-05T01:23:38.135093,0.19756696124349607,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-05T01:17:47.285411,0.4246,2026-05-05T01:18:00.468930,0.4246,,,-0.0727,3.73,-0.1808,6.01,2026-05-05T00:36:52,2026-05-05T01:30:58.538526,RSI_HANDOFF_EXIT L3,MAKER,TAKER,True,
13,,PENGUUSDT,LONG,CLOSED,0.010171,0.010332,0.010332,222.50898509131184,20.0,4450.179701826237,437536.1028243277,STRONG_BUY,0.137,0.0689,56.9,19.5801,18.8178,0.1313,0.1315,BULLISH,0.0849,0.0216,21.6697,20.6868,58.5,58.5,0.7974,0.746,41.3,41.3,64.0,0.7623,2.0,HEALTHY_BULL,STRONG_BULL,31.246465242500122,17.014387806737304,0.4088,0.0741,0.001038,2.0025808658218067,2.034280356471429,4.036861222293236,66.40645133242339,1.4922195457673748,2.091694032051912,-0.23741175892242047,0.010393,,0.0,0.8343,0.9502,2026-05-05T01:17:47.067476,,,RECOVERED,10,2.0,,True,,False,,,,1.0,,False,0.1017,0.4089,True,,,,,,,,,,,,,,,,2026-05-05T01:17:44.683169,,2026-05-05T01:17:44.683179,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-05T01:17:45.257498,1.8951,2026-05-05T01:18:00.466819,1.9443,,,1.4922,55.53,-0.1883,14.25,2026-05-05T00:36:34,2026-05-05T01:32:05.886891,RSI_HANDOFF_EXIT L10,TAKER_FALLBACK,TAKER,True,
12,,AXLUSDT,SHORT,CLOSED,0.0819,0.08283,0.08246,233.09651930133586,20.0,4661.930386026717,56922.22693561315,STRONG_BUY,0.5817,0.1359,32.59,28.8487,27.6975,0.2845,-0.2837,BEARISH,-0.2202,-0.0806,25.3566,24.9167,30.5,31.6,0.7675,1.2373,17.4,78.3,12.9,1.1512,4.0,HEALTHY_BEAR,HEALTHY_BEAR,10.735669640649478,27.479233215684296,0.5318,-0.7867,2e-06,0.8391474694848091,2.1216906256845767,2.960838095169386,-55.89850914528963,-1.1990421245421248,0.03472405372404974,-1.1990421245421248,,0.08182,0.0,0.2968,-0.2504,2026-05-04T23:46:06.764996,2026-05-05T00:00:15.474113,-0.8668,ENDED_NEG,1,0.2,,True,,False,,,,1.0,,False,-0.8668,-0.0242,True,4.9065,-1.1985,0.0,17.43,,,3.1238,,0.0,-1.1497,30.36,2.8918,,,,,,,,2026-05-05T00:06:53.128905,2.5499,2026-05-05T00:06:54.133565,2.5622,2026-05-05T00:06:54.133565,2.5622,2026-05-05T00:07:01.172473,2.0982,2026-05-05T00:07:01.172473,2.0982,2026-05-05T00:07:01.172473,2.0982,2026-05-05T00:07:45.410527,2.2691,True,-0.8937,2026-05-05T00:00:04.213394,WIDE_SL,False,,,,,,,,,-0.9914,14.66,-0.5272,4.51,2026-05-04T23:45:25,2026-05-05T00:00:15.476842,FL_EMERGENCY_SL L1,MAKER,TAKER,True,
11,,AXLUSDT,SHORT,CLOSED,0.082,0.08183,0.08182,231.17942165831565,20.0,4623.588433166313,56385.22479471113,STRONG_BUY,0.546,0.1196,34.24,28.7425,27.6975,0.1865,-0.1862,BEARISH,-0.2064,-0.0669,24.9457,24.4826,31.2,34.4,0.8536,0.8796,19.6,78.3,20.2,1.045,4.0,HEALTHY_BEAR,HEALTHY_BEAR,11.370250289844977,28.06040866329228,0.5013,-0.7811,2e-06,0.8322459179699364,2.0763013252280453,2.9085472431979817,6.676940971903107,0.1444103658536628,0.3030182926829373,-0.1606048780487765,,0.0817,0.0,0.4686,-0.226,2026-05-04T23:43:23.209590,2026-05-04T23:41:44.346892,0.0441,NEVER,2,0.4,,True,,False,,,,1.0,,False,0.309,-0.226,False,5.0224,-1.0508,16.61,33.98,,,3.7419,,16.37,-0.8923,3.97,-0.185,,,,,,,,2026-05-05T00:06:53.128905,2.6687,2026-05-04T23:44:23.273166,0.0346,2026-05-05T00:06:54.133565,2.6809,2026-05-05T00:07:01.172473,2.2175,2026-05-05T00:07:01.172473,2.2175,2026-05-05T00:07:01.172473,2.2175,2026-05-05T00:07:44.406343,2.4858,False,,,,False,,,,,,,,,,,,,2026-05-04T23:40:34,2026-05-04T23:43:42.288066,TRAILING_STOP L2,MAKER,TAKER,True,
10,,1000PEPEUSDT,LONG,CLOSED,0.0040168,0.0040017,0.0040017,246.2724375124385,20.0,4925.44875024877,1226212.096755818,STRONG_BUY,0.1247,0.0392,56.61,16.2355,16.2207,0.0898,0.0899,BULLISH,0.0524,0.0611,35.4785,33.844,67.7,65.1,0.4249,0.5474,65.2,23.9,90.7,0.0148,2.0,STRONG_BULL,STRONG_BEAR,24.770642054390105,17.780611358326944,0.2365,0.0311,5.1e-05,2.2164519376119465,2.208119826414491,4.424571764026437,-22.940374425038875,-0.46575196673968483,0.0,-0.5279625572595206,0.0040169,,0.0,,,,2026-05-04T22:37:24.333719,-0.2119,ENDED_NEG,1,0.2,,False,,False,,,,1.0,,False,-0.1284,-0.1921,True,-0.4659,-1.0958,0.0,30.89,0.0,-0.4659,-0.8543,0.0,0.0,-0.4659,3.94,-0.6078,,,,,,,,,,,,,,,,,,,,,,True,-0.5006,2026-05-04T22:37:22.113521,SIGNAL_LOST,False,,,2026-05-04T22:30:21.808677,-0.299,,,2026-05-04T22:40:33.264801,-0.4658,-0.2094,4.52,-0.4185,14.67,2026-05-04T22:17:24,2026-05-04T22:40:33.265621,FL_REGIME_CHANGE L1,TAKER_FALLBACK,TAKER,True,
9,,ETHUSDT,LONG,CLOSED,2360.18,2355.48,2355.48,486.25583182689087,20.0,9725.116636537818,4.120497858865773,VERY_STRONG,0.122,0.0581,63.65,22.7984,22.7146,0.1052,0.1053,BULLISH,0.0639,0.0672,21.0223,19.4987,61.9,59.5,0.5679,0.7365,73.9,23.9,93.8,0.0838,3.0,HEALTHY_BULL,STRONG_BEAR,26.624960087744586,16.35736531290579,0.15,-0.0405,5.1e-05,1.7505209945768072,4.367587633470517,6.118108628047325,-25.484448564715706,-0.26204774212135595,0.13985929463006908,-0.2717883763102745,2364.97,,0.0,0.1624,0.0558,2026-05-04T22:01:35.261500,2026-05-04T22:38:18.909440,-0.1193,ENDED_NEG,1,0.2,,False,,False,,,,2.0,BTC_60-65_20-25,False,-0.0924,-0.1181,True,-0.141,-0.6002,9.42,30.95,0.01,-0.2621,-0.532,0.0,0.01,-0.2621,14.06,-0.3164,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-04T22:30:21.807260,-0.1248,,,2026-05-04T22:40:32.932024,-0.262,-0.0672,22.62,-0.0134,20.36,2026-05-04T21:35:16,2026-05-04T22:40:32.932804,REGIME_CHANGE L1,MAKER,TAKER,True,
8,,BTCUSDT,LONG,CLOSED,80190.8,80106.1,80106.1,243.12791591344543,20.0,4862.558318268909,0.060637358877438666,STRONG_BUY,0.1226,0.0529,62.24,19.513,17.873,0.0783,0.0784,BULLISH,0.06,0.06,19.513,17.873,62.2,66.2,0.5054,0.9974,71.7,19.6,82.7,1.64,1.0,HEALTHY_BULL,STRONG_BEAR,32.531427963098295,13.667024877640701,0.1289,0.0137,5.1e-05,0.8752604972884036,2.1858400502873954,3.061100547575799,-8.197084844494677,-0.1685755585428716,0.1518905111309454,-0.2098335395082764,80363.2,,0.0,0.089,0.0585,2026-05-04T22:16:23.211467,2026-05-04T22:37:19.287939,-0.1394,ENDED_NEG,1,0.2,,False,,False,,,,1.0,,False,-0.0819,-0.1125,True,-0.0974,-0.5064,9.34,44.23,0.01,-0.1686,-0.4935,0.0,0.01,-0.1686,14.07,-0.2221,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-04T22:30:21.804622,-0.018,,,2026-05-04T22:40:32.601782,-0.1686,-0.0442,2.27,-0.0409,11.35,2026-05-04T21:28:26,2026-05-04T22:40:32.602731,REGIME_CHANGE L1,MAKER,TAKER,True,
7,,LTCUSDT,LONG,CLOSED,55.299,54.93,54.93,243.12791591344543,20.0,4862.558318268909,87.93212026020197,STRONG_BUY,0.1124,0.0519,64.49,19.4455,17.8929,0.0853,0.0853,BULLISH,0.0586,0.0645,19.513,17.873,65.7,66.2,0.4642,0.6787,73.9,19.6,87.1,1.5526,1.0,HEALTHY_BULL,STRONG_BEAR,35.25995595406189,15.245068285481539,0.1206,-0.0272,5.1e-05,0.8752604972884036,2.1735501146518024,3.048810611940206,-35.49576298795471,-0.7299812293169854,0.011109025479672184,-0.7842073455216205,55.34,,0.0,0.1391,0.1522,2026-05-04T21:33:40.319781,2026-05-04T22:29:03.255445,-0.2902,ENDED_NEG,1,0.2,,False,,False,,,,1.0,,False,-0.1215,-0.2495,True,-0.459,-0.7484,9.27,0.24,0.02,-0.7122,-0.7303,0.0,0.57,-0.7484,19.69,-0.6037,,,,,,,,,,,,,,,,,,,,,,True,-0.5131,2026-05-04T22:21:15.640694,SIGNAL_LOST,False,,,2026-05-04T22:30:21.802627,-0.73,,,2026-05-04T22:40:32.193147,-0.73,-0.1154,13.63,-0.0793,12.5,2026-05-04T21:27:17,2026-05-04T22:40:32.194301,FL_REGIME_CHANGE L1,MAKER,TAKER,True,
