ts,pair,ms,gate,covered
2026-08-20 21:35:48,SUIUSDT,1787261748000,1H_SLOPEMAX,True
2026-08-20 21:35:57,HEMIUSDT,1787261757000,1H_SLOPEMAX,True
2026-08-20 21:42:36,AVAXUSDT,1787262156000,1H_SLOPEMAX,True
2026-08-20 21:46:23,XMRUSDT,1787262383000,DEADBAND5M,True
2026-08-20 21:50:55,DOGEUSDT,1787262655000,DEADBAND5M,True
2026-08-20 21:51:18,AAVEUSDT,1787262678000,DEADBAND5M,True
2026-08-20 21:51:19,ORDIUSDT,1787262679000,DEADBAND5M,True
2026-08-20 21:52:43,ADAUSDT,1787262763000,DEADBAND5M,True
2026-08-20 21:52:51,NEARUSDT,1787262771000,DEADBAND5M,True
2026-08-20 21:55:58,XRPUSDT,1787262958000,DEADBAND5M,True
2026-08-20 21:56:00,PUMPUSDT,1787262960000,DEADBAND5M,True
2026-08-20 21:57:50,TAOUSDT,1787263070000,DEADBAND5M,True
2026-08-20 21:58:05,1000SHIBUSDT,1787263085000,DEADBAND5M,True
2026-08-20 22:03:04,ONDOUSDT,1787263384000,DEADBAND5M,False
2026-08-20 22:03:12,DOTUSDT,1787263392000,DEADBAND5M,False
2026-08-20 22:06:19,WLDUSDT,1787263579000,DEADBAND5M,False
2026-08-20 22:11:27,LITUSDT,1787263887000,DEADBAND5M,False
2026-08-20 22:18:22,ASTERUSDT,1787264302000,DEADBAND5M,False
2026-08-20 22:19:57,BCHUSDT,1787264397000,DEADBAND5M,False
2026-08-20 22:21:45,HEMIUSDT,1787264505000,DEADBAND5M,False
2026-08-20 22:26:38,ACEUSDT,1787264798000,DEADBAND5M,False
2026-08-20 22:37:14,ORDIUSDT,1787265434000,1H_SLOPEMAX,False
2026-08-20 22:37:22,GPSUSDT,1787265442000,1H_SLOPEMAX,False
2026-08-20 22:40:22,LINKUSDT,1787265622000,DEADBAND5M,False
2026-08-20 22:40:38,AAVEUSDT,1787265638000,DEADBAND5M,False
2026-08-20 22:43:37,XRPUSDT,1787265817000,DEADBAND5M,False
2026-08-20 22:44:02,REDUSDT,1787265842000,DEADBAND5M,False
2026-08-20 22:47:12,TAOUSDT,1787266032000,ADX<15,False
2026-08-20 22:49:01,ONDOUSDT,1787266141000,ADX<15,False
2026-08-20 22:55:36,1000PEPEUSDT,1787266536000,ADX<15,False
2026-08-20 23:00:45,PUMPUSDT,1787266845000,ADX<15,False
2026-08-20 23:04:26,NEIROUSDT,1787267066000,ADX<15,False
2026-08-20 23:11:09,AVAXUSDT,1787267469000,1H_SLOPEMAX,False
2026-08-20 23:16:13,ACEUSDT,1787267773000,1H_SLOPEMAX,False
2026-08-20 23:21:18,ETHUSDT,1787268078000,1H_SLOPEMAX,False
2026-08-20 23:21:26,ADAUSDT,1787268086000,1H_SLOPEMAX,False
2026-08-20 23:23:02,DOGEUSDT,1787268182000,1H_SLOPEMAX,False
2026-08-20 23:23:18,PAXGUSDT,1787268198000,1H_SLOPEMAX,False
2026-08-20 23:31:37,HYPEUSDT,1787268697000,CROSS70,False
2026-08-20 23:31:46,XLMUSDT,1787268706000,CROSS70,False
2026-08-20 23:33:44,TUTUSDT,1787268824000,CROSS70,False
2026-08-20 23:35:01,XRPUSDT,1787268901000,1H_SLOPEMAX,True
2026-08-20 23:35:02,SOLUSDT,1787268902000,1H_SLOPEMAX,True
2026-08-20 23:35:11,LITUSDT,1787268911000,1H_SLOPEMAX,True
2026-08-20 23:35:28,1000SHIBUSDT,1787268928000,1H_SLOPEMAX,True
2026-08-20 23:35:29,FARTCOINUSDT,1787268929000,1H_SLOPEMAX,True
2026-08-20 23:36:52,SUIUSDT,1787269012000,1H_SLOPEMAX,True
2026-08-20 23:36:53,LINKUSDT,1787269013000,1H_SLOPEMAX,True
2026-08-20 23:36:53,WLDUSDT,1787269013000,1H_SLOPEMAX,True
2026-08-20 23:37:00,UNIUSDT,1787269020000,1H_SLOPEMAX,True
2026-08-20 23:37:02,ONDOUSDT,1787269022000,1H_SLOPEMAX,True
2026-08-20 23:37:03,PENGUUSDT,1787269023000,1H_SLOPEMAX,True
2026-08-20 23:37:09,ORDIUSDT,1787269029000,1H_SLOPEMAX,True
2026-08-20 23:37:11,DOTUSDT,1787269031000,1H_SLOPEMAX,True
2026-08-20 23:38:26,BTCUSDT,1787269106000,1H_SLOPEMAX,True
2026-08-20 23:40:43,GPSUSDT,1787269243000,1H_SLOPEMAX,True
2026-08-20 23:45:20,1000PEPEUSDT,1787269520000,1H_SLOPEMAX,True
2026-08-20 23:51:00,BIOUSDT,1787269860000,1H_SLOPEMAX,True
2026-08-20 23:55:54,BCHUSDT,1787270154000,1H_SLOPEMAX,True
2026-08-21 00:04:13,BOMEUSDT,1787270653000,1H_SLOPEMAX,True
2026-08-21 00:07:45,ADAUSDT,1787270865000,1H_SLOPEMAX,True
2026-08-21 00:09:19,ETHUSDT,1787270959000,1H_SLOPEMAX,True
2026-08-21 00:09:20,DOGEUSDT,1787270960000,1H_SLOPEMAX,True
2026-08-21 00:19:49,TAOUSDT,1787271589000,CROSS70,True
2026-08-21 00:20:03,LTCUSDT,1787271603000,CROSS70,True
2026-08-21 00:21:22,HYPEUSDT,1787271682000,CROSS70,True
2026-08-21 00:21:31,LITUSDT,1787271691000,CROSS70,True
2026-08-21 00:21:47,1000SHIBUSDT,1787271707000,CROSS70,True
2026-08-21 00:23:19,UNIUSDT,1787271799000,CROSS70,True
2026-08-21 00:23:30,DOTUSDT,1787271810000,CROSS70,True
2026-08-21 00:26:29,XRPUSDT,1787271989000,CROSS70,True
2026-08-21 00:28:22,XLMUSDT,1787272102000,CROSS70,True
2026-08-21 00:28:37,PEOPLEUSDT,1787272117000,CROSS70,True
2026-08-21 00:30:04,WLDUSDT,1787272204000,CROSS70,True
2026-08-21 00:30:12,ONDOUSDT,1787272212000,CROSS70,True
2026-08-21 00:32:03,ORDIUSDT,1787272323000,CROSS70,True
2026-08-21 00:32:10,FARTCOINUSDT,1787272330000,CROSS70,True
2026-08-21 00:40:41,XMRUSDT,1787272841000,ADX>40,True
2026-08-21 00:54:29,TUTUSDT,1787273669000,ADX>40,True
2026-08-21 00:57:53,AAVEUSDT,1787273873000,ADX>40,True
2026-08-21 01:00:56,BOMEUSDT,1787274056000,ADX>40,True
2026-08-21 01:08:10,REDUSDT,1787274490000,ADX>40,True
2026-08-21 01:12:56,XRPUSDT,1787274776000,ADX>40,True
2026-08-21 01:14:48,XLMUSDT,1787274888000,ADX>40,True
2026-08-21 01:16:21,HYPEUSDT,1787274981000,ADX>40,True
2026-08-21 01:16:45,PEOPLEUSDT,1787275005000,ADX>40,True
2026-08-21 01:16:46,DOTUSDT,1787275006000,ADX>40,True
2026-08-21 01:19:55,SUIUSDT,1787275195000,ADX>40,True
2026-08-21 01:20:13,1000SHIBUSDT,1787275213000,ADX>40,True
2026-08-21 01:20:14,WLFIUSDT,1787275214000,ADX>40,True
2026-08-21 01:21:47,ONDOUSDT,1787275307000,ADX>40,True
2026-08-21 01:23:32,BCHUSDT,1787275412000,ADX>40,True
2026-08-21 01:27:07,XMRUSDT,1787275627000,ADX>40,True
2026-08-21 01:28:38,NEARUSDT,1787275718000,ADX>40,True
2026-08-21 01:28:47,LTCUSDT,1787275727000,ADX>40,True
2026-08-21 01:30:25,PENGUUSDT,1787275825000,ADX>40,True
2026-08-21 01:30:32,ORDIUSDT,1787275832000,ADX>40,True
2026-08-21 01:35:48,SKYAIUSDT,1787276148000,ADX>40,True
2026-08-21 01:40:24,1000PEPEUSDT,1787276424000,ADX>40,True
2026-08-21 01:50:48,WLDUSDT,1787277048000,ADX>40,True
2026-08-21 01:50:50,TAOUSDT,1787277050000,ADX>40,True
2026-08-21 01:52:31,AVAXUSDT,1787277151000,ADX>40,True
2026-08-21 01:52:46,AAVEUSDT,1787277166000,ADX>40,True
2026-08-21 01:52:54,FARTCOINUSDT,1787277174000,ADX>40,True
2026-08-21 02:02:40,HYPEUSDT,1787277760000,ADX>40,True
2026-08-21 02:06:06,BOMEUSDT,1787277966000,ADX>40,True
2026-08-21 02:11:53,FETUSDT,1787278313000,ADX>40,True
2026-08-21 02:13:11,SUIUSDT,1787278391000,ADX>40,True
2026-08-21 02:15:02,NEARUSDT,1787278502000,ADX>40,True
2026-08-21 02:15:10,LTCUSDT,1787278510000,ADX>40,True
2026-08-21 02:27:24,WLFIUSDT,1787279244000,ADX>40,True
2026-08-21 02:30:17,XRPUSDT,1787279417000,ADX>40,True
2026-08-21 02:35:52,ORDIUSDT,1787279752000,ADX>40,True
2026-08-21 02:37:22,TAOUSDT,1787279842000,ADX>40,True
2026-08-21 02:39:12,ONDOUSDT,1787279952000,ADX>40,True
2026-08-21 02:39:27,FARTCOINUSDT,1787279967000,ADX>40,True
2026-08-21 02:42:37,UNIUSDT,1787280157000,ADX>40,True
2026-08-21 02:46:11,AAVEUSDT,1787280371000,ADX>40,False
2026-08-21 02:50:57,HYPEUSDT,1787280657000,ADX>40,False
2026-08-21 02:56:14,PUMPUSDT,1787280974000,ADX>40,False
2026-08-21 03:01:26,NEARUSDT,1787281286000,DEADBAND5M,False
2026-08-21 03:05:15,FETUSDT,1787281515000,DEADBAND5M,False
2026-08-21 03:10:14,PEOPLEUSDT,1787281814000,DEADBAND5M,False
2026-08-21 03:15:32,BIOUSDT,1787282132000,DEADBAND5M,False
2026-08-21 03:18:56,XMRUSDT,1787282336000,DEADBAND5M,False
2026-08-21 03:21:53,BOMEUSDT,1787282513000,DEADBAND5M,True
2026-08-21 03:22:17,ORDIUSDT,1787282537000,DEADBAND5M,True
2026-08-21 03:23:35,XRPUSDT,1787282615000,DEADBAND5M,True
2026-08-21 03:30:43,UNIUSDT,1787283043000,DEADBAND5M,True
2026-08-21 03:32:37,TUTUSDT,1787283157000,DEADBAND5M,True
2026-08-21 03:32:38,DOTUSDT,1787283158000,DEADBAND5M,True
2026-08-21 03:34:19,LTCUSDT,1787283259000,DEADBAND5M,True
2026-08-21 03:35:47,WLDUSDT,1787283347000,DEADBAND5M,False
2026-08-21 03:35:48,TAOUSDT,1787283348000,DEADBAND5M,False
2026-08-21 03:36:05,1000SHIBUSDT,1787283365000,DEADBAND5M,False
2026-08-21 03:36:11,FARTCOINUSDT,1787283371000,DEADBAND5M,False
2026-08-21 03:37:22,DOGEUSDT,1787283442000,DEADBAND5M,False
2026-08-21 03:40:55,SUIUSDT,1787283655000,DEADBAND5M,True
2026-08-21 03:41:04,ONDOUSDT,1787283664000,DEADBAND5M,True
2026-08-21 03:44:15,ACEUSDT,1787283855000,DEADBAND5M,True
2026-08-21 03:45:58,1000PEPEUSDT,1787283958000,1H_SLOPEMAX,True
2026-08-21 03:49:40,AAVEUSDT,1787284180000,1H_SLOPEMAX,True
2026-08-21 03:51:04,BTCUSDT,1787284264000,1H_SLOPEMAX,True
2026-08-21 03:56:13,SOLUSDT,1787284573000,1H_SLOPEMAX,False
2026-08-21 03:59:48,XLMUSDT,1787284788000,1H_SLOPEMAX,False
2026-08-21 04:01:55,BIOUSDT,1787284915000,1H_SLOPEMAX,True
2026-08-21 04:04:57,NEARUSDT,1787285097000,1H_SLOPEMAX,True
2026-08-21 04:06:40,LITUSDT,1787285200000,1H_SLOPEMAX,True
2026-08-21 04:10:05,AVAXUSDT,1787285405000,1H_SLOPEMAX,True
2026-08-21 04:18:58,DOTUSDT,1787285938000,1H_SLOPEMAX,True
2026-08-21 04:20:38,LTCUSDT,1787286038000,1H_SLOPEMAX,True
2026-08-21 04:23:40,DOGEUSDT,1787286220000,1H_SLOPEMAX,True
2026-08-21 04:25:24,BOMEUSDT,1787286324000,1H_SLOPEMAX,True
2026-08-21 04:27:16,TAOUSDT,1787286436000,1H_SLOPEMAX,True
2026-08-21 04:32:16,1000PEPEUSDT,1787286736000,1H_SLOPEMAX,True
2026-08-21 04:34:13,ASTERUSDT,1787286853000,1H_SLOPEMAX,True
2026-08-21 04:37:55,XMRUSDT,1787287075000,1H_SLOPEMAX,True
2026-08-21 04:40:47,BTCUSDT,1787287247000,1H_SLOPEMAX,True
2026-08-21 04:40:56,SUIUSDT,1787287256000,1H_SLOPEMAX,True
2026-08-21 04:41:05,ONDOUSDT,1787287265000,1H_SLOPEMAX,True
2026-08-21 04:41:14,1000SHIBUSDT,1787287274000,1H_SLOPEMAX,True
2026-08-21 04:42:32,ACEUSDT,1787287352000,1H_SLOPEMAX,True
2026-08-21 04:47:54,XLMUSDT,1787287674000,1H_SLOPEMAX,True
2026-08-21 04:51:25,UNIUSDT,1787287885000,1H_SLOPEMAX,True
2026-08-21 04:52:52,XRPUSDT,1787287972000,1H_SLOPEMAX,True
2026-08-21 04:54:45,LITUSDT,1787288085000,1H_SLOPEMAX,True
2026-08-21 04:56:37,PENGUUSDT,1787288197000,1H_SLOPEMAX,True
2026-08-21 05:00:11,ORDIUSDT,1787288411000,1H_SLOPEMAX,True
2026-08-21 05:01:38,AVAXUSDT,1787288498000,1H_SLOPEMAX,True
2026-08-21 05:05:28,BIOUSDT,1787288728000,1H_SLOPEMAX,False
2026-08-21 05:06:37,SOLUSDT,1787288797000,1H_SLOPEMAX,False
2026-08-21 05:07:01,PEOPLEUSDT,1787288821000,1H_SLOPEMAX,False
2026-08-21 05:07:01,LTCUSDT,1787288821000,1H_SLOPEMAX,False
2026-08-21 05:18:48,TAOUSDT,1787289528000,CROSS70,False
2026-08-21 05:20:21,HYPEUSDT,1787289621000,1H_SLOPEMAX,True
2026-08-21 05:27:12,BTCUSDT,1787290032000,1H_SLOPEMAX,True
2026-08-21 05:27:21,SUIUSDT,1787290041000,1H_SLOPEMAX,True
2026-08-21 05:42:59,ASTERUSDT,1787290979000,1H_SLOPEMAX,True
2026-08-21 05:46:33,ORDIUSDT,1787291193000,1H_SLOPEMAX,True
2026-08-21 05:46:34,1000SHIBUSDT,1787291194000,1H_SLOPEMAX,True
2026-08-21 05:49:53,PENGUUSDT,1787291393000,1H_SLOPEMAX,True
2026-08-21 05:53:09,ADAUSDT,1787291589000,1H_SLOPEMAX,True
2026-08-21 05:53:26,LTCUSDT,1787291606000,1H_SLOPEMAX,True
2026-08-21 05:58:20,LINKUSDT,1787291900000,1H_SLOPEMAX,True
2026-08-21 06:00:22,REDUSDT,1787292022000,1H_SLOPEMAX,True
2026-08-21 06:02:05,DOTUSDT,1787292125000,1H_SLOPEMAX,True
2026-08-21 06:03:38,HEMIUSDT,1787292218000,1H_SLOPEMAX,True
2026-08-21 06:05:38,FARTCOINUSDT,1787292338000,1H_SLOPEMAX,True
2026-08-21 06:06:59,XLMUSDT,1787292419000,1H_SLOPEMAX,True
2026-08-21 06:10:25,WLDUSDT,1787292625000,CROSS,True
2026-08-21 06:11:59,ETHUSDT,1787292719000,CROSS,True
2026-08-21 06:12:00,DOGEUSDT,1787292720000,CROSS,True
2026-08-21 06:12:18,AAVEUSDT,1787292738000,CROSS,True
2026-08-21 06:13:52,AVAXUSDT,1787292832000,CROSS,True
2026-08-21 06:15:26,XRPUSDT,1787292926000,CROSS,True
2026-08-21 06:17:21,TAOUSDT,1787293041000,CROSS,True
2026-08-21 06:20:38,HYPEUSDT,1787293238000,1H_SLOPEMAX,True
2026-08-21 06:21:11,INJUSDT,1787293271000,1H_SLOPEMAX,True
2026-08-21 06:22:22,SOLUSDT,1787293342000,1H_SLOPEMAX,True
2026-08-21 06:24:30,PEOPLEUSDT,1787293470000,1H_SLOPEMAX,True
2026-08-21 06:27:34,BTCUSDT,1787293654000,1H_SLOPEMAX,True
2026-08-21 06:29:52,FETUSDT,1787293792000,1H_SLOPEMAX,True
2026-08-21 06:38:12,ADAUSDT,1787294292000,CROSS70,True
2026-08-21 06:43:24,LINKUSDT,1787294604000,1H_SLOPEMAX,True
2026-08-21 06:43:40,LTCUSDT,1787294620000,1H_SLOPEMAX,True
2026-08-21 06:43:42,1000SHIBUSDT,1787294622000,1H_SLOPEMAX,True
2026-08-21 06:50:37,CRVUSDT,1787295037000,1H_SLOPEMAX,True
2026-08-21 06:50:39,FARTCOINUSDT,1787295039000,1H_SLOPEMAX,True
2026-08-21 06:52:14,ASTERUSDT,1787295134000,1H_SLOPEMAX,True
2026-08-21 06:57:09,ETHUSDT,1787295429000,1H_SLOPEMAX,True
2026-08-21 07:01:11,XMRUSDT,1787295671000,1H_SLOPEMAX,True
2026-08-21 07:06:24,INJUSDT,1787295984000,1H_SLOPEMAX,False
2026-08-21 07:08:09,WIFUSDT,1787296089000,1H_SLOPEMAX,False
2026-08-21 07:11:05,SOLUSDT,1787296265000,CROSS70,False
2026-08-21 07:12:58,AVAXUSDT,1787296378000,CROSS70,False
2026-08-21 07:13:08,PENGUUSDT,1787296388000,CROSS70,False
2026-08-21 07:16:29,WLDUSDT,1787296589000,CROSS70,True
2026-08-21 07:16:30,TAOUSDT,1787296590000,CROSS70,True
2026-08-21 07:16:46,TUTUSDT,1787296606000,CROSS70,True
2026-08-21 07:18:05,HYPEUSDT,1787296685000,CROSS70,True
2026-08-21 07:18:21,HEMIUSDT,1787296701000,CROSS70,True
2026-08-21 07:18:21,AVAAIUSDT,1787296701000,CROSS70,True
2026-08-21 07:23:29,ADAUSDT,1787297009000,1H_SLOPEMAX,True
2026-08-21 07:23:40,AAVEUSDT,1787297020000,1H_SLOPEMAX,True
2026-08-21 07:25:06,XRPUSDT,1787297106000,CROSS70,True
2026-08-21 07:25:39,FETUSDT,1787297139000,CROSS70,True
2026-08-21 07:27:17,TRXUSDT,1787297237000,CROSS70,True
2026-08-21 07:32:23,XLMUSDT,1787297543000,CROSS70,True
2026-08-21 07:36:10,WLFIUSDT,1787297770000,ADX>40,True
2026-08-21 07:41:10,LITUSDT,1787298070000,ADX>40,True
2026-08-21 07:42:38,ETHUSDT,1787298158000,ADX>40,True
2026-08-21 07:50:09,CRVUSDT,1787298609000,ADX>40,True
2026-08-21 07:52:02,INJUSDT,1787298722000,ADX>40,True
2026-08-21 08:04:15,TUTUSDT,1787299455000,ADX>40,True
2026-08-21 08:05:34,HYPEUSDT,1787299534000,ADX>40,True
2026-08-21 08:10:51,SOLUSDT,1787299851000,ADX>40,True
2026-08-21 08:28:25,ETHUSDT,1787300905000,ADX>40,True
2026-08-21 08:30:28,LITUSDT,1787301028000,ADX>40,True
2026-08-21 08:30:36,PENGUUSDT,1787301036000,ADX>40,True
2026-08-21 08:35:54,CRVUSDT,1787301354000,ADX>40,True
2026-08-21 09:08:03,TUTUSDT,1787303283000,ADX>40,True
2026-08-21 09:36:43,PUMPUSDT,1787305003000,ADX>40,True
2026-08-21 09:42:11,ADAUSDT,1787305331000,ADX>40,True
2026-08-21 09:42:20,XLMUSDT,1787305340000,ADX>40,True
2026-08-21 09:47:30,SOLUSDT,1787305650000,ADX>40,True
2026-08-21 09:49:52,WLFIUSDT,1787305792000,ADX>40,True
2026-08-21 09:51:09,DOGEUSDT,1787305869000,ADX>40,True
2026-08-21 09:51:16,LINKUSDT,1787305876000,ADX>40,True
2026-08-21 09:51:16,BCHUSDT,1787305876000,ADX>40,True
2026-08-21 09:51:25,LITUSDT,1787305885000,ADX>40,True
2026-08-21 09:51:32,CRVUSDT,1787305892000,ADX>40,True
2026-08-21 09:51:33,1000SHIBUSDT,1787305893000,ADX>40,True
2026-08-21 09:51:40,FARTCOINUSDT,1787305900000,ADX>40,True
2026-08-21 09:51:41,XMRUSDT,1787305901000,ADX>40,True
2026-08-21 09:52:56,ETHUSDT,1787305976000,ADX>40,True
2026-08-21 09:53:05,AVAXUSDT,1787305985000,ADX>40,True
2026-08-21 09:53:14,ONDOUSDT,1787305994000,ADX>40,True
2026-08-21 09:55:09,PENGUUSDT,1787306109000,ADX>40,True
2026-08-21 09:55:11,ONTUSDT,1787306111000,ADX>40,True
2026-08-21 10:00:19,SUIUSDT,1787306419000,1H_SLOPEMAX,True
2026-08-21 10:00:21,NEIROUSDT,1787306421000,1H_SLOPEMAX,True
2026-08-21 10:00:26,TAOUSDT,1787306426000,1H_SLOPEMAX,True
2026-08-21 10:00:27,UNIUSDT,1787306427000,1H_SLOPEMAX,True
2026-08-21 10:05:56,LTCUSDT,1787306756000,1H_SLOPEMAX,True
2026-08-21 10:07:28,HYPEUSDT,1787306848000,1H_SLOPEMAX,True
2026-08-21 10:07:37,ASTERUSDT,1787306857000,1H_SLOPEMAX,True
2026-08-21 10:08:01,HBARUSDT,1787306881000,1H_SLOPEMAX,True
2026-08-21 10:24:06,PUMPUSDT,1787307846000,CROSS,True
2026-08-21 10:31:34,HEMIUSDT,1787308294000,DEADBAND5M,False
2026-08-21 10:36:52,BCHUSDT,1787308612000,DEADBAND5M,False
2026-08-21 10:38:42,AVAXUSDT,1787308722000,DEADBAND5M,False
2026-08-21 10:46:20,ORDIUSDT,1787309180000,DEADBAND5M,True
2026-08-21 10:51:33,NEARUSDT,1787309493000,DEADBAND5M,True
2026-08-21 10:53:21,SUIUSDT,1787309601000,DEADBAND5M,True
2026-08-21 10:53:23,ASTERUSDT,1787309603000,DEADBAND5M,True
2026-08-21 10:53:30,TAOUSDT,1787309610000,DEADBAND5M,True
2026-08-21 10:55:20,XLMUSDT,1787309720000,DEADBAND5M,True
2026-08-21 10:55:36,FARTCOINUSDT,1787309736000,DEADBAND5M,True
2026-08-21 10:59:01,ONDOUSDT,1787309941000,DEADBAND5M,True
2026-08-21 11:00:34,DOGEUSDT,1787310034000,DEADBAND5M,True
2026-08-21 11:00:51,LTCUSDT,1787310051000,DEADBAND5M,True
2026-08-21 11:02:24,ONGUSDT,1787310144000,DEADBAND5M,True
2026-08-21 11:02:49,1000SHIBUSDT,1787310169000,DEADBAND5M,True
2026-08-21 11:11:33,XRPUSDT,1787310693000,DEADBAND5M,False
2026-08-21 11:21:09,CRVUSDT,1787311269000,DEADBAND5M,False
2026-08-21 11:23:00,DOTUSDT,1787311380000,DEADBAND5M,False
2026-08-21 11:26:29,PEOPLEUSDT,1787311589000,DEADBAND5M,False
2026-08-21 11:41:14,HEMIUSDT,1787312474000,DEADBAND5M,False
2026-08-21 11:46:41,ASTERUSDT,1787312801000,DEADBAND5M,False
2026-08-21 12:21:17,PUMPUSDT,1787314877000,DEADBAND5M,False
2026-08-21 12:21:33,ONDOUSDT,1787314893000,DEADBAND5M,False
2026-08-21 12:21:41,DOTUSDT,1787314901000,DEADBAND5M,False
2026-08-21 12:21:47,GALAUSDT,1787314907000,DEADBAND5M,False
2026-08-21 12:33:08,1000SHIBUSDT,1787315588000,DEADBAND5M,False
2026-08-21 12:40:25,UNIUSDT,1787316025000,1H_SLOPEMAX,False
2026-08-21 12:40:26,XLMUSDT,1787316026000,1H_SLOPEMAX,False
2026-08-21 12:40:26,LTCUSDT,1787316026000,1H_SLOPEMAX,False
2026-08-21 12:42:06,LINKUSDT,1787316126000,1H_SLOPEMAX,False
