id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
43,,SUIUSDT,LONG,CLOSED,0.9339000000000001,0.9304,0.9305,357.4604111028409,20.0,7149.208222056818,7655.21814118944,STRONG_BUY,0.081,0.0786,0.0267,56.34,52.64,18.0593,18.945,0.1464,0.1466,BULLISH,0.0604,0.0533,23.8393,23.2301,62.3,62.3,47.6,0.1323,48.5,42.8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,W2+W6,,,0.4303,0.5637,77.1,11.4,78.3,-0.8857,3.0,HEALTHY_BULL,CHOPPY_FLAT,,0.1271,24.051159140797797,21.096086763602077,0.3414,-0.0065,5e-05,0.1344,0.2522,0.1457,-0.0345,,,320080322.94249,,0.1313,2026-05-28T20:55:15.658802,-0.2664,2026-05-28T21:00:18.127345,-0.4376,2026-05-28T20:55:15.658802,-0.2664,2026-05-28T21:00:18.127345,-0.4376,1.2868574799702273,3.2050867313531946,4.491944211323422,-31.285207705486908,-0.4376038119713093,0.044029660563217665,-0.5018216083092519,0.9349,0.9339000000000001,0.0,,,,2026-05-28T20:58:04.643088,-0.2434,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,W2+W6,False,-0.2877622871827928,,0,,-0.0976,-0.1565,True,0.9357,0.9285,2026-05-28T21:13:26.350839,2026-05-28T21:04:54.225777,0.1297,-0.6412,12.34,3.8,0.01,-0.4271,0.0227,0.0,3.96,-0.6091,,,,,0.01,-0.4271,2026-05-28T21:01:06.698244,-0.4271,,,,-0.3307,-0.4699,-0.5127,-0.2236,-0.2557,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-28T20:48:29.360126,-0.0951,2026-05-28T20:48:45.629893,-0.1486,,,-0.245,5.29,-0.4483,18.51,2026-05-28T20:40:36,2026-05-28T21:01:05.910454,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
44,,ONDOUSDT,LONG,CLOSED,0.374,0.3716,0.3717,398.4655280330175,20.0,7969.31056066035,21308.317007113237,STRONG_BUY,0.3639,0.1699,0.129,64.29,62.42,19.049,18.0633,0.2552,0.2559,BULLISH,0.2044,0.0586,24.4348,23.8196,61.6,63.9,56.7,0.1302,48.6,42.8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,W2,,,0.4562,0.8112,82.9,8.6,89.7,0.9858,4.0,HEALTHY_BULL,CHOPPY_FLAT,,0.1387,32.39790390062359,16.74045975458579,0.4274,0.1765,5e-05,0.4821,0.5558,0.1272,-0.0338,,,163943054.37905,,0.1313,2026-05-28T20:58:05.037017,-0.4906,,,2026-05-28T21:00:59.619097,-0.5975,,,1.4344759009188632,3.5631767699294756,4.997652670848339,-56.13761348792039,-0.7044224598930517,0.04390374331551108,-0.7044224598930517,0.3744,0.374,0.0,0.3707,0.5051,2026-05-28T20:49:18.324736,2026-05-28T21:01:36.647764,-0.3179,ENDED_NEG,1,0.45,,True,,False,,,,1.0,1.0,W2,False,-0.4906149732620295,,0,,-0.3179,-0.1155,True,0.3733,0.3703,2026-05-28T21:25:13.780441,2026-05-28T21:46:38.326023,-0.2502,-1.0523,23.6,45.01,0.46,-0.5978,-1.0523,0.0,0.01,-0.678,4.42,-0.8919,,,4.42,-0.8919,2026-05-28T21:02:38.098955,-0.7849,,,,-0.7849,-0.8384,-0.8117,-0.678,-0.8384,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-28T20:48:30.384143,-0.1432,2026-05-28T20:48:45.631612,-0.1966,,,-0.2768,10.24,-0.4639,12.21,2026-05-28T20:45:55,2026-05-28T21:01:36.649932,STOP_LOSS_WIDE L1,MAKER,TAKER,True,
45,,TONUSDT,LONG,CLOSED,1.7825,1.779,1.779,368.2013679523001,20.0,7364.027359046002,4131.291646028612,STRONG_BUY,0.1889,0.0636,0.0674,56.83,50.57,15.7836,15.116,0.1412,0.1414,BULLISH,0.0765,0.0478,22.4623,21.9707,63.4,63.9,51.8,0.1107,50.2,46.6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,W2,,,0.3616,0.6876,65.7,17.1,75.2,0.6675,3.0,HEALTHY_BULL,STRONG_BULL,,0.1685,26.534176791653735,16.104192880318127,0.3649,0.1946,-0.000146,0.2688,0.2727,0.1199,-0.0303,,,142621461.67945,,0.2321,2026-05-28T21:46:23.760441,-0.2022,,,2026-05-28T21:56:03.286113,-0.247,,,3.3138123115707008,3.3073055272282055,6.621117838798906,-21.08063859989929,-0.28626507713885324,0.08383478260870142,-0.41523927068723865,1.7856,1.7825,0.0,0.1907,0.0793,2026-05-28T21:41:18.200229,2026-05-28T22:00:30.185400,-0.2649,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,W2,False,-0.2021514726507715,,0,,-0.1076,-0.0869,True,1.7814,1.7595,2026-05-28T22:01:10.117773,2026-05-28T22:34:05.894336,-0.1517,-1.3803,0.53,33.46,0.01,-0.2864,-1.1391,0.0,1.99,-0.3593,3.96,-0.3368,,,0.01,-0.2864,2026-05-28T22:11:06.442945,-0.7408,,,,-0.3312,-0.3593,-0.5949,-0.9035,-1.2569,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.2078,13.39,-0.1293,4.52,2026-05-28T21:26:11,2026-05-28T22:00:38.243656,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
46,,UNIUSDT,LONG,CLOSED,3.0700000000000003,3.067,3.067,368.2013679523,20.0,7364.027359046,2398.7059801452765,STRONG_BUY,0.192,0.0664,0.0726,61.38,57.24,16.2732,15.8327,0.1189,0.119,BULLISH,0.0883,0.0478,22.4623,21.9707,63.4,63.9,51.8,0.1107,50.2,46.6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,W2,,,0.3616,0.6024,65.7,17.1,90.5,0.4405,2.0,HEALTHY_BULL,STRONG_BULL,,0.1685,26.08338293528916,16.676515549255218,0.2619,0.1628,-0.000146,0.2541,0.2583,0.1199,-0.0303,2026-05-28T21:41:15.237047,0.09979315960911704,128595991.031,,0.223,2026-05-28T21:56:07.593071,-0.1281,,,2026-05-28T21:59:02.381438,-0.2258,,,1.32552492462828,3.310574058497503,4.636098983125783,-11.832216923561885,-0.16067589576547603,0.2300276872964136,-0.258351791530952,3.079,3.0700000000000003,0.0,0.2088,0.1592,2026-05-28T21:41:15.237016,2026-05-28T21:59:52.182885,-0.1651,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,W2,False,-0.1281172638436555,,0,,-0.0303,-0.1126,True,3.067,3.036,2026-05-28T22:04:36.684535,2026-05-28T22:41:46.920461,-0.1607,-1.1705,0.0,37.17,0.01,-0.1607,-0.8448,0.0,0.01,-0.1607,5.92,-0.3887,,,0.01,-0.1607,2026-05-28T22:11:09.475704,-0.3887,,,,-0.2259,-0.1607,-0.3562,-0.6167,-1.0728,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.1281,10.38,-0.1281,26.48,2026-05-28T21:26:15,2026-05-28T22:04:36.358869,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
47,,DOTUSDT,LONG,CLOSED,1.224,1.222,1.222,368.2013679523001,20.0,7364.027359046002,6016.362221442812,STRONG_BUY,0.2001,0.0723,0.0708,59.86,55.05,15.5347,15.6893,0.1799,0.1802,BULLISH,0.0887,0.0478,22.4623,21.9707,63.4,63.9,51.8,0.1107,50.2,46.6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,W2,,,0.3616,0.6489,65.7,17.1,94.4,-0.1545,3.0,HEALTHY_BULL,STRONG_BULL,,0.1685,19.14480452868404,14.582871622633197,0.3628,0.2152,-0.000146,0.3452,0.3237,0.1199,-0.0303,,,76424739.486,,0.2326,2026-05-28T21:56:07.833185,-0.2263,,,2026-05-28T21:56:07.833185,-0.2263,,,1.3255249246282805,3.3083975855714023,4.633922510199683,-16.66664695308532,-0.22632516339869296,0.18198774509804852,-0.3079877450980304,1.227,1.224,0.0,0.2484,0.1217,2026-05-28T21:41:38.140112,2026-05-28T22:00:05.397166,-0.2294,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,W2,False,-0.22632516339869296,,0,,-0.08,-0.1082,True,1.223,1.207,2026-05-28T22:03:39.071752,2026-05-28T22:41:45.907478,-0.1447,-1.4519,0.02,38.13,0.0,-0.2264,-1.0434,0.0,6.9,-0.6349,17.77,-0.88,,,0.0,-0.2264,2026-05-28T22:11:07.450620,-0.5532,,,,-0.1447,-0.3898,-0.5532,-0.6349,-1.0434,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.1447,33.25,-0.1447,34.24,2026-05-28T21:26:23,2026-05-28T22:03:37.697652,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
48,,XMRUSDT,LONG,CLOSED,355.82,357.37,357.49,368.2013679523001,20.0,7364.027359046002,20.695934346146935,STRONG_BUY,0.293,0.1312,0.1243,60.96,53.3,19.5922,19.8963,0.3627,0.364,BULLISH,0.1274,0.0478,22.4623,21.9707,63.4,63.9,51.8,0.1107,50.2,46.6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,W2+W6,,,0.3616,0.6678,65.7,17.1,98.0,-0.3041,4.0,HEALTHY_BULL,HEALTHY_BULL,,0.1685,29.928738145963724,21.83384298124386,0.4421,-0.1459,-0.000146,-0.2554,0.6206,0.1199,-0.0303,2026-05-28T21:28:02.556263,,58132605.46,,0.1745,,,,,,,,,3.3138123115707008,3.3282477257771386,6.642060037347839,25.436638199180145,0.34541748636951586,0.6993697656118268,-0.12651888595357075,358.63,355.82,0.0,1.1312,0.5968,2026-05-28T21:30:27.882148,2026-05-28T21:27:01.396337,0.6176,NEVER,2,0.9,,True,,False,,,,1.0,1.0,W2+W6,False,,0.34541748636951586,0,,0.2761,0.9915,False,358.96,355.62,2026-05-28T21:45:59.168838,2026-05-28T22:12:06.562567,0.7925,-0.1462,9.66,35.78,39.16,0.014,-0.0563,0.7925,0.01,0.2894,5.55,0.399,,,39.16,0.014,2026-05-28T22:11:04.426517,0.1629,,,,0.5564,0.5789,0.3962,0.6267,0.5058,2026-05-28T21:29:33.205974,,,,,,2026-05-28T21:36:24.379337,0.2641,2026-05-28T21:36:24.379337,0.2641,2026-05-28T21:36:24.379337,0.2641,2026-05-28T21:36:24.379337,0.2641,2026-05-28T21:36:24.379337,0.2641,2026-05-28T21:36:24.379337,0.2641,2026-05-28T21:36:24.379337,0.2641,False,,,,False,,,,,,,,,0.4381,8.92,,,2026-05-28T21:26:43,2026-05-28T21:36:19.289004,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
49,,VIRTUALUSDT,LONG,CLOSED,0.7235,0.722,0.722,368.20136795229996,20.0,7364.027359045999,10178.337745744297,STRONG_BUY,0.3123,0.1105,0.1187,63.0,59.03,19.4514,18.6714,0.1667,0.167,BULLISH,0.1421,0.0478,22.4623,21.9707,63.4,63.9,51.8,0.1107,50.2,46.6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,W2,,,0.3616,0.737,65.7,17.1,85.3,0.78,4.0,HEALTHY_BULL,STRONG_BULL,,0.1685,28.82406096592854,15.6605186324092,0.3874,0.2242,-0.000146,0.3645,0.3967,0.1199,-0.0303,2026-05-28T21:38:25.701636,0.08897028334485,54770685.21751,,0.214,2026-05-28T22:04:00.845063,-0.1183,,,2026-05-28T22:08:14.000890,-0.2702,,,1.3255249246282799,3.306941933592322,4.632466858220601,-19.899973476837623,-0.2702322045611688,0.35146440912232235,-0.3531250863856241,0.7265,0.7235,0.0,0.3078,0.0912,2026-05-28T22:01:02.827393,2026-05-28T22:10:13.923125,-0.2831,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,W2,False,-0.11826192121631887,,0,,-0.1117,-0.1715,True,0.7224,0.7114,2026-05-28T22:10:45.193175,2026-05-28T22:44:59.462889,-0.215,-1.7354,0.16,34.39,0.0,-0.2703,-1.3484,0.0,0.0,-0.2703,4.89,-0.3947,,,0.0,-0.2703,2026-05-28T22:11:10.488004,-0.2841,,,,-0.2703,-0.3947,-0.3671,-0.7817,-1.4037,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.1597,3.95,-0.0768,21.07,2026-05-28T21:26:45,2026-05-28T22:10:35.493974,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,
50,,FETUSDT,LONG,CLOSED,0.2326,0.2309,0.2315,374.6171075996057,20.0,7492.342151992114,32211.2732243857,STRONG_BUY,0.521,0.1885,0.194,63.7,57.04,15.6705,14.4795,0.3323,0.3334,BULLISH,0.2381,0.0558,25.6691,24.5011,65.7,65.1,61.0,0.1074,51.4,46.6,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,0.3071,0.589,71.4,17.1,94.4,1.191,2.0,HEALTHY_BULL,STRONG_BULL,,0.1944,33.6252108117887,17.650957372145893,0.5393,0.3088,-0.000146,0.5691,0.7176,0.1426,-0.0226,,,73843187.142,,0.2228,,,,,,,,,3.371553968396451,3.346912344379796,6.718466312776247,-61.47763079423217,-0.8205395528804846,0.038918744625965056,-0.8205395528804846,0.2329,0.2326,0.0,0.4749,0.5184,2026-05-28T21:42:28.586877,2026-05-28T21:47:45.509249,-0.1956,ENDED_NEG,1,0.45,,True,,False,,,,1.0,1.0,,False,,,0,,-0.1956,0.255,True,0.2321,0.2266,2026-05-28T22:01:05.039680,2026-05-28T22:31:44.376060,-0.305,-2.6695,13.32,43.98,1.03,-0.9928,-2.4546,0.0,0.0,-0.9928,16.84,-0.9928,,,16.84,-0.9928,2026-05-28T22:11:05.435609,-1.5947,,,,-0.9928,-1.0358,-0.7779,-0.6919,-1.7237,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.6057,4.95,-0.6057,4.95,2026-05-28T21:40:53,2026-05-28T21:47:45.512182,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,
51,,FETUSDT,LONG,CLOSED,0.2318,0.23,0.2302,699.2627488985715,20.0,13985.254977971432,60333.28290755579,STRONG_BUY,0.2755,0.0633,0.1042,58.44,52.45,16.4328,15.8087,0.266,0.2667,BULLISH,0.0901,0.0661,31.6646,30.1435,69.2,62.0,61.1,0.1203,54.3,51.8,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,,,0.3696,0.5214,51.4,22.9,78.3,0.624,3.0,STRONG_BULL,STRONG_BULL,,0.2505,30.830061505189434,18.678273723685322,0.538,0.3523,-0.000146,0.5316,0.4346,0.2239,0.0502,,,72728568.1991,,0.2326,2026-05-28T22:02:57.492774,-0.4942,,,2026-05-28T22:03:34.342392,-0.6236,,,2.517345896034858,6.2444947809320235,8.761840676966882,-117.36174991056707,-0.8391820534943901,0.0,-0.8391820534943901,0.2318,0.2318,0.0,,,,2026-05-28T22:04:02.275089,-0.384,ENDED_NEG,1,0.45,,True,,False,,,,2.0,1.0,EXT_Ext0.4-0.6_L+Ext_QuietVol_L,True,-0.4942122519413291,,0,,-0.384,-0.1018,False,0.2305,0.2266,2026-05-28T22:04:34.157534,2026-05-28T22:31:44.376060,-0.6238,-2.3063,0.53,27.7,0.56,-0.6238,-1.4866,0.0,1.54,-0.7533,14.4,-1.3141,,,0.56,-0.6238,2026-05-28T22:11:08.462604,-1.2709,,,,-0.7533,-0.8395,-1.3141,-1.3141,-2.22,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-28T22:01:38,2026-05-28T22:04:02.278567,STOP_LOSS_WIDE L1,MAKER,TAKER,True,
52,,1000PEPEUSDT,LONG,CLOSED,0.003393,0.0033862,0.0033862,332.1541189039866,20.0,6643.082378079733,1957878.6849630806,STRONG_BUY,0.0739,0.0603,0.0364,56.51,53.86,20.4791,21.6782,0.1173,0.1174,BULLISH,0.0526,0.0492,19.3326,18.1197,66.6,62.8,42.6,0.1063,51.5,48.0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,C4,,,1.0895,0.9657,71.4,14.3,88.4,-1.1991,3.0,HEALTHY_BULL,CHOPPY_FLAT,,0.0702,27.404121020211576,24.848281275069077,0.2284,-0.1281,-0.000146,-0.1633,0.2142,0.1888,-0.0091,2026-05-29T00:50:28.286358,0.09853875626288601,265150904.1513029,,0.0709,2026-05-29T00:21:32.957816,-0.2785,,,2026-05-29T00:21:32.952190,-0.2638,,,2.9893870701358796,2.9833959613598924,5.972783031495772,-19.286358089245468,-0.2903224285293363,0.3666173003241936,-0.35218670792808876,0.0034085,0.003393,0.0,0.2735,0.1534,2026-05-29T01:06:13.497698,2026-05-29T01:20:55.025109,-0.3942,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,C4,False,-0.2785387562628988,,0,,-0.2045,-0.2059,True,0.0034037,0.0033813,2026-05-29T02:04:48.335459,2026-05-29T01:22:09.026273,0.2254,-0.4348,43.49,0.84,0.01,-0.2845,0.2195,0.0,0.01,-0.2845,17.45,-0.3022,,,0.01,-0.2845,2026-05-29T01:21:19.500433,-0.2845,,,,-0.3995,-0.314,-0.1843,-0.2845,-0.2049,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-29T00:55:10.787829,-0.1165,2026-05-29T01:06:01.804649,0.293,,,-0.1725,12.64,-0.1813,10.66,2026-05-29T00:18:19,2026-05-29T01:21:18.555228,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,
53,,HBARUSDT,LONG,CLOSED,0.09230000000000001,0.09163,0.09171,332.15411890398656,20.0,6643.082378079731,71972.72348948786,STRONG_BUY,0.5209,0.1753,0.1658,63.98,59.55,20.9264,19.6457,0.3777,0.3792,BULLISH,0.2788,0.0492,19.3326,18.1197,66.6,62.8,42.6,0.1063,51.5,48.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,C4,,,1.0895,1.3002,71.4,14.3,89.6,1.2807,3.0,HEALTHY_BULL,HEALTHY_BULL,,0.0702,28.89472787383082,13.110868865370568,0.53,0.5079,-0.000146,0.8454,0.7219,0.1888,-0.0091,,,109866336.57733,,0.0881,2026-05-29T00:19:03.571484,-0.637,,,,,,,1.1957548280543517,2.967687294003798,4.16344212205815,-52.3851668600153,-0.7885671722643597,0.0,-0.7885671722643597,0.09230000000000001,0.09230000000000001,0.0,,,,2026-05-29T00:23:50.219252,-0.2007,ENDED_NEG,1,0.45,,True,,False,,,,1.0,1.0,C4,False,-0.6369561213434483,,0,,-0.2007,0.2555,True,0.09192,0.09004,2026-05-29T00:25:36.983098,2026-05-29T01:07:01.931096,-0.4747,-2.5115,1.77,43.19,4.12,-1.0814,-2.349,0.0,7.11,-0.9514,5.14,-1.0706,,,5.14,-1.0706,2026-05-29T00:55:10.797940,-2.0998,,,,-0.6914,-0.5397,-1.0706,-1.6015,-1.6881,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-29T00:18:21,2026-05-29T00:23:50.222045,STOP_LOSS_WIDE L1,MAKER,TAKER,True,
54,,ONDOUSDT,LONG,CLOSED,0.3703,0.3717,0.3718,332.1541189039866,20.0,6643.082378079733,17939.73096969952,STRONG_BUY,0.1764,0.0885,0.0748,59.6,57.8,18.0381,18.5945,0.1585,0.1588,BULLISH,0.1029,0.0494,19.8542,18.1197,66.6,62.8,42.6,0.1092,52.0,48.0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,C4,,,1.2012,1.2202,68.6,20.0,82.4,-0.5563,2.0,HEALTHY_BULL,STRONG_BULL,,0.0703,20.944901189705696,16.859854745696147,0.3523,-0.0878,-0.000146,-0.1006,0.3223,0.1899,-0.0059,2026-05-29T00:22:58.683685,0.09895085066161988,150026700.19355,,0.1294,,,,,,,,,2.9893870701358796,3.0006891006467904,5.99007617078267,19.125547186795885,0.2879017013232397,0.6658034026464944,-0.1979719146637892,0.3731,0.3703,0.0,0.5229,0.2952,2026-05-29T00:39:52.291656,2026-05-29T00:30:34.278748,-0.0547,ENDED_NEG,2,0.9,,True,,False,,,,1.0,1.0,C4,False,,0.2879017013232397,0,,-0.0129,0.3831,True,0.373,0.3688,2026-05-29T00:50:44.825359,2026-05-29T01:30:37.387141,0.6391,-0.4951,4.86,44.73,34.44,-0.279,-0.252,0.6391,0.0,0.2881,8.75,0.1801,,,34.44,-0.279,2026-05-29T00:55:13.851373,-0.009,,,,0.3961,0.5041,0.6391,0.2071,0.099,2026-05-29T00:38:45.986518,,,,,,2026-05-29T00:52:30.579066,0.3151,2026-05-29T00:49:34.616365,0.4231,2026-05-29T00:49:39.684901,0.3961,2026-05-29T00:49:39.684901,0.3961,2026-05-29T00:52:28.544556,0.3151,2026-05-29T00:52:25.497379,0.3421,2026-05-29T00:45:53.577958,0.2881,False,,,,False,,,,,,,,,-0.09,11.29,-0.09,10.3,2026-05-29T00:19:40,2026-05-29T00:45:53.071966,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
55,,INJUSDT,LONG,CLOSED,5.497,5.542,5.543,332.1541189039866,20.0,6643.082378079733,1208.492337289382,STRONG_BUY,0.2503,0.1396,0.1031,58.28,61.97,16.8784,17.5279,0.3011,0.3021,BULLISH,0.1551,0.0494,19.8542,18.1197,66.6,62.8,42.6,0.1092,52.0,48.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,C4,,,1.2012,0.7273,68.6,20.0,93.1,-0.6494,4.0,HEALTHY_BULL,HEALTHY_BULL,,0.0703,20.993543942152897,17.727125326787537,0.5259,-0.1178,-0.000146,-0.0837,0.5456,0.1899,-0.0059,2026-05-29T00:22:13.383232,0.08246843732945255,75397974.7436,,0.0904,,,,,,,,,1.195754828054352,3.0138590399659897,4.209613868020342,50.17254131000176,0.7552599599781686,1.2280323812988854,-0.20846843732945258,5.568,5.497,0.0,1.19,0.5361,2026-05-29T00:25:48.716362,2026-05-29T00:19:54.417645,0.1377,NEVER,3,1.35,,True,,False,,,,1.0,1.0,C4,False,,0.7552599599781686,0,,0.4242,0.8214,True,5.639,5.542,2026-05-29T01:09:39.500217,2026-05-29T00:28:50.156295,2.5202,0.7556,40.82,0.0,,,1.9017,,16.92,1.5197,,,,,,,2026-05-29T00:55:11.815694,1.7744,,,,0.9012,1.1377,1.2468,1.3923,1.8289,2026-05-29T00:23:38.573397,,2026-05-29T00:25:19.065795,,,,2026-05-29T00:31:24.921905,0.8466,2026-05-29T00:28:50.762335,0.7556,2026-05-29T00:31:22.882929,0.8102,2026-05-29T00:28:50.762335,0.7556,2026-05-29T00:37:18.172968,1.3378,2026-05-29T00:37:02.889525,1.4833,2026-05-29T00:37:39.626329,1.3378,False,,,,False,,,,,,,,,,,,,2026-05-29T00:19:42,2026-05-29T00:28:49.771363,TRAILING_STOP L3,MAKER,TAKER,True,
