id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
106,,APTUSDT,SHORT,CLOSED,0.9238,0.9225,0.9223,388.7799475292152,20.0,7775.598950584304,8416.972234882338,VERY_STRONG,0.355,0.1187,36.02,36.06,30.54,29.7178,0.1456,-0.1454,BEARISH,-0.1745,-0.1304,39.7043,38.712,37.8,34.4,36.8,0.2499,38.7,41.1,1.0099,0.9444,13.2,84.2,21.3,0.8223,3.0,STRONG_BEAR,BEAR_EXHAUSTED,,-0.2167,11.500567074025767,27.63655553869558,0.4104,-0.0227,0.0001,0.009,-0.4048,-0.1648,-0.0833,2026-05-18T14:36:42.320262,,34606041.98694,,-0.3518,,,,,,,,,3.4990195277629366,3.4940955990055302,6.993115126768467,3.948948778578302,0.05078642563325048,0.5381240528252779,-0.17663780038969726,0.9238,0.918,0.0,,,,,,NEVER,1,0.8,,True,,False,,,,1.0,PAIR_25-50_30-33,False,,,0,,0.0886,-0.4444,True,0.9251,0.9182,2026-05-18T14:39:45.706277,2026-05-18T14:46:21.076563,,,,,,,,,,,,,0.05078642563325048,2026-05-18T14:37:33.613782,,,,,,-0.0575,-0.1008,0.0291,0.0074,,2026-05-18T14:36:42.320247,0.19157285126650098,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-18T14:36:43.288502,0.3107,2026-05-18T14:36:59.431849,0.3215,,,,,,,2026-05-18T14:29:23,2026-05-18T14:37:33.616644,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
105,,1000SHIBUSDT,SHORT,CLOSED,0.00567,0.005662,0.005659,397.9538718379942,20.0,7959.077436759884,1403717.3609805794,STRONG_BUY,0.2741,0.0998,34.12,34.44,27.9755,26.9947,0.1383,-0.1381,BEARISH,-0.1422,-0.1325,39.7043,38.712,36.9,34.4,36.8,0.25,38.3,41.1,0.9666,0.9254,13.2,84.2,16.4,0.9807,5.0,STRONG_BEAR,BEAR_EXHAUSTED,,-0.2189,11.335397742817374,26.91146926937349,0.3002,-0.0073,0.0001,-0.0001,-0.3453,-0.1834,-0.087,2026-05-18T14:36:42.446356,,48952726.795889,,-0.3518,,,,,,,,,3.581584846541948,3.5765314640424184,7.158116310584367,4.071622577259324,0.05115696649028796,0.47462786596119777,-0.12528924162257962,0.00567,0.005638,0.0,,,,,,ENDED_NEG,1,0.8,,True,,False,,,,1.0,,False,,,0,,-0.0307,-0.3445,True,0.005674,0.00564,2026-05-18T14:39:45.706277,2026-05-18T14:46:22.098794,,,,,,,,,,,,,0.05115696649028796,2026-05-18T14:37:32.873484,,,,,,-0.0195,-0.0371,-0.0724,0.104,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-18T14:36:43.284693,0.2982,2026-05-18T14:36:59.429573,0.2805,,,,,,,2026-05-18T14:28:02,2026-05-18T14:37:32.880152,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
104,,DASHUSDT,SHORT,CLOSED,40.83,40.77,40.76,397.95387183799414,20.0,7959.077436759882,194.93209494880927,VERY_STRONG,0.6837,0.1655,32.77,35.06,34.3879,33.2551,0.2446,-0.244,BEARISH,-0.2898,-0.1534,38.7192,37.1181,36.0,26.8,40.2,0.2575,38.4,41.1,1.0807,0.5461,13.2,84.2,31.8,1.1328,3.0,STRONG_BEAR,STRONG_BEAR,,-0.1969,10.95826101752649,32.11178761140951,0.6245,-0.4717,0.0001,-0.623,-0.6629,-0.2339,-0.0856,2026-05-18T14:30:46.645124,,54944064.68,,-0.263,,,,,,,,,3.581584846541947,3.5763216799783293,7.157906526520277,4.5380191704073365,0.05701689933870968,0.27754224834680036,-0.3840337986774542,40.83,40.68,0.0,0.4688,-0.3405,2026-05-18T14:30:49.776557,2026-05-18T14:26:29.390620,-0.0218,RECOVERED,1,0.8,,True,,False,,,,1.0,,False,,,0,,0.247,-0.3405,True,40.84,40.41,2026-05-18T14:38:14.158814,2026-05-18T14:46:22.098794,,,,,,,,,,,,,0.05701689933870968,2026-05-18T14:31:19.599321,,,,,,0.2284,0.3264,0.2284,0.8897,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-18T14:22:41,2026-05-18T14:31:19.601947,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
103,,WLDUSDT,SHORT,CLOSED,0.2331,0.2316,0.2314,398.95924914584174,20.0,7979.184982916835,34230.73780745103,STRONG_BUY,0.4371,0.174,34.95,36.82,26.6802,25.7141,0.2543,-0.2537,BEARISH,-0.2274,-0.1534,38.7192,37.1181,36.0,26.8,40.2,0.2575,38.4,41.1,1.0807,0.822,13.2,84.2,20.4,0.9661,4.0,STRONG_BEAR,BEAR_EXHAUSTED,,-0.1969,12.887133186748045,29.53216829987408,0.501,0.0617,0.0001,0.0482,-0.6,-0.2339,-0.0856,2026-05-18T14:29:35.258394,,78518078.5325,,-0.2873,,,,,,,,,1.4362532969250303,3.5675274942925457,5.003780791217576,46.34232591995901,0.5807902187902194,0.7953869583869592,-0.23467739167739662,0.2331,0.2311,0.0,0.7149,-0.4883,2026-05-18T14:34:43.117700,2026-05-18T14:25:40.991708,0.0111,RECOVERED,1,0.8,,True,,False,,,,1.0,,False,,0.5807902187902194,0,,0.4975,-0.4883,True,0.2329,0.2307,2026-05-18T14:39:45.706277,2026-05-18T14:46:22.098794,,,,,,,,,,,,,0.5807902187902194,2026-05-18T14:35:00.475576,,,,,,0.5805,0.5805,0.1944,0.5376,,2026-05-18T14:32:15.021138,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-18T14:22:20,2026-05-18T14:35:00.481517,TRAILING_STOP L1,MAKER,TAKER,True,
102,,SUIUSDT,SHORT,CLOSED,1.0351,1.0336,1.0333,398.9592491458417,20.0,7979.184982916833,7708.612677921779,VERY_STRONG,0.474,0.1512,34.22,36.65,33.9571,32.8622,0.2268,-0.2263,BEARISH,-0.2258,-0.1534,38.7192,37.1181,36.0,26.8,40.2,0.2575,38.4,41.1,1.0807,0.8024,13.2,84.2,14.2,1.0949,3.0,STRONG_BEAR,STRONG_BEAR,,-0.1969,9.678636044161166,27.68405022155429,0.4836,-0.0931,0.0001,-0.0821,-0.5608,-0.2339,-0.0856,2026-05-18T14:31:00.626093,,253109198.44432,,-0.263,,,,,,,,,3.590633242312575,3.5854299287549782,7.176063171067553,4.386855845813842,0.05497874601486182,0.22895324123271754,-0.38962274176409073,1.0351,1.0318,0.0,0.4522,-0.4602,2026-05-18T14:31:00.726524,2026-05-18T14:26:30.819285,-0.1317,RECOVERED,1,0.8,,True,,False,,,,1.0,,False,,,0,,0.2773,-0.4602,True,1.0364,1.0267,2026-05-18T14:39:45.706277,2026-05-18T14:46:17.011268,,,,,,,,,,,,,0.05497874601486182,2026-05-18T14:31:10.708919,,,,,,0.1612,0.2964,0.2095,0.6829,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.2833,4.65,,,2026-05-18T14:22:04,2026-05-18T14:31:10.711772,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
101,,SUIUSDT,SHORT,CLOSED,1.0387,1.0356,1.0359,391.0455087150609,20.0,7820.910174301218,7529.517834120746,VERY_STRONG,0.339,0.102,38.9,42.38,32.219,31.8042,0.1435,-0.1432,BEARISH,-0.1507,-0.1352,36.4227,35.4435,34.8,28.8,33.5,0.2277,39.1,41.1,0.7616,0.5947,13.2,78.9,14.1,0.4147,3.0,STRONG_BEAR,STRONG_BEAR,,-0.156,11.167705271269849,24.632214027412218,0.4497,-0.036,0.0001,0.016,-0.3835,-0.27,-0.0799,,,255703245.0506,,-0.164,,,,,,,,,3.519409578435548,3.50890590105695,7.028315479492498,16.313189806280914,0.20858428805236168,0.20858428805236168,-0.12852700490997937,1.0387,1.0356,0.0,0.4207,-0.3171,2026-05-18T14:17:51.788634,2026-05-18T14:16:49.178334,0.1338,NEVER,1,0.8,,True,,False,,,,1.0,PAIR_25-50_30-33,False,,,0,,0.4304,-0.3171,False,1.0378,1.0285,2026-05-18T14:26:32.682626,2026-05-18T14:35:42.306797,,,,,,,,,,,,,,,,,,,,0.3625,0.3432,0.2373,0.6224,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-18T14:16:42,2026-05-18T14:17:51.792992,FAST_EXIT L1,TAKER_FALLBACK,TAKER,True,
100,,DASHUSDT,SHORT,CLOSED,40.981,40.94,40.93,301.7004740964615,20.0,6034.00948192923,147.2391957719243,VERY_STRONG,0.5935,0.1354,35.8,40.74,31.9966,31.2074,0.2436,-0.243,BEARISH,-0.2218,-0.1085,35.2174,34.4281,33.8,33.8,26.1,0.2232,39.6,41.1,0.8115,0.7179,21.1,73.7,36.9,0.7893,2.0,STRONG_BEAR,BEAR_EXHAUSTED,,-0.1084,12.689391633008793,31.261862067390776,0.6234,-0.368,0.0001,-0.4982,-0.6073,-0.256,-0.0758,2026-05-18T14:17:28.009738,0.037091383812020026,54935755.45,,-0.2123,,,,,,,,,1.0861217067472615,2.712587703706161,3.7987094104534225,2.2380976161960517,0.037091383812020026,0.574167101827683,-0.15820887728459887,40.981,40.72,0.0,0.7037,-0.3855,2026-05-18T14:18:03.950242,2026-05-18T14:12:14.582674,0.1459,NEVER,1,0.8,,True,,False,,,,1.0,PAIR_25-50_30-33,False,,,0,,0.1137,-0.4345,True,40.97,40.41,2026-05-18T14:20:40.336329,2026-05-18T14:46:22.098794,,,,,,,,,,,,,0.037091383812020026,2026-05-18T14:20:38.421757,,,,,,0.2811,0.3055,0.0614,0.9155,0.9399,2026-05-18T14:18:00.260080,0.18356657963446252,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-18T14:12:10,2026-05-18T14:20:38.425042,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
99,,FARTCOINUSDT,SHORT,CLOSED,0.1807,0.1805,0.1804,390.65876660037765,20.0,7813.175332007553,43238.38036528807,VERY_STRONG,0.4477,0.0954,37.15,47.92,34.5776,33.7568,0.2905,-0.2897,BEARISH,-0.1244,-0.1056,33.4719,32.9346,34.1,36.9,37.2,0.2236,39.8,41.1,0.8859,0.8951,31.6,52.6,26.7,0.8208,2.0,STRONG_BEAR,BEAR_EXHAUSTED,,-0.0585,11.39070100951947,30.21762002153529,0.5362,-0.2719,-0.00059,-0.3273,-0.5624,-0.3296,-0.0748,2026-05-18T14:17:53.659944,0.020730492529056847,41595721.45251,,-0.1992,,,,,,,,,3.515928899403399,3.512037445170523,7.027966344573922,1.6197097284839383,0.020730492529056847,0.5743829551743258,-0.42219147758715514,0.1807,0.1795,0.0,0.7662,-0.2855,2026-05-18T14:17:59.954669,2026-05-18T14:05:00.745240,0.0138,RECOVERED,1,0.8,,True,,False,,,,1.0,,False,,,0,,0.171,-0.3225,True,0.1809,0.1782,2026-05-18T14:20:39.309205,2026-05-18T14:46:21.076563,,,,,,,,,,,,,0.020730492529056847,2026-05-18T14:20:00.997413,,,,,,-0.1453,0.0207,0.242,0.6294,0.5741,2026-05-18T14:17:59.736549,0.18682623132263446,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,-0.2561,3.11,2026-05-18T14:02:36,2026-05-18T14:20:00.999967,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
98,,AVAXUSDT,SHORT,CLOSED,9.097,9.086,9.085,420.3115307683497,20.0,8406.230615366994,924.0662433073535,VERY_STRONG,0.2422,0.1387,31.72,45.83,33.2132,32.8684,0.4492,-0.4472,BEARISH,-0.1254,-0.1084,28.836,27.606,28.3,37.2,55.3,0.1802,40.4,55.0,1.3127,1.6006,23.7,68.4,16.1,0.3448,4.0,BEAR_EXHAUSTED,BEAR_EXHAUSTED,,0.1475,15.444237433112399,34.132915891678806,0.2976,0.1709,-0.000112,0.1757,-0.6823,-0.5639,-0.0303,2026-05-18T14:17:59.927850,,117876429.118,,-0.205,2026-05-18T13:50:54.861809,-0.6239,,,2026-05-18T13:54:35.244902,-0.6789,,,1.5131215107660592,3.7782296490107763,5.291351159776836,4.873377516603343,0.05797339782344983,0.2889226118500608,-0.744850060459505,9.097,9.065,0.0,0.6253,-0.1534,2026-05-18T14:18:07.191633,2026-05-18T13:54:39.240417,-0.2627,RECOVERED,1,0.8,,True,,False,,,,1.0,,False,-0.6238766626360356,,0,,0.3927,-0.1534,True,9.11,9.034,2026-05-18T14:21:11.852873,2026-05-18T14:35:42.306797,,,,,,,,,,,,,0.05797339782344983,2026-05-18T14:18:21.326263,,,,,,0.1459,0.0139,-0.074,0.2338,0.3547,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-18T13:45:31.783352,-0.14,2026-05-18T13:45:44.121588,-0.217,,,-0.5029,12.11,-0.4809,9.93,2026-05-18T13:38:31,2026-05-18T14:18:21.328829,BREAKEVEN_EXIT_L1,MAKER,TAKER,True,
97,,XRPUSDT,SHORT,CLOSED,1.3796,1.3776,1.377,420.3115307683496,20.0,8406.230615366992,6093.237616241659,VERY_STRONG,0.3412,0.159,28.25,41.02,31.4794,30.1403,0.4211,-0.4193,BEARISH,-0.1609,-0.1084,28.836,27.606,28.3,37.2,55.3,0.1802,40.4,55.0,1.3127,1.5009,23.7,68.4,11.9,1.3391,3.0,BEAR_EXHAUSTED,BEAR_EXHAUSTED,,0.1475,13.086030950720625,38.119160074502915,0.2823,0.098,-0.000112,0.0503,-0.7109,-0.5639,-0.0303,2026-05-18T14:17:59.678328,,756524718.2441,,-0.205,2026-05-18T13:51:15.194149,-0.6919,,,2026-05-18T13:54:37.415898,-0.7644,,,3.7828037769151464,3.7773198630605287,7.560123639975675,4.626351592507655,0.05503479269353452,0.32334915917657575,-0.7934187445636448,1.3796,1.3739,0.0,0.5724,-0.2571,2026-05-18T14:18:00.625802,2026-05-18T13:54:39.601583,-0.2353,RECOVERED,1,0.8,,True,,False,,,,1.0,PAIR_25-50_30-33,False,-0.7281530878515614,,0,,0.3023,-0.2571,True,1.3834,1.3717,2026-05-18T14:26:29.623186,2026-05-18T14:35:42.306797,,,,,,,,,,,,,0.05503479269353452,2026-05-18T14:18:25.456579,,,,,,0.0985,-0.09,-0.235,0.1347,0.3232,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-18T13:45:32.806744,-0.3003,2026-05-18T13:45:44.118635,-0.3873,,,-0.5541,12.15,,,2026-05-18T13:38:29,2026-05-18T14:18:25.459387,BREAKEVEN_EXIT_L1,TAKER_FALLBACK,TAKER,True,
