id,binance_order_id,backstop_algo_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_off24h_pct,entry_btc_off24lo_pct,entry_long_heat_flags,entry_btc_off30d_high_pct,entry_btc_r72_pct,entry_btc_eff72,entry_btc_above72_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,entry_pair_rank,entry_pair_age_days,entry_br_r72,entry_br_above,entry_br_eff,entry_br_off24h,entry_br_door,entry_bear_r24,entry_bear_below24,entry_bear_eff24,entry_bear_off24lo,entry_bear_bypass,funding_fee_usd,spike_rsi_max,spike_armed,belock_t15_min,belock_tr15,belock_t20_min,belock_tr20,belock_t30_min,belock_tr30,entry_desired_notional,entry_liquidity_cap_notional,liquidity_capped,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,entry_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,hard_tp_shadow_leash_pnl,hard_tp_shadow_leash_fired,hard_tp_shadow_ladder_pnl,hard_tp_shadow_ladder_fired,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,phantom_ema13_cross_pnl,phantom_ema13_cross_at,phantom_trail_suppress_pnl,phantom_trail_suppress_at,entry_gap_expand_marginal,entry_strategy,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,shadow_tight_pnl,shadow_tight_reason,shadow_tight_min,shadow_wide_pnl,shadow_wide_reason,shadow_wide_min,shadow_tierA_pnl,shadow_tierA_reason,shadow_tierA_min,shadow_tierB_pnl,shadow_tierB_reason,shadow_tierB_min,shadow_strpk_pnl,shadow_strpk_reason,shadow_strpk_min,shadow_strpk04_pnl,shadow_strpk04_reason,shadow_strpk04_min,shadow_strpk03_pnl,shadow_strpk03_reason,shadow_strpk03_min,shadow_stren_pnl,shadow_stren_reason,shadow_stren_min,shadow_strpk_signed_pnl,shadow_strpk_signed_reason,shadow_strpk_signed_min,shadow_peak_stretch,shadow_peak_stretch_at_close,shadow_atr05_pnl,shadow_atr05_min,shadow_atr10_pnl,shadow_atr10_min,shadow_atr15_pnl,shadow_atr15_min,shadow_cap025_pnl,shadow_cap025_min,shadow_cap035_pnl,shadow_cap035_min,shadow_cap050_pnl,shadow_cap050_min,shadow_arm035_pnl,shadow_arm035_min,shadow_arm040_pnl,shadow_arm040_min,runner_peak_stretch,runner_trail_bound,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
41,,,ENAUSDT,LONG,CLOSED,0.20600000000000002,0.20702,0.20705,411.2447891031229,20.0,8224.895782062458,39926.67855370125,STRONG_BUY,1.2742,0.3723,0.498,68.05357730943737,65.45,24.410942662445848,22.9292,0.3675,0.3689,NEUTRAL,0.5301,-0.0159,33.3839,33.7403,45.4,39.0,36.6,0.0721,59.6,58.8,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,,,,0.5808,1.0229713015861819,42.2,44.4,92.8,1.4818,2.0,CHOPPY_FLAT,STRONG_BEAR,,-0.1067,32.01565476123379,12.551364560164698,0.8880955309671023,0.6478,,1.1379,1.2443,0.0085,-0.74,0.65,0,-1.16,6.68,0.101,59.4,0.0822,,,515541019.70474,9,,6.68,59.4,0.101,-0.74,GREEN,,,,,,,,False,,,,,,,8224.895782062458,500000.0,False,,-0.1248,,,,,,,,,1.4804812407712427,3.7195294473842546,5.200010688155498,35.5252014366195,0.4319228155339771,2.212674514563093,-0.4511747572815645,0.21069,0.20600000000000002,0.0,,,,,,NEVER,1,0.4,,True,,-0.0728,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.5191,0.3539,True,,,,,0.20704,0.19832,2026-09-19T20:41:57.122560,2026-09-19T21:22:35.702326,0.4419,-3.7912,0.06,40.7,4.5,-0.8397,-2.4756,0.0,3.89,-0.4028,13.32,-1.4465,,,4.5,-0.8397,,,,,,BULLRUN_LONG,,,,,,0.2671,0.204,-0.8931,-1.3737,-2.3737,,,,,,,,,,,,,,,,,,,,,-2.4756,window,,,,,,,,,,,-2.4756,window,,,,,,,,-2.4756,window,,,,,,,-2.4756,,-2.4756,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-19T20:01:54,2026-09-19T20:41:53.703202,BR_TRAILING_STOP,MAKER,TAKER,True,
40,,,ONEUSDT,LONG,CLOSED,0.0039000000000000003,0.003808,0.0039000000000000003,464.683377517653,20.0,9293.66755035306,2382991.679577708,STRONG_BUY,2.7155,0.2166,0.7991,48.44554591791661,68.09,37.42077062831732,40.272,4.5695,-4.3698,NEUTRAL,1.0775,-0.0159,33.3839,33.7403,45.4,39.0,36.6,0.0721,59.6,58.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0.5808,0.8080092649645749,42.2,44.4,20.4,-2.8512,1.0,CHOPPY_FLAT,CHOPPY_FLAT,,-0.1067,20.754334075241733,20.90216130230645,4.493239408215171,9.1059,,12.4293,-3.8145,0.0085,-0.74,0.65,0,-1.16,6.68,0.101,59.4,0.0822,,,534178931.9491567,7,,6.68,59.4,0.101,-0.74,GREEN,,,,,,,,False,,,,,,,9293.66755035306,500000.0,False,,-0.1067,,,,,,,,,1.672860159063551,4.08349454212436,5.75635470118791,-224.99158922233718,-2.420912820512822,0.0,-2.420912820512822,0.0039000000000000003,0.0039000000000000003,0.0,,,,,,NEVER,1,0.4,,True,,-3.2258,False,,,,1.0,1.0,BULLRUN,False,,,0,,-13.1117,0.3231,False,,,,,0.0043166,0.0036883,2026-09-19T20:38:39.895700,2026-09-19T20:02:04.107622,10.6191,-5.4912,37.08,0.49,,,7.9908,,44.81,7.3216,,,,,,,,,,,,BULLRUN_LONG,,,,,,1.5524,3.037,2.5729,2.5319,6.4883,,,,,,,,,,,,,,,,,,,,,7.5973,trailing,0.55,,,,,,,,,,7.5908,stretch,0.46,,,,,,,7.9908,window,,,,,0.7217,,7.9908,,7.9908,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-19T20:01:34,2026-09-19T20:01:34.996161,BR_STOP_LOSS,MAKER,TAKER,True,
39,,,UNIUSDT,LONG,CLOSED,8.688,8.632,8.632,464.683377517653,20.0,9293.66755035306,1069.7131158325344,STRONG_BUY,0.113,0.0519,0.0734,48.160152875128375,56.84,24.84979538395091,26.5488,0.1644,-0.1642,NEUTRAL,0.0524,-0.0159,33.3839,33.7403,45.4,39.0,36.6,0.0721,59.6,58.8,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,0.5808,0.7112001389571844,42.2,44.4,69.7,-1.699,1.0,CHOPPY_FLAT,STRONG_BEAR,,-0.1067,23.311142023931367,24.635916991052163,0.4323900852895698,-0.4552,,-0.6589,-0.0391,0.0085,-0.74,0.65,0,-1.16,6.68,0.101,59.4,0.0822,,,620241737.062,5,,6.68,59.4,0.101,-0.74,GREEN,,,,,,,,False,,,,,,,9293.66755035306,500000.0,False,,-0.1607,,,,,,,,,1.672860159063551,4.155193627139897,5.828053786203448,-65.73198827282638,-0.7072771639042466,0.33967322744014883,-0.7072771639042466,8.723,8.688,0.0,,,,,,NEVER,1,0.4,,False,,-0.0115,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.3364,-0.0616,True,,,,,8.639,8.463,2026-09-19T21:04:52.139380,2026-09-19T21:43:27.321830,,,,,,,,,,,,,,,,,,,,,,BULLRUN_LONG,,,,,,-0.6845,-0.7306,-0.8917,-1.7435,-1.6399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-19T20:01:27,2026-09-19T21:04:27.896825,BR_STOP_LOSS,MAKER,TAKER,True,
38,,,GUSDT,LONG,CLOSED,0.010248,0.010134,0.010182,507.34506599288886,20.0,10146.901319857778,990134.7892132882,STRONG_BUY,0.7015,0.7656,0.206,54.26020195517127,49.45,26.232305086066344,26.5444,1.2328,1.2481,NEUTRAL,0.4184,-0.0137,29.7537,30.4886,47.1,45.2,29.8,0.1023,63.1,62.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0.9265,0.619064475532484,26.7,53.3,42.9,-0.3121,1.0,CHOPPY_FLAT,CHOPPY_FLAT,,-0.0729,25.72750282260705,16.388509540531597,4.611701112443789,-0.1851,,1.5694,2.2335,0.0214,-0.58,0.82,0,-1.04,7.26,0.105,60.6,0.1795,,,437426749.378873,10,,7.26,60.6,0.105,-0.58,GREEN,,,,,,,,False,,,,,,,10146.901319857778,437426.749378873,False,,-0.0773,,,,,,,,,4.566105593936,4.515311679249359,9.081417273185359,-121.95678324349973,-1.2019115925058501,0.9828971506635342,-1.2019115925058501,0.010358,0.010248,0.0,,,,,,NEVER,1,0.4,,True,,0.2053,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.3504,2.2191,False,,,,,0.010234,0.009619,2026-09-19T18:57:06.911267,2026-09-19T19:16:03.011048,-0.2266,-6.2278,6.96,25.89,15.04,-4.8909,-3.4175,0.0,15.04,-4.8909,,,,,15.04,-4.8909,,,,,,BULLRUN_LONG,,,,,,-0.9292,-1.1927,-1.0073,-4.8909,-3.798,,,,,,,,,,,,,,,,,,,,,-3.4175,window,,,,,,,,,,,-3.4175,window,,,,,,,,-3.4175,window,,,,,,,-3.4175,,-3.4175,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-19T18:44:21,2026-09-19T18:50:09.313099,BR_STOP_LOSS,TAKER_FALLBACK,TAKER,True,
37,,,DOGEUSDT,LONG,CLOSED,0.0898,0.08925,0.08926,507.34506599288886,20.0,10146.901319857778,112994.44676901757,STRONG_BUY,0.0192,0.0033,0.0272,51.51638552548855,46.91,20.372500372048567,21.3074,0.0704,0.0704,NEUTRAL,0.0115,-0.0137,29.7537,30.4886,47.1,45.2,29.8,0.1023,63.1,62.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,,,0.9265,0.5782243693081254,26.7,53.3,35.7,-0.9349,1.0,CHOPPY_FLAT,STRONG_BEAR,,-0.0729,24.199036142138922,20.523380975321576,0.4407575546785226,0.1834,,0.3076,0.0399,0.0214,-0.58,0.82,0,-1.04,7.26,0.105,60.6,0.1795,,,518866270.27191,7,,7.26,60.6,0.105,-0.58,GREEN,,,,,,,,False,,,,,,,10146.901319857778,500000.0,False,,-0.1144,,,,,,,,,4.566105593936,4.538139468360668,9.104245062296668,-71.25119078525732,-0.7021965478841968,0.29957962138083427,-0.7021965478841968,0.09015,0.0898,0.0,,,,,,NEVER,1,0.4,,False,,-0.0556,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.2365,-0.1006,True,,,,,0.08941,0.08864,2026-09-19T19:59:17.700685,2026-09-19T20:19:32.090257,-0.5243,-1.3818,1.09,21.33,0.01,-0.7025,-0.9475,0.0,0.01,-0.7025,4.15,-0.7916,,,0.01,-0.7025,,,,,,BULLRUN_LONG,,,,,,-0.8138,-0.7136,-0.8806,-1.0143,-1.0254,,,,,,,,,,,,,,,,,,,,,-0.9475,window,,,,,,,,,,,-0.9475,window,,,,,,,,-0.9475,window,,,,,,,-0.9475,,-0.9475,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-19T18:43:54,2026-09-19T19:58:11.909411,BR_STOP_LOSS,TAKER_FALLBACK,TAKER,True,
36,,,XRPUSDT,LONG,CLOSED,1.428,1.4192,1.4201,507.34506599288886,20.0,10146.901319857778,7105.673193177716,STRONG_BUY,0.0731,0.0125,0.0257,49.21008892059646,46.28,12.802845989062616,13.6557,0.0763,0.0763,NEUTRAL,-0.006,-0.0137,29.7537,30.4886,47.1,45.2,29.8,0.1023,63.1,62.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,,,0.9265,0.6497617762160154,26.7,53.3,31.4,-0.8529,0.0,CHOPPY_FLAT,BEAR_EXHAUSTED,,-0.0729,20.86498558337567,20.161072720612324,0.33867019610262533,-0.1619,,-0.2242,0.0631,0.0214,-0.58,0.82,0,-1.04,7.26,0.105,60.6,0.1795,,,1287236847.1681,3,,7.26,60.6,0.105,-0.58,GREEN,,,,,,,,False,,,,,,,10146.901319857778,500000.0,False,,-0.1939,,,,,,,,,4.566105593936,4.537967128091016,9.104072722027016,-71.63399682199034,-0.7059691876750643,0.4279740896358596,-0.7059691876750643,1.4354,1.428,0.0,,,,,,NEVER,1,0.4,,False,,-0.021,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.6453,-0.0736,True,,,,,1.4226,1.4034,2026-09-19T21:11:25.745223,2026-09-19T21:36:30.379968,,,,,,,,,,,,,,,,,,,,,,BULLRUN_LONG,,,,,,-0.5382,-0.6992,-0.7693,-0.9513,-1.2945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-19T18:43:33,2026-09-19T21:11:02.479895,BR_STOP_LOSS,TAKER_FALLBACK,TAKER,True,
35,,,NEARUSDT,LONG,CLOSED,3.582,3.64,3.642,512.0811219574298,20.0,10241.622439148596,2859.191077372584,STRONG_BUY,0.1266,0.0258,0.0692,46.93414923629333,54.45,16.71743790317185,17.6484,0.3285,-0.3274,BULLISH,0.0273,0.0437,37.209,37.3916,60.5,58.1,55.8,0.1424,75.8,73.2,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,,,,2.2098,0.8629083797998476,55.6,35.6,47.7,-0.931,0.0,STRONG_BULL,STRONG_BEAR,,0.1922,21.585064375461016,23.67368849107146,0.6040610419774554,-0.2522,,-0.3142,-0.2327,0.1759,-0.25,1.48,0,-0.84,7.74,0.107,61.1,0.253,,,713516301.841,4,,7.74,61.1,0.107,-0.25,GREEN,,,,,,,,False,,,,,,,10241.622439148596,500000.0,False,,-0.0395,,,,,,,,,4.608730097616868,4.683354984736293,9.29208508235316,156.54099740525749,1.528478503629265,2.7562897822445644,-0.22952400893355368,3.684,3.582,0.0,,,,,,NEVER,1,0.4,,True,,0.0279,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.4082,-0.0283,True,,,,,3.659,3.582,2026-09-19T18:17:21.197112,2026-09-19T18:47:28.904576,2.0596,-0.09,9.87,40.0,32.14,0.6638,0.1054,0.0,32.76,0.6359,37.3,0.4683,,,32.14,0.6638,,,,,,BULLRUN_LONG,2026-09-19T18:39:37.596129,0.6638,,,,1.4455,1.6409,1.4734,1.3617,1.0267,,,,,,,,,2026-09-19T18:44:31.985153,0.4963,2026-09-19T18:44:53.412529,0.4404,2026-09-19T18:41:30.546646,0.58,2026-09-19T18:44:53.412529,0.4404,2026-09-19T18:45:01.644576,0.3567,2026-09-19T18:44:53.412529,0.4404,0.6638,ema13,0.0,,,,,,,,,,0.6638,ema13,0.0,,,,,,,0.6638,ema13,0.0,,,,-0.276,,0.1054,,0.1054,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-19T16:20:23,2026-09-19T18:07:29.185061,BR_TRAILING_STOP,TAKER_FALLBACK,TAKER,True,
34,,,ENAUSDT,LONG,CLOSED,0.19920000000000002,0.19972,0.20006,508.12726752125764,20.0,10162.545350425153,51016.793927837105,STRONG_BUY,0.142,0.0404,0.0977,53.46542165838993,35.19,14.33972369923818,15.2209,0.5554,0.5585,BULLISH,-0.0411,0.0435,35.9099,35.5323,65.1,62.0,71.9,0.0938,74.2,72.2,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,,,,1.7639,0.956368382135692,31.1,66.7,45.4,-0.8811,0.0,STRONG_BULL,STRONG_BULL,,0.2,22.229996021189375,20.98327227729779,1.1434254552924283,0.2432,,0.5209,0.5008,0.114,-0.12,1.45,0,-0.79,7.85,0.11,61.1,0.2277,,,471893606.47399,8,,7.85,61.1,0.11,-0.12,GREEN,,,,,,,,False,,,,,,,10162.545350425153,471893.60647399,False,,0.1911,,,,,,,,,1.8292581630765277,4.585083337470432,6.41434150054696,20.114391341927963,0.19792670682730554,2.385696787148592,-0.5748177710843478,0.20408,0.19920000000000002,0.0,,,,,,NEVER,1,0.4,,True,,-0.0452,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.628,0.7358,True,,,,,0.2057,0.19958,2026-09-19T17:01:06.921448,2026-09-19T16:19:21.037030,3.2001,0.1278,42.05,0.28,,,2.6679,,0.01,0.188,5.41,0.7352,,,,,,,,,,BULLRUN_LONG,,,,,,0.5394,0.3888,0.5846,2.7181,1.7894,,,,,,,2026-09-19T16:22:46.832333,0.4239,2026-09-19T16:23:00.180986,0.2834,2026-09-19T16:23:01.435635,0.2834,2026-09-19T16:23:02.468265,0.3235,2026-09-19T16:23:04.503873,0.3286,2026-09-19T16:23:38.127601,0.2984,2026-09-19T16:23:06.541131,0.3286,0.3948,trailing,1.96,,,,,,,,,,0.7503,stretch,5.38,,,,,,,2.6679,window,,,,,1.4257,,2.6679,,2.6679,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-19T15:41:07,2026-09-19T16:19:03.648333,BR_BREAKEVEN_EXIT,MAKER,TAKER,True,
33,,,XRPUSDT,LONG,CLOSED,1.439,1.4298,1.4308,524.4737926070294,20.0,10489.475852140587,7289.420328103257,STRONG_BUY,0.2119,0.0209,0.0775,51.57286977713388,63.79,17.46248036119852,18.314,0.198,-0.1976,BULLISH,0.0655,0.0628,24.3694,22.759,65.8,71.8,67.0,0.0847,71.1,68.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0.9126,1.0888002951345965,66.7,24.4,39.0,-0.8515,1.0,HEALTHY_BULL,STRONG_BULL,,0.1206,23.318536230955562,20.51609749166757,0.4365290129939726,0.3289,,0.5372,-0.0994,0.0946,-0.27,1.3,1,-0.94,7.81,0.109,60.3,0.1947,,,1422793618.8893,3,,7.81,60.3,0.109,-0.27,GREEN,,,,,,,,False,,,,,,,10489.475852140587,500000.0,False,,0.1918,,,,,,,,,1.8881056533853058,4.690085933304917,6.578191586690222,-73.6408586052409,-0.7020451702571296,0.1245458651841504,-0.7020451702571296,1.4417,1.439,0.0,,,,,,NEVER,1,0.4,,False,,-0.0833,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.3451,-0.219,True,,,,,1.4385,1.4252,2026-09-19T15:43:27.049136,2026-09-19T16:04:56.827055,-0.0977,-1.022,13.94,35.44,0.01,-0.6815,-0.3479,0.0,31.64,-0.605,19.21,-0.5008,,,0.01,-0.6815,,,,,,BULLRUN_LONG,2026-09-19T16:00:33.249029,-0.6745,,,,-0.7232,-0.6467,-0.6676,-0.2298,-0.6884,,,,,,,,,,,,,,,,,,,,,-0.3479,window,,,,,,,,,,,-0.3479,window,,,,,,,,-0.3479,window,,,,,,,-0.3479,,-0.3479,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-19T14:38:44,2026-09-19T15:29:30.286098,BR_STOP_LOSS,MAKER,TAKER,True,
32,,,DOGEUSDT,LONG,CLOSED,0.08872,0.08915,0.08916,512.3677192142997,20.0,10247.354384285993,115502.190986091,STRONG_BUY,0.0981,0.0271,0.0301,50.66484208351519,51.17,28.856663343781907,30.1137,0.1114,-0.1112,NEUTRAL,0.0123,-0.0005,14.1988,14.5604,52.9,48.5,46.8,0.0697,66.4,68.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,0.7067,0.703351222304241,28.9,48.9,34.9,-1.257,0.0,CHOPPY_WEAK,HEALTHY_BULL,,-0.0027,23.39661845421502,18.19155142377446,0.39771164433606043,0.4158,,0.5149,-0.1083,0.0243,-0.6,1.72,0,-1.28,7.3,0.101,59.4,0.1827,,,517281702.90983,8,,7.3,59.4,0.101,-0.6,GREEN,,,,,,,,False,,,,,,,10247.354384285993,500000.0,False,,0.1225,,,,,,,,,4.6113094729286965,4.633659146884505,9.244968619813202,40.42097350420591,0.3944527727682595,1.194363165013528,-0.18013074842199814,0.08986,0.08872,0.0,,,,,,NEVER,1,0.4,,True,,0.079,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.2287,0.0315,True,,,,,0.08931,0.08864,2026-09-19T14:45:48.990389,2026-09-19T15:20:14.472960,0.575,-0.1802,7.79,42.21,10.16,0.2932,-0.0224,0.575,0.01,0.4059,4.81,0.4848,,,10.16,0.2932,,,,,,BULLRUN_LONG,,,,,,0.2481,0.2932,0.5299,0.1467,0.4398,,,,,,,2026-09-19T14:46:13.942016,0.3609,2026-09-19T14:46:17.017098,0.3496,2026-09-19T14:46:25.193290,0.3496,2026-09-19T15:10:52.531948,0.1918,2026-09-19T15:10:57.628093,0.1805,2026-09-19T15:10:56.608502,0.1805,2026-09-19T15:10:52.531948,0.1918,0.325,trailing,9.41,,,,,,,,,,0.4736,stretch,4.72,,,,,,,0.2932,ema13,10.16,,,,0.286,,-0.0224,,-0.0224,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-19T13:54:25,2026-09-19T14:38:00.790347,BR_TRAILING_STOP,TAKER_FALLBACK,TAKER,True,
