ts,pair,pnl,peak,pnl_wide,gold,eff,r72,above,btc_r6,btc_r24,btc_r2,btc_off24,btc_rsi5,btc_rsi1h,btc_adx5,btc_s1h,btc_eff24,btc_vol2h,hours_since_24h_high,min_since_green,pair_atrp,pair_pvr,pair_rsi,pair_adx,pair_r24,pair_r6,pair_off24,reclaim_atr,dip_depth_atr,dip_age_min,above_e50h_pct,n_open,hour
2024-02-08 20:45:00,XRPUSDT,0.6157415082724166,1.0648596321394033,0.6157415082724166,False,0.10598449570305572,7.364935303857245,61.57407407407407,0.9493776154455347,2.9321116766650057,0.6611855344103912,-0.17368421052631478,60.82853242627484,72.55076620107826,26.07971881075367,0.4157465211388594,0.11160456849733541,0.13053536423741907,0.5,30,0.17955906193349339,0.755919559613698,53.14634995815184,17.818914736768473,0.7215288611544413,-0.1546491397641625,-0.5966127790608122,0.3690029823407284,0.5906360531561745,5.0,1.11289057636621,0,20
2024-02-08 20:45:00,AVAXUSDT,-0.7899999999999999,0.26400044936247813,1.1403269078318534,False,0.10598449570305572,7.364935303857245,61.57407407407407,0.9493776154455347,2.9321116766650057,0.6611855344103912,-0.17368421052631478,60.82853242627484,72.55076620107826,26.07971881075367,0.4157465211388594,0.11160456849733541,0.13053536423741907,0.5,30,0.32990198449332714,1.1701888943076353,51.32527902439362,12.429984324733947,0.5932873771047564,-0.5502332206798188,-1.4884904825143819,0.12445751581874184,0.5944976981759856,5.0,1.3993216197890623,1,20
2024-02-08 21:25:00,DOGEUSDT,-0.7899999999999999,0.0,-1.09,False,0.10348640782626917,7.196148593344942,62.268518518518526,0.22008604967591605,2.541556387397792,0.21765497166295056,-0.33837719298246416,55.433805329569836,66.40039016127216,26.485165685743237,0.37880264763087784,0.09841336408750805,0.12463235708325925,1.1666666666666667,70,0.15381556915880834,0.4586818753205286,56.557692199561885,13.376491452673577,0.4492699363534136,-0.24786218862311582,-0.45758100420478787,0.8018469109436958,0.3094301234954297,25.0,1.0207546272893664,2,21
2024-02-08 21:25:00,1000PEPEUSDT,-0.7899999999999999,0.21809118288502738,-1.09,False,0.10348640782626917,7.196148593344942,62.268518518518526,0.22008604967591605,2.541556387397792,0.21765497166295056,-0.33837719298246416,55.433805329569836,66.40039016127216,26.485165685743237,0.37880264763087784,0.09841336408750805,0.12463235708325925,1.1666666666666667,70,0.39144729405992057,0.6281743947397314,52.833374954224816,24.713210900546933,-1.4534288638689885,-1.3120131201311946,-2.2538071065989818,0.49172910700486344,0.7539127123819407,15.0,1.2424480994855935,3,21
2024-02-09 02:20:00,SOLUSDT,0.7364112388802596,1.352283835847512,0.7364112388802596,False,0.10075610688815344,7.026721003897496,60.879629629629626,0.8729282011593398,2.5465728522467757,0.8453560525068626,-0.3289760348583859,80.80733348297014,79.20914328943225,29.283936906078424,0.4447263953145264,0.10279680416941774,0.0797712487174774,0.08333333333333333,5,0.2629362984836262,1.0832720860304699,74.89865252027542,37.41211790283692,1.9890917621300241,1.7940763287286332,-0.6011012250652592,2.3268350011633387,0.6225127835123403,275.0,3.6133334856528254,1,2
2024-02-09 02:20:00,BNBUSDT,0.7545355516406637,1.1094096690521527,0.7545355516406637,False,0.10075610688815344,7.026721003897496,60.879629629629626,0.8729282011593398,2.5465728522467757,0.8453560525068626,-0.3289760348583859,80.80733348297014,79.20914328943225,29.283936906078424,0.4447263953145264,0.10279680416941774,0.0797712487174774,0.08333333333333333,5,0.13243705870574454,0.8392644438742975,66.58509405721753,24.91997498871432,3.4194111373258673,0.7937757898384135,-0.10614054256546934,1.9129168797330252,1.4451721706238934,275.0,2.4559500749900653,2,2
2024-02-09 04:00:00,1000PEPEUSDT,1.2532483930970353,1.9656019656019375,1.2532483930970353,False,0.10487191478645873,7.477893028375271,60.995370370370374,1.6040033949494603,3.4654532230039337,1.339492830898914,-0.7641460683834311,61.57363054505749,72.04420317538734,49.964844208584616,0.5676343481030607,0.13158590120615346,0.15287553614308874,0.8333333333333334,90,0.3111767862524511,0.30725420833182454,52.64650275231119,24.09476046073214,1.1076604554865588,1.3805272991488593,-1.1537293796174408,0.07810849385169748,0.7934283106500591,10.0,2.29189132893024,2,4
2024-02-09 04:00:00,ADAUSDT,-0.7899999999999999,0.018695083193120965,0.560308362382078,False,0.10487191478645873,7.477893028375271,60.995370370370374,1.6040033949494603,3.4654532230039337,1.339492830898914,-0.7641460683834311,61.57363054505749,72.04420317538734,49.964844208584616,0.5676343481030607,0.13158590120615346,0.15287553614308874,0.8333333333333334,90,0.30113110577848,0.7281829558446448,52.31226611939064,20.772434766160995,4.248684466965513,1.1344299489506549,-1.164079822616404,0.09195102060586688,0.7648889754935588,5.0,3.707418432834375,3,4
2024-02-09 04:40:00,SOLUSDT,1.0620672690615964,1.833984225438412,1.0620672690615964,False,0.10292234253114414,7.432613909993058,60.879629629629626,1.6682764458727295,3.364815276719768,0.11883903405194296,-0.9579278270605451,54.04680782505251,68.95273537080064,32.08412731313487,0.6121231181903097,0.12371525827026639,0.1455372587787866,1.5,10,0.34095847818840774,0.8165842240409678,51.343179988106044,22.94121664001331,2.7205867893732805,1.903006184038536,-1.2103675545847459,0.15202985408575362,0.7738187239656213,5.0,3.4561797497225655,3,4
2024-02-09 07:05:00,ADAUSDT,0.8815866217224707,1.4344262295081789,0.8815866217224707,False,0.11035655805333718,8.13017253471735,63.42592592592593,2.1464364825738658,4.058243602608003,0.5841289172085373,-0.41426233743864227,60.526588531456994,70.76171446434057,22.21782039550928,0.5222568358947751,0.14372908366533788,0.0762843716833217,3.9166666666666665,155,0.2314198038928541,0.7808585132580838,53.82688032757322,23.070174478021773,5.253871789845133,1.2254901960784492,-0.7945306725794521,0.23097312198791595,0.3170784598644878,5.0,3.498118083704971,3,7
2024-02-09 09:40:00,DOGEUSDT,-0.7899999999999999,0.9576427255985287,0.10643953345611643,False,0.11452430565377093,8.485335382537528,63.42592592592593,1.1347083558560067,4.215843302880362,0.6300801154318858,-0.33800117230786686,62.736954968305234,71.80718555901875,26.337675983748262,0.5659028498425103,0.14513893167395686,0.09370531633372445,0.6666666666666666,310,0.20520159487974107,0.3195418706098119,53.29309292299485,35.57066158148637,1.761619190404784,1.1424313920278095,-0.6707317073170849,0.0446863045510527,0.3016646965468806,5.0,1.7075495644697014,1,9
2024-02-09 10:00:00,1000PEPEUSDT,0.605297335581523,1.2065294535131388,0.605297335581523,False,0.113688234443473,8.426870728484847,63.541666666666664,0.9598798848317713,4.155801132179371,0.5995131252945818,-0.4575851313712187,56.28258181273092,71.80718555901875,25.86445327046779,0.5659028498425103,0.1421570879465855,0.08856767735425189,1.0,330,0.2556160589658079,0.88982606053144,51.84157020230445,19.844203006388955,2.049053089102748,0.9624244906317081,-0.9939759036144524,0.0738243509071038,0.7065980975050004,5.0,2.6391091493139562,2,10
2024-02-09 10:00:00,BNBUSDT,0.67633671607178,1.1114215640619651,0.67633671607178,False,0.113688234443473,8.426870728484847,63.541666666666664,0.9598798848317713,4.155801132179371,0.5995131252945818,-0.4575851313712187,56.28258181273092,71.80718555901875,25.86445327046779,0.5659028498425103,0.1421570879465855,0.08856767735425189,1.0,330,0.1725424239950926,0.3740415984536343,55.52502470410211,17.8904593006118,2.036872782564614,0.39583593068197587,-0.6967352097912882,0.5405719287786662,0.5644035378038871,20.0,2.405134830683675,3,10
2024-02-09 12:35:00,1000PEPEUSDT,1.4778178120414585,2.3564954682779415,1.4778178120414585,False,0.13648145098828407,10.446956452731015,66.20370370370371,2.476648771096235,5.989723327240792,1.6268840713552501,-0.7746134796165927,65.59233873240294,79.45520581795809,51.69889336985368,0.7826322349970024,0.18884220189964984,0.15925651005491054,0.5,485,0.3943388281182415,0.9746848721031267,57.49712987110005,15.486993996367048,3.524137211969558,1.627430910951877,-0.5309557202965554,0.7873730034565574,0.5936418630934108,5.0,2.9621087552326175,1,12
2024-02-09 12:40:00,ADAUSDT,-0.7899999999999999,0.9042258719320628,-1.09,False,0.1398252564040241,10.743446698256331,66.20370370370371,2.7422564766671043,6.258090814210271,1.8583880802095276,-0.5131237641098685,69.50980310432601,79.45520581795809,51.988599075341945,0.7826322349970024,0.19566404772908633,0.16875147729176476,0.5833333333333334,490,0.3677489866616914,0.5889497776330361,52.77549689219429,22.597528398602257,2.632077258095067,0.9498975600670478,-1.0587805768528469,0.2513004994948652,1.0971858365290414,10.0,3.7075336173901796,2,12
2024-02-09 13:10:00,XRPUSDT,-0.7899999999999999,0.2865329512894199,-1.09,False,0.1386608177705844,10.648174104806763,66.7824074074074,2.458466730120268,5.774384306859481,1.3322122810845993,-0.6789925411474163,61.65440960791417,80.49672064810427,47.54874140070554,0.8491630930845185,0.17911595397585137,0.16836737677002794,1.0833333333333333,520,0.21061542687646623,0.43107515074422753,52.753509683473204,27.610636897281385,2.1060842433697102,1.2765957446808418,-0.6074411541382108,0.09072064783343006,0.4797766859078536,5.0,1.6324031378440296,3,13
2024-02-09 13:45:00,SOLUSDT,-0.7899999999999999,0.6733306223579927,-1.2066054606970469,False,0.1400080282255503,10.827066616252857,66.7824074074074,2.734506841135076,5.873814657334808,0.7560261415718861,-0.42777788262530203,61.823779160724484,80.49672064810427,43.59355665484315,0.8491630930845185,0.18000929291824944,0.1707984376921985,1.6666666666666667,555,0.44664218427881874,0.7047566531050738,53.179653254073834,18.15125603838692,2.5187598161828806,0.2968766302131165,-1.1738317757009398,0.34421886380184497,0.8435398857514828,15.0,3.320847010966399,3,13
2024-02-09 15:25:00,XRPUSDT,0.5093964499065184,1.0921632496646794,0.5093964499065184,False,0.11446971671071693,9.258165597837786,65.27777777777779,1.2971452497772207,4.034984419760113,-0.3775784298819196,-1.0983343640918686,51.74169624491636,70.40786882215056,27.253661350229418,0.635124005671885,0.11537952213695177,0.2547393603957759,1.25,655,0.24638339987908048,0.7739446376273766,52.557839014392094,33.9166650255677,0.7527504342790925,0.2881844380403509,-0.9111617312072995,0.54037902322763,3.406391598515117,5.0,1.2316220532877509,0,15
2024-02-09 15:25:00,1000PEPEUSDT,0.11000000000000001,1.2994742585060948,0.11000000000000001,False,0.11446971671071693,9.258165597837786,65.27777777777779,1.2971452497772207,4.034984419760113,-0.3775784298819196,-1.0983343640918686,51.74169624491636,70.40786882215056,27.253661350229418,0.635124005671885,0.11537952213695177,0.2547393603957759,1.25,655,0.669594823182822,0.6431144581947814,53.97279375534397,21.286178231487188,3.3312833128331443,2.0654044750430423,-1.8498685619705912,0.5322097054749619,2.2050602637888437,25.0,4.010131499276226,1,15
2024-02-09 15:25:00,ADAUSDT,-0.8722254485334633,0.3873824017708971,0.11000000000000001,False,0.11446971671071693,9.258165597837786,65.27777777777779,1.2971452497772207,4.034984419760113,-0.3775784298819196,-1.0983343640918686,51.74169624491636,70.40786882215056,27.253661350229418,0.635124005671885,0.11537952213695177,0.2547393603957759,1.25,655,0.5214836323556422,0.6777501633974309,54.645905279301736,16.889151350413748,1.3839536188517076,0.4074828671976283,-1.0405257393209077,0.8219262466943151,2.6821863623872853,5.0,3.2972513442267593,2,15
2024-02-09 15:25:00,BNBUSDT,-0.7899999999999999,0.44532409698168074,-1.09,False,0.11446971671071693,9.258165597837786,65.27777777777779,1.2971452497772207,4.034984419760113,-0.3775784298819196,-1.0983343640918686,51.74169624491636,70.40786882215056,27.253661350229418,0.635124005671885,0.11537952213695177,0.2547393603957759,1.25,655,0.24459313416149955,0.47615235815580453,50.80629833342032,27.49130195647707,1.2366163671654773,0.4597843983969785,-0.7519489288564163,0.26954581150280976,3.5745089221138526,5.0,2.184133047235415,3,15
