id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
199,,TRXUSDT,LONG,CLOSED,0.3266,0.32629,0.32629,199.27795430753957,1.0,199.27795430753957,610.159076263134,STRONG_BUY,0.0673,0.0217,64.92,18.2373,17.509,0.0637,0.0637,BULLISH,0.0317,0.1683,38.8044,36.0663,87.8,84.0,1.3354,1.413,79.2,18.8,98.9,0.7283,1.0,BULL_EXHAUSTED,STRONG_BEAR,38.49469749595092,21.79197934956749,0.0574,0.0329,-2e-05,0.0896750794383928,0.0895899622472541,0.1792650416856469,-0.36841435532720435,-0.1848746172688233,0.0,-0.25526546233924824,0.3268,,0.0,,,,2026-05-01T14:00:00.996222,-0.0887,ENDED_NEG,1,0.5,,False,,False,,,,-0.0105,-0.017,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-01T13:36:42.348107,-0.1481,2026-05-01T13:36:54.463063,-0.1512,2026-05-01T14:36:12.835250,-0.1849,-0.1726,21.64,-0.0961,9.1,2026-05-01T12:38:32,2026-05-01T14:36:12.836253,REGIME_CHANGE L1,TAKER_FALLBACK,TAKER,True,
198,,SUIUSDT,LONG,CLOSED,0.9169,0.9246,0.9247,198.39593650144047,1.0,198.39593650144047,216.3768529844481,VERY_STRONG,0.1855,0.0686,66.31,22.8308,20.8171,0.1544,0.1547,BULLISH,0.0911,0.1286,35.4372,33.1383,82.9,78.2,1.3543,1.9809,79.2,16.7,83.8,2.0137,2.0,BULL_EXHAUSTED,BULL_EXHAUSTED,29.533977670411605,10.106552122824766,0.1925,0.0141,-5.2e-05,0.03571126857025929,0.09002791722123932,0.12573918579149862,1.5403625821887363,0.7764083324244659,0.983535063801935,-0.24832391754826427,0.9265,,0.0,0.5777,0.1656,2026-05-01T13:55:31.849954,,,RECOVERED,2,1.0,,True,,False,,,,0.2357,0.2969,True,0.8858,-0.0412,4.42,41.7,34.81,0.406,0.2206,0.8858,9.72,0.4169,2.87,0.7332,,,,2026-05-01T13:53:20.197427,,,,,,2026-05-01T14:14:31.895686,0.6132,2026-05-01T14:14:32.905518,0.6023,2026-05-01T14:04:18.555850,0.515,2026-05-01T14:14:33.913033,0.6132,2026-05-01T14:05:24.294068,0.406,2026-05-01T14:05:54.562856,0.3842,False,,,,False,,,2026-05-01T13:36:39.322977,0.3295,2026-05-01T13:36:54.461457,0.3513,,,-0.1938,10.6,-0.1393,7.19,2026-05-01T12:34:46,2026-05-01T13:56:17.047292,TRAILING_STOP L2,MAKER,TAKER,True,
197,,AAVEUSDT,LONG,CLOSED,92.818,93.27,93.28,197.43448090694437,1.0,197.43448090694437,2.127114147115262,STRONG_BUY,0.1764,0.0555,69.59,21.7315,21.3345,0.1016,0.1017,BULLISH,0.0872,0.0385,25.0262,24.1912,61.3,63.6,1.0584,0.7508,58.3,20.8,94.2,0.3969,2.0,HEALTHY_BULL,BULL_EXHAUSTED,26.954524864378865,15.529797138031254,0.1869,0.055,-5.2e-05,0.03553820656324999,0.08927817142564821,0.1248163779888982,0.8366392165071963,0.4237553707255039,0.6283649292163114,-0.24391792540239196,93.46,,0.0,0.3225,0.4035,2026-05-01T12:29:08.587698,2026-05-01T12:12:20.789882,-0.0425,RECOVERED,2,1.0,,True,,False,,,,0.0725,0.3118,True,0.7687,0.1546,3.46,26.1,,,0.5317,,11.55,0.3486,10.41,0.5317,,,,2026-05-01T12:25:16.903129,,,,2026-05-01T12:46:52.396590,0.2193,2026-05-01T12:38:06.955861,0.5209,2026-05-01T12:38:08.989159,0.5209,2026-05-01T12:38:06.955861,0.5209,2026-05-01T12:38:08.989159,0.5209,2026-05-01T12:38:06.955861,0.5209,2026-05-01T12:38:05.938858,0.5209,False,,,,False,,,,,,,,,-0.1685,2.28,-0.2224,3.42,2026-05-01T12:08:51,2026-05-01T12:33:48.579511,TRAILING_STOP L2,MAKER,TAKER,True,
196,,XRPUSDT,LONG,SIGNAL_EXPIRED,1.3782,1.3782,1.3782,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-01T12:08:49.033708,2026-05-01T12:08:49.033708,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
195,,AVAXUSDT,LONG,CLOSED,9.123,9.167,9.168,198.99269645391087,1.0,198.99269645391087,21.81219954553446,STRONG_BUY,0.062,0.0242,63.28,16.8355,15.9413,0.1171,0.1172,BULLISH,0.029,0.0231,22.8294,22.0825,62.7,57.0,0.884,0.6536,47.9,22.9,74.5,0.8942,1.0,HEALTHY_BULL,BULL_EXHAUSTED,34.52482638202664,19.226724587895344,0.1166,0.0129,-5.2e-05,0.08954671340425989,0.08997859495526148,0.17952530835952135,0.7802114716440054,0.3920804559903594,0.6002515619861956,-0.2653019839964926,9.186,,0.0,0.2386,0.2693,2026-05-01T12:37:15.616068,2026-05-01T12:12:01.267562,-0.1123,RECOVERED,2,1.0,,True,,False,,,,0.0115,0.1965,True,0.6773,0.2827,33.05,16.4,,,0.5458,,,,14.4,0.3594,,,,2026-05-01T12:30:15.862568,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.1338,11.0,-0.2105,12.14,2026-05-01T12:00:08,2026-05-01T12:43:28.832585,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
194,,PAXGUSDT,LONG,CLOSED,4574.15,4593.1,4593.42,199.12543467658415,1.0,199.12543467658415,0.04353277323143845,STRONG_BUY,0.0871,0.0268,66.34,18.8189,18.8079,0.0439,0.0439,BULLISH,0.0344,0.0231,22.8294,22.0825,62.7,57.0,0.884,1.7753,47.9,22.9,96.8,0.011,1.0,HEALTHY_BULL,STRONG_BULL,34.16632321814371,23.274487707319185,0.0683,-0.014,-5.2e-05,0.08960644560446286,0.08997767132819398,0.17958411693265686,0.6453619358031334,0.32409819310693194,0.5255749920750319,-0.17281963862138236,4602.32,,0.0,0.2159,0.1704,2026-05-01T13:41:32.505794,,,ENDED_NEG,2,1.0,,True,,False,,,,-0.0304,0.1627,True,1.5682,0.2849,26.21,0.47,,,1.202,,36.86,1.3557,39.14,1.2606,,,,2026-05-01T13:41:32.490089,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-01T13:36:37.307584,0.3814,2026-05-01T13:36:54.459876,0.3811,,,-0.1488,10.56,-0.165,12.82,2026-05-01T11:59:27,2026-05-01T13:47:25.558333,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
193,,HYPEUSDT,LONG,CLOSED,40.7,40.986,41.0,199.12543467658415,1.0,199.12543467658415,4.892516822520495,STRONG_BUY,0.06,0.0369,56.77,20.3714,19.8979,0.113,0.1131,BULLISH,0.0393,0.0231,22.8294,22.0825,62.7,57.0,0.884,0.7425,47.9,22.9,50.4,0.4735,3.0,HEALTHY_BULL,BULL_EXHAUSTED,26.084228213056587,15.147066673763607,0.2493,0.1151,-5.2e-05,0.03584257824178515,0.09023611251952125,0.1260786907613064,1.273181120479527,0.6393864864864723,0.8432259213759208,-0.6450475429975476,41.069,,0.0,0.5432,0.2918,2026-05-01T12:38:32.731257,2026-05-01T12:00:57.604619,-0.477,RECOVERED,2,1.0,,True,,False,,,,0.3418,0.2918,True,0.7699,-0.0311,1.46,21.15,15.44,0.0721,0.4825,0.7699,12.02,0.3277,9.75,0.3105,,,,2026-05-01T12:34:10.920636,,,,,,2026-05-01T12:41:14.685166,0.4972,2026-05-01T12:41:21.821038,0.4456,2026-05-01T12:41:14.685166,0.4972,2026-05-01T12:41:23.875256,0.4382,2026-05-01T12:41:25.914753,0.4137,2026-05-01T12:41:23.875256,0.4382,False,,,,False,,,,,,,,,,,,,2026-05-01T11:58:46,2026-05-01T12:39:00.674622,TRAILING_STOP L2,MAKER,TAKER,True,
192,,PENGUUSDT,LONG,SIGNAL_EXPIRED,0.009969,0.009969,0.009969,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-01T11:54:11.512628,2026-05-01T11:54:11.512628,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
191,,PENGUUSDT,LONG,SIGNAL_EXPIRED,0.009943,0.009943,0.009943,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-01T11:47:49.559722,2026-05-01T11:47:49.559722,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
190,,ETHUSDT,LONG,CLOSED,2285.58,2304.23,2304.23,199.12543467658415,1.0,199.12543467658415,0.08712249611765248,STRONG_BUY,0.072,0.0219,61.47,20.1423,18.7624,0.0512,0.0512,BULLISH,0.0276,0.0213,21.1923,20.0762,59.2,56.2,0.9694,0.9654,37.5,41.7,58.9,1.3799,2.0,HEALTHY_BULL,BULL_EXHAUSTED,40.31120146808748,18.076418006807337,0.1074,0.0326,5e-05,0.08960644560446286,0.09033762115313027,0.1799440667575931,1.4448904858366336,0.7256182456969388,0.9276641596443782,-0.24875036095871106,2308.85,,0.0,0.4149,0.4521,2026-05-01T12:34:18.240464,2026-05-01T11:49:31.583732,-0.1093,RECOVERED,2,1.0,,True,,False,,,,0.2152,0.4521,True,1.1674,0.5278,35.55,23.39,,,0.9784,,6.59,0.6875,14.54,0.6779,,,,2026-05-01T12:22:04.017570,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-01T11:49:31.102218,-0.2461,2026-05-01T11:52:55.828275,-0.1897,,,-0.1578,25.13,-0.2111,26.27,2026-05-01T11:46:00,2026-05-01T12:36:29.470021,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
189,,1000LUNCUSDT,LONG,CLOSED,0.07539,0.0747,0.0747,199.2581728992574,1.0,199.2581728992574,2643.031872917594,STRONG_BUY,0.167,0.0721,56.55,16.6168,15.9574,0.2502,0.2509,BULLISH,0.0806,0.0367,19.05,17.8144,61.3,57.6,0.8358,1.0021,43.8,31.2,62.9,0.6594,1.0,HEALTHY_BULL,HEALTHY_BULL,23.289578292648265,13.917545173930204,0.6358,-0.0125,5e-05,0.08966617780466583,0.08884551640812491,0.17851169421279073,-2.0022036865259203,-1.0048288897731743,0.4933691471017322,-1.057862448600603,0.07583,,0.0,0.7453,0.4266,2026-05-01T11:36:00.705371,2026-05-01T12:08:00.815721,-0.4805,ENDED_NEG,1,0.5,,False,,False,,,,-0.4267,-0.2927,True,-0.8328,-4.7325,1.6,44.98,0.0,-1.0716,-4.7325,0.0,0.78,-0.8991,3.08,-1.0052,,,,,,,,,,,,,,,,,,,,,,True,-0.501,2026-05-01T11:48:58.747095,SIGNAL_LOST,True,2026-05-01T12:04:56.559838,-0.806,2026-05-01T11:36:45.435867,-0.2093,2026-05-01T11:37:54.156613,-0.0767,,,-0.0104,10.25,-0.6601,18.46,2026-05-01T11:31:39,2026-05-01T12:08:02.741090,FL_DEEP_STOP L1,TAKER_FALLBACK,TAKER,True,
188,,RIVERUSDT,LONG,CLOSED,6.605,6.583,6.577,199.2581728992574,1.0,199.2581728992574,30.16777788028121,STRONG_BUY,0.2263,0.0984,57.45,19.045,18.9708,0.1748,0.1751,BULLISH,0.1362,0.0418,18.5131,16.7306,57.5,63.4,1.019,0.7974,47.9,27.1,81.3,0.0743,2.0,HEALTHY_BULL,HEALTHY_BULL,26.26581809125497,17.506770877369387,0.5273,0.2739,5e-05,0.03586647112186633,0.08936751680365104,0.12523398792551738,-0.7889251012917113,-0.3959311127933421,0.10346555639665757,-0.8045283875851683,6.616,,0.0,0.2759,0.3142,2026-05-01T11:31:10.264413,2026-05-01T11:37:12.676683,-0.4821,ENDED_NEG,1,0.5,,False,,False,,,,-0.0447,-0.0567,True,1.6327,-0.4869,29.32,1.87,0.0,-0.4566,0.6637,0.0,0.0,-0.4566,25.22,0.5123,,,,,,,,2026-05-01T11:59:46.104741,0.7848,2026-05-01T11:59:45.092891,0.906,2026-05-01T11:59:45.092891,0.906,2026-05-01T11:59:47.116361,0.7848,2026-05-01T11:59:47.116361,0.7848,2026-05-01T11:59:47.116361,0.7848,2026-05-01T11:59:49.140629,0.7546,True,-0.5473,2026-05-01T11:36:51.493423,SIGNAL_LOST,True,2026-05-01T11:37:12.676713,-0.8045,2026-05-01T11:36:45.433212,-0.4565,2026-05-01T11:37:54.154780,-0.5321,,,-0.1084,5.23,-0.1084,5.23,2026-05-01T11:27:34,2026-05-01T11:38:20.999030,FL_RECOVERED L1,MAKER,TAKER,True,
187,,ZBTUSDT,LONG,CLOSED,0.1872,0.18831,0.18831,199.5281681749298,1.0,199.5281681749298,1065.8555992250522,STRONG_BUY,0.0654,0.1131,52.51,15.7162,15.6019,0.2403,0.2409,BULLISH,0.1317,0.0231,18.9197,19.3529,58.5,62.6,0.9649,0.9829,31.2,43.8,43.9,0.1143,1.0,HEALTHY_BULL,CHOPPY_WEAK,23.31311632389364,16.46968734765098,1.0872,-0.4061,0.000566,0.03591507027148737,0.09032007055053132,0.1262351408220187,1.056864574317789,0.5296818910256409,0.5296818910256409,-0.33531330128205683,0.18831,,0.0,0.6633,0.5234,2026-05-01T09:35:27.506525,2026-05-01T09:32:21.519242,-0.1951,RECOVERED,1,0.5,,True,,False,,,,0.6633,0.5234,True,0.9359,-1.0245,3.9,30.95,7.19,-0.2286,-0.0897,0.9359,0.0,0.5299,11.74,-0.2874,,,,2026-05-01T09:35:27.502720,,,,2026-05-01T09:36:20.054708,0.4017,2026-05-01T09:36:55.627568,0.2842,2026-05-01T09:36:56.645211,0.2896,2026-05-01T09:36:56.645211,0.2896,2026-05-01T09:36:59.690240,0.2949,2026-05-01T09:36:57.662520,0.2949,2026-05-01T09:37:33.260628,0.4071,False,,,,False,,,2026-05-01T09:30:41.923675,-0.031,,,,,-0.0256,1.16,,,2026-05-01T09:30:08,2026-05-01T09:35:27.681282,TRAILING_STOP L1,MAKER,TAKER,True,
186,,NEARUSDT,LONG,CLOSED,1.299,1.296,1.296,199.5281681749298,1.0,199.5281681749298,153.60136118162418,STRONG_BUY,0.0629,0.021,57.42,20.666,20.1991,0.037,0.037,BULLISH,0.0269,0.0413,23.0772,22.4796,63.4,63.4,0.6981,0.5399,62.5,18.8,85.7,0.4669,4.0,HEALTHY_BULL,CHOPPY_WEAK,22.50974659629626,13.012622683438396,0.1733,-0.0325,0.000566,0.0897876756787184,0.08958031384112322,0.17936798951984162,-0.6401720730646976,-0.32084295612008407,0.0,-0.3977906081601234,1.3,,0.0,,,,2026-05-01T09:21:50.406165,-0.2188,ENDED_NEG,1,0.5,,False,,False,,,,-0.0854,-0.087,True,-0.013,-0.5519,32.61,20.53,0.0,-0.3209,-0.4749,0.0,21.16,-0.4749,20.01,-0.3979,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-01T09:17:47.343858,-0.1669,2026-05-01T09:18:54.699199,-0.2439,2026-05-01T09:51:10.426676,-0.3208,-0.2439,20.57,-0.1669,18.28,2026-05-01T08:56:41,2026-05-01T09:51:10.427451,REGIME_CHANGE L1,TAKER_FALLBACK,TAKER,True,
185,,NEARUSDT,LONG,SIGNAL_EXPIRED,1.3,1.3,1.3,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-01T08:54:52.609387,2026-05-01T08:54:52.609387,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
184,,SUIUSDT,LONG,CLOSED,0.9164,0.9122,0.9122,199.52816817492982,1.0,199.52816817492982,217.73043231659736,STRONG_BUY,0.0812,0.0235,60.11,17.63,17.5423,0.0513,0.0513,BULLISH,0.0301,0.0476,22.412,21.8616,63.4,63.4,0.7173,0.7168,58.3,25.0,88.7,0.0877,2.0,HEALTHY_BULL,CHOPPY_WEAK,26.260965523243367,17.96077785952848,0.1317,0.0407,0.000566,0.03591507027148737,0.08937616516164006,0.12529123543312742,-1.0397590511628323,-0.5211089044085533,0.0024441292012270716,-0.5974603884766494,0.917,,0.0,0.1167,0.0181,2026-05-01T08:55:32.136432,2026-05-01T09:49:32.832030,-0.1934,ENDED_NEG,1,0.5,,False,,False,,,,-0.0655,-0.1226,True,-0.3358,-0.8923,32.89,20.54,0.01,-0.5213,-0.5868,0.0,16.52,-0.5104,20.02,-0.7068,,,,,,,,,,,,,,,,,,,,,,True,-0.5102,2026-05-01T09:46:26.364685,SIGNAL_LOST,False,,,2026-05-01T09:17:47.342338,-0.2375,2026-05-01T09:18:54.697566,-0.2375,2026-05-01T09:51:10.096839,-0.5211,-0.1066,9.42,-0.1612,11.68,2026-05-01T08:50:47,2026-05-01T09:51:10.097701,FL_REGIME_CHANGE L1,MAKER,TAKER,True,
183,,PENDLEUSDT,LONG,CLOSED,1.5101,1.5185,1.5188,199.30643794795637,1.0,199.30643794795637,131.98227796037108,VERY_STRONG,0.4651,0.0581,58.61,24.0631,24.0263,0.0899,0.0899,BULLISH,0.2057,0.0732,21.2601,20.6196,64.0,70.6,0.7766,0.5598,54.2,22.9,70.5,0.0369,6.0,HEALTHY_BULL,HEALTHY_BULL,24.334938307202865,14.74392051455774,0.7405,1.0289,0.000566,0.08968789707658037,0.09018679008727055,0.1798746871638509,0.9287764477032613,0.4660042381299227,0.6711962783921638,-0.09661909807297457,1.5216,,0.0,0.9061,0.5077,2026-05-01T08:48:54.061881,2026-05-01T08:46:12.737876,0.3545,NEVER,2,1.0,,True,,False,,,,0.7038,0.5077,False,1.6847,-1.1429,6.75,41.54,32.73,-0.8383,-0.5668,1.6847,13.41,0.2279,11.14,0.8437,,,,2026-05-01T08:48:42.361286,,,,2026-05-01T08:53:24.468809,0.9364,2026-05-01T08:53:24.468809,0.9364,2026-05-01T08:53:24.468809,0.9364,2026-05-01T08:53:24.468809,0.9364,2026-05-01T08:53:24.468809,0.9364,2026-05-01T08:53:25.481949,0.9762,2026-05-01T08:58:18.850006,1.2278,False,,,,False,,,,,,,,,,,,,2026-05-01T08:46:12,2026-05-01T08:49:03.150102,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
182,,NEARUSDT,LONG,SIGNAL_EXPIRED,1.299,1.299,1.299,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-01T08:40:58.784208,2026-05-01T08:40:58.784208,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
181,,PUMPUSDT,LONG,CLOSED,0.001811,0.001806,0.001805,199.30643794795637,1.0,199.30643794795637,110053.25121367001,STRONG_BUY,0.229,0.0799,66.66,19.2262,17.9791,0.2224,0.2229,BULLISH,0.0922,0.0889,20.6272,19.7554,68.4,70.6,1.1755,1.5473,60.4,27.1,82.8,1.2471,2.0,HEALTHY_BULL,CHOPPY_WEAK,31.15481639970555,14.851088431766854,0.3229,0.0983,0.000566,0.08968789707658037,0.08944027726134962,0.17912817433793,-0.7293944304062576,-0.36596631695194903,0.24115958034236035,-0.8627056874654837,0.001817,,0.0,0.3924,0.3278,2026-05-01T08:44:47.931498,2026-05-01T09:39:53.568726,-0.3601,RECOVERED,1,0.5,,False,,False,,,,0.1672,-0.2124,True,-0.3109,-1.1391,1.44,9.95,0.01,-0.3661,-0.6422,0.0,7.94,-0.8078,9.09,-0.9735,,,,,,,,,,,,,,,,,,,,,,True,-0.5315,2026-05-01T09:03:14.715963,SIGNAL_LOST,True,2026-05-01T09:36:13.568184,-0.8075,2026-05-01T09:17:47.340481,-0.4212,2026-05-01T09:18:54.695926,-0.3108,,,-0.2004,13.92,-0.09,10.5,2026-05-01T08:40:18,2026-05-01T09:42:40.512493,FL_RECOVERED L1,TAKER_FALLBACK,TAKER,True,
180,,PUMPUSDT,LONG,SIGNAL_EXPIRED,0.001807,0.001807,0.001807,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-01T08:36:12.564248,2026-05-01T08:36:12.564248,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
179,,ETHUSDT,LONG,CLOSED,2286.55,2279.58,2279.58,199.30643794795637,1.0,199.30643794795637,0.08716469700988666,STRONG_BUY,0.1679,0.0679,69.64,18.8717,18.1667,0.1108,0.1109,BULLISH,0.0822,0.115,18.0869,16.1348,74.3,79.0,0.8765,1.0375,58.3,31.2,94.5,0.705,1.0,HEALTHY_BULL,CHOPPY_WEAK,30.463007207858517,17.121642972283887,0.1314,0.0402,-0.00246,0.03587515883063215,0.08941450500440884,0.12528966383504098,-0.7328276019939732,-0.36768887625463054,0.0,-0.41052891911396083,2286.95,,0.0,,,,2026-05-01T09:50:00.680263,-0.131,ENDED_NEG,1,0.5,,False,,False,,,,-0.0377,-0.0991,True,-0.1317,-0.5362,32.91,21.37,0.01,-0.3678,-0.286,0.0,0.01,-0.3678,14.25,-0.3285,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-01T09:17:47.337505,-0.2348,2026-05-01T09:18:54.693100,-0.2077,2026-05-01T09:51:09.731317,-0.3677,-0.1207,5.8,-0.1688,11.04,2026-05-01T08:26:19,2026-05-01T09:51:09.732518,REGIME_CHANGE L1,MAKER,TAKER,True,
178,,1000PEPEUSDT,SHORT,CLOSED,0.0039195,0.0039256,0.0039256,199.36849422119272,1.0,199.36849422119272,50865.7977347092,STRONG_BUY,0.3991,0.1275,25.38,24.649,22.787,0.2191,-0.2187,BEARISH,-0.1758,-0.038,18.503,16.8735,35.6,33.1,1.1947,1.514,10.4,85.4,8.9,1.862,3.0,HEALTHY_BEAR,CHOPPY_WEAK,13.133730272878093,38.22557457576743,0.2677,-0.0611,-0.00246,0.08971582239953672,0.08985544901431848,0.1795712714138552,-0.48985263759554754,-0.24570213037375518,0.25969166985585324,-0.3962992728664334,,0.0039058,0.0,0.2953,-0.1678,2026-05-01T07:31:50.742611,2026-05-01T07:51:55.033951,-0.1782,ENDED_NEG,1,0.5,,False,,False,,,,-0.0206,0.1246,True,-0.0747,-0.7202,28.92,4.69,0.0,-0.2456,-0.4599,0.0,0.0,-0.2456,21.08,-0.3655,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-01T07:10:23.979881,-0.1844,,,2026-05-01T07:55:58.159846,-0.2457,-0.21,5.71,-0.2993,3.43,2026-05-01T06:55:03,2026-05-01T07:55:58.160793,REGIME_CHANGE L1,TAKER_FALLBACK,TAKER,True,
177,,1000PEPEUSDT,LONG,CLOSED,0.0039732,0.0039354,0.0039354,199.48405551990595,1.0,199.48405551990595,50207.4034833147,VERY_STRONG,0.2307,0.0723,63.88,23.7042,23.6693,0.157,0.1573,BULLISH,0.11,0.0316,25.651,25.7654,59.3,59.3,0.606,0.675,56.2,22.9,88.4,0.0349,2.0,HEALTHY_BULL,CHOPPY_WEAK,29.40379824954629,17.961237541287904,0.2796,0.3035,-0.00246,0.08976782498395768,0.08891379705070651,0.1786816220346642,-2.0765214737039246,-1.0409460887949085,0.0,-1.0459775495821968,0.0039766,,0.0,,,,2026-05-01T06:32:43.428398,-0.2237,ENDED_NEG,1,0.5,,False,,False,,,,-0.2186,-0.1717,True,-0.9432,-1.663,0.68,18.94,0.0,-1.064,-1.2478,0.0,0.0,-1.064,2.34,-0.9961,,,,,,,,,,,,,,,,,,,,,,True,-0.5001,2026-05-01T05:27:58.113884,SIGNAL_LOST,True,2026-05-01T05:36:25.285952,-0.802,2026-05-01T05:20:31.682039,-0.2334,2026-05-01T05:47:53.200623,-0.7265,,,-0.3818,9.14,-0.3818,9.14,2026-05-01T05:16:33,2026-05-01T06:32:43.985180,FL_DEEP_STOP L1,TAKER_FALLBACK,TAKER,True,
