id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_rsi,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
262,,BNBUSDT,LONG,CLOSED,617.0500000000001,618.77,618.77,197.58053068151764,1.0,197.58053068151764,0.32020181619239546,STRONG_BUY,0.0695,0.0212,68.05,21.3347,19.8403,0.0553,0.0553,BULLISH,0.0341,0.043,27.6739,26.2612,68.2,64.8,1.3155,0.8046,56.2,22.9,97.6,1.4945,2.0,HEALTHY_BULL,CHOPPY_FLAT,33.85126192372855,14.245676183850673,0.0526,0.0431,-5e-06,0.03556449552267318,0.08915907501241584,0.124723570535089,0.42602355331580355,0.21562020905921941,0.3776087026983086,-0.13103516732842924,619.77,,0.0,,,,,,RECOVERED,1,0.5,,True,,False,,,,0.0134,-0.012,True,0.3016,0.1752,22.92,31.13,12.81,0.1898,0.2076,0.253,8.24,0.1947,8.24,0.1947,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T16:49:14.045302,0.146,,,,,-0.1181,12.56,-0.0922,5.73,2026-05-02T13:12:41,2026-05-02T17:12:41.728584,NO_EXPANSION,MAKER,TAKER,True,
261,,1000PEPEUSDT,LONG,CLOSED,0.0039297,0.0039571,0.0039572,197.58053068151767,1.0,197.58053068151767,50278.782268752744,STRONG_BUY,0.0914,0.0433,62.41,21.131,20.482,0.1289,0.1291,BULLISH,0.0533,0.043,27.6739,26.2612,68.2,64.8,1.3155,0.8789,56.2,22.9,97.1,0.6491,2.0,HEALTHY_BULL,STRONG_BULL,25.780913133391774,14.013995815245819,0.1651,-0.0176,-5e-06,0.08891123880668295,0.08953117619205667,0.1784424149987396,1.1991962191650591,0.6069404789169522,0.8104267501335894,-0.3341835254599647,0.0039651,,0.0,0.2139,0.2207,2026-05-02T15:15:01.671099,2026-05-02T13:36:13.176477,-0.1278,ENDED_NEG,2,1.0,,True,,False,,,,-0.0458,0.2506,True,,,,,,,,,,,,,,,,2026-05-02T14:51:53.911840,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T14:10:18.794834,0.1847,2026-05-02T14:26:16.538814,0.2279,,,-0.2808,10.32,-0.1103,36.56,2026-05-02T13:12:39,2026-05-02T15:16:16.810068,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,
260,,XRPUSDT,LONG,CLOSED,1.3889,1.3931,1.3931,197.58053068151767,1.0,197.58053068151767,142.25684403594045,STRONG_BUY,0.0943,0.0382,69.24,19.3154,17.6505,0.0985,0.0986,BULLISH,0.0481,0.043,27.6739,26.2612,68.2,64.8,1.3155,1.0808,56.2,22.9,92.9,1.665,1.0,HEALTHY_BULL,CHOPPY_FLAT,34.6749236504091,14.523251485841493,0.0885,0.0291,-5e-06,0.08891123880668295,0.08918010424191088,0.1780913430485938,0.4193874019023534,0.2122615019079834,0.3130153358773165,-0.14757361941105435,1.3945,,0.0,,,,,,RECOVERED,1,0.5,,True,,False,,,,0.0175,0.0506,True,0.2628,0.054,2.67,39.93,13.51,0.1188,0.0612,0.2628,10.1,0.1908,6.69,0.198,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T16:49:14.041035,0.1043,,,,,-0.0756,8.73,-0.0396,14.41,2026-05-02T13:11:58,2026-05-02T17:11:58.803875,NO_EXPANSION,TAKER_FALLBACK,TAKER,True,
259,,XRPUSDT,LONG,SIGNAL_EXPIRED,1.3876,1.3876,1.3876,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-02T13:06:36.461672,2026-05-02T13:06:36.461672,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
258,,ETHUSDT,LONG,CLOSED,2305.38,2307.68,2307.68,197.58053068151767,1.0,197.58053068151767,0.08570410547567761,STRONG_BUY,0.0544,0.0204,64.02,17.4384,16.4134,0.059,0.0591,BULLISH,0.024,0.0307,26.2741,24.9572,66.0,65.1,1.3145,1.2046,39.6,25.0,100.0,1.025,0.0,HEALTHY_BULL,CHOPPY_FLAT,35.05421730986014,18.560583596108952,0.0559,0.0189,-5e-06,0.035564495522673184,0.08899994255585025,0.12456443807852344,0.0725550045155117,0.036721737847978525,0.2647810165786094,-0.12283304270879894,2312.94,,0.0,,,,,,ENDED_NEG,1,0.5,,True,,False,,,,-0.0244,0.0176,True,0.0836,-0.0977,4.12,44.21,1.35,0.0376,-0.0955,0.0376,1.35,0.0376,15.0,-0.0361,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T16:49:13.029029,0.0523,,,,,0.0389,14.76,-0.0578,31.89,2026-05-02T13:05:56,2026-05-02T17:05:56.107765,NO_EXPANSION,MAKER,TAKER,True,
257,,FILUSDT,LONG,CLOSED,0.9178000000000001,0.921,0.923,197.58053068151767,1.0,197.58053068151767,215.27623739542128,VERY_STRONG,0.0981,0.0497,62.23,24.3609,23.0098,0.1203,0.1204,BULLISH,0.0525,0.0217,26.9145,27.2044,56.8,58.2,1.9128,0.8551,56.2,16.7,83.3,1.3511,2.0,HEALTHY_BULL,CHOPPY_FLAT,18.577633254124592,7.601766269422471,0.1994,-0.0213,5e-05,0.035564495522673184,0.08922123658853234,0.12478573211120553,0.5640982275541384,0.2855029418173873,0.5033172804532559,-0.3679400740902184,0.923,,0.0,0.2673,0.0662,2026-05-02T14:10:36.619620,2026-05-02T12:52:40.114080,-0.1788,RECOVERED,2,1.0,,True,,False,,,,0.0507,0.0662,True,0.6125,0.0677,41.09,35.43,36.58,0.0677,0.6125,0.5036,29.76,0.1767,29.76,0.1767,,,,2026-05-02T14:10:36.619638,,,,2026-05-02T14:27:04.375399,0.2857,2026-05-02T14:27:10.637335,0.2857,2026-05-02T14:27:18.755177,0.2857,2026-05-02T14:37:23.916209,0.2857,2026-05-02T14:37:23.916209,0.2857,2026-05-02T14:15:30.030955,0.1767,2026-05-02T14:37:16.810783,0.3946,False,,,,False,,,2026-05-02T12:38:59.714406,-0.1501,2026-05-02T13:05:16.614906,-0.1501,,,-0.259,9.13,-0.259,9.13,2026-05-02T12:38:26,2026-05-02T14:10:45.172547,TRAILING_STOP L2,MAKER,TAKER,True,
256,,TAOUSDT,LONG,SIGNAL_EXPIRED,275.81,275.81,275.81,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-02T12:38:24.496711,2026-05-02T12:38:24.496711,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
255,,TAOUSDT,LONG,SIGNAL_EXPIRED,275.31,275.31,275.31,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-02T12:36:35.945595,2026-05-02T12:36:35.945595,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
254,,DASHUSDT,SHORT,CLOSED,36.942,37.29,37.29,198.27753934001703,1.0,198.27753934001703,5.367265966650886,STRONG_BUY,0.2869,0.1158,30.99,28.5093,26.5576,0.2896,-0.2888,BEARISH,-0.1577,-0.0272,24.426,22.8723,31.7,38.4,1.5435,1.823,25.0,64.6,20.5,1.9517,4.0,HEALTHY_BEAR,STRONG_BEAR,11.56989597616429,38.60507942393661,0.2852,-0.0478,5e-05,0.035689957081203066,0.0900654065533852,0.12575536363458828,-1.993563920029091,-1.0054411239239862,0.0,-1.0054411239239862,,36.94,0.0,,,,2026-05-02T12:12:33.470428,-0.3996,ENDED_NEG,1,0.5,,False,,False,,,,-0.3996,0.2496,True,-0.5448,-1.0592,0.17,40.99,0.0,-1.005,-0.7614,0.0,0.0,-1.005,33.84,-0.8697,,,,,,,,,,,,,,,,,,,,,,True,-0.6534,2026-05-02T12:06:20.231354,SIGNAL_LOST,True,2026-05-02T12:07:43.149095,-0.8159,2026-05-02T12:06:53.609843,-0.6805,2026-05-02T12:10:18.206207,-0.7346,,,-0.1659,2.31,-0.4096,5.74,2026-05-02T11:48:04,2026-05-02T12:12:33.829844,FL_DEEP_STOP L1,MAKER,TAKER,True,
253,,HYPEUSDT,SHORT,CLOSED,41.529,41.641,41.641,198.277539340017,1.0,198.277539340017,4.774435679645958,STRONG_BUY,0.2854,0.0801,31.37,29.5676,28.4744,0.1419,-0.1417,BEARISH,-0.1324,-0.0232,24.2977,22.8723,36.0,38.4,1.2365,0.9114,27.1,60.4,2.0,1.0932,4.0,HEALTHY_BEAR,HEALTHY_BULL,11.717164773546322,29.965038854443648,0.2108,-0.1183,5e-05,0.08922489270300765,0.0894655242612618,0.17869041696426946,-0.7134272130845918,-0.35981242023644866,0.08826892051338865,-0.4947186303546901,,41.455,0.0,0.2768,-0.239,2026-05-02T11:55:57.543061,2026-05-02T12:27:29.691904,-0.2316,ENDED_NEG,1,0.5,,False,,False,,,,-0.0719,0.1066,True,-0.1622,-0.6222,43.68,5.67,0.0,-0.3597,-0.5644,0.0,0.0,-0.3597,8.77,-0.22,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T12:06:53.608352,-0.2032,2026-05-02T12:10:18.204670,-0.29,2026-05-02T12:35:21.564931,-0.3598,-0.1382,14.26,-0.1719,17.69,2026-05-02T11:46:22,2026-05-02T12:35:21.565887,REGIME_CHANGE L1,TAKER_FALLBACK,TAKER,True,
252,,APTUSDT,SHORT,CLOSED,0.9891000000000001,0.9945,0.9945,198.277539340017,1.0,198.277539340017,200.46258147812858,VERY_STRONG,0.4608,0.1374,30.02,30.9983,30.9261,0.2471,-0.2465,BEARISH,-0.2003,-0.0262,22.4049,21.2602,33.3,34.2,1.1262,1.4807,20.8,70.8,3.3,0.0722,3.0,HEALTHY_BEAR,HEALTHY_BULL,20.26760414298706,39.287469419040235,0.2558,-0.167,5e-05,0.03568995708120306,0.08971201677599949,0.12540197385720256,-1.207899913839089,-0.6091965423111879,0.0,-0.7406883024972123,,0.9888,0.0,,,,2026-05-02T12:33:07.351584,-0.239,ENDED_NEG,1,0.5,,False,,False,,,,-0.0684,0.16,True,-0.3663,-0.7303,38.56,24.18,0.01,-0.609,-0.6393,0.0,0.01,-0.609,7.65,-0.6797,,,,,,,,,,,,,,,,,,,,,,True,-0.5384,2026-05-02T12:22:59.503783,SIGNAL_LOST,False,,,2026-05-02T12:06:53.605833,-0.508,2026-05-02T12:10:18.202774,-0.3968,2026-05-02T12:35:21.139277,-0.6092,-0.2552,14.94,-0.1439,9.23,2026-05-02T11:41:09,2026-05-02T12:35:21.140251,FL_REGIME_CHANGE L1,MAKER,TAKER,True,
251,,BNBUSDT,LONG,CLOSED,616.64,615.63,615.63,198.49572989818,1.0,198.49572989818,0.32189888735433964,STRONG_BUY,0.0762,0.0276,67.72,19.0101,17.6045,0.0526,0.0527,BULLISH,0.0368,0.0408,18.4889,17.3178,66.9,64.4,0.7549,0.8971,77.1,18.8,100.0,1.4056,1.0,HEALTHY_BULL,CHOPPY_WEAK,37.488897913429255,17.12676540146853,0.0572,0.0145,-1e-05,0.0357292313816724,0.08917677540987845,0.12490600679155085,-0.45002388301943097,-0.22671716074208467,0.0,-0.2575154385054378,616.68,,0.0,,,,2026-05-02T08:17:08.806240,-0.1007,ENDED_NEG,1,0.5,,False,,False,,,,-0.0442,-0.0108,True,-0.1992,-0.329,20.34,34.58,0.0,-0.2268,-0.2657,0.0,0.0,-0.2268,28.81,-0.2511,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T07:32:17.206818,-0.183,2026-05-02T07:33:25.532639,-0.17,,,-0.1003,2.29,-0.1197,10.27,2026-05-02T07:03:13,2026-05-02T11:03:13.253753,NO_EXPANSION,MAKER,TAKER,True,
250,,XRPUSDT,LONG,CLOSED,1.3867,1.3862,1.3862,198.49572989818003,1.0,198.49572989818003,143.1425181352708,STRONG_BUY,0.0984,0.0346,68.91,17.7385,15.8721,0.0697,0.0697,BULLISH,0.0478,0.0408,18.4889,17.3178,66.9,64.4,0.7549,0.9512,77.1,18.8,100.0,1.8664,1.0,HEALTHY_BULL,CHOPPY_WEAK,30.288646864819647,12.37077901321797,0.0746,0.0301,-1e-05,0.08932307845418101,0.08929087138760057,0.17861394984178158,-0.2501852089094091,-0.12604059998557332,0.0,-0.36390855989038906,1.3875,,0.0,,,,2026-05-02T09:52:39.256801,-0.1085,ENDED_NEG,1,0.5,,True,,False,,,,-0.0225,-0.0039,True,0.1696,-0.2487,30.8,33.71,2.63,-0.1477,-0.2342,0.0,33.38,-0.227,9.46,-0.1549,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T07:32:17.205260,-0.1332,2026-05-02T07:33:25.530829,-0.0684,,,-0.1693,12.58,-0.1693,10.3,2026-05-02T07:03:11,2026-05-02T11:03:11.916192,NO_EXPANSION,TAKER_FALLBACK,TAKER,True,
249,,DOGEUSDT,LONG,SIGNAL_EXPIRED,0.10805,0.10805,0.10805,0.0,1.0,0.0,0.0,STRONG_BUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,1,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-02T07:02:30.661661,2026-05-02T07:02:30.661661,SIGNAL_EXPIRED:signal_flipped_LONG_to_NOTHING,SIGNAL_EXPIRED,TAKER,True,
248,,SOLUSDT,LONG,CLOSED,83.798,83.84,83.84,198.49572989818003,1.0,198.49572989818003,2.3687406608532426,STRONG_BUY,0.0847,0.0368,67.16,17.0475,15.9658,0.0797,0.0798,BULLISH,0.046,0.0408,18.4889,17.3178,66.9,64.4,0.7549,0.821,77.1,18.8,96.6,1.0817,1.0,HEALTHY_BULL,CHOPPY_WEAK,31.578857459545045,16.592590720350405,0.0794,-0.0104,-1e-05,0.03572923138167241,0.08936784765267114,0.12509707903434356,-0.02560997127850359,-0.012902026301341813,0.3091563760471582,-0.3230323396739821,84.11,,0.0,0.1358,0.1116,2026-05-02T09:59:06.058889,2026-05-02T08:01:23.385248,-0.099,ENDED_NEG,1,0.5,,False,,False,,,,-0.0303,-0.0167,True,0.011,-0.4544,0.24,37.85,0.0,-0.0129,-0.3231,0.0,3.99,-0.0487,7.41,-0.0606,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T07:32:17.202738,-0.156,2026-05-02T07:33:25.529221,-0.1322,,,-0.1322,5.95,-0.1322,5.95,2026-05-02T07:01:50,2026-05-02T11:01:50.250962,NO_EXPANSION,MAKER,TAKER,True,
247,,ETHUSDT,LONG,CLOSED,2304.92,2300.71,2300.71,198.49572989818003,1.0,198.49572989818003,0.08611827304122487,STRONG_BUY,0.1131,0.0458,69.77,19.2454,17.73,0.0787,0.0788,BULLISH,0.0571,0.0408,18.4889,17.3178,66.9,64.4,0.7549,1.2776,77.1,18.8,95.6,1.5154,1.0,HEALTHY_BULL,CHOPPY_WEAK,36.59139144057866,16.07859672037013,0.0808,0.0235,-1e-05,0.03572923138167241,0.0891599273859044,0.12488915876757681,-0.4874470882711366,-0.2455705664404854,0.022864541936380357,-0.38434154330735354,2306.9,,0.0,0.106,0.0109,2026-05-02T09:37:38.959682,2026-05-02T08:01:22.721186,-0.1076,ENDED_NEG,1,0.5,,False,,False,,,,-0.0598,-0.0423,True,-0.0994,-0.2713,23.59,44.84,0.0,-0.2387,-0.2713,0.0,0.0,-0.2387,10.88,-0.2595,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T07:32:17.199775,-0.1515,2026-05-02T07:33:25.527624,-0.1293,,,-0.1393,31.1,-0.1033,27.68,2026-05-02T07:01:46,2026-05-02T11:01:46.813361,NO_EXPANSION,MAKER,TAKER,True,
246,,BTCUSDT,LONG,CLOSED,78304.0,78133.9,78133.9,198.49572989818003,1.0,198.49572989818003,0.002534937294367849,STRONG_BUY,0.0827,0.0323,66.95,18.4889,17.3178,0.0558,0.0558,BULLISH,0.0408,0.0408,18.4889,17.3178,66.9,64.4,0.7549,1.2589,77.1,18.8,94.1,1.1711,1.0,HEALTHY_BULL,CHOPPY_WEAK,32.85195446672015,16.2858418092837,0.0722,0.0,-1e-05,0.03572923138167241,0.08912904167898363,0.12485827306065603,-0.5560511068326419,-0.2801325283510495,0.007462760523085784,-0.30681136340416837,78359.2,,0.0,0.1037,0.0054,2026-05-02T09:37:42.728409,2026-05-02T08:00:12.537715,-0.0982,ENDED_NEG,1,0.5,,False,,False,,,,-0.0748,-0.0372,True,-0.1995,-0.3574,23.67,43.86,0.0,-0.2802,-0.34,0.0,0.0,-0.2802,28.01,-0.2329,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T07:32:17.197698,-0.137,2026-05-02T07:33:25.524849,-0.1224,,,-0.1084,14.03,-0.111,11.75,2026-05-02T07:01:44,2026-05-02T11:01:44.426607,NO_EXPANSION,MAKER,TAKER,True,
245,,DOTUSDT,SHORT,CLOSED,1.196,1.198,1.198,198.5621386402002,1.0,198.5621386402002,166.02185505033464,STRONG_BUY,0.2943,0.0881,30.21,27.3834,26.3531,0.2142,-0.2138,BEARISH,-0.1148,-0.0521,25.8351,24.4591,24.1,23.3,1.4755,1.4082,20.8,72.9,0.0,1.0303,5.0,HEALTHY_BEAR,CHOPPY_WEAK,11.85197709980305,28.173143149203046,0.2135,-0.1666,3e-05,0.0893529623880901,0.0895023820576354,0.17885534444572548,-0.5108990545463951,-0.2572993311036791,0.16094899665550935,-0.34094899665552797,,1.193,0.0,0.5221,-0.1391,2026-05-02T05:20:05.432281,2026-05-02T05:32:43.201193,-0.1591,ENDED_NEG,1,0.5,,False,,False,,,,-0.1007,0.0305,True,-0.1736,-0.5917,30.95,0.03,0.0,-0.2572,-0.3408,0.0,1.73,-0.3408,32.23,-0.5081,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T05:37:26.559812,-0.09,,,2026-05-02T06:50:22.660111,-0.2573,-0.3409,47.92,-0.2573,14.91,2026-05-02T05:18:34,2026-05-02T06:50:22.661471,REGIME_CHANGE L1,TAKER_FALLBACK,TAKER,True,
244,,LTCUSDT,LONG,CLOSED,55.638,55.52,55.52,198.61568094399763,1.0,198.61568094399763,3.569784696502348,STRONG_BUY,0.0949,0.0324,67.3,21.8698,20.584,0.0576,0.0577,BULLISH,0.0478,0.0379,26.8941,25.3683,66.3,62.0,0.7171,1.2117,50.0,31.2,86.4,1.2858,1.0,HEALTHY_BULL,HEALTHY_BEAR,28.659546913708006,12.700788606265586,0.0967,0.0454,5e-05,0.03575082256991958,0.08918750085741466,0.12493832342733424,-0.5461729176145935,-0.2749898270965797,0.0,-0.3827812646033238,55.66,,0.0,,,,2026-05-02T04:07:58.838017,-0.1661,ENDED_NEG,1,0.5,,False,,False,,,,-0.021,-0.0837,True,-0.2212,-0.7244,6.4,36.38,0.0,-0.2751,-0.6525,0.0,16.49,-0.329,25.65,-0.365,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T03:46:15.252928,-0.1313,2026-05-02T03:48:31.724684,-0.1492,2026-05-02T04:15:49.645085,-0.275,-0.1492,9.11,-0.0774,4.58,2026-05-02T03:36:36,2026-05-02T04:15:49.645933,REGIME_CHANGE L1,MAKER,TAKER,True,
243,,TAOUSDT,LONG,CLOSED,272.8,272.8,272.8,198.6156809439976,1.0,198.6156809439976,0.7280633465689061,STRONG_BUY,0.321,0.1195,68.9,18.4482,16.2949,0.2113,0.2117,BULLISH,0.1564,0.0379,26.8941,25.3683,66.3,62.0,0.7171,1.0993,50.0,31.2,89.4,2.1533,2.0,HEALTHY_BULL,HEALTHY_BEAR,36.85488276196423,13.479206609921038,0.253,0.1058,5e-05,0.03575082256991957,0.08937705642479891,0.1251278789947185,-0.1251278789947185,-0.063,0.41332514662757014,-0.2755142961876774,274.1,,0.0,0.298,0.294,2026-05-02T04:02:46.059180,2026-05-02T04:08:02.410282,-0.242,ENDED_NEG,1,0.5,,True,,False,,,,-0.0119,-0.076,True,0.1056,-0.5945,2.94,41.73,6.27,-0.2866,-0.4479,0.1056,6.27,-0.2866,6.27,-0.2866,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T03:46:15.250275,-0.2169,2026-05-02T03:48:31.722839,-0.0813,2026-05-02T04:15:49.314268,-0.063,-0.1326,14.93,-0.118,29.73,2026-05-02T03:36:28,2026-05-02T04:15:49.315089,REGIME_CHANGE L1,MAKER,TAKER,True,
242,,HYPEUSDT,LONG,CLOSED,41.399,41.431,41.431,198.6156809439976,1.0,198.6156809439976,4.797596100002358,STRONG_BUY,0.1673,0.0584,67.47,18.1247,16.9398,0.1266,0.1267,BULLISH,0.0793,0.0379,26.8941,25.3683,66.3,62.0,0.7171,0.8773,50.0,31.2,87.6,1.1849,0.0,HEALTHY_BULL,HEALTHY_BEAR,29.42848860251407,14.649664104995985,0.1847,0.1369,5e-05,0.03575082256991957,0.08944614180863895,0.12519696437855854,0.028326110821499995,0.014261769607953022,0.06737923621344005,-0.3479027754293632,41.453,,0.0,0.2305,0.0546,2026-05-02T03:58:07.420730,2026-05-02T04:06:11.124609,-0.1705,RECOVERED,1,0.5,,True,,False,,,,0.1233,0.0406,True,0.1689,-0.15,10.08,31.85,32.47,-0.0896,-0.0437,0.1689,15.36,0.1302,25.66,0.0843,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T03:46:15.248052,-0.2368,2026-05-02T03:48:31.720049,-0.2127,2026-05-02T04:15:48.963534,0.0143,-0.2537,9.31,-0.2296,5.9,2026-05-02T03:36:24,2026-05-02T04:15:48.964514,REGIME_CHANGE L1,MAKER,TAKER,True,
241,,LINKUSDT,LONG,CLOSED,9.099,9.101,9.101,198.7857459574504,1.0,198.7857459574504,21.846988235789688,STRONG_BUY,0.0633,0.0321,59.16,20.4705,19.9894,0.0774,0.0775,BULLISH,0.0384,0.0419,23.9526,22.7142,64.2,60.7,0.8279,0.8783,66.7,22.9,85.1,0.4811,4.0,HEALTHY_BULL,HEALTHY_BEAR,26.192965515953315,15.145473449201463,0.1221,-0.0925,8.4e-05,0.035781434272341074,0.08947324797026489,0.12525468224260597,-0.081560705771012,-0.041029453786123014,0.28852873942191476,-0.15088218485548843,9.131,,0.0,0.2802,0.0399,2026-05-02T02:52:28.693982,2026-05-02T02:31:21.145081,-0.0789,ENDED_NEG,1,0.5,,False,,False,,,,-0.0391,-0.0323,True,0.2447,-0.085,20.05,0.62,0.0,-0.041,0.0799,0.0,15.42,0.0689,24.82,0.0689,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T01:25:17.989497,-0.0191,2026-05-02T01:31:00.902342,0.0688,2026-05-02T03:15:12.898209,-0.041,-0.1069,11.4,-0.1179,7.99,2026-05-02T00:54:01,2026-05-02T03:15:12.899009,REGIME_CHANGE L1,MAKER,TAKER,True,
240,,ETHUSDT,LONG,CLOSED,2297.43,2300.49,2300.49,198.6137513686104,1.0,198.6137513686104,0.0864504038724185,STRONG_BUY,0.0848,0.0281,63.72,17.7348,17.5928,0.0753,0.0754,BULLISH,0.0333,0.0335,22.5186,21.7638,62.8,61.2,0.5385,0.6928,62.5,25.0,99.9,0.142,2.0,HEALTHY_BULL,HEALTHY_BEAR,31.276648754062432,21.033955130316393,0.0932,0.0121,8.4e-05,0.035750475246349875,0.089495230322007,0.12524570556835687,0.13929253028123897,0.07013236964782149,0.4007879282502758,-0.21048978206081895,2308.09,,0.0,0.4109,0.0954,2026-05-02T02:52:29.571848,2026-05-02T02:30:21.122670,-0.0717,ENDED_NEG,1,0.5,,True,,False,,,,-0.0249,0.0337,True,0.3514,0.0315,20.05,0.65,,,0.1916,,0.01,0.0702,24.81,0.2286,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-05-02T01:25:17.987874,-0.1422,2026-05-02T01:31:00.900839,-0.0852,2026-05-02T03:15:12.573021,0.0701,-0.1357,14.89,-0.15,3.43,2026-05-02T00:45:58,2026-05-02T03:15:12.573870,REGIME_CHANGE L1,MAKER,TAKER,True,
