id,binance_order_id,backstop_algo_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_off24h_pct,entry_btc_off24lo_pct,entry_long_heat_flags,entry_btc_off30d_high_pct,entry_btc_r72_pct,entry_btc_eff72,entry_btc_above72_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,entry_pair_rank,entry_pair_age_days,entry_br_r72,entry_br_above,entry_br_eff,entry_br_off24h,entry_br_door,entry_bear_r24,entry_bear_below24,entry_bear_eff24,entry_bear_off24lo,entry_bear_bypass,funding_fee_usd,spike_rsi_max,spike_armed,belock_t15_min,belock_tr15,belock_t20_min,belock_tr20,belock_t30_min,belock_tr30,entry_desired_notional,entry_liquidity_cap_notional,liquidity_capped,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,entry_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,hard_tp_shadow_leash_pnl,hard_tp_shadow_leash_fired,hard_tp_shadow_ladder_pnl,hard_tp_shadow_ladder_fired,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,phantom_ema13_cross_pnl,phantom_ema13_cross_at,phantom_trail_suppress_pnl,phantom_trail_suppress_at,entry_gap_expand_marginal,entry_strategy,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,shadow_tight_pnl,shadow_tight_reason,shadow_tight_min,shadow_wide_pnl,shadow_wide_reason,shadow_wide_min,shadow_tierA_pnl,shadow_tierA_reason,shadow_tierA_min,shadow_tierB_pnl,shadow_tierB_reason,shadow_tierB_min,shadow_strpk_pnl,shadow_strpk_reason,shadow_strpk_min,shadow_strpk04_pnl,shadow_strpk04_reason,shadow_strpk04_min,shadow_strpk03_pnl,shadow_strpk03_reason,shadow_strpk03_min,shadow_stren_pnl,shadow_stren_reason,shadow_stren_min,shadow_strpk_signed_pnl,shadow_strpk_signed_reason,shadow_strpk_signed_min,shadow_peak_stretch,shadow_peak_stretch_at_close,shadow_atr05_pnl,shadow_atr05_min,shadow_atr10_pnl,shadow_atr10_min,shadow_atr15_pnl,shadow_atr15_min,shadow_cap025_pnl,shadow_cap025_min,shadow_cap035_pnl,shadow_cap035_min,shadow_cap050_pnl,shadow_cap050_min,shadow_arm035_pnl,shadow_arm035_min,shadow_arm040_pnl,shadow_arm040_min,runner_peak_stretch,runner_trail_bound,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes
23,,,SOLUSDT,LONG,CLOSED,115.28,115.77,115.8,503.52258075541675,20.0,10070.451615108335,87.35645051273713,STRONG_BUY,1.0205,0.1846,0.3888,74.90480169456362,74.79,46.4509232539483,45.3933,0.0316,0.0316,BULLISH,0.3702,0.422,49.9151,47.8283,90.2,89.9,90.7,0.3318,83.1,82.1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,,,1.1107,0.8805445227933041,84.8,13.0,78.3,1.0576,1.0,BULL_EXHAUSTED,BULL_EXHAUSTED,,1.2306,36.9628670307092,9.183014653977189,0.4699086984740583,0.9944,,1.4056,0.6059,0.8389,-0.44,4.58,3,-0.44,7.11,0.11,54.1,0.6523,,,2412225697.3717,2,,7.11,54.1,0.11,-0.44,REARM,,,,,,,,False,,,,,,,10070.451615108335,500000.0,False,,1.648,,,,,,,,,1.8126812907195005,4.550965324136809,6.363646614856309,36.44101413638444,0.36186077376821213,1.3069592297015946,-0.3838132373351878,116.86,115.28,0.0,,,,,,NEVER,1,0.4,,True,,-0.0087,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.2548,0.3281,True,,,,,116.1,115.34,2026-09-21T10:01:43.467872,2026-09-21T09:52:09.167200,0.6483,-0.011,10.35,0.78,24.14,0.2406,0.1625,0.6483,0.31,0.3794,4.13,0.2146,,,25.25,0.2059,,,,,,BULLRUN_LONG,,,,,,0.1365,0.2059,0.2319,0.2753,0.2319,,,,,,,2026-09-21T09:51:55.544688,0.1625,2026-09-21T09:51:53.417040,0.1712,2026-09-21T09:51:54.488945,0.1539,2026-09-21T09:52:11.236273,0.0931,2026-09-21T09:52:11.236273,0.0931,2026-09-21T09:52:11.236273,0.0931,2026-09-21T09:52:23.533219,0.1712,0.3983,trailing,11.97,,,,,,,,,,0.4228,stretch,8.87,,,,,,,0.2406,signal_lost,24.14,,,,0.1808,,0.1625,,0.1625,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-21T09:13:45,2026-09-21T09:51:22.013847,BR_TRAILING_STOP,MAKER,TAKER,True,
22,,,BNBUSDT,LONG,CLOSED,783.42,790.16,790.59,576.9466309463835,20.0,11538.932618927669,14.728922696545492,STRONG_BUY,0.6517,0.2143,0.2516,83.00092727376253,81.5,30.71526397751668,28.3496,0.2359,0.2365,BULLISH,0.2997,0.5105,43.3259,40.9102,90.8,92.0,76.1,0.3464,82.3,63.6,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,,,,1.7741,1.1417737050910188,89.1,10.9,96.4,2.3656,1.0,BULL_EXHAUSTED,STRONG_BULL,,1.0276,37.666403341473895,8.988466769950524,0.2978536998529102,0.1785,,0.3354,0.704,1.07,-0.59,4.44,3,1.48,7.1,0.11,54.1,0.4238,,,523703133.456,10,,7.1,54.1,0.11,-0.59,REARM,,,,,,,,False,,,,,,,11538.932618927669,500000.0,False,,0.8567,,,,,,,,,5.192519678517451,5.237192501056073,10.429712179573524,88.84322679514322,0.7699431977738644,1.365779211661699,-0.526350999463884,794.83,783.42,0.0,,,,,,NEVER,1,0.4,,True,,0.0856,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.1909,0.0091,True,,,,,792.15,788.02,2026-09-21T12:21:12.856862,2026-09-21T12:27:51.915761,1.0243,0.4972,23.88,30.53,13.4,0.7486,0.7333,1.0141,0.67,0.792,33.58,0.6261,,,13.4,0.7486,,,,,,BULLRUN_LONG,,,,,,0.7665,0.8648,0.7844,0.8073,0.6529,,,,,,,,,2026-09-21T12:00:21.791513,0.7027,2026-09-21T12:00:22.811277,0.7167,2026-09-21T12:00:43.193790,0.6835,2026-09-21T12:22:09.655449,0.7448,2026-09-21T12:09:54.083636,0.7984,2026-09-21T12:09:49.997129,0.8112,0.6722,trailing,3.24,,,,,,,,,,0.9044,stretch,2.4,,,,,,,0.7486,ema13,13.39,,,,0.1725,,0.7333,,0.7333,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-21T08:56:10,2026-09-21T11:57:19.612397,BR_TRAILING_STOP,TAKER_FALLBACK,TAKER,True,
21,,,DOGEUSDT,LONG,CLOSED,0.09212000000000001,0.09371,0.09379,576.9466309463837,20.0,11538.932618927674,125259.79829491612,STRONG_BUY,1.2644,0.3115,0.4686,76.75473483981636,86.02,49.83144368025234,48.0049,0.1997,0.2001,BULLISH,0.5653,0.5105,43.3259,40.9102,90.8,92.0,76.1,0.3464,82.3,63.6,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,,,,1.7741,1.1873838080187253,89.1,10.9,85.6,1.8265,1.0,BULL_EXHAUSTED,BULL_EXHAUSTED,,1.0276,34.109187932207796,5.19241901785183,0.6147767522742671,1.0632,,1.5955,0.9832,1.07,-0.59,4.44,3,1.48,7.1,0.11,54.1,0.4238,,,588552957.04656,7,,7.1,54.1,0.11,-0.59,REARM,,,,,,,,False,,,,,,,11538.932618927674,500000.0,False,,1.6684,,,,,,,,,2.0770078714069817,5.282143064197466,7.359150935604447,191.80392835331145,1.6622328484585256,2.899192249240117,-0.7899849109856751,0.09485,0.09212000000000001,0.0,,,,,,NEVER,1,0.4,,True,,-0.0109,False,,,,1.0,1.0,BULLRUN,False,,,0,,0.1364,1.0738,True,,,,,0.09394,0.09129,2026-09-21T09:47:35.692134,2026-09-21T09:51:58.676255,1.9127,-0.964,1.19,5.57,10.87,-0.1173,0.4798,1.9127,0.01,1.6956,7.29,0.1433,,,10.87,-0.1173,,,,,,BULLRUN_LONG,,,,,,1.8041,1.6739,1.1528,-0.1933,0.2627,,,,,,,2026-09-21T09:48:23.125164,1.663,2026-09-21T09:48:22.104000,1.663,2026-09-21T09:48:23.125164,1.663,2026-09-21T09:48:27.220806,1.663,2026-09-21T09:48:35.409907,1.6522,2026-09-21T09:48:36.435590,1.663,2026-09-21T09:48:36.435590,1.663,1.6627,trailing,2.16,,,,,,,,,,1.7064,stretch,1.83,,,,,,,-0.7,hard_sl,5.56,,,,0.394,,0.4798,,0.4798,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-21T08:55:44,2026-09-21T09:46:23.985284,BR_TRAILING_STOP,MAKER,TAKER,True,
20,,,ZECUSDT,LONG,CLOSED,1520.0,1510.08,1511.35,576.9466309463836,20.0,11538.932618927673,7.591403038768205,STRONG_BUY,0.6283,0.2191,0.2554,69.7227168212111,70.04,35.66564018964291,34.8091,0.2321,0.2327,BULLISH,0.3051,0.5105,43.3259,40.9102,90.8,92.0,76.1,0.3464,82.3,63.6,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,,,,1.7741,1.0473650714431864,89.1,10.9,89.8,0.8566,1.0,BULL_EXHAUSTED,BULL_EXHAUSTED,,1.0276,31.728845358354274,11.49818182605162,0.4948327575432838,0.0257,,0.0696,0.7089,1.07,-0.59,4.44,3,1.48,7.1,0.11,54.1,0.4238,,,2540000689.29,1,,7.1,54.1,0.11,-0.59,REARM,,,,,,,,False,,,,,,,11538.932618927673,500000.0,False,,1.2385,,,,,,,,,5.192519678517453,5.158631655352391,10.351151333869844,-85.657869478451,-0.742337894736847,0.2992984210526364,-0.742337894736847,1525.92,1520.0,0.0,,,,,,NEVER,1,0.4,,True,,0.0902,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.227,-0.1907,True,,,,,1516.71,1497.23,2026-09-21T09:26:27.893032,2026-09-21T09:40:42.154431,-0.3064,-1.588,14.37,28.61,21.71,-0.7288,-0.7538,0.0,0.43,-0.6959,21.71,-0.7288,,,21.71,-0.7288,,,,,,BULLRUN_LONG,,,,,,-0.8939,-0.9742,-0.6499,-0.3828,-1.3979,,,,,,,,,,,,,,,,,,,,,-0.7538,window,,,,,,,,,,,-0.7538,window,,,,,,,,-0.7538,window,,,,,,,-0.7538,,-0.7538,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-21T08:55:38,2026-09-21T09:12:05.259563,BR_STOP_LOSS,TAKER_FALLBACK,TAKER,True,
19,,,AVAXUSDT,LONG,CLOSED,11.137,11.381,11.385,576.9466309463836,20.0,11538.932618927673,1036.0898463614683,STRONG_BUY,0.2199,0.2057,0.1084,57.700378409618914,52.95,29.276346675773933,31.0545,0.5272,0.53,BULLISH,0.1429,0.4828,35.5226,31.6013,91.7,90.6,64.2,0.3521,82.1,63.6,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,,,,1.5972,1.1993689605026063,82.6,15.2,76.0,-1.7781,2.0,BULL_EXHAUSTED,STRONG_BULL,,0.6912,23.997535869171124,21.212415592955644,0.7063728101069126,-0.7033,,-0.8808,0.846,1.6326,-0.93,4.2,3,0.29,7.13,0.11,54.1,0.4192,,,775666337.909,5,,7.13,54.1,0.11,-0.93,REARM,,,,,,,,False,,,,,,,11538.932618927673,500000.0,False,,0.8681,,,,,,,,,2.0770078714069813,5.306282343647942,7.383290215054923,245.4226322971431,2.126909311304658,3.5449653407560318,-0.7002277094370093,11.539,11.137,0.0,,,,,,NEVER,1,0.4,,True,,-0.009,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.826,-0.0557,True,,,,,11.433,11.265,2026-09-21T12:20:12.280980,2026-09-21T12:02:03.396527,2.5948,1.0863,31.45,13.31,0.21,2.1099,1.8585,2.1548,0.01,2.092,3.91,1.7238,,,0.21,2.1099,,,,,,BULLRUN_LONG,,,,,,2.2267,2.2356,1.8226,1.4634,2.2536,,,,,,,2026-09-21T11:51:35.968531,1.6161,2026-09-21T11:51:35.968531,1.6161,2026-09-21T11:51:35.968531,1.6161,2026-09-21T11:51:35.968531,1.6161,2026-09-21T11:51:35.968531,1.6161,2026-09-21T11:51:30.847466,2.0471,2026-09-21T11:51:31.867961,2.0112,2.1099,ema13,0.2,,,,,,,,,,2.1099,ema13,0.2,,,,,,,2.1099,ema13,0.2,,,,0.6366,,1.8585,,1.8585,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-21T08:42:55,2026-09-21T11:48:44.734300,BR_TRAILING_STOP,MAKER,TAKER,True,
18,,,NEARUSDT,LONG,CLOSED,4.278,4.23,4.237,642.8688917728565,20.0,12857.37783545713,3005.464664669736,STRONG_BUY,0.6704,0.0801,0.2376,58.47243747343285,60.86,30.555904320279808,29.6796,0.0619,-0.0619,BULLISH,0.2568,0.0873,30.3371,30.498,69.9,69.7,64.6,0.1687,69.9,66.4,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,,,,1.3837,0.4409720442340614,80.9,14.9,56.9,0.8764,2.0,STRONG_BULL,STRONG_BULL,,0.3423,24.77085297928669,10.130334271631144,1.1244945373675315,0.9838,,1.3274,0.2558,0.1705,-0.06,2.09,3,-0.66,6.81,0.108,58.1,0.2105,,,966941956.901,4,,6.81,58.1,0.108,-0.06,REARM,,,,,,,,False,,,,,,,12857.37783545713,500000.0,False,,0.3481,,,,,,,,,5.785820025955708,5.720901989198843,11.506722015154551,-155.76902591929934,-1.2115147265076942,0.14364890135578953,-1.2115147265076942,4.36,4.278,0.0,,,,,,NEVER,1,0.4,,True,,0.1404,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.9136,-0.0534,True,,,,,4.23,4.115,2026-09-21T01:26:38.245690,2026-09-21T01:56:30.917324,-1.212,-3.9002,0.0,29.88,0.33,-2.1237,-3.6431,0.0,0.33,-2.1237,,,,,0.33,-2.1237,,,,,,BULLRUN_LONG,2026-09-21T01:33:23.666293,-2.0068,,,,-1.9367,-2.2405,-1.5627,-2.1938,-3.7366,,,,,,,,,,,,,,,,,,,,,-3.6431,window,,,,,,,,,,,-3.6431,window,,,,,,,,-3.6431,window,,,,,,,-3.6431,,-3.6431,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-21T01:21:06,2026-09-21T01:26:37.917103,BR_STOP_LOSS,TAKER_FALLBACK,TAKER,True,
17,,,SUIUSDT,LONG,CLOSED,0.9352,0.9384,0.9407,500.51754196122613,20.0,10010.350839224522,10703.967963242645,STRONG_BUY,1.8306,0.3733,0.7072,73.03855576612497,78.31,33.96002770032612,33.2783,0.0694,-0.0693,BULLISH,0.6792,0.1002,31.102,30.4347,71.4,66.9,74.9,0.1884,69.5,57.8,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,,,1.1993,1.1168988889860907,78.7,21.3,77.5,0.6817,1.0,BULL_EXHAUSTED,STRONG_BULL,,0.3369,37.451758881197286,14.99351780159192,0.8395220422868767,1.6125,,2.4138,1.013,0.2785,-0.19,1.96,2,-0.82,6.89,0.109,58.1,0.1775,,,572352920.83718,8,,6.89,58.1,0.109,-0.19,REARM,,,,,,,,False,,,,,,,10010.350839224522,500000.0,False,,0.3481,,,,,,,,,1.8018631510604142,4.520071591518104,6.3219347425785175,27.93076273979774,0.2790188195038473,1.9677367408041078,-1.1638730752780126,0.9542,0.9352,0.0,,,,,,NEVER,1,0.4,,True,,-0.0107,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.5383,0.982,True,,,,,0.9508,0.9149,2026-09-21T01:45:43.813721,2026-09-21T02:02:10.739420,1.6051,-2.2337,18.69,35.14,24.54,-0.7367,-0.8222,1.6051,24.54,-0.7367,10.48,0.3433,,,24.54,-0.7367,,,,,,BULLRUN_LONG,2026-09-21T01:33:23.666293,0.7497,,,,0.3754,0.8245,0.9849,0.7176,-1.3889,,,,,,,2026-09-21T01:29:42.864181,0.493,2026-09-21T01:28:27.770186,0.2899,2026-09-21T01:29:43.874359,0.4503,2026-09-21T01:30:18.517002,0.4075,2026-09-21T01:32:29.699444,0.8352,2026-09-21T01:30:19.529066,0.4289,2026-09-21T01:32:34.769632,0.6962,0.4569,trailing,0.68,,,,,,,,,,0.6855,stretch,2.3,,,,,,,-0.7,hard_sl,24.54,,,,0.8484,,-0.8222,,-0.8222,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-21T00:47:21,2026-09-21T01:27:02.210380,BR_TRAILING_STOP,MAKER,TAKER,True,
16,,,ONEUSDT,LONG,CLOSED,0.0040791,0.0040324,0.0040443,678.8119844486281,20.0,13576.239688972562,3328243.899137693,STRONG_BUY,3.3294,0.6216,1.2275,57.568330559915765,61.19,41.51978760070427,41.5527,0.7556,-0.75,BULLISH,1.2555,0.0725,30.4536,30.5135,58.1,65.8,72.3,0.1891,66.6,57.8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,,,1.5281,0.9581669245977918,78.7,21.3,56.9,-0.0329,2.0,STRONG_BULL,STRONG_BULL,,0.3,28.71287003078402,11.988079407513816,3.7186603384526875,3.6253,,5.0424,1.0928,0.0356,-0.22,1.92,2,-0.82,6.85,0.109,58.1,0.154,,,576578499.4276536,7,,6.85,58.1,0.109,-0.22,REARM,,,,,,,,False,,,,,,,13576.239688972562,500000.0,False,,0.3,,,,,,,,,2.4437231440150615,6.039364814497275,8.483087958512336,-163.9120780482404,-1.2073451986957746,0.21389723223261375,-1.2073451986957746,0.0040904,0.0040791,0.0,,,,,,NEVER,1,0.4,,True,,-0.0025,False,,,,1.0,1.0,BULLRUN,False,,,0,,-1.8393,2.3964,False,,,,,0.0041904,0.0038328,2026-09-21T01:18:53.833074,2026-09-21T00:56:31.804967,2.6655,-6.1011,32.8,10.43,7.07,-3.0024,-3.1666,0.0,5.32,-1.1515,10.59,-5.6157,,,8.82,-4.5591,,,,,,BULLRUN_LONG,,,,,,-2.1909,-1.2716,-1.4947,-1.8722,0.7239,,,,,,,2026-09-21T01:10:14.426446,0.2067,2026-09-21T01:07:43.467278,0.2729,2026-09-21T01:07:43.467278,0.2729,2026-09-21T01:07:43.467278,0.2729,2026-09-21T01:07:43.467278,0.2729,2026-09-21T01:07:43.467278,0.2729,2026-09-21T01:07:43.467278,0.2729,0.5058,ema13,19.64,,,,,,,,,,0.5058,ema13,19.64,,,,,,,0.5058,ema13,19.64,,,,3.1503,,-3.1666,,-3.1666,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-21T00:45:33,2026-09-21T00:46:05.170592,BR_STOP_LOSS,MAKER,TAKER,True,
15,,,ENAUSDT,LONG,CLOSED,0.22239,0.22297,0.22306,678.8119844486281,20.0,13576.239688972562,61046.98812434265,STRONG_BUY,0.6961,0.2808,0.2597,64.83376786880203,66.41,15.601249769848588,14.6973,0.4356,0.4375,BULLISH,0.4047,0.0725,30.4536,30.5135,58.1,65.8,72.3,0.1891,66.6,57.8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,,,1.5281,0.9822481402772114,78.7,21.3,92.5,0.904,1.0,STRONG_BULL,STRONG_BULL,,0.3,26.573064386123697,15.15840386010213,0.8651834019240162,0.0478,,0.2542,0.9812,0.0356,-0.22,1.92,2,-0.82,6.85,0.109,58.1,0.154,,,655678512.13816,6,,6.85,58.1,0.109,-0.22,REARM,,,,,,,,False,,,,,,,13576.239688972562,500000.0,False,,0.317,,,,,,,,,2.4437231440150615,6.125241123938106,8.568964267953167,26.8382888441654,0.1976857322721333,1.0471616529520211,-0.9843892261342669,0.22486,0.22239,0.0,,,,,,NEVER,1,0.4,,True,,-0.0045,False,,,,1.0,1.0,BULLRUN,False,,,0,,0.2028,0.4314,True,,,,,0.22421,0.20945,2026-09-21T01:22:49.914396,2026-09-21T02:01:25.168587,0.7554,-5.8816,2.81,41.4,8.7,-1.6998,-5.5174,0.7554,6.95,-1.2906,8.7,-1.6998,,,8.7,-1.6998,,,,,,BULLRUN_LONG,2026-09-21T01:33:23.666293,-1.8392,,,,0.2967,0.1124,0.0449,-1.8571,-3.8222,,,,,,,2026-09-21T01:21:38.873962,0.0854,2026-09-21T01:24:06.636903,0.1349,2026-09-21T01:24:06.636903,0.1349,2026-09-21T01:24:06.636903,0.1349,2026-09-21T01:24:06.636903,0.1349,2026-09-21T01:22:00.400359,0.0719,2026-09-21T01:24:06.636903,0.1349,0.2176,trailing,1.4,,,,,,,,,,0.0584,stretch,1.4,,,,,,,-0.7,hard_sl,6.61,,,,0.7162,,-5.5174,,-5.5174,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-21T00:45:30,2026-09-21T01:20:00.615736,BR_BREAKEVEN_EXIT,MAKER,TAKER,True,
14,,,AVAXUSDT,LONG,CLOSED,11.558,11.591,11.592,678.8119844486281,20.0,13576.239688972562,1174.6184191877974,STRONG_BUY,0.7634,0.0616,0.2988,54.5823552809756,63.27,21.788872279881364,22.3865,0.3511,-0.3498,BULLISH,0.2582,0.0725,30.4536,30.5135,58.1,65.8,72.3,0.1891,66.6,57.8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,,,1.5281,0.8916700246345309,78.7,21.3,52.3,-0.5976,2.0,STRONG_BULL,STRONG_BULL,,0.3,24.964998178053673,18.825660284201714,0.9877981798637688,1.0094,,1.408,0.0094,0.0356,-0.22,1.92,2,-0.82,6.85,0.109,58.1,0.154,,,755786458.964,5,,6.85,58.1,0.109,-0.22,REARM,,,,,,,,False,,,,,,,13576.239688972562,500000.0,False,,0.3481,,,,,,,,,6.109307860037653,6.126750943562591,12.236058803600244,26.526349029596453,0.19538804291399445,1.5877357674338195,-0.928867883716902,11.752,11.558,0.0,,,,,,NEVER,1,0.4,,True,,0.2081,False,,,,1.0,1.0,BULLRUN,False,,,0,,-0.3801,0.4394,True,,,,,11.6,11.047,2026-09-21T01:26:49.753785,2026-09-21T02:08:10.304334,0.2734,-4.5112,0.15,41.49,2.03,-0.6005,-4.1651,0.2734,0.28,0.0484,3.81,-1.2926,,,2.03,-0.6005,,,,,,BULLRUN_LONG,2026-09-21T01:33:23.666293,-1.3186,,,,-0.3582,-0.661,-0.9033,-1.7771,-3.5681,,,,,,,,,,,,,,,,,,,,,-4.1651,window,,,,,,,,,,,-4.1651,window,,,,,,,,-4.1651,window,,,,,,,-4.1651,,-4.1651,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-09-21T00:45:28,2026-09-21T01:26:40.580533,BR_BREAKEVEN_EXIT,TAKER_FALLBACK,TAKER,True,
